"FocalAOU","CompetitorAOU","Estimate","P","R2"
2881,2890,-0.672907812935384,0.623522918211231,0.0036717083563394
2881,2940,0.0647899947281926,0.916048079681849,0.000169628074722844
2881,3000,-0.503594467796721,0.585052483694648,0.00454122714697662
2881,3160,-2.30475503158853,0.0319410446754677,0.0678384490268438
2881,3870,-1.30791873473029,0.22660094947297,0.0220734576389156
2881,3880,-0.935548196828113,0.114413163547392,0.0373318408997314
2881,3930,-1.07176707116826,0.0931295333321224,0.0421291133061688
2881,4021,-1.17844526579456,0.150408965051389,0.0310792604310914
2881,4060,-0.290281333967386,0.651588550660237,0.00310808936295498
2881,4080,-1.40636052563735,0.339935991376592,0.0138066736240284
2881,4090,-1.63024193733796,0.121464888788867,0.0359516205569379
2881,3940,-1.95019694785806,0.00415703761196451,0.11784687172175
2881,4020,-0.617624182826298,0.353246576705524,0.013069987246387
2881,4120,-0.769955797193166,0.120374208019529,0.0361593408983445
2881,4290,-0.52033355877616,0.704149427414228,0.00219890419428776
2881,4320,-1.27947181639201,0.319723255021211,0.0150014525925086
2881,4330,-0.565459212973392,0.675795848132525,0.00266653956401208
2881,4360,-1.18574993256751,0.357844118939085,0.012824136634154
2881,4440,0.255196421566704,0.694374778422813,0.00235425386350713
2881,4520,-0.620117003586438,0.214675009489486,0.0232304674893122
2881,4560,-0.99328161156238,0.0932815916710501,0.0420908251287756
2881,4570,0.366867548737667,0.512579280291279,0.00652493782318082
2881,4590,-1.94096487246511,0.145876346145304,0.0317705480860655
2881,4470,0.610767563390642,0.205389852015196,0.0241845251649321
2881,4610,-0.917644373894014,0.0952823215425428,0.0415931353276937
2881,4620,-0.658106604851112,0.158314911874642,0.0299270450793777
2881,4640,0.659589598750374,0.733860662307962,0.00176321880886131
2881,4660,-0.832124012845258,0.0622718240545365,0.0516793814662498
2881,4661,-0.60124882833358,0.271628451400249,0.0182805466155844
2881,4670,-0.367257058782514,0.397721789627449,0.0108593494454366
2881,4680,-0.48148770065105,0.612377561610399,0.00391170498170288
2881,4690,-1.2439918708473,0.0919718851565812,0.0424228040390189
2881,6570,-1.05966796377627,0.439443296138688,0.00908390560409707
2881,6860,-2.36688999747632,0.187077137009431,0.0262211913065269
2881,4750,0.193638824895999,0.624833684308238,0.00364410053865243
2881,4780,-0.955111640531521,0.449087400083323,0.00870894356404134
2881,4910,-1.01648543203703,0.125321549091011,0.0352330206273598
2881,4920,-1.08315878740514,0.17388021077965,0.0278354908469097
2881,4880,-0.602150868058247,0.326715719024188,0.0145772098528006
2881,4940,-0.559435546092314,0.119795071448583,0.0362704681215468
2881,4950,1.80341202768137,0.179005937435999,0.0271925018716816
2881,4970,0.669448858176155,0.161070541924943,0.0295404194997885
2881,5010,-1.43016351915776,0.0391466326260195,0.0628852284028711
2881,5070,-0.132235013321665,0.770555244662216,0.00129772835978666
