,mean,mcse,sd,2.50%,25%,50%,75%,97.50%,n_eff,Rhat
b[(Intercept) FocalAOU:3120],-1.110064383,0.029026423,0.638034313,-2.283803791,-1.568228684,-1.125363819,-0.679816698,0.181361245,483,1.01582438
b[c_s FocalAOU:3120],0.394872706,0.027701299,0.640417916,-0.763143671,-0.077516051,0.388084476,0.823148846,1.716724586,534,1.005299736
b[abTemp FocalAOU:3120],-0.089504229,0.003755324,0.074206019,-0.228518165,-0.138939021,-0.090095348,-0.03746316,0.048608711,390,1.010804263
b[abElev FocalAOU:3120],-0.756119921,0.003989159,0.085633,-0.922775084,-0.815480126,-0.753881343,-0.69739174,-0.598065925,461,1.011783825
b[abPrecip FocalAOU:3120],0.810089264,0.005128327,0.162171942,0.475191827,0.706884626,0.807790721,0.918960713,1.147115958,1000,0.999279939
b[abNDVI FocalAOU:3120],0.110670086,0.002839714,0.089799636,-0.058243492,0.047916825,0.11325645,0.168020488,0.29502174,1000,1.000239236
b[(Intercept) FocalAOU:3160],7.464034273,0.038477494,0.518489025,6.489369708,7.096747177,7.438346849,7.813050003,8.513070362,182,1.009017303
b[c_s FocalAOU:3160],4.496473905,0.034556885,0.503972911,3.564723252,4.129331039,4.468378956,4.854004002,5.529242264,213,1.010424161
b[abTemp FocalAOU:3160],-1.372775989,0.003706297,0.068777915,-1.51354239,-1.419054616,-1.37105849,-1.326085918,-1.243188484,344,1.011279393
b[abElev FocalAOU:3160],-0.5928666,0.003859803,0.055456415,-0.696791625,-0.631395503,-0.59395876,-0.554705957,-0.485733661,206,1.013238104
b[abPrecip FocalAOU:3160],-0.060853283,0.003425124,0.072346027,-0.194971218,-0.110573411,-0.061505668,-0.012352739,0.080079644,446,1.008088936
b[abNDVI FocalAOU:3160],0.217456723,0.003440178,0.05870601,0.105080804,0.177501451,0.219409865,0.256652661,0.328677013,291,1.001779321
b[(Intercept) FocalAOU:3190],5.733414472,0.020313599,0.4131351,4.918368248,5.442008858,5.743504353,5.999156194,6.571184571,414,1.004753386
b[c_s FocalAOU:3190],-3.608390066,0.008706505,0.214519929,-4.030846671,-3.760031785,-3.601898639,-3.463726999,-3.191445658,607,1.000133646
b[abTemp FocalAOU:3190],-0.018311323,0.004389122,0.098525438,-0.223009621,-0.08166802,-0.015828132,0.05457138,0.164255906,504,1.004148217
b[abElev FocalAOU:3190],0.590510392,0.005035457,0.159235121,0.284265403,0.48338917,0.587025163,0.691802925,0.905552751,1000,1.001514677
b[abPrecip FocalAOU:3190],-0.539631662,0.005204691,0.160398205,-0.857040834,-0.641527358,-0.54087679,-0.430099823,-0.229265923,950,0.997320811
b[abNDVI FocalAOU:3190],0.018601829,0.004315829,0.136478483,-0.247750951,-0.075525421,0.013127628,0.115329848,0.286052525,1000,0.998660381
b[(Intercept) FocalAOU:3200],-0.808487891,0.018294415,0.208481265,-1.197375411,-0.943714029,-0.821614742,-0.678970536,-0.384974935,130,1.01617661
b[c_s FocalAOU:3200],0.31094421,0.006771766,0.118890399,0.081463005,0.228153244,0.312357859,0.392888059,0.554451054,308,1.007707802
b[abTemp FocalAOU:3200],-0.526915814,0.004391225,0.106044103,-0.73391013,-0.60101777,-0.530117169,-0.452859453,-0.320642815,583,1.003556596
b[abElev FocalAOU:3200],0.871038951,0.004978511,0.124604216,0.636017672,0.789723092,0.865727207,0.952244106,1.125491976,626,1.002708563
b[abPrecip FocalAOU:3200],-0.078479858,0.00475541,0.120187039,-0.320993448,-0.159970038,-0.073552149,-0.001047615,0.148700829,639,1.004434311
b[abNDVI FocalAOU:3200],0.12032253,0.003900449,0.101497652,-0.071860551,0.051714706,0.120565826,0.1895485,0.322782879,677,1.002691038
b[(Intercept) FocalAOU:3870],-0.045766139,0.017724688,0.157455931,-0.346079154,-0.143392712,-0.045133524,0.056100395,0.295885591,79,1.037230848
b[c_s FocalAOU:3870],-0.060318125,0.006678278,0.07160464,-0.195051295,-0.109151166,-0.061065563,-0.014300281,0.078262243,115,1.04392059
b[abTemp FocalAOU:3870],-0.492106999,0.003616591,0.048553138,-0.592006447,-0.522698977,-0.492408547,-0.459565256,-0.401124959,180,1.025185059
b[abElev FocalAOU:3870],-0.330010985,0.003751865,0.051052397,-0.430364314,-0.36428021,-0.329671506,-0.295248696,-0.232314703,185,1.016161794
b[abPrecip FocalAOU:3870],0.013744004,0.003185701,0.049304405,-0.080480767,-0.01896498,0.012948739,0.045374824,0.109634704,240,1.012664298
b[abNDVI FocalAOU:3870],0.271106338,0.00304005,0.043287922,0.185534993,0.242004953,0.272267447,0.300308666,0.349023652,203,1.002568447
b[(Intercept) FocalAOU:3880],-2.515088934,0.017863275,0.155571257,-2.817697797,-2.612676106,-2.517786069,-2.418357055,-2.189334355,76,1.038722251
b[c_s FocalAOU:3880],0.388504932,0.006301557,0.071183406,0.250880071,0.339513048,0.388007899,0.433521906,0.529209806,128,1.046414573
b[abTemp FocalAOU:3880],0.030033843,0.0039301,0.057380961,-0.086365742,-0.007129641,0.031322275,0.067595082,0.14227811,213,1.014702039
b[abElev FocalAOU:3880],-0.054627341,0.003791615,0.058261562,-0.167571418,-0.095766035,-0.053933746,-0.015237459,0.060184379,236,1.005676048
b[abPrecip FocalAOU:3880],-0.213795104,0.003197751,0.052709731,-0.318048006,-0.248707483,-0.214596486,-0.177934908,-0.113393021,272,1.014110433
b[abNDVI FocalAOU:3880],0.483185326,0.003382256,0.046649376,0.394881885,0.452627143,0.483234197,0.515469517,0.573026037,190,1.001221395
b[(Intercept) FocalAOU:3930],-2.353193224,0.025377781,0.447887321,-3.288436237,-2.630992808,-2.35843551,-2.050282711,-1.521056374,311,1.005234719
b[c_s FocalAOU:3930],0.064292082,0.033426429,0.82418301,-1.579559095,-0.488148308,0.033849193,0.612931196,1.667965974,608,1.002165126
b[abTemp FocalAOU:3930],0.164380157,0.003867804,0.048376835,0.067148883,0.134562769,0.164919051,0.195465225,0.261126434,156,1.028607818
b[abElev FocalAOU:3930],0.162762952,0.00492508,0.061248857,0.040128632,0.123168412,0.161702972,0.203438958,0.277167282,155,1.016305538
b[abPrecip FocalAOU:3930],0.396456521,0.003169862,0.048440092,0.304387538,0.363496468,0.395657787,0.430310657,0.489582964,234,1.016515577
b[abNDVI FocalAOU:3930],0.378918248,0.003210116,0.039378031,0.305842091,0.350492654,0.381244737,0.405692759,0.449442687,150,1.006856842
b[(Intercept) FocalAOU:3940],-0.447546509,0.017663306,0.151308545,-0.742966921,-0.539981862,-0.444519744,-0.354911121,-0.123821038,73,1.038186023
b[c_s FocalAOU:3940],0.516240938,0.006653924,0.066879397,0.393758038,0.472909094,0.514055228,0.561260335,0.651441018,101,1.050607652
b[abTemp FocalAOU:3940],0.331341214,0.003758263,0.049332961,0.234438725,0.299339434,0.330978887,0.364211477,0.428244561,172,1.014503261
b[abElev FocalAOU:3940],-0.408115442,0.003722233,0.04860143,-0.498843266,-0.441590465,-0.408423332,-0.374755785,-0.313011472,170,1.01297367
b[abPrecip FocalAOU:3940],-0.425685511,0.003016711,0.043601004,-0.511239149,-0.454729671,-0.427167581,-0.397632177,-0.340531524,209,1.01712457
b[abNDVI FocalAOU:3940],0.190978591,0.00309894,0.038794266,0.113805037,0.163445882,0.192401891,0.218348657,0.260200309,157,1.002693768
b[(Intercept) FocalAOU:3960],-3.145936891,0.019196293,0.219112061,-3.55870149,-3.291152943,-3.15054888,-2.99984928,-2.699408302,130,1.01586357
b[c_s FocalAOU:3960],-0.840706522,0.007715471,0.127777633,-1.098426697,-0.926422519,-0.836647307,-0.755533454,-0.610281633,274,1.013848819
b[abTemp FocalAOU:3960],-0.509426561,0.004002765,0.118380884,-0.73826732,-0.589771654,-0.509627964,-0.429247964,-0.27546563,875,0.998954066
b[abElev FocalAOU:3960],0.963582581,0.004784581,0.149561839,0.668520648,0.856173309,0.963565985,1.062449593,1.250741887,977,1.002673056
b[abPrecip FocalAOU:3960],0.790844075,0.004663307,0.133806293,0.514480169,0.705009563,0.79278761,0.881581811,1.046976228,823,1.005511967
b[abNDVI FocalAOU:3960],0.149156872,0.004972243,0.151989281,-0.144986018,0.046724589,0.147140444,0.252254395,0.435455418,934,0.998539967
b[(Intercept) FocalAOU:4020],-0.305839401,0.018218945,0.161739179,-0.617686561,-0.410799389,-0.308744517,-0.202559856,0.012645452,79,1.03930398
b[c_s FocalAOU:4020],-1.877325539,0.005853325,0.094150868,-2.051665909,-1.943349603,-1.878895008,-1.810810879,-1.704500225,259,1.014845395
b[abTemp FocalAOU:4020],0.187547031,0.004168431,0.068946227,0.050685537,0.142679829,0.190682146,0.234095253,0.324305728,274,1.002876811
b[abElev FocalAOU:4020],0.1315203,0.004132625,0.060725284,0.015604975,0.090282951,0.128701846,0.172936732,0.257951407,216,1.009881234
b[abPrecip FocalAOU:4020],0.260050136,0.003267815,0.062777388,0.136662321,0.218448548,0.258220717,0.304489559,0.378655815,369,1.009768799
b[abNDVI FocalAOU:4020],0.06971014,0.0036146,0.042123773,-0.014733011,0.040813367,0.070575609,0.099761358,0.148276293,136,1.006455084
b[(Intercept) FocalAOU:4021],-2.546245241,0.017924654,0.188361005,-2.905257036,-2.674431216,-2.547380752,-2.429527362,-2.164939899,110,1.024025364
b[c_s FocalAOU:4021],0.317668879,0.006045632,0.086577692,0.149509326,0.258601112,0.319843836,0.377084899,0.484288604,205,1.021972865
b[abTemp FocalAOU:4021],0.405318228,0.003650846,0.090383142,0.234720545,0.34592038,0.404098276,0.468335144,0.572192787,613,1.002974689
b[abElev FocalAOU:4021],1.307275488,0.003826094,0.100990868,1.116590069,1.234262065,1.305837525,1.374653629,1.516160545,697,1.004727757
b[abPrecip FocalAOU:4021],-0.125152813,0.003626665,0.08853668,-0.298701419,-0.184028423,-0.122602435,-0.068363231,0.040399553,596,1.002068727
b[abNDVI FocalAOU:4021],0.099220084,0.003160817,0.059774842,-0.012547936,0.058465773,0.097130695,0.140578289,0.221977823,358,0.996675077
b[(Intercept) FocalAOU:4060],-1.667465097,0.017364577,0.151270731,-1.964394769,-1.76203403,-1.670641003,-1.569912686,-1.357977652,76,1.038386287
b[c_s FocalAOU:4060],-0.097111417,0.005843155,0.069923763,-0.228769765,-0.146132756,-0.098741661,-0.052609404,0.046299597,143,1.043416098
b[abTemp FocalAOU:4060],0.091231497,0.003735154,0.05084767,-0.010596778,0.057916315,0.091665866,0.126874338,0.18964421,185,1.030214821
b[abElev FocalAOU:4060],-0.398119187,0.003821768,0.062099643,-0.519897679,-0.440987218,-0.399440567,-0.357302223,-0.274286853,264,1.003365199
b[abPrecip FocalAOU:4060],0.487059359,0.003989681,0.054704515,0.389364186,0.446752081,0.485977579,0.522322161,0.596938326,188,1.013427509
b[abNDVI FocalAOU:4060],0.152169042,0.003735279,0.046182737,0.060404453,0.119997643,0.150620202,0.185294848,0.237600033,153,1.003345273
b[(Intercept) FocalAOU:4090],2.935988525,0.01755575,0.167443055,2.618454829,2.822680089,2.928707268,3.048907494,3.283147653,91,1.031114197
b[c_s FocalAOU:4090],0.131954104,0.006258401,0.080383804,-0.021681274,0.079107833,0.127454984,0.184127174,0.288960397,165,1.032974495
b[abTemp FocalAOU:4090],-1.622893459,0.003990146,0.062102142,-1.749171167,-1.663550517,-1.621214035,-1.58079984,-1.510005478,242,1.017384073
b[abElev FocalAOU:4090],-0.734983314,0.004527649,0.055154463,-0.846676268,-0.771926229,-0.733639469,-0.696751218,-0.630214394,148,1.019365196
b[abPrecip FocalAOU:4090],-0.012434166,0.003180101,0.056150356,-0.119223944,-0.051705778,-0.011452657,0.024916344,0.098760741,312,1.00412595
b[abNDVI FocalAOU:4090],0.28179355,0.003541883,0.05371053,0.183645989,0.244354535,0.278997069,0.317302502,0.390779465,230,1.002022622
b[(Intercept) FocalAOU:4120],-0.325158499,0.017375256,0.150877762,-0.619326498,-0.420311929,-0.325447635,-0.229073901,-0.000945065,75,1.04033367
b[c_s FocalAOU:4120],0.213222402,0.006677405,0.072072333,0.078114482,0.16499895,0.212397673,0.261383498,0.352885963,116,1.052057275
b[abTemp FocalAOU:4120],-0.218133208,0.003810744,0.0483432,-0.316426387,-0.250253768,-0.216329489,-0.186079319,-0.126921119,161,1.023710315
b[abElev FocalAOU:4120],0.0089089,0.004316012,0.051374975,-0.092874458,-0.023057896,0.006591865,0.043174459,0.110309529,142,1.016066371
b[abPrecip FocalAOU:4120],-0.082783179,0.003032634,0.04641522,-0.169294569,-0.114752501,-0.083221988,-0.054092146,0.012999952,234,1.015248734
b[abNDVI FocalAOU:4120],0.277305183,0.003280682,0.039669256,0.201655101,0.249796463,0.278747062,0.306052136,0.348229232,146,1.005142814
b[(Intercept) FocalAOU:4290],-2.305137555,0.018498166,0.18058342,-2.660263779,-2.424706376,-2.29993683,-2.185104416,-1.950571633,95,1.029126461
b[c_s FocalAOU:4290],0.656998292,0.006577809,0.078532741,0.510346428,0.603125899,0.657157315,0.707684348,0.819608997,143,1.037960999
b[abTemp FocalAOU:4290],0.215234599,0.004639671,0.078180906,0.061188846,0.163535206,0.21515881,0.266516868,0.372030323,284,1.016401017
b[abElev FocalAOU:4290],0.221751087,0.004295132,0.08126358,0.069966089,0.162536996,0.220979934,0.272540946,0.386604489,358,1.004723329
b[abPrecip FocalAOU:4290],0.144912831,0.003093786,0.068928985,0.007832702,0.097985231,0.14470133,0.188498602,0.277329687,496,1.003023812
b[abNDVI FocalAOU:4290],-0.01578575,0.003218282,0.079622206,-0.171048901,-0.070377458,-0.014960366,0.038392859,0.13688124,612,1.001107867
b[(Intercept) FocalAOU:4320],-0.10313857,0.018702667,0.187375235,-0.462459541,-0.229541054,-0.095066511,0.023769919,0.276925517,100,1.027127878
b[c_s FocalAOU:4320],0.358352587,0.006174292,0.092666679,0.180099271,0.297048192,0.354411476,0.416419838,0.567009311,225,1.027515904
b[abTemp FocalAOU:4320],1.486085989,0.005285505,0.126717786,1.234705094,1.400972366,1.485085196,1.570546439,1.731844164,575,1.003132615
b[abElev FocalAOU:4320],-0.596853951,0.004038779,0.093519706,-0.781039893,-0.661103251,-0.595693423,-0.533045042,-0.403409462,536,1.002611903
b[abPrecip FocalAOU:4320],-0.496503445,0.003276734,0.085796378,-0.659829786,-0.553188697,-0.496847557,-0.440616371,-0.326793042,686,1.002313601
b[abNDVI FocalAOU:4320],-0.401693714,0.004297306,0.080752447,-0.564441062,-0.45597365,-0.400504831,-0.34518119,-0.247877832,353,1.002228917
b[(Intercept) FocalAOU:4330],-0.08948268,0.018213202,0.224923805,-0.533074201,-0.239029943,-0.083937383,0.05972303,0.343331199,153,1.011733348
b[c_s FocalAOU:4330],0.414865713,0.006965931,0.098221542,0.222362929,0.34924248,0.412631458,0.478663902,0.612498538,199,1.033796156
b[abTemp FocalAOU:4330],0.391963011,0.003955645,0.093861142,0.201814992,0.330914193,0.393167577,0.457488736,0.564276273,563,1.000294906
b[abElev FocalAOU:4330],-0.660564599,0.004026294,0.103539532,-0.862429552,-0.731812581,-0.66110581,-0.589317039,-0.466067898,661,0.999800741
b[abPrecip FocalAOU:4330],-0.884459787,0.005004936,0.115444913,-1.117824046,-0.959290342,-0.884641042,-0.807163718,-0.666257661,532,1.003799521
b[abNDVI FocalAOU:4330],0.185378729,0.003645823,0.067023997,0.053416054,0.137749107,0.186855966,0.231357366,0.312632438,338,1.000933977
b[(Intercept) FocalAOU:4430],3.056721206,0.020875043,0.301459812,2.507107843,2.847763554,3.0483011,3.246360082,3.693615519,209,1.011173804
b[c_s FocalAOU:4430],-0.773335906,0.005945418,0.105515049,-0.98338669,-0.842462227,-0.773844136,-0.705073909,-0.573613087,315,1.009159198
b[abTemp FocalAOU:4430],-0.045738836,0.0051313,0.109399335,-0.259725088,-0.119412528,-0.048535813,0.026424651,0.179130218,455,1.006035745
b[abElev FocalAOU:4430],-0.329910537,0.005361239,0.11090248,-0.535945044,-0.402965444,-0.331090781,-0.255253309,-0.10768498,428,1.004467896
b[abPrecip FocalAOU:4430],-0.210350048,0.004844655,0.107555253,-0.422021983,-0.280829513,-0.209724831,-0.140498783,0.00152067,493,1.004586566
b[abNDVI FocalAOU:4430],-1.141856385,0.002952242,0.093358093,-1.330857039,-1.204517921,-1.143078045,-1.075651216,-0.961246872,1000,0.999886518
b[(Intercept) FocalAOU:4440],-0.21285087,0.017328211,0.15294316,-0.513686806,-0.303822527,-0.214963935,-0.118308997,0.105266969,78,1.038611143
b[c_s FocalAOU:4440],0.207950619,0.006563153,0.068641769,0.073820693,0.162003764,0.205552115,0.253180259,0.345312624,109,1.050840545
b[abTemp FocalAOU:4440],-0.003883711,0.003590485,0.051291927,-0.10551675,-0.037080345,-0.002742995,0.031146678,0.095014779,204,1.015194071
b[abElev FocalAOU:4440],-0.605289796,0.004288292,0.051985081,-0.699228755,-0.641579394,-0.606453069,-0.567769949,-0.504523217,147,1.011570396
b[abPrecip FocalAOU:4440],0.633344644,0.00341284,0.052245683,0.53458115,0.599084693,0.634077469,0.668166389,0.734549284,234,1.014091911
b[abNDVI FocalAOU:4440],-0.12229728,0.00325931,0.038975912,-0.199302246,-0.148833455,-0.121037336,-0.094610184,-0.05170173,143,1.006940552
b[(Intercept) FocalAOU:4470],0.515330809,0.018042662,0.163356485,0.19108971,0.406406301,0.515589263,0.615703671,0.84699598,82,1.036760945
b[c_s FocalAOU:4470],-0.000970889,0.006324789,0.070850983,-0.132317738,-0.05276498,-6.51E-05,0.046251318,0.144800868,125,1.039140522
b[abTemp FocalAOU:4470],0.098218999,0.003626547,0.05477476,-0.015034195,0.062608898,0.097515312,0.135134111,0.203615281,228,1.021510495
b[abElev FocalAOU:4470],-0.520732773,0.004327698,0.05612707,-0.624624366,-0.559194819,-0.519168216,-0.4815112,-0.413786014,168,1.014391941
b[abPrecip FocalAOU:4470],-0.487558365,0.003207002,0.047022365,-0.57993158,-0.52014161,-0.488662593,-0.456742785,-0.390243034,215,1.01595308
b[abNDVI FocalAOU:4470],-0.154769563,0.003425127,0.054261907,-0.258330264,-0.193176935,-0.155030091,-0.118361707,-0.046388084,251,1.00232021
b[(Intercept) FocalAOU:4480],-0.247484452,0.016984073,0.188737034,-0.642343075,-0.373095557,-0.246245857,-0.125649238,0.122125132,123,1.019304174
b[c_s FocalAOU:4480],0.176619876,0.005721457,0.098221334,-0.006084942,0.110347708,0.176201896,0.247349414,0.356512928,295,1.012269134
b[abTemp FocalAOU:4480],1.03319561,0.00414877,0.131195623,0.776271519,0.948617801,1.031134889,1.123124764,1.287313481,1000,0.999172441
b[abElev FocalAOU:4480],-0.917188498,0.003938219,0.122689283,-1.156728613,-1.00175387,-0.917451956,-0.830914636,-0.673052257,971,0.998415318
b[abPrecip FocalAOU:4480],0.131901331,0.003744529,0.097128696,-0.063698916,0.066783686,0.13695738,0.195203036,0.318447589,673,1.006060524
b[abNDVI FocalAOU:4480],-0.135807063,0.003727904,0.09510012,-0.316447863,-0.199794417,-0.140711121,-0.069537917,0.052454875,651,1.000413224
b[(Intercept) FocalAOU:4520],0.651913534,0.017755858,0.154357785,0.345857929,0.559661525,0.656054797,0.752378706,0.971344977,76,1.038462314
b[c_s FocalAOU:4520],-0.360529434,0.006815582,0.074086059,-0.49930025,-0.411633854,-0.361417392,-0.313384548,-0.214366464,118,1.047050014
b[abTemp FocalAOU:4520],0.278770288,0.00407809,0.053697727,0.168710328,0.243208484,0.280807049,0.316076317,0.376030002,173,1.019429439
b[abElev FocalAOU:4520],-0.647870288,0.004496521,0.052808404,-0.745987167,-0.685842175,-0.647446712,-0.612121035,-0.537027011,138,1.014532696
b[abPrecip FocalAOU:4520],0.354436131,0.002943588,0.04973582,0.258639185,0.319807244,0.35304219,0.388596245,0.45464244,285,1.016245323
b[abNDVI FocalAOU:4520],0.022478876,0.00338526,0.048599646,-0.07247841,-0.010452056,0.023496022,0.055509865,0.117614732,206,1.000548894
b[(Intercept) FocalAOU:4540],0.10044711,0.017425035,0.17657615,-0.2260058,-0.019564843,0.099841723,0.222178031,0.42551241,103,1.026093329
b[c_s FocalAOU:4540],-1.499618748,0.006091784,0.103824378,-1.692354779,-1.567279352,-1.501166281,-1.430432665,-1.303424332,290,1.015341143
b[abTemp FocalAOU:4540],0.966805071,0.004047424,0.102026616,0.772717796,0.895922898,0.965711279,1.032789174,1.170950121,635,1.00198932
b[abElev FocalAOU:4540],-0.071151657,0.004021316,0.109322134,-0.284866268,-0.148150189,-0.06731301,0.003964095,0.134000807,739,1.002133267
b[abPrecip FocalAOU:4540],-0.299883835,0.00403089,0.108752596,-0.527843538,-0.368927933,-0.298930973,-0.226379692,-0.094058197,728,1.002449419
b[abNDVI FocalAOU:4540],-0.889732665,0.004475801,0.106085354,-1.095679818,-0.95995509,-0.889037786,-0.81745624,-0.683368363,562,0.999095694
b[(Intercept) FocalAOU:4560],0.567778627,0.017318611,0.152020347,0.259373106,0.47547954,0.570530116,0.665558239,0.877269915,77,1.042558952
b[c_s FocalAOU:4560],-0.113296829,0.006582187,0.071812771,-0.254510458,-0.163820958,-0.115030963,-0.067089684,0.033973374,119,1.045037762
b[abTemp FocalAOU:4560],0.353113047,0.003621066,0.054245989,0.239956675,0.317772056,0.351175846,0.391604937,0.455406141,224,1.015974472
b[abElev FocalAOU:4560],-0.471487807,0.004058826,0.052338863,-0.572937097,-0.506622783,-0.471679379,-0.437204229,-0.367461131,166,1.016404198
b[abPrecip FocalAOU:4560],-0.200294475,0.002938996,0.04783655,-0.288682935,-0.232960502,-0.203716421,-0.16738494,-0.104783287,265,1.009378764
b[abNDVI FocalAOU:4560],0.267652088,0.003224232,0.039563569,0.191803808,0.240252343,0.269773119,0.296396563,0.341879287,151,1.003710247
b[(Intercept) FocalAOU:4570],-1.30429137,0.017592008,0.160416493,-1.628377708,-1.400520543,-1.305666661,-1.207254241,-0.970924929,83,1.034936319
b[c_s FocalAOU:4570],0.349658505,0.006674026,0.071798257,0.217812329,0.300142728,0.347411649,0.396971871,0.499981543,116,1.041797521
b[abTemp FocalAOU:4570],0.366161192,0.003912706,0.057337918,0.246349753,0.327629519,0.367935101,0.405952218,0.472138237,215,1.013728081
b[abElev FocalAOU:4570],0.280716202,0.004292715,0.063253983,0.155455365,0.236829379,0.281968843,0.321892539,0.404621845,217,1.010275776
b[abPrecip FocalAOU:4570],0.002395352,0.003109461,0.05413165,-0.102942267,-0.03545329,0.00191715,0.04017308,0.113531502,303,1.012044699
b[abNDVI FocalAOU:4570],-0.234097416,0.003011265,0.055071244,-0.340943881,-0.273033213,-0.234044601,-0.195488871,-0.131530982,334,1.00471018
b[(Intercept) FocalAOU:4590],-2.442492478,0.017562062,0.161586105,-2.766624255,-2.544742502,-2.447230144,-2.33880284,-2.116268625,85,1.034510012
b[c_s FocalAOU:4590],0.295922071,0.006766929,0.072504729,0.15660468,0.246992468,0.294381052,0.343548369,0.444789527,115,1.041566754
b[abTemp FocalAOU:4590],0.989524038,0.004112364,0.056516249,0.872656076,0.953414134,0.991172725,1.02708622,1.099921997,189,1.0192877
b[abElev FocalAOU:4590],-0.177454945,0.003892566,0.071436103,-0.319928129,-0.226165462,-0.178322402,-0.126016887,-0.036279081,337,1.008502937
b[abPrecip FocalAOU:4590],0.617945936,0.003891615,0.069361928,0.482534647,0.568534562,0.617410815,0.666009575,0.751538017,318,1.009923053
b[abNDVI FocalAOU:4590],-0.294775596,0.003343392,0.048221836,-0.392966557,-0.327958229,-0.293064102,-0.262616827,-0.20003588,208,1.003167472
b[(Intercept) FocalAOU:4610],1.349452805,0.017562137,0.157288873,1.045522277,1.244522609,1.355024205,1.450273363,1.666438449,80,1.035426429
b[c_s FocalAOU:4610],-0.114991151,0.006759806,0.071048341,-0.24735679,-0.165347035,-0.116105043,-0.066848202,0.024955424,110,1.042902154
b[abTemp FocalAOU:4610],-0.077560972,0.00401231,0.053666175,-0.192396215,-0.111526928,-0.077587929,-0.040836832,0.023138347,179,1.02283732
b[abElev FocalAOU:4610],-0.196631973,0.003861026,0.052205831,-0.294114315,-0.234401959,-0.196259001,-0.16028557,-0.095694135,183,1.011879079
