"stateroute","Species","mat.mean","map.mean","elev.mean","ndvi.mean","Mean.Temp","Mean.Precip","Mean.Elev","Mean.NDVI","SD.Temp","SD.Precip","SD.Elev","SD.NDVI","n","occ","zTemp","zPrecip","zElev","zNDVI","Focal","Family","FocalAbundance","FocalOcc","MainCompN","AllCompN","comp_scaled","all_comp_scaled"
2001,4060,151.754901960784,118.029411764706,207.529411764706,0.7914,123.870064642414,85.0543509948986,288.985775165974,0.782903363625236,44.1829593697399,24.4286242406088,298.115579308827,0.104054409067045,6,0.4,0.631121991739368,1.34985337057956,-0.273237526163921,0.0816557073452743,"Red-headed Woodpecker","Picidae",1.33333333333333,0.4,1,14.6,0.428571428571429,0.916317991631799
2001,4650,151.754901960784,118.029411764706,207.529411764706,0.7914,131.028933825297,97.4032817371066,238.831955409774,0.815428422667018,34.3963670532889,14.558140377165,183.112242393001,0.0582210063294993,12,0.8,0.602562709700628,1.41681076656962,-0.170947301152509,-0.412710534940437,"Acadian Flycatcher","Tyrannidae",2,0.8,4.86666666666667,4.86666666666667,0.70873786407767,0.70873786407767
2001,5460,151.754901960784,118.029411764706,207.529411764706,0.7914,103.120198017905,72.948292585413,473.673409802664,0.757218616634954,37.9879555914479,24.9298152852128,469.929757193107,0.14315398621993,5,0.333333333333333,1.28026642091336,1.80832142811877,-0.566348467966015,0.238773535181427,"Grasshopper Sparrow","Emberizidae",2.4,0.333333333333333,13.8666666666667,13.8666666666667,0.852459016393443,0.852459016393443
2001,5520,151.754901960784,118.029411764706,207.529411764706,0.7914,105.200391764864,51.8792280466811,957.103757927024,0.60571725265983,47.1705025354383,27.1453415167282,756.813653986504,0.203238359910615,2,0.133333333333333,0.986941153763301,2.43688898433126,-0.990434490992528,0.913620575475189,"Lark Sparrow","Emberizidae",1,0.133333333333333,0,13.8666666666667,0,0.932735426008969
2001,6370,151.754901960784,118.029411764706,207.529411764706,0.7914,153.317112753388,102.353278156363,118.536172966913,0.782388428251042,29.555559994562,14.8419236056208,100.659234708128,0.058043411316677,4,0.266666666666667,-0.0528567482020661,1.05620632640951,0.884104067111566,0.15525572230398,"Prothonotary Warbler","Parulidae",1,0.266666666666667,1.3,4.7,0.565217391304348,0.824561403508772
2001,6380,151.754901960784,118.029411764706,207.529411764706,0.7914,167.129904595104,113.28021958678,149.46315691425,0.799971217203352,19.5584114239606,9.29559271103357,191.530471747718,0.0339216925583089,1,0.0666666666666667,-0.786106923565596,0.510907945900901,0.303169800192108,-0.252676578228476,"Swainson's Warbler","Parulidae",1,0.0666666666666667,2.30769230769231,2.30769230769231,0.697674418604651,0.697674418604651
2001,6630,151.754901960784,118.029411764706,207.529411764706,0.7914,147.467840274317,102.166772695422,199.79606469615,0.805497623253197,32.1818864349651,13.4664336347854,173.122190890533,0.0555741858778453,10,0.666666666666667,0.13321349869064,1.17793912623676,0.0446698775516647,-0.25367215066694,"Yellow-throated Warbler","Parulidae",1.3,0.666666666666667,1,4.4,0.434782608695652,0.771929824561404
2001,6770,151.754901960784,118.029411764706,207.529411764706,0.7914,135.995417319853,99.7957472976504,229.489289536032,0.817418177458692,28.8099738102124,13.6739518879592,183.356941900315,0.0451445025544081,13,0.866666666666667,0.547014889522195,1.333459750075,-0.119765728767798,-0.576331025628976,"Kentucky Warbler","Parulidae",2.30769230769231,0.866666666666667,0,1,0,0.302325581395349
2001,6840,151.754901960784,118.029411764706,207.529411764706,0.7914,127.340325533071,99.5831969593986,269.004423983302,0.830015119897845,39.5545005073041,15.2373925410223,203.29094438991,0.055223096888096,8,0.533333333333333,0.617238901125909,1.21058867228407,-0.302399166884125,-0.699256689209127,"Hooded Warbler","Parulidae",1.25,0.533333333333333,3,4.4,0.705882352941177,0.778761061946903
2001,7030,151.754901960784,118.029411764706,207.529411764706,0.7914,129.382597344091,80.9870920852031,469.042116243271,0.714914098066779,41.8558491114015,29.6001647266476,581.39548767437,0.188767692557266,15,1,0.534508440078422,1.25142275462256,-0.449801744290514,0.405185341289363,"Northern Mockingbird","Mimidae",61.8,1,1,14.2666666666667,0.0159235668789809,0.187554776511832
2010,4060,160.573529411765,121.573529411765,247.823529411765,0.829938497652582,123.870064642414,85.0543509948986,288.985775165974,0.782903363625236,44.1829593697399,24.4286242406088,298.115579308827,0.104054409067045,2,0.133333333333333,0.83071540007545,1.49493389628381,-0.138074789146017,0.452024421156822,"Red-headed Woodpecker","Picidae",1,0.133333333333333,1.77777777777778,12.9111111111111,0.64,0.928115015974441
2010,4650,160.573529411765,121.573529411765,247.823529411765,0.829938497652582,131.028933825297,97.4032817371066,238.831955409774,0.815428422667018,34.3963670532889,14.558140377165,183.112242393001,0.0582210063294993,12,0.8,0.85894523513765,1.660256533353,0.0491041662997789,0.249224049880633,"Acadian Flycatcher","Tyrannidae",2.41666666666667,0.8,7.33333333333333,7.33333333333333,0.752136752136752,0.752136752136752
2010,6360,160.573529411765,121.573529411765,247.823529411765,0.829938497652582,94.3803502514499,87.0674818520243,301.457524179393,0.838655639381642,47.2222143012467,20.2467014410195,186.862684951823,0.0744834716543752,11,0.733333333333333,1.40173814675538,1.70427996186243,-0.287023569106137,-0.117034578752047,"Black-and-white Warbler","Parulidae",4.36363636363636,0.733333333333333,12.4666666666667,13.4666666666667,0.740727403673029,0.755268524813052
2010,6380,160.573529411765,121.573529411765,247.823529411765,0.829938497652582,167.129904595104,113.28021958678,149.46315691425,0.799971217203352,19.5584114239606,9.29559271103357,191.530471747718,0.0339216925583089,3,0.2,-0.335220230376521,0.892176548908027,0.513549471266766,0.883425271239594,"Swainson's Warbler","Parulidae",1.33333333333333,0.2,3.5,5.83333333333333,0.724137931034483,0.813953488372093
2010,6390,160.573529411765,121.573529411765,247.823529411765,0.829938497652582,126.429763764033,98.6611850697788,261.473713504805,0.823204581901633,27.9076433579515,13.1371468013138,207.954449293567,0.0595625738592055,2,0.133333333333333,1.22345571103207,1.74408832363011,-0.0656402598713813,0.113056157829364,"Worm-eating Warbler","Parulidae",1.5,0.133333333333333,6.33333333333333,48.8,0.808510638297872,0.970178926441352
