"det","occ","stateroute"
0.0112030263727877,0,3001
0.0112030263727877,0,3002
0.0112030263727877,0,3003
0.0112030263727877,0,3004
0.0112030263727877,0,3005
0.0666684421052175,0.999861212496939,3007
0.0666684421052175,0.999861212496939,3007
0.0112030263727877,0,3008
0.0112030263727877,0,3009
0.0666684421052175,0.999861212496939,3010
0.0666684421052175,0.999861212496939,3010
0.0112030263727877,0,3011
0.0112030263727877,0,3012
0.0112030263727877,0,3040
0.266659193534839,0.999839678600332,3041
0.266659193534839,0.999839678600332,3041
0.0112030263727877,0,3042
0.0112030263727877,0,3052
0.0112030263727877,0,3053
0.0112030263727877,0,3054
0.0112030263727877,0,3055
0.0112030263727877,0,3084
0.0112030263727877,0,3101
0.0112030263727877,0,3112
0.0112030263727877,0,3115
0.14285623847837,0.999715121731937,3142
0.0112030263727877,0,3212
0.0112030263727877,0,3284
0.0112030263727877,0,3403
0.0112030263727877,0,3406
0.0112030263727877,0,3410
0.0112030263727877,0,3413
0.0112030263727877,0,3415
0.333336168480311,0.99978456301614,3418
0.333336168480311,0.99978456301614,3418
0.0112030263727877,0,3419
0.0112030263727877,0,3420
0.0112030263727877,0,3421
0.199987291959638,0.999772886154483,3423
0.199987291959638,0.999772886154483,3423
0.0112030263727877,0,3425
0.0112030263727877,0,3428
0.0112030263727877,0,3430
0.0112030263727877,0,3431
0.0112030263727877,0,3439
0.0112030263727877,0,3440
0.0112030263727877,0,3445
0.0112030263727877,0,3812
0.356814926728801,0.999217646621217,3883
0.0112030263727877,0,3901
0.0112030263727877,0,3903
0.0112030263727877,0,3905
0.0112030263727877,0,4003
0.0112030263727877,0,4004
0.0112030263727877,0,4005
0.0112030263727877,0,4007
0.0112030263727877,0,4009
0.0112030263727877,0,4010
0.0112030263727877,0,4014
0.0112030263727877,0,4015
0.0112030263727877,0,4016
0.0112030263727877,0,4017
0.0112030263727877,0,4018
0.0112030263727877,0,4019
0.0112030263727877,0,4020
0.0112030263727877,0,4021
0.266659193533885,0.999839678599591,4022
0.266659193533885,0.999839678599591,4022
0.0112030263727877,0,4023
0.0112030263727877,0,4024
0.0112030263727877,0,4025
0.0112030263727877,0,4026
0.0112030263727877,0,4027
0.0112030263727877,0,4028
0.0112030263727877,0,4029
0.0112030263727877,0,4030
0.0112030263727877,0,4031
0.0112030263727877,0,4032
0.0112030263727877,0,4033
0.0112030263727877,0,4034
0.0112030263727877,0,4036
