"FocalAOU","Competition_Est.x","Competition_P.x","Competition_R2.x","EnvZ_R2.x","BothZ_P.x","BothZ_R2.x","Competition_Est.y","Competition_P.y","Competition_R2.y","EnvZ_R2.y","BothZ_P.y","BothZ_R2.y","Focal_Common_Name","PRIMARY_COM_NAME"
4020,-10.9910996144629,2.04519776811009e-90,0.511485090373858,0.113505633340412,5.3944658613918e-82,0.538517944338475,-17.7982907424098,9.04893782311377e-100,0.547110905951018,0.105032434229771,5.96197177689895e-91,0.56690655484607,"Yellow-bellied Sapsucker","Hairy Woodpecker"
4090,-1.52286833147412,0.000174076769630505,0.00918314542211523,0.382203621353807,7.81217200579138e-09,0.395569085444256,-7.92168022450295,1.17971249380317e-13,0.0353926172045243,0.148474773543847,4.35901912810724e-19,0.191875805086258,"Red-bellied Woodpecker","Red-headed Woodpecker"
3930,-0.995402694857412,6.64831219183904e-14,0.0280466447610038,0.0409129931913677,4.61625543675524e-12,0.0639190928753066,-0.758198794705177,4.38695506264594e-29,0.0614849260140795,0.0254926699412275,8.31294016881419e-35,0.0975906786036031,"Hairy Woodpecker","Northern Flicker"
3960,-3.17239351191111,0.000121392277741879,0.0811617033832405,0.0437569184409743,5.52686921287001e-07,0.174510674532373,-1.3389889267984,0.0320101336391903,0.026004926415637,0.100192446221242,0.00152932250012049,0.151662042955972,"Ladder-backed Woodpecker","Downy Woodpecker"
3940,-0.5936131603407,0.00170466895604414,0.00444701362998295,0.326286546320454,2.13958223088812e-07,0.334458272949309,-0.860994548378766,5.84254081610266e-12,0.0212257333721393,0.192351581714295,5.85740607627451e-19,0.220822758260617,"Downy Woodpecker","Yellow-bellied Sapsucker"
4021,-1.10618509616479,0.048328576013789,0.0162807624416912,0.142375860673796,0.0344898262332896,0.158638442008377,-0.82215359667755,0.00832174070119952,0.0288916443022746,0.178492524060883,0.00576287263526015,0.204878727955721,"Red-naped Sapsucker","Williamson's Sapsucker"
4060,-1.99461362986838,3.75569130744456e-12,0.0407916257805318,0.0569963614525079,9.1302739978014e-21,0.125705662318633,-1.7870402274825,7.48433436336587e-16,0.0545631279212755,0.0184668561799996,6.17159937739793e-23,0.0977446821945955,"Red-headed Woodpecker","Northern Flicker"
4320,-3.79131672819062,2.2221710276118e-05,0.0786835503235686,0.388673563011387,0.0709532748637653,0.397854136516529,-12.4375907325396,1.17855003934784e-06,0.101985377837837,0.244219787713774,0.000489696577334867,0.285666457406078,"Broad-tailed Hummingbird","Black-chinned Hummingbird"
4290,-0.304411618292332,0.343791429805317,0.00342143620278119,0.0646444610476543,0.663872360001426,0.0653302096820962,-0.234719997466552,0.245733200078352,0.00513931518998659,0.0343506470896143,0.577559597509566,0.0355132107025811,"Black-chinned Hummingbird","Broad-tailed Hummingbird"
4330,-4.02779365151384,7.88431854230971e-09,0.168478406425046,0.369286727410091,0.265197825801765,0.373707280841053,-3.254936612636,1.66972128558195e-08,0.16173346967687,0.262106354168878,0.142564270672099,0.271040524845134,"Rufous Hummingbird","Calliope Hummingbird"
4470,-2.896147998906,1.12287121521931e-11,0.0524618922405524,0.281988149428323,7.67590248400569e-18,0.341779262722218,-17.146885561925,6.67861886284327e-14,0.0635379810354868,0.132963135307434,3.56638114065547e-20,0.215008872415457,"Western Kingbird","Say's Phoebe"
4520,-4.19830751302867,2.78687980658033e-54,0.12998527381912,0.108923074799482,1.65626866250525e-71,0.259722154805341,-13.3098176649127,5.84936745022241e-99,0.227345508443977,0.0164158794527653,4.63745974159521e-115,0.272383145708343,"Great Crested Flycatcher","Eastern Kingbird"
4440,-0.633965291235526,0.00397895828963751,0.00406808116935409,0.128688046298138,2.4572135638786e-26,0.175748483888738,-4.94911728917477,4.84850574002878e-29,0.0596351925315632,0.0487319540155376,3.47755820440551e-61,0.168140625964802,"Eastern Kingbird","Great Crested Flycatcher"
4430,-5.60982041060614,5.31327873921633e-31,0.380963270024301,0.44018551018267,3.49644826436653e-20,0.588327330140642,-21.8340571428225,5.97790083219617e-37,0.438384662869946,0.41694835737573,1.12041949317056e-18,0.560443104612489,"Scissor-tailed Flycatcher","Eastern Kingbird"
4560,-3.08221191401357,7.27500874777394e-29,0.0730507496031843,0.0999079871232059,2.30518476075589e-42,0.196750619605898,-5.06819275581383,4.21043534246879e-57,0.143404902762446,0.0455675279595931,3.19612520818439e-70,0.212303083480787,"Eastern Phoebe","Great Crested Flycatcher"
4570,-1.32829098201352,6.52301986395087e-05,0.0295533040536642,0.0907642913015727,8.12763474615312e-07,0.131744232141657,-2.08493110652402,1.46327725668087e-10,0.0743740429489379,0.0738439086853987,1.34172889754648e-13,0.165211988901315,"Say's Phoebe","Western Kingbird"
4590,-1.74469126983897,1.87453594807547e-05,0.0314269592112818,0.121111838959113,0.000130958971829679,0.143399078534146,-1.10174601825668,0.000457596614325201,0.0211864043972744,0.0754680704344604,0.000127927735036755,0.0989826013614324,"Olive-sided Flycatcher","Western Kingbird"
4540,-5.21952525093956,2.32553415874591e-18,0.204715711387325,0.0460996694910452,3.65517437166005e-25,0.311405339796806,-16.9910035622668,1.25602689932832e-12,0.140248290159773,0.0526066505079204,1.37753033869533e-13,0.197609692703316,"Ash-throated Flycatcher","Say's Phoebe"
4610,-3.46004567027294,4.54700410408085e-35,0.0880385370393498,0.196766990316169,3.55130333145963e-42,0.28192555524516,-7.379452467455,8.06974728120218e-71,0.173958368911238,0.128537229224556,3.45659334599554e-81,0.300901947834861,"Eastern Wood-Pewee","Eastern Phoebe"
4480,-2.94078859441802,0.00139541070293532,0.06560047934017,0.229953363487048,0.000551235666523239,0.290192496178992,-10.1212836709443,7.29975354304852e-05,0.0992475221707736,0.122856657731683,7.02882744451913e-07,0.25847259228214,"Cassin's Kingbird","Ash-throated Flycatcher"
4620,-3.88612514825908,5.98433998783103e-24,0.13390034451365,0.11338492734538,2.39612621863252e-34,0.282760799677515,-8.0952978692569,2.63811345245646e-14,0.0785850443620567,0.0674677952256166,2.00885479021691e-16,0.152781780655186,"Western Wood-Pewee","Say's Phoebe"
4670,2.64502720144158,3.5099838017241e-14,0.0617798543271509,0.327430790622976,0.0231408276253118,0.331289223087963,-0.337813884819417,0.644844849512969,0.000235909471551496,0.0884113161810168,0.000181228501749445,0.102552716917398,"Least Flycatcher","Alder Flycatcher"
4641,-6.12152996374796,3.33354763905871e-26,0.446601145741148,0.346307257207767,5.76379759316334e-15,0.529438762466443,-27.8026946776155,2.79736421498843e-25,0.434152017357168,0.26879766427254,2.87185011125018e-17,0.502470774418507,"Pacific-slope Flycatcher","Western Wood-Pewee"
4650,-5.89315286087777,4.10061489649717e-32,0.140997633152689,0.118830929136011,5.06806422464547e-45,0.291061536367124,-11.4928053340629,2.5480367796659e-65,0.272555591173583,0.0887873765048373,7.95040337958058e-92,0.420808951300914,"Acadian Flycatcher","Eastern Wood-Pewee"
4680,-2.40910041109708,5.62069489268295e-06,0.0662958291149215,0.187993006021822,5.52498651050691e-08,0.264950409828375,-6.09453582800269,4.23941235458294e-12,0.147655919067026,0.132710883388299,1.70502959362812e-20,0.351297041780659,"Hammond's Flycatcher","Dusky Flycatcher"
4691,-0.377333660803055,0.629740738791499,0.00175250569885829,0.0609247476520133,0.585893991947949,0.0630912524045638,-1.2968834370525,0.364290963706039,0.00619236263185687,0.0878977114914247,0.182756500164066,0.100410476586608,"Gray Flycatcher","Dusky Flycatcher"
4660,-1.25876028347853,7.17243654747583e-06,0.0168084792337046,0.138056379913644,2.04069428353836e-11,0.170139843975137,-1.83173677883864,1.95119240680731e-07,0.0225281009732959,0.124862084375911,4.74828659828238e-06,0.140194378793961,"Willow Flycatcher","Alder Flycatcher"
6870,0.745743299170583,0.01761441051485,0.00494080528671491,0.222399474400954,3.60364811499464e-11,0.251885769529507,-1.3781578273218,0.031057389673442,0.00407938100405872,0.0473959660884005,2.29677163208231e-16,0.102332708558297,"American Redstart","Least Flycatcher"
4690,-0.963627548167882,0.0822870192416248,0.00943444128628971,0.094011998777752,0.0021548218218414,0.120725640314866,-5.71929420115014,1.17685639532476e-05,0.0585023605043405,0.0415743553197014,3.63282722410181e-06,0.104760768270917,"Dusky Flycatcher","Hammond's Flycatcher"
4640,-2.152168729676,0.000603555233065004,0.0674386403502636,0.0961397183699154,0.000283860496375644,0.165701131440122,-3.75036037818813,0.00122985826659149,0.060104479414664,0.0641548961498064,0.00176192711937568,0.118183637414193,"Cordilleran Flycatcher","Hammond's Flycatcher"
4750,-3.67460814939359,1.3173500108523e-09,0.063415989957682,0.194967494255349,4.40616971604194e-17,0.290704575376084,-12.3951897471155,1.78121182321542e-06,0.0398222336525556,0.12706063789078,1.32556749921507e-13,0.208802627058969,"Black-billed Magpie","Steller's Jay"
4840,-1.43770218086788,0.00228586063907474,0.028526121742997,0.101361436642281,0.427379995222366,0.103142601334765,-2.84632887541059,1.95345655600968e-05,0.0551370132154848,0.0901222371072355,0.0346826124857987,0.102816192483483,"Gray Jay","Steller's Jay"
4812,-4.76659861245235,2.11804497454647e-11,0.346310352740329,0.310433474138513,6.4787702066154e-08,0.482881716780208,-16.4930872751336,8.8655020044257e-13,0.38373455885848,0.561234059825267,3.97600589372645e-05,0.62846377048589,"Western Scrub-Jay","Steller's Jay"
4770,-5.97946755943125,3.01194871089392e-25,0.0560184526017283,0.356679793179371,7.41341846863095e-11,0.371138841693396,-15.5707394706219,9.59491538979993e-11,0.022164314758788,0.0598216646656308,8.70359571012325e-14,0.0874491318331228,"Blue Jay","Gray Jay"
4780,-4.52976113478171,1.02148120611563e-20,0.217879448882279,0.208137048048072,4.59886511866267e-15,0.335428847393701,-13.0466896573749,2.22127397770738e-16,0.173132249647973,0.154557009146496,3.0817298755726e-12,0.264094560934275,"Steller's Jay","Clark's Nutcracker"
4910,-0.561858838692619,0.29356213170652,0.00452038670992961,0.0789867885080768,0.259580444445104,0.0838615161365243,-2.20577938180978,0.00222035805521279,0.0377010789228898,0.0676594410159916,0.0026622965927758,0.10214062910711,"Clark's Nutcracker","Gray Jay"
4880,-0.025638106460772,0.957716930996035,1.1948952537194e-06,0.435439498697514,1.71748841931894e-08,0.443030136700777,-9.35881987905372,0.0722638430138686,0.00137241960009126,0.217744276288115,2.47805685580777e-12,0.233917185246706,"American Crow","Fish Crow"
4900,-8.43783051085637,4.89722099467121e-40,0.270753314988201,0.222183382204368,2.33432743042144e-27,0.371332932004281,-35.3452663136375,4.89929487018057e-127,0.644698338272144,0.106192759060793,6.54330584168487e-114,0.648368321958351,"Fish Crow","American Crow"
4980,-5.30302805186264,5.37751262640311e-221,0.330963745165983,0.153839217155627,2.71928062561426e-182,0.392517340875935,-171.857087584458,5.71147985709273e-107,0.175212012678136,0.052589442013249,5.07754259865744e-86,0.188184547714972,"Red-winged Blackbird","Brown-headed Cowbird"
5070,-6.28922852608192,2.94204671621425e-66,0.187652369284855,0.273074966032527,2.98633416165096e-27,0.330589621888378,-9.77934933848815,2.10555527959558e-53,0.153264618049011,0.141569441427068,1.60943268666716e-27,0.210171850222086,"Baltimore Oriole","Brown-headed Cowbird"
4950,0.526688755600804,0.00211747706532116,0.00367469999372175,0.156824250133638,8.27158104990731e-08,0.166232255653462,-0.0175018347856477,0.990627466677056,5.37875546898774e-08,0.050824021058429,3.87005956292358e-06,0.0586944564443255,"Brown-headed Cowbird","Red-winged Blackbird"
5080,-3.43441586929979,0.000218096390015021,0.024835152730857,0.122223542999433,4.73233182718906e-08,0.169429827571354,-3.85061462350067,0.0289135528712911,0.00874306009957338,0.0967124201665159,0.000414726684011844,0.11734275746472,"Bullock's Oriole","Baltimore Oriole"
5060,-3.44954731497729,2.59524247325398e-63,0.188145492892318,0.232563930884297,2.63442955225723e-43,0.333536251814463,-5.07649072135269,5.42131624720964e-58,0.173371686663791,0.108133300057683,2.12113970779024e-39,0.215141357850929,"Orchard Oriole","Baltimore Oriole"
5100,-2.13066728279708,1.4184279248832e-09,0.0456918537940882,0.17654456539341,4.40997974755118e-13,0.230130519693145,-18.0657933770448,3.86084558624557e-11,0.0542279162543955,0.126749958722329,5.37379731322779e-13,0.183169625656965,"Brewer's Blackbird","Red-winged Blackbird"
4940,-8.00660463284522,1.70212629839804e-30,0.13568168983594,0.264110913289787,5.47793381493347e-18,0.322755111781734,-28.6535161185168,1.1915059322467e-17,0.0777888460202975,0.0817489435556911,2.83117599609264e-11,0.125867320658248,"Bobolink","Red-winged Blackbird"
5011,-1.03411733881224,0.000565222937024613,0.0111568814143999,0.338791688017235,0.000158417027586776,0.347670483321554,-53.8590044312702,6.34404071600883e-22,0.083704188201319,0.379306252383715,2.3209573165912e-29,0.449440607243231,"Western Meadowlark","Brewer's Blackbird"
5010,-2.21416227902204,1.13186971273058e-20,0.0517563190884876,0.0727941018668523,1.31579077650504e-44,0.177922608073114,-22.614987098868,4.49970099075022e-44,0.111793293980476,0.0469281207699503,2.15954966512852e-68,0.209645221365442,"Eastern Meadowlark","Red-winged Blackbird"
5110,-0.978791332107568,5.8369054649953e-06,0.0100602748933189,0.303984220578128,1.8727167207881e-22,0.335854969602864,-53.8499286300933,5.13365414607572e-35,0.072281839814442,0.176327762188023,4.28726545715652e-48,0.258219148811925,"Common Grackle","Eastern Meadowlark"
4970,-4.38941490616129,1.61620687356962e-09,0.0786028519510877,0.110613428132943,4.47302734751436e-16,0.234393451466516,-78.6392752102905,9.47036760629999e-10,0.0807604788456796,0.124771780672467,1.82452341100509e-13,0.226072888938126,"Yellow-headed Blackbird","Red-winged Blackbird"
5220,-0.0997351087596976,0.718349056288227,0.000938758831211832,0.443994507341722,0.825087822714539,0.44419638242179,-3.71884382088189,0.0102343335644922,0.0464911415122948,0.169568747870282,0.134070196206519,0.183313013214708,"White-winged Crossbill","Red Crossbill"
5190,-1.55446638503396,3.56781050356027e-18,0.0347423538270532,0.107936939208143,1.25088329023448e-38,0.175886771741004,-11.5797359978267,2.6730295821188e-41,0.0813074624579998,0.0167532541339499,5.29424430914236e-55,0.123055813604499,"House Finch","American Goldfinch"
5290,-4.16080885118271,5.33678843791984e-73,0.149930837637602,0.441628206574829,6.43397140702522e-29,0.475230344165816,-12.6313792942041,6.05209803211361e-46,0.0957990432866045,0.216989882162742,6.0860173706723e-19,0.247234621802762,"American Goldfinch","House Finch"
5210,-2.39796604731952,2.25798715762605e-05,0.0423998512353763,0.284223315328041,0.000132911557488644,0.309233469629774,-2.55400349767242,0.26501466142411,0.00299278495979302,0.157493381745441,0.900103614837953,0.157525722467901,"Red Crossbill","White-winged Crossbill"
5170,0.423826917160134,0.140718911781252,0.00317920413503887,0.0343938633365898,0.00234049043183489,0.0475036734791448,0.250044453633021,0.488270054069702,0.000704573517483524,0.134654047757475,0.483720771587066,0.135280271504272,"Purple Finch","Pine Siskin"
5180,-4.09112929234212,3.82000087797496e-20,0.270878209269674,0.0810667813486433,2.85642995966982e-19,0.323052187619486,-6.63803902088273,1.22602361893153e-17,0.239133580383168,0.0789724008340434,5.05209840869104e-19,0.318602226733402,"Cassin's Finch","House Finch"
5330,-1.06188779453567,0.0199503067049288,0.00812989682632122,0.140292818137525,0.0789982400918267,0.144305459204932,-7.3009117145193,1.42690088866547e-06,0.0344258836052289,0.105272505443008,0.0180680235825285,0.112823648668946,"Pine Siskin","Lesser Goldfinch"
5300,-0.389265668217393,0.422272454043229,0.00207855143764062,0.234531438479067,0.277525514304479,0.237480290708805,-6.19420916952501,0.0019816360734874,0.0304364537881133,0.189488384248845,0.0820900264569898,0.197469105802028,"Lesser Goldfinch","Pine Siskin"
5580,-5.80692947577171,1.16500533876758e-47,0.411648879291487,0.254823507648431,7.97770476758704e-38,0.510901012477618,-32.3261174219541,2.91957005566317e-37,0.336551800034388,0.198758302135933,2.29971266613919e-26,0.398999694182354,"White-throated Sparrow","Savannah Sparrow"
5870,-3.39495134271577,1.77632205949168e-75,0.211070939088562,0.310476780222679,2.02409831720787e-25,0.361175958857873,-12.0487341643947,2.9469539541369e-94,0.257394086501407,0.140984923157909,1.42952817537489e-61,0.291646546474735,"Eastern Towhee","Song Sparrow"
5810,-2.78586467081576,1.4627199645625e-42,0.094163183953802,0.256317848530638,9.66761518808992e-66,0.363388156349951,-29.5789229393329,7.62698740844252e-86,0.184497100667529,0.24430605186707,1.12371532356022e-114,0.425770728957331,"Song Sparrow","Chipping Sparrow"
5630,-2.20148653709142,3.74736644637039e-14,0.0395603441050687,0.204118225391535,3.5666257895247e-28,0.269395672414062,-10.5500872078153,4.70088653003286e-67,0.190097512918463,0.103468708657142,4.28273976139704e-73,0.288406743917185,"Field Sparrow","Chipping Sparrow"
5610,-3.94135749155143,7.72049979136361e-13,0.118946446692772,0.465343127132084,0.356980873336912,0.46647181863935,-30.3042860572816,4.19081430524362e-17,0.159965431096797,0.3294676447073,7.52774662037323e-05,0.355138759499329,"Clay-colored Sparrow","Savannah Sparrow"
6050,-5.72009238297417,1.72248982427474e-23,0.381656549336322,0.448124049909511,1.78076120851427e-26,0.683844297964782,-86.714237124382,1.19450932321165e-15,0.265672835164703,0.239016172788243,2.41927424876681e-13,0.415308281992447,"Lark Bunting","Lark Sparrow"
5600,-1.59125295257148,1.46603017094732e-18,0.0347684590098891,0.268586604820735,3.60473227691642e-13,0.286100348571781,-8.63888243446092,2.91904157902181e-22,0.0421852660476098,0.222394715450065,2.40100107343032e-15,0.24443797205135,"Chipping Sparrow","Savannah Sparrow"
5780,-4.3044309402931,2.97318402073759e-12,0.214712599337436,0.279145187782712,0.00103412084485661,0.317385751178994,-38.9332129580803,4.93862406563223e-12,0.210825510190975,0.288861935812593,1.99473316872678e-05,0.351445809555003,"Cassin's Sparrow","Lark Sparrow"
5480,-3.31225296821606,0.00237802860074049,0.0572839134538698,0.275227163247965,0.0777894147354195,0.289860218854095,-2.50367848244664,0.0196695008073292,0.0341688178460303,0.186350804831119,0.233603504935851,0.193885433062007,"Le Conte's Sparrow","Savannah Sparrow"
5520,-3.87604804640805,1.20910478630082e-06,0.0258268065612695,0.243904067529456,6.34709737621265e-08,0.268178600406338,-6.68943030438361,0.000880033335265691,0.0122117140399635,0.212681355124204,1.06048678033009e-06,0.233320702043124,"Lark Sparrow","Baird's Sparrow"
5460,-3.11828921271849,1.79218312643881e-55,0.173652852991879,0.115073481141918,3.64109507110361e-91,0.356576296197184,-12.1243301982696,8.22758122608745e-76,0.231310913863375,0.0422339226910467,9.57949744373949e-98,0.31978800316031,"Grasshopper Sparrow","Chipping Sparrow"
5850,-1.72582168047702,0.000503236718768289,0.0479154657144594,0.156782184947935,0.0107102671139786,0.179126750760952,-9.54370839970883,3.9417875377382e-05,0.0662585682975967,0.118592153926529,0.00855932010760212,0.143362086264275,"Fox Sparrow","White-crowned Sparrow"
5540,-0.899574522512222,0.179424507015482,0.0055389357686979,0.334879231597311,0.1489038062079,0.339188889008856,-5.42583708349504,0.0673986532123482,0.0102559999226506,0.107235935743653,0.0176153197694775,0.12279247356149,"White-crowned Sparrow","Fox Sparrow"
5840,1.40010847735768,8.13115487587649e-07,0.0383853891175971,0.0903830889759915,0.000168302574145711,0.110997846423636,0.459455867963324,0.185830481546319,0.00281239669018503,0.0450095781035824,0.268569045653167,0.0469007346234436,"Swamp Sparrow","White-throated Sparrow"
5730,-5.1842587156757,0.000155982786930081,0.066587122476083,0.386787417578355,4.93906568372555e-08,0.470162030729183,-21.7422604500539,0.0338263016186179,0.0214694527050207,0.214913424586935,0.0125090800959441,0.238610979986232,"Black-throated Sparrow","Black-chinned Sparrow"
5400,-3.82506416277303,1.51103909759693e-58,0.207427169770775,0.257402275153638,6.65472068154482e-40,0.365102474555679,-22.2652836799024,1.14046811302515e-101,0.335919170394704,0.18828663731076,1.15761709018343e-83,0.420314709470614,"Vesper Sparrow","Song Sparrow"
5900,-4.76404990695639,9.22388772698952e-18,0.245511521106655,0.0476481329179716,1.43989532853841e-17,0.282152666065835,-12.290815336313,5.16704290476945e-13,0.180763966191762,0.0456185526739106,6.80344283324073e-12,0.205095812734889,"Green-tailed Towhee","Spotted Towhee"
5880,-2.73598684456188,1.70807477270568e-10,0.0767655269459401,0.0659437881197854,5.56066193712773e-12,0.149521854246046,-11.124294861036,1.27162029546708e-12,0.093960231748284,0.0386000167401096,9.96332847085714e-17,0.161001351089749,"Spotted Towhee","Green-tailed Towhee"
5950,-1.977151406851,4.25608680183826e-18,0.0690816259250671,0.201619779557392,6.13408760187498e-23,0.272463757921171,-3.53283698454816,3.23795488624758e-40,0.154434667023977,0.0792271853823854,6.88789966424046e-51,0.257449154622801,"Rose-breasted Grosbeak","Northern Cardinal"
5970,0.917997155206149,5.66507401177559e-05,0.0143005270798374,0.282574226357296,3.42617535483949e-08,0.301790949756928,0.398091442227268,0.415574093160715,0.00058871807247047,0.181599415366267,2.9128216290005e-31,0.274576132212772,"Blue Grosbeak","Northern Cardinal"
5960,-3.7711588573463,2.91698485614231e-16,0.113974783586078,0.115132566591676,8.32303085027663e-10,0.173882952829243,-6.23995544063833,2.65080897189386e-10,0.0696982526335665,0.12129179961947,1.62871562515599e-07,0.164154585214408,"Black-headed Grosbeak","Blue Grosbeak"
6040,-2.57339583863662,2.67787045196089e-21,0.0970305927709731,0.304450479813518,7.05335960325737e-84,0.547573154493545,-45.2918183476484,4.32362590938534e-40,0.18103242715815,0.154288042443849,2.75425677225593e-92,0.473639124207448,"Dickcissel","Indigo Bunting"
5930,-1.62443244144152,1.57120869876578e-07,0.0162884956134271,0.296884509241958,1.77257305776299e-49,0.383149646182772,4.49711440359577,0.238813613481017,0.000828312123211534,0.192389399592008,2.22927589381775e-06,0.203140084461,"Northern Cardinal","Blue Grosbeak"
6010,-6.06175500287413,1.16802855814029e-26,0.381755942940953,0.307924016861278,5.51969853259148e-17,0.487489961814692,-36.8455672951959,5.88988044031364e-31,0.430801248568827,0.379699031150239,3.14204743092258e-14,0.515387729416858,"Painted Bunting","Blue Grosbeak"
5980,-4.14034567066593,4.33095907365564e-46,0.112907174789241,0.442622859573376,5.19650023107422e-13,0.459538302433628,-3.10377789537347,0.136163618995806,0.00130895501854392,0.365957186721054,5.88456115623599e-06,0.373604440040592,"Indigo Bunting","Blue Grosbeak"
6100,-5.31346158649477,9.28445175053951e-08,0.0352137784604769,0.330215002465926,0.1310338428129,0.332141792601959,-5.22287757859647,0.000369389636755905,0.0158145195182828,0.17559846665754,0.766436684646373,0.17569036141062,"Summer Tanager","Hepatic Tanager"
6070,-3.8733712504268,0.000134212056381692,0.0273667102883573,0.160293412442854,0.0980747060159323,0.164688235514253,-9.62935455540464,0.00557037579227004,0.0145163888162502,0.0956189620010137,0.671114943383313,0.0959315838192435,"Western Tanager","Hepatic Tanager"
6080,-1.84323764483894,2.04212110062815e-11,0.0370065436480322,0.132518953336175,3.32080418876556e-09,0.157703759587765,-2.51588036305325,2.92384742581587e-10,0.0327904845921927,0.137997444215874,6.24224255986979e-05,0.149553733688738,"Scarlet Tanager","Summer Tanager"
6160,-2.38763351065583,4.97174943535104e-24,0.1145115133285,0.0467311233082814,2.57390070501953e-39,0.223993159956998,-24.3289491275391,2.59970829715201e-48,0.224145784212924,0.0139569085175815,3.58179111639844e-55,0.264103746048524,"Bank Swallow","Tree Swallow"
6170,-0.132663847874842,0.438288511132677,0.000302832461597074,0.0739718661536111,9.05773861681564e-11,0.093419721212821,-5.0573223025263,1.13783381026009e-47,0.100631306601254,0.0164272330592738,6.17281529147616e-50,0.120222984422158,"Northern Rough-winged Swallow","Barn Swallow"
6130,-1.56446821597368,1.35514541498555e-10,0.0165960047177568,0.286126564951086,5.64999560329167e-05,0.290817942921234,-8.08874371563398,4.13415515479768e-09,0.0139306781790949,0.18425434097075,0.0001506816229195,0.189004474285569,"Barn Swallow","Bank Swallow"
6140,0.497742925261837,0.0346639328611677,0.00225708575430511,0.226930530857281,0.0970167555137809,0.228010195234355,0.400166330673561,0.459363416117712,0.000277219254850647,0.0709169553504028,0.215357634527163,0.0716404387386099,"Tree Swallow","Bank Swallow"
6120,-4.48134206044747,4.40621715237901e-113,0.25095214898611,0.0381586911005972,2.68625003619816e-114,0.282283074204076,-82.1309953532293,1.08653545825511e-66,0.154971322400164,0.0330246632105155,1.36358320096423e-72,0.195641668098981,"Cliff Swallow","Barn Swallow"
6150,-3.13382191283209,9.41099690009108e-15,0.0988670799433816,0.177179201862955,5.05379565370539e-15,0.260650467576691,-12.3280333672911,1.62594132424283e-12,0.0829004462251469,0.0873918783191079,4.00691204022352e-14,0.174115125042868,"Violet-green Swallow","Barn Swallow"
7030,-2.73924576377955,5.71140469166408e-08,0.0181143620248227,0.442076125103189,7.07279137790246e-11,0.456633109635305,-22.0474312111435,6.42263222835415e-12,0.028862362053589,0.244903154557724,1.34761759985618e-25,0.294568399480539,"Northern Mockingbird","Loggerhead Shrike"
