FocalAOU,Focal Common Name,Family,Competitor Common Name,CompAOU,Overlap
5810,Song Sparrow,Emberizidae,Lapland Longspur,5360,yes
5810,Song Sparrow,Emberizidae,Smith's Longspur,5370,yes
5810,Song Sparrow,Emberizidae,Chestnut-collared Longspur,5380,yes
5870,Eastern Towhee,Emberizidae,Spotted Towhee,5880,yes
5870,Eastern Towhee,Emberizidae,Canyon Towhee,5910,yes
5870,Eastern Towhee,Emberizidae,Bachman's Sparrow,5750,yes
5870,Eastern Towhee,Emberizidae,Rufous-crowned Sparrow,5800,yes
5870,Eastern Towhee,Emberizidae,American Tree Sparrow,5590,yes
5870,Eastern Towhee,Emberizidae,Chipping Sparrow,5600,yes
5870,Eastern Towhee,Emberizidae,Clay-colored Sparrow,5610,yes
5870,Eastern Towhee,Emberizidae,Field Sparrow,5630,yes
5870,Eastern Towhee,Emberizidae,Vesper Sparrow,5400,yes
5870,Eastern Towhee,Emberizidae,Lark Sparrow,5520,yes
5870,Eastern Towhee,Emberizidae,Lark Bunting,6050,yes
5870,Eastern Towhee,Emberizidae,Savannah Sparrow,5420,yes
5870,Eastern Towhee,Emberizidae,Grasshopper Sparrow,5460,yes
5870,Eastern Towhee,Emberizidae,Baird's Sparrow,5450,yes
5870,Eastern Towhee,Emberizidae,Henslow's Sparrow,5470,yes
5870,Eastern Towhee,Emberizidae,Le Conte's Sparrow,5480,yes
5870,Eastern Towhee,Emberizidae,Nelson's Sharp-tailed Sparrow,5491,yes
5870,Eastern Towhee,Emberizidae,Saltmarsh Sharp-tailed Sparrow,5490,yes
5870,Eastern Towhee,Emberizidae,Nelson's/Saltmarsh Sharp-tailed Sparrow,5499,yes
5870,Eastern Towhee,Emberizidae,Seaside Sparrow,5500,yes
5870,Eastern Towhee,Emberizidae,Fox Sparrow,5850,yes
5870,Eastern Towhee,Emberizidae,Song Sparrow,5810,yes
5870,Eastern Towhee,Emberizidae,Lincoln's Sparrow,5830,yes
5870,Eastern Towhee,Emberizidae,Swamp Sparrow,5840,yes
5870,Eastern Towhee,Emberizidae,White-throated Sparrow,5580,yes
5870,Eastern Towhee,Emberizidae,Harris's Sparrow,5530,yes
5870,Eastern Towhee,Emberizidae,White-crowned Sparrow,5540,yes
5870,Eastern Towhee,Emberizidae,Dark-eyed Junco,5660,yes
5870,Eastern Towhee,Emberizidae,McCown's Longspur,5390,yes
5870,Eastern Towhee,Emberizidae,Lapland Longspur,5360,yes
5870,Eastern Towhee,Emberizidae,Smith's Longspur,5370,yes
5870,Eastern Towhee,Emberizidae,Chestnut-collared Longspur,5380,yes
5910,Canyon Towhee,Emberizidae,Olive Sparrow,5860,yes
5910,Canyon Towhee,Emberizidae,Green-tailed Towhee,5900,yes
5910,Canyon Towhee,Emberizidae,Spotted Towhee,5880,yes
5910,Canyon Towhee,Emberizidae,Eastern Towhee,5870,yes
5910,Canyon Towhee,Emberizidae,Abert's Towhee,5920,yes
5910,Canyon Towhee,Emberizidae,Rufous-winged Sparrow,5790,yes
5910,Canyon Towhee,Emberizidae,Cassin's Sparrow,5780,yes
5910,Canyon Towhee,Emberizidae,Botteri's Sparrow,5760,yes
5910,Canyon Towhee,Emberizidae,Rufous-crowned Sparrow,5800,yes
5910,Canyon Towhee,Emberizidae,Five-striped Sparrow,5742,yes
5910,Canyon Towhee,Emberizidae,American Tree Sparrow,5590,yes
5910,Canyon Towhee,Emberizidae,Chipping Sparrow,5600,yes
5910,Canyon Towhee,Emberizidae,Brewer's Sparrow,5620,yes
5910,Canyon Towhee,Emberizidae,Field Sparrow,5630,yes
5910,Canyon Towhee,Emberizidae,Black-chinned Sparrow,5650,yes
5910,Canyon Towhee,Emberizidae,Vesper Sparrow,5400,yes
5910,Canyon Towhee,Emberizidae,Lark Sparrow,5520,yes
5910,Canyon Towhee,Emberizidae,Black-throated Sparrow,5730,yes
5910,Canyon Towhee,Emberizidae,Sage Sparrow,5740,yes
5910,Canyon Towhee,Emberizidae,Lark Bunting,6050,yes
5910,Canyon Towhee,Emberizidae,Savannah Sparrow,5420,yes
5910,Canyon Towhee,Emberizidae,Grasshopper Sparrow,5460,yes
5910,Canyon Towhee,Emberizidae,Baird's Sparrow,5450,yes
5910,Canyon Towhee,Emberizidae,Fox Sparrow,5850,yes
5910,Canyon Towhee,Emberizidae,Song Sparrow,5810,yes
5910,Canyon Towhee,Emberizidae,Lincoln's Sparrow,5830,yes
5910,Canyon Towhee,Emberizidae,Swamp Sparrow,5840,yes
5910,Canyon Towhee,Emberizidae,White-throated Sparrow,5580,yes
5910,Canyon Towhee,Emberizidae,White-crowned Sparrow,5540,yes
5910,Canyon Towhee,Emberizidae,Dark-eyed Junco,5660,yes
5910,Canyon Towhee,Emberizidae,Yellow-eyed Junco,5700,yes
5910,Canyon Towhee,Emberizidae,McCown's Longspur,5390,yes
5910,Canyon Towhee,Emberizidae,Chestnut-collared Longspur,5380,yes
5920,Abert's Towhee,Emberizidae,Green-tailed Towhee,5900,yes
5920,Abert's Towhee,Emberizidae,Spotted Towhee,5880,yes
5920,Abert's Towhee,Emberizidae,Canyon Towhee,5910,yes
5920,Abert's Towhee,Emberizidae,Rufous-winged Sparrow,5790,yes
5920,Abert's Towhee,Emberizidae,Cassin's Sparrow,5780,yes
5920,Abert's Towhee,Emberizidae,Botteri's Sparrow,5760,yes
5920,Abert's Towhee,Emberizidae,Rufous-crowned Sparrow,5800,yes
5920,Abert's Towhee,Emberizidae,Five-striped Sparrow,5742,yes
5920,Abert's Towhee,Emberizidae,Chipping Sparrow,5600,yes
5920,Abert's Towhee,Emberizidae,Clay-colored Sparrow,5610,yes
5920,Abert's Towhee,Emberizidae,Brewer's Sparrow,5620,yes
5920,Abert's Towhee,Emberizidae,Black-chinned Sparrow,5650,yes
5920,Abert's Towhee,Emberizidae,Vesper Sparrow,5400,yes
5920,Abert's Towhee,Emberizidae,Lark Sparrow,5520,yes
5920,Abert's Towhee,Emberizidae,Black-throated Sparrow,5730,yes
5920,Abert's Towhee,Emberizidae,Sage Sparrow,5740,yes
5920,Abert's Towhee,Emberizidae,Lark Bunting,6050,yes
5920,Abert's Towhee,Emberizidae,Savannah Sparrow,5420,yes
5920,Abert's Towhee,Emberizidae,Grasshopper Sparrow,5460,yes
5920,Abert's Towhee,Emberizidae,Baird's Sparrow,5450,yes
5920,Abert's Towhee,Emberizidae,Fox Sparrow,5850,yes
5920,Abert's Towhee,Emberizidae,Song Sparrow,5810,yes
5920,Abert's Towhee,Emberizidae,Lincoln's Sparrow,5830,yes
5920,Abert's Towhee,Emberizidae,Swamp Sparrow,5840,yes
5920,Abert's Towhee,Emberizidae,White-throated Sparrow,5580,yes
5920,Abert's Towhee,Emberizidae,White-crowned Sparrow,5540,yes
5920,Abert's Towhee,Emberizidae,Dark-eyed Junco,5660,yes
5920,Abert's Towhee,Emberizidae,Yellow-eyed Junco,5700,yes
5920,Abert's Towhee,Emberizidae,McCown's Longspur,5390,yes
5920,Abert's Towhee,Emberizidae,Chestnut-collared Longspur,5380,yes
5930,Northern Cardinal,Cardinalidae,Rose-breasted Grosbeak,5950,yes
5930,Northern Cardinal,Cardinalidae,Black-headed Grosbeak,5960,yes
5930,Northern Cardinal,Cardinalidae,Blue Grosbeak,5970,yes
5930,Northern Cardinal,Cardinalidae,Lazuli Bunting,5990,yes
5930,Northern Cardinal,Cardinalidae,Indigo Bunting,5980,yes
5930,Northern Cardinal,Cardinalidae,Varied Bunting,6000,yes
5930,Northern Cardinal,Cardinalidae,Painted Bunting,6010,yes
5930,Northern Cardinal,Cardinalidae,Dickcissel,6040,yes
5950,Rose-breasted Grosbeak,Cardinalidae,Northern Cardinal,5930,yes
5950,Rose-breasted Grosbeak,Cardinalidae,Black-headed Grosbeak,5960,yes
5950,Rose-breasted Grosbeak,Cardinalidae,Blue Grosbeak,5970,yes
5950,Rose-breasted Grosbeak,Cardinalidae,Lazuli Bunting,5990,yes
5950,Rose-breasted Grosbeak,Cardinalidae,Indigo Bunting,5980,yes
5950,Rose-breasted Grosbeak,Cardinalidae,Painted Bunting,6010,yes
5950,Rose-breasted Grosbeak,Cardinalidae,Dickcissel,6040,yes
5960,Black-headed Grosbeak,Cardinalidae,Northern Cardinal,5930,yes
5960,Black-headed Grosbeak,Cardinalidae,Pyrrhuloxia,5940,yes
5960,Black-headed Grosbeak,Cardinalidae,Cardinal/Pyrrhuloxia,5935,yes
5960,Black-headed Grosbeak,Cardinalidae,Rose-breasted Grosbeak,5950,yes
5960,Black-headed Grosbeak,Cardinalidae,Blue Grosbeak,5970,yes
5960,Black-headed Grosbeak,Cardinalidae,Lazuli Bunting,5990,yes
5960,Black-headed Grosbeak,Cardinalidae,Indigo Bunting,5980,yes
5960,Black-headed Grosbeak,Cardinalidae,Varied Bunting,6000,yes
5960,Black-headed Grosbeak,Cardinalidae,Painted Bunting,6010,yes
5960,Black-headed Grosbeak,Cardinalidae,Dickcissel,6040,yes
5970,Blue Grosbeak,Cardinalidae,Northern Cardinal,5930,yes
5970,Blue Grosbeak,Cardinalidae,Pyrrhuloxia,5940,yes
5970,Blue Grosbeak,Cardinalidae,Cardinal/Pyrrhuloxia,5935,yes
5970,Blue Grosbeak,Cardinalidae,Rose-breasted Grosbeak,5950,yes
5970,Blue Grosbeak,Cardinalidae,Black-headed Grosbeak,5960,yes
5970,Blue Grosbeak,Cardinalidae,Lazuli Bunting,5990,yes
5970,Blue Grosbeak,Cardinalidae,Indigo Bunting,5980,yes
5970,Blue Grosbeak,Cardinalidae,Varied Bunting,6000,yes
5970,Blue Grosbeak,Cardinalidae,Painted Bunting,6010,yes
5970,Blue Grosbeak,Cardinalidae,Dickcissel,6040,yes
5980,Indigo Bunting,Cardinalidae,Northern Cardinal,5930,yes
5980,Indigo Bunting,Cardinalidae,Pyrrhuloxia,5940,yes
5980,Indigo Bunting,Cardinalidae,Cardinal/Pyrrhuloxia,5935,yes
5980,Indigo Bunting,Cardinalidae,Rose-breasted Grosbeak,5950,yes
5980,Indigo Bunting,Cardinalidae,Black-headed Grosbeak,5960,yes
5980,Indigo Bunting,Cardinalidae,Blue Grosbeak,5970,yes
5980,Indigo Bunting,Cardinalidae,Lazuli Bunting,5990,yes
5980,Indigo Bunting,Cardinalidae,Varied Bunting,6000,yes
5980,Indigo Bunting,Cardinalidae,Painted Bunting,6010,yes
5980,Indigo Bunting,Cardinalidae,Dickcissel,6040,yes
6010,Painted Bunting,Cardinalidae,Northern Cardinal,5930,yes
6010,Painted Bunting,Cardinalidae,Pyrrhuloxia,5940,yes
6010,Painted Bunting,Cardinalidae,Cardinal/Pyrrhuloxia,5935,yes
6010,Painted Bunting,Cardinalidae,Rose-breasted Grosbeak,5950,yes
6010,Painted Bunting,Cardinalidae,Black-headed Grosbeak,5960,yes
6010,Painted Bunting,Cardinalidae,Blue Grosbeak,5970,yes
6010,Painted Bunting,Cardinalidae,Indigo Bunting,5980,yes
6010,Painted Bunting,Cardinalidae,Varied Bunting,6000,yes
6010,Painted Bunting,Cardinalidae,Dickcissel,6040,yes
6040,Dickcissel,Cardinalidae,Northern Cardinal,5930,yes
6040,Dickcissel,Cardinalidae,Pyrrhuloxia,5940,yes
6040,Dickcissel,Cardinalidae,Cardinal/Pyrrhuloxia,5935,yes
6040,Dickcissel,Cardinalidae,Rose-breasted Grosbeak,5950,yes
6040,Dickcissel,Cardinalidae,Black-headed Grosbeak,5960,yes
6040,Dickcissel,Cardinalidae,Blue Grosbeak,5970,yes
6040,Dickcissel,Cardinalidae,Lazuli Bunting,5990,yes
6040,Dickcissel,Cardinalidae,Indigo Bunting,5980,yes
6040,Dickcissel,Cardinalidae,Painted Bunting,6010,yes
6070,Western Tanager,Thraupidae,Hepatic Tanager,6090,yes
6080,Scarlet Tanager,Thraupidae,Summer Tanager,6100,yes
6100,Summer Tanager,Thraupidae,Hepatic Tanager,6090,yes
6100,Summer Tanager,Thraupidae,Western Tanager,6070,yes
6110,Purple Martin,Hirundinidae,Tree Swallow,6140,yes
6110,Purple Martin,Hirundinidae,Violet-green Swallow,6150,yes
6110,Purple Martin,Hirundinidae,Northern Rough-winged Swallow,6170,yes
6110,Purple Martin,Hirundinidae,Bank Swallow,6160,yes
6110,Purple Martin,Hirundinidae,Cliff Swallow,6120,yes
6110,Purple Martin,Hirundinidae,Cave Swallow,6121,yes
6110,Purple Martin,Hirundinidae,Barn Swallow,6130,yes
6120,Cliff Swallow,Hirundinidae,Purple Martin,6110,yes
6120,Cliff Swallow,Hirundinidae,Tree Swallow,6140,yes
6120,Cliff Swallow,Hirundinidae,Violet-green Swallow,6150,yes
6120,Cliff Swallow,Hirundinidae,Northern Rough-winged Swallow,6170,yes
6120,Cliff Swallow,Hirundinidae,Bank Swallow,6160,yes
6120,Cliff Swallow,Hirundinidae,Cave Swallow,6121,yes
6120,Cliff Swallow,Hirundinidae,Barn Swallow,6130,yes
6130,Barn Swallow,Hirundinidae,Purple Martin,6110,yes
6130,Barn Swallow,Hirundinidae,Tree Swallow,6140,yes
6130,Barn Swallow,Hirundinidae,Violet-green Swallow,6150,yes
6130,Barn Swallow,Hirundinidae,Northern Rough-winged Swallow,6170,yes
6130,Barn Swallow,Hirundinidae,Bank Swallow,6160,yes
6130,Barn Swallow,Hirundinidae,Cliff Swallow,6120,yes
6130,Barn Swallow,Hirundinidae,Cave Swallow,6121,yes
6140,Tree Swallow,Hirundinidae,Purple Martin,6110,yes
6140,Tree Swallow,Hirundinidae,Violet-green Swallow,6150,yes
6140,Tree Swallow,Hirundinidae,Northern Rough-winged Swallow,6170,yes
6140,Tree Swallow,Hirundinidae,Bank Swallow,6160,yes
6140,Tree Swallow,Hirundinidae,Cliff Swallow,6120,yes
6140,Tree Swallow,Hirundinidae,Barn Swallow,6130,yes
6170,Northern Rough-winged Swallow,Hirundinidae,Purple Martin,6110,yes
6170,Northern Rough-winged Swallow,Hirundinidae,Tree Swallow,6140,yes
6170,Northern Rough-winged Swallow,Hirundinidae,Violet-green Swallow,6150,yes
6170,Northern Rough-winged Swallow,Hirundinidae,Bank Swallow,6160,yes
6170,Northern Rough-winged Swallow,Hirundinidae,Cliff Swallow,6120,yes
6170,Northern Rough-winged Swallow,Hirundinidae,Cave Swallow,6121,yes
6170,Northern Rough-winged Swallow,Hirundinidae,Barn Swallow,6130,yes
6190,Cedar Waxwing,Bombycillidae,Bohemian Waxwing,6180,yes
6190,Cedar Waxwing,Bombycillidae,Bohemian/Cedar Waxwing,6185,yes
6240,Red-eyed Vireo,Vireonidae,White-eyed Vireo,6310,yes
6240,Red-eyed Vireo,Vireonidae,Bell's Vireo,6330,yes
6240,Red-eyed Vireo,Vireonidae,Yellow-throated Vireo,6280,yes
6240,Red-eyed Vireo,Vireonidae,Blue-headed Vireo,6290,yes
6240,Red-eyed Vireo,Vireonidae,Warbling Vireo,6270,yes
6240,Red-eyed Vireo,Vireonidae,Philadelphia Vireo,6260,yes
6270,Warbling Vireo,Vireonidae,White-eyed Vireo,6310,yes
6270,Warbling Vireo,Vireonidae,Bell's Vireo,6330,yes
6270,Warbling Vireo,Vireonidae,Gray Vireo,6340,yes
6270,Warbling Vireo,Vireonidae,Yellow-throated Vireo,6280,yes
6270,Warbling Vireo,Vireonidae,Plumbeous Vireo,6291,yes
6270,Warbling Vireo,Vireonidae,Cassin's Vireo,6292,yes
6270,Warbling Vireo,Vireonidae,Blue-headed Vireo,6290,yes
6270,Warbling Vireo,Vireonidae,Hutton's Vireo,6320,yes
6270,Warbling Vireo,Vireonidae,Philadelphia Vireo,6260,yes
6270,Warbling Vireo,Vireonidae,Red-eyed Vireo,6240,yes
6280,Yellow-throated Vireo,Vireonidae,White-eyed Vireo,6310,yes
6280,Yellow-throated Vireo,Vireonidae,Bell's Vireo,6330,yes
6280,Yellow-throated Vireo,Vireonidae,Black-capped Vireo,6300,yes
6280,Yellow-throated Vireo,Vireonidae,Blue-headed Vireo,6290,yes
6280,Yellow-throated Vireo,Vireonidae,Warbling Vireo,6270,yes
6280,Yellow-throated Vireo,Vireonidae,Philadelphia Vireo,6260,yes
6280,Yellow-throated Vireo,Vireonidae,Red-eyed Vireo,6240,yes
6280,Yellow-throated Vireo,Vireonidae,Black-whiskered Vireo,6230,yes
6290,Blue-headed Vireo,Vireonidae,White-eyed Vireo,6310,yes
6290,Blue-headed Vireo,Vireonidae,Bell's Vireo,6330,yes
6290,Blue-headed Vireo,Vireonidae,Black-capped Vireo,6300,yes
6290,Blue-headed Vireo,Vireonidae,Yellow-throated Vireo,6280,yes
6290,Blue-headed Vireo,Vireonidae,Warbling Vireo,6270,yes
6290,Blue-headed Vireo,Vireonidae,Philadelphia Vireo,6260,yes
6290,Blue-headed Vireo,Vireonidae,Red-eyed Vireo,6240,yes
6290,Blue-headed Vireo,Vireonidae,Black-whiskered Vireo,6230,yes
6310,White-eyed Vireo,Vireonidae,Bell's Vireo,6330,yes
6310,White-eyed Vireo,Vireonidae,Black-capped Vireo,6300,yes
6310,White-eyed Vireo,Vireonidae,Yellow-throated Vireo,6280,yes
6310,White-eyed Vireo,Vireonidae,Blue-headed Vireo,6290,yes
6310,White-eyed Vireo,Vireonidae,Warbling Vireo,6270,yes
6310,White-eyed Vireo,Vireonidae,Red-eyed Vireo,6240,yes
6310,White-eyed Vireo,Vireonidae,Black-whiskered Vireo,6230,yes
6480,Northern Parula,Parulidae,Blue-winged Warbler,6410,yes
6480,Northern Parula,Parulidae,Golden-winged Warbler,6420,yes
6480,Northern Parula,Parulidae,Tennessee Warbler,6470,yes
6480,Northern Parula,Parulidae,Orange-crowned Warbler,6460,yes
6480,Northern Parula,Parulidae,Nashville Warbler,6450,yes
6480,Northern Parula,Parulidae,Tropical Parula,6490,yes
6480,Northern Parula,Parulidae,Yellow Warbler,6520,yes
6480,Northern Parula,Parulidae,Chestnut-sided Warbler,6590,yes
6480,Northern Parula,Parulidae,Magnolia Warbler,6570,yes
6480,Northern Parula,Parulidae,Cape May Warbler,6500,yes
6480,Northern Parula,Parulidae,Black-throated Blue Warbler,6540,yes
6480,Northern Parula,Parulidae,Yellow-rumped Warbler,6550,yes
6480,Northern Parula,Parulidae,Golden-cheeked Warbler,6660,yes
6480,Northern Parula,Parulidae,Black-throated Green Warbler,6670,yes
6480,Northern Parula,Parulidae,Blackburnian Warbler,6620,yes
6480,Northern Parula,Parulidae,Yellow-throated Warbler,6630,yes
6480,Northern Parula,Parulidae,Pine Warbler,6710,yes
6480,Northern Parula,Parulidae,Kirtland's Warbler,6700,yes
6480,Northern Parula,Parulidae,Prairie Warbler,6730,yes
6480,Northern Parula,Parulidae,Palm Warbler,6720,yes
6480,Northern Parula,Parulidae,Bay-breasted Warbler,6600,yes
6480,Northern Parula,Parulidae,Blackpoll Warbler,6610,yes
6480,Northern Parula,Parulidae,Cerulean Warbler,6580,yes
6480,Northern Parula,Parulidae,Black-and-white Warbler,6360,yes
6480,Northern Parula,Parulidae,American Redstart,6870,yes
6480,Northern Parula,Parulidae,Prothonotary Warbler,6370,yes
6480,Northern Parula,Parulidae,Worm-eating Warbler,6390,yes
6480,Northern Parula,Parulidae,Swainson's Warbler,6380,yes
6480,Northern Parula,Parulidae,Ovenbird,6740,yes
6480,Northern Parula,Parulidae,Northern Waterthrush,6750,yes
6480,Northern Parula,Parulidae,Louisiana Waterthrush,6760,yes
6480,Northern Parula,Parulidae,Kentucky Warbler,6770,yes
6480,Northern Parula,Parulidae,Connecticut Warbler,6780,yes
6480,Northern Parula,Parulidae,Mourning Warbler,6790,yes
6480,Northern Parula,Parulidae,Common Yellowthroat,6810,yes
6480,Northern Parula,Parulidae,Hooded Warbler,6840,yes
6480,Northern Parula,Parulidae,Wilson's Warbler,6850,yes
6480,Northern Parula,Parulidae,Canada Warbler,6860,yes
6480,Northern Parula,Parulidae,Yellow-breasted Chat,6830,yes
6520,Yellow Warbler,Parulidae,Blue-winged Warbler,6410,yes
6520,Yellow Warbler,Parulidae,Golden-winged Warbler,6420,yes
6520,Yellow Warbler,Parulidae,Tennessee Warbler,6470,yes
6520,Yellow Warbler,Parulidae,Orange-crowned Warbler,6460,yes
6520,Yellow Warbler,Parulidae,Nashville Warbler,6450,yes
6520,Yellow Warbler,Parulidae,Virginia's Warbler,6440,yes
6520,Yellow Warbler,Parulidae,Lucy's Warbler,6430,yes
6520,Yellow Warbler,Parulidae,Northern Parula,6480,yes
6520,Yellow Warbler,Parulidae,Chestnut-sided Warbler,6590,yes
6520,Yellow Warbler,Parulidae,Magnolia Warbler,6570,yes
6520,Yellow Warbler,Parulidae,Cape May Warbler,6500,yes
6520,Yellow Warbler,Parulidae,Black-throated Blue Warbler,6540,yes
6520,Yellow Warbler,Parulidae,Yellow-rumped Warbler,6550,yes
6520,Yellow Warbler,Parulidae,Black-throated Gray Warbler,6650,yes
6520,Yellow Warbler,Parulidae,Black-throated Green Warbler,6670,yes
6520,Yellow Warbler,Parulidae,Townsend's Warbler,6680,yes
6520,Yellow Warbler,Parulidae,Hermit Warbler,6690,yes
6520,Yellow Warbler,Parulidae,Blackburnian Warbler,6620,yes
6520,Yellow Warbler,Parulidae,Yellow-throated Warbler,6630,yes
6520,Yellow Warbler,Parulidae,Grace's Warbler,6640,yes
6520,Yellow Warbler,Parulidae,Pine Warbler,6710,yes
6520,Yellow Warbler,Parulidae,Kirtland's Warbler,6700,yes
6520,Yellow Warbler,Parulidae,Prairie Warbler,6730,yes
6520,Yellow Warbler,Parulidae,Palm Warbler,6720,yes
6520,Yellow Warbler,Parulidae,Bay-breasted Warbler,6600,yes
6520,Yellow Warbler,Parulidae,Blackpoll Warbler,6610,yes
6520,Yellow Warbler,Parulidae,Cerulean Warbler,6580,yes
6520,Yellow Warbler,Parulidae,Black-and-white Warbler,6360,yes
6520,Yellow Warbler,Parulidae,American Redstart,6870,yes
6520,Yellow Warbler,Parulidae,Prothonotary Warbler,6370,yes
6520,Yellow Warbler,Parulidae,Worm-eating Warbler,6390,yes
6520,Yellow Warbler,Parulidae,Swainson's Warbler,6380,yes
6520,Yellow Warbler,Parulidae,Ovenbird,6740,yes
6520,Yellow Warbler,Parulidae,Northern Waterthrush,6750,yes
6520,Yellow Warbler,Parulidae,Louisiana Waterthrush,6760,yes
6520,Yellow Warbler,Parulidae,Kentucky Warbler,6770,yes
6520,Yellow Warbler,Parulidae,Connecticut Warbler,6780,yes
6520,Yellow Warbler,Parulidae,Mourning Warbler,6790,yes
6520,Yellow Warbler,Parulidae,MacGillivray's Warbler,6800,yes
6520,Yellow Warbler,Parulidae,Common Yellowthroat,6810,yes
6520,Yellow Warbler,Parulidae,Hooded Warbler,6840,yes
6520,Yellow Warbler,Parulidae,Wilson's Warbler,6850,yes
6520,Yellow Warbler,Parulidae,Canada Warbler,6860,yes
6520,Yellow Warbler,Parulidae,Red-faced Warbler,6900,yes
6520,Yellow Warbler,Parulidae,Painted Redstart,6880,yes
6520,Yellow Warbler,Parulidae,Yellow-breasted Chat,6830,yes
6550,Yellow-rumped Warbler,Parulidae,Blue-winged Warbler,6410,yes
6550,Yellow-rumped Warbler,Parulidae,Golden-winged Warbler,6420,yes
6550,Yellow-rumped Warbler,Parulidae,Tennessee Warbler,6470,yes
6550,Yellow-rumped Warbler,Parulidae,Orange-crowned Warbler,6460,yes
6550,Yellow-rumped Warbler,Parulidae,Nashville Warbler,6450,yes
6550,Yellow-rumped Warbler,Parulidae,Virginia's Warbler,6440,yes
6550,Yellow-rumped Warbler,Parulidae,Colima Warbler,6471,yes
6550,Yellow-rumped Warbler,Parulidae,Lucy's Warbler,6430,yes
6550,Yellow-rumped Warbler,Parulidae,Northern Parula,6480,yes
6550,Yellow-rumped Warbler,Parulidae,Tropical Parula,6490,yes
6550,Yellow-rumped Warbler,Parulidae,Yellow Warbler,6520,yes
6550,Yellow-rumped Warbler,Parulidae,Chestnut-sided Warbler,6590,yes
6550,Yellow-rumped Warbler,Parulidae,Magnolia Warbler,6570,yes
6550,Yellow-rumped Warbler,Parulidae,Cape May Warbler,6500,yes
6550,Yellow-rumped Warbler,Parulidae,Black-throated Blue Warbler,6540,yes
6550,Yellow-rumped Warbler,Parulidae,Black-throated Gray Warbler,6650,yes
6550,Yellow-rumped Warbler,Parulidae,Golden-cheeked Warbler,6660,yes
6550,Yellow-rumped Warbler,Parulidae,Black-throated Green Warbler,6670,yes
6550,Yellow-rumped Warbler,Parulidae,Townsend's Warbler,6680,yes
6550,Yellow-rumped Warbler,Parulidae,Hermit Warbler,6690,yes
6550,Yellow-rumped Warbler,Parulidae,Blackburnian Warbler,6620,yes
6550,Yellow-rumped Warbler,Parulidae,Yellow-throated Warbler,6630,yes
6550,Yellow-rumped Warbler,Parulidae,Grace's Warbler,6640,yes
6550,Yellow-rumped Warbler,Parulidae,Pine Warbler,6710,yes
6550,Yellow-rumped Warbler,Parulidae,Kirtland's Warbler,6700,yes
6550,Yellow-rumped Warbler,Parulidae,Prairie Warbler,6730,yes
6550,Yellow-rumped Warbler,Parulidae,Palm Warbler,6720,yes
6550,Yellow-rumped Warbler,Parulidae,Bay-breasted Warbler,6600,yes
6550,Yellow-rumped Warbler,Parulidae,Blackpoll Warbler,6610,yes
6550,Yellow-rumped Warbler,Parulidae,Cerulean Warbler,6580,yes
6550,Yellow-rumped Warbler,Parulidae,Black-and-white Warbler,6360,yes
6550,Yellow-rumped Warbler,Parulidae,American Redstart,6870,yes
6550,Yellow-rumped Warbler,Parulidae,Prothonotary Warbler,6370,yes
6550,Yellow-rumped Warbler,Parulidae,Worm-eating Warbler,6390,yes
6550,Yellow-rumped Warbler,Parulidae,Swainson's Warbler,6380,yes
6550,Yellow-rumped Warbler,Parulidae,Ovenbird,6740,yes
6550,Yellow-rumped Warbler,Parulidae,Northern Waterthrush,6750,yes
6550,Yellow-rumped Warbler,Parulidae,Louisiana Waterthrush,6760,yes
6550,Yellow-rumped Warbler,Parulidae,Kentucky Warbler,6770,yes
6550,Yellow-rumped Warbler,Parulidae,Connecticut Warbler,6780,yes
6550,Yellow-rumped Warbler,Parulidae,Mourning Warbler,6790,yes
6550,Yellow-rumped Warbler,Parulidae,MacGillivray's Warbler,6800,yes
6550,Yellow-rumped Warbler,Parulidae,Common Yellowthroat,6810,yes
6550,Yellow-rumped Warbler,Parulidae,Hooded Warbler,6840,yes
6550,Yellow-rumped Warbler,Parulidae,Wilson's Warbler,6850,yes
6550,Yellow-rumped Warbler,Parulidae,Canada Warbler,6860,yes
6550,Yellow-rumped Warbler,Parulidae,Red-faced Warbler,6900,yes
6550,Yellow-rumped Warbler,Parulidae,Painted Redstart,6880,yes
6550,Yellow-rumped Warbler,Parulidae,Slate-throated Redstart,6890,yes
6550,Yellow-rumped Warbler,Parulidae,Fan-tailed Warbler,6881,yes
6550,Yellow-rumped Warbler,Parulidae,Yellow-breasted Chat,6830,yes
6590,Chestnut-sided Warbler,Parulidae,Blue-winged Warbler,6410,yes
6590,Chestnut-sided Warbler,Parulidae,Golden-winged Warbler,6420,yes
6590,Chestnut-sided Warbler,Parulidae,Tennessee Warbler,6470,yes
6590,Chestnut-sided Warbler,Parulidae,Orange-crowned Warbler,6460,yes
6590,Chestnut-sided Warbler,Parulidae,Nashville Warbler,6450,yes
6590,Chestnut-sided Warbler,Parulidae,Northern Parula,6480,yes
6590,Chestnut-sided Warbler,Parulidae,Yellow Warbler,6520,yes
6590,Chestnut-sided Warbler,Parulidae,Magnolia Warbler,6570,yes
6590,Chestnut-sided Warbler,Parulidae,Cape May Warbler,6500,yes
6590,Chestnut-sided Warbler,Parulidae,Black-throated Blue Warbler,6540,yes
6590,Chestnut-sided Warbler,Parulidae,Yellow-rumped Warbler,6550,yes
6590,Chestnut-sided Warbler,Parulidae,Black-throated Green Warbler,6670,yes
