"FocalAOU","FocalSciName","CompAOU","CompSciName","Estimate","P","R2"
5910,"Melozone fuscus",5677,"Junco hyemalis",-0.0722441296363718,0.00174209555947595,0.068811828833378
5910,"Melozone fuscus",5880,"Pipilo maculatus",-0.0722441296363718,0.00174209555947595,0.068811828833378
5910,"Melozone fuscus",5580,"Zonotrichia albicollis",-0.0722441296363718,0.00174209555947595,0.068811828833378
5910,"Melozone fuscus",5590,"Spizella arborea",-0.0722441296363718,0.00174209555947595,0.068811828833378
5910,"Melozone fuscus",5520,"Chondestes grammacus",-0.0722441296363718,0.00174209555947595,0.068811828833378
5910,"Melozone fuscus",5620,"Spizella breweri",-0.0722441296363718,0.00174209555947595,0.068811828833378
5910,"Melozone fuscus",5650,"Spizella atrogularis",-0.0722441296363718,0.00174209555947595,0.068811828833378
5910,"Melozone fuscus",5860,"Arremonops rufivirgatus",-0.0722441296363718,0.00174209555947595,0.068811828833378
5910,"Melozone fuscus",5742,"Aimophila quinquestriata",-0.0722441296363718,0.00174209555947595,0.068811828833378
5910,"Melozone fuscus",5730,"Amphispiza bilineata",-0.0722441296363718,0.00174209555947595,0.068811828833378
5910,"Melozone fuscus",5830,"Melospiza lincolnii",-0.0722441296363718,0.00174209555947595,0.068811828833378
5910,"Melozone fuscus",5600,"Spizella passerina",-0.0722441296363718,0.00174209555947595,0.068811828833378
5910,"Melozone fuscus",5790,"Peucaea carpalis",-0.0722441296363718,0.00174209555947595,0.068811828833378
5910,"Melozone fuscus",5400,"Pooecetes gramineus",-0.0722441296363718,0.00174209555947595,0.068811828833378
5910,"Melozone fuscus",5920,"Melozone aberti",-0.0722441296363718,0.00174209555947595,0.068811828833378
5910,"Melozone fuscus",6050,"Calamospiza melanocorys",-0.0722441296363718,0.00174209555947595,0.068811828833378
5910,"Melozone fuscus",5380,"Calcarius ornatus",-0.0722441296363718,0.00174209555947595,0.068811828833378
5910,"Melozone fuscus",5630,"Spizella pusilla",-0.0722441296363718,0.00174209555947595,0.068811828833378
5910,"Melozone fuscus",5450,"Ammodramus bairdii",-0.0722441296363718,0.00174209555947595,0.068811828833378
5910,"Melozone fuscus",5760,"Peucaea botterii",-0.0722441296363718,0.00174209555947595,0.068811828833378
5910,"Melozone fuscus",5810,"Melospiza melodia",-0.0722441296363718,0.00174209555947595,0.068811828833378
5910,"Melozone fuscus",5740,"Amphispiza belli",-0.0722441296363718,0.00174209555947595,0.068811828833378
5910,"Melozone fuscus",5420,"Passerculus sandwichensis",-0.0722441296363718,0.00174209555947595,0.068811828833378
5910,"Melozone fuscus",5390,"Rhynchophanes mccownii",-0.0722441296363718,0.00174209555947595,0.068811828833378
5910,"Melozone fuscus",5800,"Aimophila ruficeps",-0.0722441296363718,0.00174209555947595,0.068811828833378
5910,"Melozone fuscus",5780,"Peucaea cassinii",-0.0722441296363718,0.00174209555947595,0.068811828833378
5910,"Melozone fuscus",5900,"Pipilo chlorurus",-0.0722441296363718,0.00174209555947595,0.068811828833378
5910,"Melozone fuscus",5700,"Junco phaeonotus",-0.0722441296363718,0.00174209555947595,0.068811828833378
5910,"Melozone fuscus",5850,"Passerella iliaca",-0.0722441296363718,0.00174209555947595,0.068811828833378
5910,"Melozone fuscus",5870,"Pipilo erythrophthalmus",-0.0722441296363718,0.00174209555947595,0.068811828833378
5911,"Melozone crissalis",5880,"Pipilo maculatus",0.0678435667437462,0.109742010005065,0.129052278078126
5920,"Melozone aberti",5730,"Amphispiza bilineata",-0.0137716617730353,0.548309829025974,0.0764613835538576
5920,"Melozone aberti",5580,"Zonotrichia albicollis",-0.0137716617730353,0.548309829025974,0.0764613835538576
5920,"Melozone aberti",5390,"Rhynchophanes mccownii",-0.0137716617730353,0.548309829025974,0.0764613835538576
5920,"Melozone aberti",5910,"Melozone fuscus",-0.0137716617730353,0.548309829025974,0.0764613835538576
5920,"Melozone aberti",5700,"Junco phaeonotus",-0.0137716617730353,0.548309829025974,0.0764613835538576
5920,"Melozone aberti",5610,"Spizella pallida",-0.0137716617730353,0.548309829025974,0.0764613835538576
5920,"Melozone aberti",5840,"Melospiza georgiana",-0.0137716617730353,0.548309829025974,0.0764613835538576
5920,"Melozone aberti",5650,"Spizella atrogularis",-0.0137716617730353,0.548309829025974,0.0764613835538576
5920,"Melozone aberti",5380,"Calcarius ornatus",-0.0137716617730353,0.548309829025974,0.0764613835538576
5920,"Melozone aberti",5400,"Pooecetes gramineus",-0.0137716617730353,0.548309829025974,0.0764613835538576
5920,"Melozone aberti",5420,"Passerculus sandwichensis",-0.0137716617730353,0.548309829025974,0.0764613835538576
5920,"Melozone aberti",5742,"Aimophila quinquestriata",-0.0137716617730353,0.548309829025974,0.0764613835538576
5920,"Melozone aberti",5850,"Passerella iliaca",-0.0137716617730353,0.548309829025974,0.0764613835538576
5920,"Melozone aberti",5677,"Junco hyemalis",-0.0137716617730353,0.548309829025974,0.0764613835538576
5920,"Melozone aberti",5830,"Melospiza lincolnii",-0.0137716617730353,0.548309829025974,0.0764613835538576
5920,"Melozone aberti",5450,"Ammodramus bairdii",-0.0137716617730353,0.548309829025974,0.0764613835538576
5920,"Melozone aberti",5620,"Spizella breweri",-0.0137716617730353,0.548309829025974,0.0764613835538576
5920,"Melozone aberti",5740,"Amphispiza belli",-0.0137716617730353,0.548309829025974,0.0764613835538576
5920,"Melozone aberti",5760,"Peucaea botterii",-0.0137716617730353,0.548309829025974,0.0764613835538576
5920,"Melozone aberti",5880,"Pipilo maculatus",-0.0137716617730353,0.548309829025974,0.0764613835538576
5920,"Melozone aberti",5780,"Peucaea cassinii",-0.0137716617730353,0.548309829025974,0.0764613835538576
5920,"Melozone aberti",5810,"Melospiza melodia",-0.0137716617730353,0.548309829025974,0.0764613835538576
5920,"Melozone aberti",5520,"Chondestes grammacus",-0.0137716617730353,0.548309829025974,0.0764613835538576
5920,"Melozone aberti",5790,"Peucaea carpalis",-0.0137716617730353,0.548309829025974,0.0764613835538576
5920,"Melozone aberti",5600,"Spizella passerina",-0.0137716617730353,0.548309829025974,0.0764613835538576
5920,"Melozone aberti",5540,"Zonotrichia leucophrys",-0.0137716617730353,0.548309829025974,0.0764613835538576
5920,"Melozone aberti",5460,"Ammodramus savannarum",-0.0137716617730353,0.548309829025974,0.0764613835538576
5920,"Melozone aberti",5900,"Pipilo chlorurus",-0.0137716617730353,0.548309829025974,0.0764613835538576
5920,"Melozone aberti",6050,"Calamospiza melanocorys",-0.0137716617730353,0.548309829025974,0.0764613835538576
5920,"Melozone aberti",5800,"Aimophila ruficeps",-0.0137716617730353,0.548309829025974,0.0764613835538576
5930,"Cardinalis cardinalis",5980,"Passerina cyanea",-0.0137716617730353,0.548309829025974,0.0764613835538576
5930,"Cardinalis cardinalis",6040,"Spiza americana",-0.0137716617730353,0.548309829025974,0.0764613835538576
5930,"Cardinalis cardinalis",6000,"Passerina versicolor",-0.0137716617730353,0.548309829025974,0.0764613835538576
5930,"Cardinalis cardinalis",5960,"Pheucticus melanocephalus",-0.0137716617730353,0.548309829025974,0.0764613835538576
5930,"Cardinalis cardinalis",5950,"Pheucticus ludovicianus",-0.0137716617730353,0.548309829025974,0.0764613835538576
5930,"Cardinalis cardinalis",6010,"Passerina ciris",-0.0137716617730353,0.548309829025974,0.0764613835538576
5930,"Cardinalis cardinalis",5990,"Passerina amoena",-0.0137716617730353,0.548309829025974,0.0764613835538576
5930,"Cardinalis cardinalis",5970,"Passerina caerulea",-0.0137716617730353,0.548309829025974,0.0764613835538576
5940,"Cardinalis sinuatus",5970,"Passerina caerulea",-0.132939634215646,0.215042540858964,0.0584830080559669
5940,"Cardinalis sinuatus",5930,"Cardinalis cardinalis",-0.132939634215646,0.215042540858964,0.0584830080559669
5950,"Pheucticus ludovicianus",6010,"Passerina ciris",-0.132939634215646,0.215042540858964,0.0584830080559669
5950,"Pheucticus ludovicianus",5980,"Passerina cyanea",-0.132939634215646,0.215042540858964,0.0584830080559669
5950,"Pheucticus ludovicianus",5990,"Passerina amoena",-0.132939634215646,0.215042540858964,0.0584830080559669
5950,"Pheucticus ludovicianus",6040,"Spiza americana",-0.132939634215646,0.215042540858964,0.0584830080559669
5950,"Pheucticus ludovicianus",5960,"Pheucticus melanocephalus",-0.132939634215646,0.215042540858964,0.0584830080559669
5950,"Pheucticus ludovicianus",5930,"Cardinalis cardinalis",-0.132939634215646,0.215042540858964,0.0584830080559669
5950,"Pheucticus ludovicianus",5970,"Passerina caerulea",-0.132939634215646,0.215042540858964,0.0584830080559669
5960,"Pheucticus melanocephalus",5940,"Cardinalis sinuatus",-0.132939634215646,0.215042540858964,0.0584830080559669
5960,"Pheucticus melanocephalus",6000,"Passerina versicolor",-0.132939634215646,0.215042540858964,0.0584830080559669
5960,"Pheucticus melanocephalus",5990,"Passerina amoena",-0.132939634215646,0.215042540858964,0.0584830080559669
5960,"Pheucticus melanocephalus",6010,"Passerina ciris",-0.132939634215646,0.215042540858964,0.0584830080559669
5960,"Pheucticus melanocephalus",6040,"Spiza americana",-0.132939634215646,0.215042540858964,0.0584830080559669
5960,"Pheucticus melanocephalus",5980,"Passerina cyanea",-0.132939634215646,0.215042540858964,0.0584830080559669
5960,"Pheucticus melanocephalus",5950,"Pheucticus ludovicianus",-0.132939634215646,0.215042540858964,0.0584830080559669
5960,"Pheucticus melanocephalus",5970,"Passerina caerulea",-0.132939634215646,0.215042540858964,0.0584830080559669
5960,"Pheucticus melanocephalus",5930,"Cardinalis cardinalis",-0.132939634215646,0.215042540858964,0.0584830080559669
5970,"Passerina caerulea",5980,"Passerina cyanea",-0.132939634215646,0.215042540858964,0.0584830080559669
5970,"Passerina caerulea",5990,"Passerina amoena",-0.132939634215646,0.215042540858964,0.0584830080559669
5970,"Passerina caerulea",5930,"Cardinalis cardinalis",-0.132939634215646,0.215042540858964,0.0584830080559669
5970,"Passerina caerulea",6000,"Passerina versicolor",-0.132939634215646,0.215042540858964,0.0584830080559669
5970,"Passerina caerulea",6010,"Passerina ciris",-0.132939634215646,0.215042540858964,0.0584830080559669
5970,"Passerina caerulea",6040,"Spiza americana",-0.132939634215646,0.215042540858964,0.0584830080559669
5970,"Passerina caerulea",5960,"Pheucticus melanocephalus",-0.132939634215646,0.215042540858964,0.0584830080559669
5970,"Passerina caerulea",5950,"Pheucticus ludovicianus",-0.132939634215646,0.215042540858964,0.0584830080559669
5970,"Passerina caerulea",5940,"Cardinalis sinuatus",-0.132939634215646,0.215042540858964,0.0584830080559669
5980,"Passerina cyanea",5970,"Passerina caerulea",-0.132939634215646,0.215042540858964,0.0584830080559669
5980,"Passerina cyanea",5990,"Passerina amoena",-0.132939634215646,0.215042540858964,0.0584830080559669
5980,"Passerina cyanea",6040,"Spiza americana",-0.132939634215646,0.215042540858964,0.0584830080559669
5980,"Passerina cyanea",5930,"Cardinalis cardinalis",-0.132939634215646,0.215042540858964,0.0584830080559669
5980,"Passerina cyanea",5940,"Cardinalis sinuatus",-0.132939634215646,0.215042540858964,0.0584830080559669
5980,"Passerina cyanea",6000,"Passerina versicolor",-0.132939634215646,0.215042540858964,0.0584830080559669
5980,"Passerina cyanea",5960,"Pheucticus melanocephalus",-0.132939634215646,0.215042540858964,0.0584830080559669
5980,"Passerina cyanea",5950,"Pheucticus ludovicianus",-0.132939634215646,0.215042540858964,0.0584830080559669
5980,"Passerina cyanea",6010,"Passerina ciris",-0.132939634215646,0.215042540858964,0.0584830080559669
5990,"Passerina amoena",5960,"Pheucticus melanocephalus",-0.132939634215646,0.215042540858964,0.0584830080559669
6010,"Passerina ciris",6040,"Spiza americana",-0.132939634215646,0.215042540858964,0.0584830080559669
6010,"Passerina ciris",6000,"Passerina versicolor",-0.132939634215646,0.215042540858964,0.0584830080559669
6010,"Passerina ciris",5940,"Cardinalis sinuatus",-0.132939634215646,0.215042540858964,0.0584830080559669
6010,"Passerina ciris",5970,"Passerina caerulea",-0.132939634215646,0.215042540858964,0.0584830080559669
6010,"Passerina ciris",5950,"Pheucticus ludovicianus",-0.132939634215646,0.215042540858964,0.0584830080559669
6010,"Passerina ciris",5930,"Cardinalis cardinalis",0.0280493643434865,0.00314137833099805,0.100333883987645
6010,"Passerina ciris",5980,"Passerina cyanea",0.0280493643434865,0.00314137833099805,0.100333883987645
6010,"Passerina ciris",5960,"Pheucticus melanocephalus",0.0280493643434865,0.00314137833099805,0.100333883987645
6040,"Spiza americana",5990,"Passerina amoena",0.0280493643434865,0.00314137833099805,0.100333883987645
6040,"Spiza americana",5970,"Passerina caerulea",0.0280493643434865,0.00314137833099805,0.100333883987645
6040,"Spiza americana",5960,"Pheucticus melanocephalus",0.0280493643434865,0.00314137833099805,0.100333883987645
6040,"Spiza americana",5930,"Cardinalis cardinalis",0.0280493643434865,0.00314137833099805,0.100333883987645
6040,"Spiza americana",6010,"Passerina ciris",0.0280493643434865,0.00314137833099805,0.100333883987645
6040,"Spiza americana",5980,"Passerina cyanea",0.0280493643434865,0.00314137833099805,0.100333883987645
6040,"Spiza americana",5950,"Pheucticus ludovicianus",0.0280493643434865,0.00314137833099805,0.100333883987645
6040,"Spiza americana",5940,"Cardinalis sinuatus",0.0280493643434865,0.00314137833099805,0.100333883987645
6050,"Calamospiza melanocorys",5380,"Calcarius ornatus",0.0280493643434865,0.00314137833099805,0.100333883987645
6050,"Calamospiza melanocorys",5520,"Chondestes grammacus",0.0280493643434865,0.00314137833099805,0.100333883987645
6050,"Calamospiza melanocorys",5460,"Ammodramus savannarum",0.0280493643434865,0.00314137833099805,0.100333883987645
6050,"Calamospiza melanocorys",5620,"Spizella breweri",0.0280493643434865,0.00314137833099805,0.100333883987645
6070,"Piranga ludoviciana",6090,"Piranga flava",0.0280493643434865,0.00314137833099805,0.100333883987645
6080,"Piranga olivacea",6100,"Piranga rubra",0.0280493643434865,0.00314137833099805,0.100333883987645
6100,"Piranga rubra",6090,"Piranga flava",0.0280493643434865,0.00314137833099805,0.100333883987645
6100,"Piranga rubra",6070,"Piranga ludoviciana",0.0280493643434865,0.00314137833099805,0.100333883987645
6110,"Progne subis",6120,"Petrochelidon pyrrhonota",0.0280493643434865,0.00314137833099805,0.100333883987645
6110,"Progne subis",6140,"Tachycineta bicolor",0.0280493643434865,0.00314137833099805,0.100333883987645
6110,"Progne subis",6121,"Petrochelidon fulva",0.0280493643434865,0.00314137833099805,0.100333883987645
6110,"Progne subis",6130,"Hirundo rustica",0.0280493643434865,0.00314137833099805,0.100333883987645
6110,"Progne subis",6160,"Riparia riparia",0.0280493643434865,0.00314137833099805,0.100333883987645
6110,"Progne subis",6150,"Tachycineta thalassina",0.0280493643434865,0.00314137833099805,0.100333883987645
6110,"Progne subis",6170,"Stelgidopteryx serripennis",0.0280493643434865,0.00314137833099805,0.100333883987645
6120,"Petrochelidon pyrrhonota",6130,"Hirundo rustica",0.0280493643434865,0.00314137833099805,0.100333883987645
6120,"Petrochelidon pyrrhonota",6160,"Riparia riparia",0.0280493643434865,0.00314137833099805,0.100333883987645
6120,"Petrochelidon pyrrhonota",6110,"Progne subis",0.0280493643434865,0.00314137833099805,0.100333883987645
6120,"Petrochelidon pyrrhonota",6170,"Stelgidopteryx serripennis",0.0280493643434865,0.00314137833099805,0.100333883987645
6120,"Petrochelidon pyrrhonota",6140,"Tachycineta bicolor",0.0280493643434865,0.00314137833099805,0.100333883987645
6120,"Petrochelidon pyrrhonota",6121,"Petrochelidon fulva",0.0280493643434865,0.00314137833099805,0.100333883987645
6120,"Petrochelidon pyrrhonota",6150,"Tachycineta thalassina",0.0280493643434865,0.00314137833099805,0.100333883987645
6130,"Hirundo rustica",6150,"Tachycineta thalassina",0.0280493643434865,0.00314137833099805,0.100333883987645
6130,"Hirundo rustica",6110,"Progne subis",0.0280493643434865,0.00314137833099805,0.100333883987645
6130,"Hirundo rustica",6160,"Riparia riparia",0.0280493643434865,0.00314137833099805,0.100333883987645
6130,"Hirundo rustica",6120,"Petrochelidon pyrrhonota",0.0280493643434865,0.00314137833099805,0.100333883987645
6130,"Hirundo rustica",6121,"Petrochelidon fulva",0.0280493643434865,0.00314137833099805,0.100333883987645
6130,"Hirundo rustica",6140,"Tachycineta bicolor",0.0280493643434865,0.00314137833099805,0.100333883987645
6130,"Hirundo rustica",6170,"Stelgidopteryx serripennis",0.0280493643434865,0.00314137833099805,0.100333883987645
6140,"Tachycineta bicolor",6130,"Hirundo rustica",0.0280493643434865,0.00314137833099805,0.100333883987645
6140,"Tachycineta bicolor",6170,"Stelgidopteryx serripennis",0.0280493643434865,0.00314137833099805,0.100333883987645
6140,"Tachycineta bicolor",6110,"Progne subis",0.0280493643434865,0.00314137833099805,0.100333883987645
6140,"Tachycineta bicolor",6150,"Tachycineta thalassina",0.0280493643434865,0.00314137833099805,0.100333883987645
6140,"Tachycineta bicolor",6120,"Petrochelidon pyrrhonota",0.0280493643434865,0.00314137833099805,0.100333883987645
6140,"Tachycineta bicolor",6160,"Riparia riparia",0.0280493643434865,0.00314137833099805,0.100333883987645
6150,"Tachycineta thalassina",6130,"Hirundo rustica",0.0280493643434865,0.00314137833099805,0.100333883987645
6150,"Tachycineta thalassina",6170,"Stelgidopteryx serripennis",0.0280493643434865,0.00314137833099805,0.100333883987645
6160,"Riparia riparia",6120,"Petrochelidon pyrrhonota",0.0280493643434865,0.00314137833099805,0.100333883987645
6160,"Riparia riparia",6140,"Tachycineta bicolor",0.0280493643434865,0.00314137833099805,0.100333883987645
6170,"Stelgidopteryx serripennis",6120,"Petrochelidon pyrrhonota",0.0280493643434865,0.00314137833099805,0.100333883987645
6170,"Stelgidopteryx serripennis",6110,"Progne subis",0.0280493643434865,0.00314137833099805,0.100333883987645
6170,"Stelgidopteryx serripennis",6150,"Tachycineta thalassina",0.0280493643434865,0.00314137833099805,0.100333883987645
6170,"Stelgidopteryx serripennis",6160,"Riparia riparia",0.0280493643434865,0.00314137833099805,0.100333883987645
6170,"Stelgidopteryx serripennis",6140,"Tachycineta bicolor",0.0280493643434865,0.00314137833099805,0.100333883987645
6170,"Stelgidopteryx serripennis",6121,"Petrochelidon fulva",0.0280493643434865,0.00314137833099805,0.100333883987645
6170,"Stelgidopteryx serripennis",6130,"Hirundo rustica",0.0280493643434865,0.00314137833099805,0.100333883987645
6190,"Bombycilla cedrorum",6180,"Bombycilla garrulus",0.0280493643434865,0.00314137833099805,0.100333883987645
6220,"Lanius ludovicianus",3600,"Falco sparverius",0.0280493643434865,0.00314137833099805,0.100333883987645
6240,"Vireo olivaceus",6310,"Vireo griseus",0.0280493643434865,0.00314137833099805,0.100333883987645
6240,"Vireo olivaceus",6280,"Vireo flavifrons",0.0280493643434865,0.00314137833099805,0.100333883987645
6240,"Vireo olivaceus",6290,"Vireo solitarius",0.0280493643434865,0.00314137833099805,0.100333883987645
6240,"Vireo olivaceus",6270,"Vireo gilvus",0.0280493643434865,0.00314137833099805,0.100333883987645
6240,"Vireo olivaceus",6260,"Vireo philadelphicus",0.0280493643434865,0.00314137833099805,0.100333883987645
6240,"Vireo olivaceus",6330,"Vireo bellii",0.0280493643434865,0.00314137833099805,0.100333883987645
6260,"Vireo philadelphicus",6290,"Vireo solitarius",0.0280493643434865,0.00314137833099805,0.100333883987645
6260,"Vireo philadelphicus",6240,"Vireo olivaceus",0.0206956895693426,0.306155510031078,0.0307712837866623
6270,"Vireo gilvus",6292,"Vireo cassinii",0.0206956895693426,0.306155510031078,0.0307712837866623
6270,"Vireo gilvus",6260,"Vireo philadelphicus",0.0206956895693426,0.306155510031078,0.0307712837866623
6270,"Vireo gilvus",6340,"Vireo vicinior",0.0206956895693426,0.306155510031078,0.0307712837866623
6270,"Vireo gilvus",6290,"Vireo solitarius",0.0206956895693426,0.306155510031078,0.0307712837866623
6270,"Vireo gilvus",6240,"Vireo olivaceus",0.0206956895693426,0.306155510031078,0.0307712837866623
6270,"Vireo gilvus",6330,"Vireo bellii",0.0206956895693426,0.306155510031078,0.0307712837866623
6270,"Vireo gilvus",6320,"Vireo huttoni",0.0206956895693426,0.306155510031078,0.0307712837866623
6270,"Vireo gilvus",6291,"Vireo plumbeus",0.0206956895693426,0.306155510031078,0.0307712837866623
6270,"Vireo gilvus",6310,"Vireo griseus",0.0206956895693426,0.306155510031078,0.0307712837866623
6270,"Vireo gilvus",6280,"Vireo flavifrons",0.0206956895693426,0.306155510031078,0.0307712837866623
6280,"Vireo flavifrons",6310,"Vireo griseus",0.0206956895693426,0.306155510031078,0.0307712837866623
6280,"Vireo flavifrons",6290,"Vireo solitarius",0.0206956895693426,0.306155510031078,0.0307712837866623
6280,"Vireo flavifrons",6240,"Vireo olivaceus",0.0206956895693426,0.306155510031078,0.0307712837866623
6280,"Vireo flavifrons",6270,"Vireo gilvus",0.0206956895693426,0.306155510031078,0.0307712837866623
6280,"Vireo flavifrons",6230,"Vireo altiloquus",0.0206956895693426,0.306155510031078,0.0307712837866623
6280,"Vireo flavifrons",6300,"Vireo atricapilla",0.0206956895693426,0.306155510031078,0.0307712837866623
6280,"Vireo flavifrons",6330,"Vireo bellii",0.0206956895693426,0.306155510031078,0.0307712837866623
6280,"Vireo flavifrons",6260,"Vireo philadelphicus",0.0206956895693426,0.306155510031078,0.0307712837866623
6290,"Vireo solitarius",6260,"Vireo philadelphicus",0.0206956895693426,0.306155510031078,0.0307712837866623
6290,"Vireo solitarius",6240,"Vireo olivaceus",0.0443443632104989,2.90762132367973e-09,0.148335928005448
6290,"Vireo solitarius",6300,"Vireo atricapilla",0.0443443632104989,2.90762132367973e-09,0.148335928005448
6290,"Vireo solitarius",6270,"Vireo gilvus",0.0443443632104989,2.90762132367973e-09,0.148335928005448
6290,"Vireo solitarius",6330,"Vireo bellii",0.0443443632104989,2.90762132367973e-09,0.148335928005448
6290,"Vireo solitarius",6280,"Vireo flavifrons",0.0443443632104989,2.90762132367973e-09,0.148335928005448
6290,"Vireo solitarius",6230,"Vireo altiloquus",0.0443443632104989,2.90762132367973e-09,0.148335928005448
6290,"Vireo solitarius",6310,"Vireo griseus",0.0443443632104989,2.90762132367973e-09,0.148335928005448
6291,"Vireo plumbeus",6270,"Vireo gilvus",0.0483972750184397,0.07881352428375,0.0434733164852513
6292,"Vireo cassinii",6320,"Vireo huttoni",0.0483972750184397,0.07881352428375,0.0434733164852513
6292,"Vireo cassinii",6270,"Vireo gilvus",0.0483972750184397,0.07881352428375,0.0434733164852513
6310,"Vireo griseus",6230,"Vireo altiloquus",0.0483972750184397,0.07881352428375,0.0434733164852513
6310,"Vireo griseus",6280,"Vireo flavifrons",0.0483972750184397,0.07881352428375,0.0434733164852513
6310,"Vireo griseus",6240,"Vireo olivaceus",0.0483972750184397,0.07881352428375,0.0434733164852513
6310,"Vireo griseus",6270,"Vireo gilvus",0.0483972750184397,0.07881352428375,0.0434733164852513
6310,"Vireo griseus",6330,"Vireo bellii",0.0483972750184397,0.07881352428375,0.0434733164852513
6310,"Vireo griseus",6290,"Vireo solitarius",0.0483972750184397,0.07881352428375,0.0434733164852513
6310,"Vireo griseus",6300,"Vireo atricapilla",0.0483972750184397,0.07881352428375,0.0434733164852513
6320,"Vireo huttoni",6292,"Vireo cassinii",0.0483972750184397,0.07881352428375,0.0434733164852513
6320,"Vireo huttoni",6270,"Vireo gilvus",0.0483972750184397,0.07881352428375,0.0434733164852513
6330,"Vireo bellii",6280,"Vireo flavifrons",0.0483972750184397,0.07881352428375,0.0434733164852513
6330,"Vireo bellii",6270,"Vireo gilvus",0.0483972750184397,0.07881352428375,0.0434733164852513
6360,"Mniotilta varia",6370,"Protonotaria citrea",0.0483972750184397,0.07881352428375,0.0434733164852513
6360,"Mniotilta varia",6710,"Dendroica pinus",0.0483972750184397,0.07881352428375,0.0434733164852513
6360,"Mniotilta varia",6630,"Dendroica dominica",0.0483972750184397,0.07881352428375,0.0434733164852513
6370,"Protonotaria citrea",6360,"Mniotilta varia",0.0483972750184397,0.07881352428375,0.0434733164852513
6370,"Protonotaria citrea",6710,"Dendroica pinus",0.0483972750184397,0.07881352428375,0.0434733164852513
6370,"Protonotaria citrea",6630,"Dendroica dominica",0.0483972750184397,0.07881352428375,0.0434733164852513
6380,"Limnothlypis swainsonii",6750,"Parkesia noveboracensis",0.0483972750184397,0.07881352428375,0.0434733164852513
6380,"Limnothlypis swainsonii",6740,"Seiurus aurocapilla",0.0483972750184397,0.07881352428375,0.0434733164852513
6380,"Limnothlypis swainsonii",6770,"Oporornis formosus",0.0483972750184397,0.07881352428375,0.0434733164852513
6380,"Limnothlypis swainsonii",6760,"Parkesia motacilla",0.0483972750184397,0.07881352428375,0.0434733164852513
6390,"Helmitheros vermivorum",6480,"Parula americana",0.0483972750184397,0.07881352428375,0.0434733164852513
6390,"Helmitheros vermivorum",6810,"Geothlypis trichas",-0.011161766052175,0.519014193590746,0.00245038384518865
6390,"Helmitheros vermivorum",6830,"Icteria virens",-0.011161766052175,0.519014193590746,0.00245038384518865
6390,"Helmitheros vermivorum",6730,"Dendroica discolor",-0.011161766052175,0.519014193590746,0.00245038384518865
6390,"Helmitheros vermivorum",6410,"Vermivora cyanoptera",-0.011161766052175,0.519014193590746,0.00245038384518865
6390,"Helmitheros vermivorum",6520,"Dendroica petechia",-0.011161766052175,0.519014193590746,0.00245038384518865
6390,"Helmitheros vermivorum",6710,"Dendroica pinus",-0.011161766052175,0.519014193590746,0.00245038384518865
6390,"Helmitheros vermivorum",6840,"Wilsonia citrina",-0.011161766052175,0.519014193590746,0.00245038384518865
6410,"Vermivora cyanoptera",6390,"Helmitheros vermivorum",-0.011161766052175,0.519014193590746,0.00245038384518865
6410,"Vermivora cyanoptera",6710,"Dendroica pinus",-0.011161766052175,0.519014193590746,0.00245038384518865
6410,"Vermivora cyanoptera",6810,"Geothlypis trichas",0.0334619112391235,0.00510933126835408,0.0441827420047035
6410,"Vermivora cyanoptera",6520,"Dendroica petechia",0.0334619112391235,0.00510933126835408,0.0441827420047035
6410,"Vermivora cyanoptera",6840,"Wilsonia citrina",0.0334619112391235,0.00510933126835408,0.0441827420047035
6410,"Vermivora cyanoptera",6480,"Parula americana",0.0334619112391235,0.00510933126835408,0.0441827420047035
6410,"Vermivora cyanoptera",6830,"Icteria virens",0.0334619112391235,0.00510933126835408,0.0441827420047035
6410,"Vermivora cyanoptera",6730,"Dendroica discolor",0.0334619112391235,0.00510933126835408,0.0441827420047035
6430,"Vermivora luciae",6650,"Dendroica nigrescens",0.0334619112391235,0.00510933126835408,0.0441827420047035
6430,"Vermivora luciae",6900,"Cardellina rubrifrons",0.0334619112391235,0.00510933126835408,0.0441827420047035
6430,"Vermivora luciae",6520,"Dendroica petechia",0.0334619112391235,0.00510933126835408,0.0441827420047035
6430,"Vermivora luciae",6830,"Icteria virens",0.0334619112391235,0.00510933126835408,0.0441827420047035
6430,"Vermivora luciae",6640,"Dendroica graciae",0.0334619112391235,0.00510933126835408,0.0441827420047035
6430,"Vermivora luciae",6880,"Myioborus pictus",0.0334619112391235,0.00510933126835408,0.0441827420047035
6440,"Vermivora virginiae",6460,"Vermivora celata",0.0334619112391235,0.00510933126835408,0.0441827420047035
6450,"Vermivora ruficapilla",6620,"Dendroica fusca",0.0334619112391235,0.00510933126835408,0.0441827420047035
6450,"Vermivora ruficapilla",6600,"Dendroica castanea",0.0334619112391235,0.00510933126835408,0.0441827420047035
6450,"Vermivora ruficapilla",6790,"Oporornis philadelphia",0.0334619112391235,0.00510933126835408,0.0441827420047035
6450,"Vermivora ruficapilla",6470,"Vermivora peregrina",0.0334619112391235,0.00510933126835408,0.0441827420047035
6450,"Vermivora ruficapilla",6590,"Dendroica pensylvanica",0.0334619112391235,0.00510933126835408,0.0441827420047035
6450,"Vermivora ruficapilla",6680,"Dendroica townsendi",0.0334619112391235,0.00510933126835408,0.0441827420047035
