"FocalAOU","FocalSciName","CompAOU","CompSciName","Estimate","P","R2","EstimateA","PA","R2A"
2881,"Perdix perdix",2980,"Falcipennis canadensis",0.617568039989221,0.144177482165913,0.00647148829919938,-0.857512322712631,0.0570715952877482,0.0109607798143937
2881,"Perdix perdix",3000,"Bonasa umbellus",0.163909674183849,0.0710622709907524,0.00986970363549318,-0.321454398958714,0.000844200868192805,0.0333472367981914
2890,"Colinus virginianus",2930,"Callipepla squamata",-0.00995143871126353,0.717534790685027,0.000102837140765815,0.104914712409115,0.325814415395274,0.000758425385717283
2940,"Callipepla californica",2920,"Oreortyx pictus",-0.0341027668075837,0.427190610118161,0.00280428894111222,-0.144548808517175,0.363962516788149,0.00366441302542899
3000,"Bonasa umbellus",2881,"Perdix perdix",0.270874223784115,0.000282446368353997,0.0166854484741322,-0.228593692763776,0.00538330509309336,0.00983763045231596
3000,"Bonasa umbellus",2980,"Falcipennis canadensis",-0.0126150126708785,0.949990023201292,5.02067740366038e-06,0.592644591397285,0.00720711124255484,0.00917350028481211
3120,"Patagioenas fasciata",3160,"Zenaida macroura",-0.0052475931207547,0.502666761750766,0.00182106041316898,-0.0432145153547824,0.140335306640377,0.00878178450611464
3120,"Patagioenas fasciata",3131,"Columba livia",0.00577388483945172,0.763924961014096,0.000365849103653868,-0.0261611317426382,0.716692642242641,0.000534070085182558
3160,"Zenaida macroura",3120,"Patagioenas fasciata",-0.0418137598090518,4.18169149306966e-05,0.0063831583536853,-0.794629749406233,5.03167791558319e-07,0.00958626985111083
3160,"Zenaida macroura",22860,"Streptopelia decaocto",0.0390963860046385,5.87220237021664e-08,0.0111542326234332,2.0184433599256,3.22802123590882e-77,0.123629591846442
3160,"Zenaida macroura",3131,"Columba livia",0.0260545071716829,4.75005385419741e-20,0.0315645601499499,0.361506363773925,2.58847407022796e-16,0.0252690399173535
3160,"Zenaida macroura",3200,"Columbina passerina",0.0804076165012962,0.000929311472220576,0.00417336116333169,3.9794349643849,1.3921002871636e-26,0.0425066860575156
3160,"Zenaida macroura",3210,"Columbina inca",0.245625808136245,4.99426963540875e-05,0.00625549344111785,7.20970412271737,1.273561650249e-14,0.0224115191460116
3160,"Zenaida macroura",3190,"Zenaida asiatica",0.00480961874511337,0.0689459010145805,0.00126105394798055,0.419552773829766,5.04825369703901e-25,0.039903260931856
3190,"Zenaida asiatica",3210,"Columbina inca",0.108752549251344,0.445953866831394,0.00244296280905575,5.87362577255525,0.0020155044818437,0.039353246360386
3190,"Zenaida asiatica",3160,"Zenaida macroura",-0.000482919174883614,0.926956678303107,3.53854396635209e-05,0.357553107868525,2.13026706165131e-07,0.107124021038836
3190,"Zenaida asiatica",22860,"Streptopelia decaocto",0.11406244137873,3.06374469876404e-08,0.1211313620384,2.86210712330781,4.37242393280086e-30,0.421185197074399
3190,"Zenaida asiatica",3131,"Columba livia",-0.0113197778907366,0.570235791801871,0.00135607904850478,0.137032916095447,0.609577440907668,0.00109746088384815
3190,"Zenaida asiatica",3200,"Columbina passerina",0.0614008405615946,0.249852672694265,0.00555974209240215,0.1829425554965,0.799151450545414,0.000272562152771263
3190,"Zenaida asiatica",3120,"Patagioenas fasciata",0.171283581214347,0.260569270057233,0.00531519654568564,-0.508433679988377,0.804243963714213,0.000258634548594346
3200,"Columbina passerina",22860,"Streptopelia decaocto",-0.00464748583011107,0.786771757876741,0.00039438416072254,0.0276455951833592,0.335179594948641,0.00499437421815666
3200,"Columbina passerina",3131,"Columba livia",0.0250827076735251,0.339462593430954,0.00490681967567889,0.0766429256390193,0.0799108282406206,0.0163961275838284
3200,"Columbina passerina",3210,"Columbina inca",0.0521762385196754,0.669886973471914,0.000979216551496237,0.294487707779705,0.148991033935203,0.01116383555848
3200,"Columbina passerina",3160,"Zenaida macroura",0.0208480392841807,0.000209081292197586,0.0714303276678971,0.056267504191409,6.3015623047608e-10,0.18621445417028
3200,"Columbina passerina",3190,"Zenaida asiatica",-0.00272199693341296,0.482529222490498,0.00265490381190972,-0.00388159765337493,0.549194787607353,0.00193214820882176
3870,"Coccyzus americanus",3880,"Coccyzus erythropthalmus",-1.18555800271457,4.18373126496708e-75,0.182518743964973,-1.16420385344533,5.27151407713553e-33,0.0822545193560049
3880,"Coccyzus erythropthalmus",3870,"Coccyzus americanus",-0.0113085515556788,0.259503791305747,0.00107642324429714,-0.0842820610928348,6.33512561851204e-15,0.0501953366001526
3930,"Leuconotopicus villosus",4070,"Melanerpes formicivorus",0.0397223856801907,5.31062839621103e-05,0.00733553457112293,0.0467725772581165,1.3009908072099e-15,0.0283976500975325
3930,"Leuconotopicus villosus",4090,"Melanerpes carolinus",-0.0402634551089334,1.68795356019624e-14,0.0261851340937016,-0.0185609717229768,3.76832682961218e-09,0.015537202337272
3930,"Leuconotopicus villosus",4040,"Sphyrapicus thyroideus",0.64281467926575,9.4828014854906e-18,0.0326388351480429,0.430290043338179,6.75852682577313e-22,0.0408342284563193
3930,"Leuconotopicus villosus",4000,"Picoides arcticus",1.02007832685798,4.69766785067272e-19,0.0352230165047759,0.614045475122087,2.90187645014183e-19,0.0356368457633021
3930,"Leuconotopicus villosus",4110,"Melanerpes uropygialis",0.021402556799846,0.729471531050264,5.39076821871655e-05,-0.0948228807420664,0.010404667441601,0.00295450217605642
3930,"Leuconotopicus villosus",3970,"Dryobates nuttallii",0.0291488860393821,0.391311851308623,0.00033118772514151,0.0148347059782836,0.466010247097993,0.000239511778026208
