"CompAOU","focalAOU","Competitor","Focal","CompSciName","FocalSciName","Family","FocalMass","CompMass","focalcat","compcat"
5080,5060,"Bullock's Oriole","Orchard Oriole","Icterus bullockii","Icterus spurius","Icteridae",19.5,34.25,"Icterus_spurius","Icterus_bullockii"
5080,5070,"Bullock's Oriole","Baltimore Oriole","Icterus bullockii","Icterus galbula","Icteridae",34.25,34.25,"Icterus_galbula","Icterus_bullockii"
5080,4980,"Bullock's Oriole","Red-winged Blackbird","Icterus bullockii","Agelaius phoeniceus","Icteridae",53,34.25,"Agelaius_phoeniceus","Icterus_bullockii"
5080,5050,"Bullock's Oriole","Hooded Oriole","Icterus bullockii","Icterus cucullatus","Icteridae",24,34.25,"Icterus_cucullatus","Icterus_bullockii"
5080,4950,"Bullock's Oriole","Brown-headed Cowbird","Icterus bullockii","Molothrus ater","Icteridae",45,34.25,"Molothrus_ater","Icterus_bullockii"
5080,4960,"Bullock's Oriole","Bronzed Cowbird","Icterus bullockii","Molothrus aeneus","Icteridae",60,34.25,"Molothrus_aeneus","Icterus_bullockii"
5080,4940,"Bullock's Oriole","Bobolink","Icterus bullockii","Dolichonyx oryzivorus","Icteridae",28.75,34.25,"Dolichonyx_oryzivorus","Icterus_bullockii"
5090,4950,"Rusty Blackbird","Brown-headed Cowbird","Euphagus carolinus","Molothrus ater","Icteridae",45,63,"Molothrus_ater","Euphagus_carolinus"
5090,4980,"Rusty Blackbird","Red-winged Blackbird","Euphagus carolinus","Agelaius phoeniceus","Icteridae",53,63,"Agelaius_phoeniceus","Euphagus_carolinus"
5090,5011,"Rusty Blackbird","Western Meadowlark","Euphagus carolinus","Sturnella neglecta","Icteridae",112,63,"Sturnella_neglecta","Euphagus_carolinus"
5090,5070,"Rusty Blackbird","Baltimore Oriole","Euphagus carolinus","Icterus galbula","Icteridae",34.25,63,"Icterus_galbula","Euphagus_carolinus"
5090,5010,"Rusty Blackbird","Eastern Meadowlark","Euphagus carolinus","Sturnella magna","Icteridae",102,63,"Sturnella_magna","Euphagus_carolinus"
5090,5100,"Rusty Blackbird","Brewer's Blackbird","Euphagus carolinus","Euphagus cyanocephalus","Icteridae",63,63,"Euphagus_cyanocephalus","Euphagus_carolinus"
5100,4960,"Brewer's Blackbird","Bronzed Cowbird","Euphagus cyanocephalus","Molothrus aeneus","Icteridae",60,63,"Molothrus_aeneus","Euphagus_cyanocephalus"
5100,5070,"Brewer's Blackbird","Baltimore Oriole","Euphagus cyanocephalus","Icterus galbula","Icteridae",34.25,63,"Icterus_galbula","Euphagus_cyanocephalus"
5100,4980,"Brewer's Blackbird","Red-winged Blackbird","Euphagus cyanocephalus","Agelaius phoeniceus","Icteridae",53,63,"Agelaius_phoeniceus","Euphagus_cyanocephalus"
5100,5011,"Brewer's Blackbird","Western Meadowlark","Euphagus cyanocephalus","Sturnella neglecta","Icteridae",112,63,"Sturnella_neglecta","Euphagus_cyanocephalus"
5100,4950,"Brewer's Blackbird","Brown-headed Cowbird","Euphagus cyanocephalus","Molothrus ater","Icteridae",45,63,"Molothrus_ater","Euphagus_cyanocephalus"
5100,5080,"Brewer's Blackbird","Bullock's Oriole","Euphagus cyanocephalus","Icterus bullockii","Icteridae",34.25,63,"Icterus_bullockii","Euphagus_cyanocephalus"
5100,5010,"Brewer's Blackbird","Eastern Meadowlark","Euphagus cyanocephalus","Sturnella magna","Icteridae",102,63,"Sturnella_magna","Euphagus_cyanocephalus"
5110,5130,"Common Grackle","Boat-tailed Grackle","Quiscalus quiscula","Quiscalus major","Icteridae",165.5,127,"Quiscalus_major","Quiscalus_quiscula"
5110,5011,"Common Grackle","Western Meadowlark","Quiscalus quiscula","Sturnella neglecta","Icteridae",112,127,"Sturnella_neglecta","Quiscalus_quiscula"
5110,5010,"Common Grackle","Eastern Meadowlark","Quiscalus quiscula","Sturnella magna","Icteridae",102,127,"Sturnella_magna","Quiscalus_quiscula"
5120,5010,"Great-tailed Grackle","Eastern Meadowlark","Quiscalus mexicanus","Sturnella magna","Icteridae",102,154.5,"Sturnella_magna","Quiscalus_mexicanus"
5120,5011,"Great-tailed Grackle","Western Meadowlark","Quiscalus mexicanus","Sturnella neglecta","Icteridae",112,154.5,"Sturnella_neglecta","Quiscalus_mexicanus"
5120,5011,"Great-tailed Grackle","Western Meadowlark","Quiscalus mexicanus","Sturnella neglecta","Icteridae",112,154.5,"Sturnella_neglecta","Quiscalus_mexicanus"
5120,5110,"Great-tailed Grackle","Common Grackle","Quiscalus mexicanus","Quiscalus quiscula","Icteridae",127,154.5,"Quiscalus_quiscula","Quiscalus_mexicanus"
5130,5010,"Boat-tailed Grackle","Eastern Meadowlark","Quiscalus major","Sturnella magna","Icteridae",102,165.5,"Sturnella_magna","Quiscalus_major"
5130,5110,"Boat-tailed Grackle","Common Grackle","Quiscalus major","Quiscalus quiscula","Icteridae",127,165.5,"Quiscalus_quiscula","Quiscalus_major"
5170,5290,"Purple Finch","American Goldfinch","Carpodacus purpureus","Carduelis tristis","Fringillidae",13.25,25,"Carduelis_tristis","Carpodacus_purpureus"
5170,5280,"Purple Finch","Common Redpoll","Carpodacus purpureus","Carduelis flammea","Fringillidae",13,25,"Carduelis_flammea","Carpodacus_purpureus"
5170,5190,"Purple Finch","House Finch","Carpodacus purpureus","Carpodacus mexicanus","Fringillidae",21,25,"Carpodacus_mexicanus","Carpodacus_purpureus"
5170,5210,"Purple Finch","Red Crossbill","Carpodacus purpureus","Loxia curvirostra","Fringillidae",39,25,"Loxia_curvirostra","Carpodacus_purpureus"
5170,5220,"Purple Finch","White-winged Crossbill","Carpodacus purpureus","Loxia leucoptera","Fringillidae",28,25,"Loxia_leucoptera","Carpodacus_purpureus"
5180,5190,"Cassin's Finch","House Finch","Carpodacus cassinii","Carpodacus mexicanus","Fringillidae",21,27,"Carpodacus_mexicanus","Carpodacus_cassinii"
5180,5170,"Cassin's Finch","Purple Finch","Carpodacus cassinii","Carpodacus purpureus","Fringillidae",25,27,"Carpodacus_purpureus","Carpodacus_cassinii"
5190,5180,"House Finch","Cassin's Finch","Carpodacus mexicanus","Carpodacus cassinii","Fringillidae",27,21,"Carpodacus_cassinii","Carpodacus_mexicanus"
5190,5280,"House Finch","Common Redpoll","Carpodacus mexicanus","Carduelis flammea","Fringillidae",13,21,"Carduelis_flammea","Carpodacus_mexicanus"
5190,5290,"House Finch","American Goldfinch","Carpodacus mexicanus","Carduelis tristis","Fringillidae",13.25,21,"Carduelis_tristis","Carpodacus_mexicanus"
5190,5170,"House Finch","Purple Finch","Carpodacus mexicanus","Carpodacus purpureus","Fringillidae",25,21,"Carpodacus_purpureus","Carpodacus_mexicanus"
5210,5190,"Red Crossbill","House Finch","Loxia curvirostra","Carpodacus mexicanus","Fringillidae",21,39,"Carpodacus_mexicanus","Loxia_curvirostra"
5210,5170,"Red Crossbill","Purple Finch","Loxia curvirostra","Carpodacus purpureus","Fringillidae",25,39,"Carpodacus_purpureus","Loxia_curvirostra"
5210,5220,"Red Crossbill","White-winged Crossbill","Loxia curvirostra","Loxia leucoptera","Fringillidae",28,39,"Loxia_leucoptera","Loxia_curvirostra"
5220,5210,"White-winged Crossbill","Red Crossbill","Loxia leucoptera","Loxia curvirostra","Fringillidae",39,28,"Loxia_curvirostra","Loxia_leucoptera"
5220,5170,"White-winged Crossbill","Purple Finch","Loxia leucoptera","Carpodacus purpureus","Fringillidae",25,28,"Carpodacus_purpureus","Loxia_leucoptera"
5220,5190,"White-winged Crossbill","House Finch","Loxia leucoptera","Carpodacus mexicanus","Fringillidae",21,28,"Carpodacus_mexicanus","Loxia_leucoptera"
5240,5290,"Gray-crowned Rosy-Finch","American Goldfinch","Leucosticte tephrocotis","Carduelis tristis","Fringillidae",13.25,26.33,"Carduelis_tristis","Leucosticte_tephrocotis"
5240,5170,"Gray-crowned Rosy-Finch","Purple Finch","Leucosticte tephrocotis","Carpodacus purpureus","Fringillidae",25,26.33,"Carpodacus_purpureus","Leucosticte_tephrocotis"
5240,5190,"Gray-crowned Rosy-Finch","House Finch","Leucosticte tephrocotis","Carpodacus mexicanus","Fringillidae",21,26.33,"Carpodacus_mexicanus","Leucosticte_tephrocotis"
5250,5290,"Black Rosy-Finch","American Goldfinch","Leucosticte atrata","Carduelis tristis","Fringillidae",13.25,26.33,"Carduelis_tristis","Leucosticte_atrata"
5250,5190,"Black Rosy-Finch","House Finch","Leucosticte atrata","Carpodacus mexicanus","Fringillidae",21,26.33,"Carpodacus_mexicanus","Leucosticte_atrata"
5280,5170,"Common Redpoll","Purple Finch","Carduelis flammea","Carpodacus purpureus","Fringillidae",25,13,"Carpodacus_purpureus","Carduelis_flammea"
5280,5290,"Common Redpoll","American Goldfinch","Carduelis flammea","Carduelis tristis","Fringillidae",13.25,13,"Carduelis_tristis","Carduelis_flammea"
5280,5190,"Common Redpoll","House Finch","Carduelis flammea","Carpodacus mexicanus","Fringillidae",21,13,"Carpodacus_mexicanus","Carduelis_flammea"
5290,5190,"American Goldfinch","House Finch","Carduelis tristis","Carpodacus mexicanus","Fringillidae",21,13.25,"Carpodacus_mexicanus","Carduelis_tristis"
5290,5170,"American Goldfinch","Purple Finch","Carduelis tristis","Carpodacus purpureus","Fringillidae",25,13.25,"Carpodacus_purpureus","Carduelis_tristis"
5290,5280,"American Goldfinch","Common Redpoll","Carduelis tristis","Carduelis flammea","Fringillidae",13,13.25,"Carduelis_flammea","Carduelis_tristis"
5300,5290,"Lesser Goldfinch","American Goldfinch","Carduelis psaltria","Carduelis tristis","Fringillidae",13.25,10,"Carduelis_tristis","Carduelis_psaltria"
5300,5330,"Lesser Goldfinch","Pine Siskin","Carduelis psaltria","Carduelis pinus","Fringillidae",15,10,"Carduelis_pinus","Carduelis_psaltria"
5310,5290,"Lawrence's Goldfinch","American Goldfinch","Carduelis lawrencei","Carduelis tristis","Fringillidae",13.25,11.5,"Carduelis_tristis","Carduelis_lawrencei"
5310,5190,"Lawrence's Goldfinch","House Finch","Carduelis lawrencei","Carpodacus mexicanus","Fringillidae",21,11.5,"Carpodacus_mexicanus","Carduelis_lawrencei"
5330,5190,"Pine Siskin","House Finch","Carduelis pinus","Carpodacus mexicanus","Fringillidae",21,15,"Carpodacus_mexicanus","Carduelis_pinus"
5330,5280,"Pine Siskin","Common Redpoll","Carduelis pinus","Carduelis flammea","Fringillidae",13,15,"Carduelis_flammea","Carduelis_pinus"
5330,5170,"Pine Siskin","Purple Finch","Carduelis pinus","Carpodacus purpureus","Fringillidae",25,15,"Carpodacus_purpureus","Carduelis_pinus"
5330,5290,"Pine Siskin","American Goldfinch","Carduelis pinus","Carduelis tristis","Fringillidae",13.25,15,"Carduelis_tristis","Carduelis_pinus"
5330,5300,"Pine Siskin","Lesser Goldfinch","Carduelis pinus","Carduelis psaltria","Fringillidae",10,15,"Carduelis_psaltria","Carduelis_pinus"
5340,5420,"Snow Bunting","Savannah Sparrow","Plectrophenax nivalis","Passerculus sandwichensis","Emberizidae",21.33,42,"Passerculus_sandwichensis","Plectrophenax_nivalis"
5340,5580,"Snow Bunting","White-throated Sparrow","Plectrophenax nivalis","Zonotrichia albicollis","Emberizidae",25.9,42,"Zonotrichia_albicollis","Plectrophenax_nivalis"
5360,5870,"Lapland Longspur","Eastern Towhee","Calcarius lapponicus","Pipilo erythrophthalmus","Emberizidae",42,27,"Pipilo_erythrophthalmus","Calcarius_lapponicus"
5360,5810,"Lapland Longspur","Song Sparrow","Calcarius lapponicus","Melospiza melodia","Emberizidae",21.33,27,"Melospiza_melodia","Calcarius_lapponicus"
5360,5590,"Lapland Longspur","American Tree Sparrow","Calcarius lapponicus","Spizella arborea","Emberizidae",20,27,"Spizella_arborea","Calcarius_lapponicus"
5360,5580,"Lapland Longspur","White-throated Sparrow","Calcarius lapponicus","Zonotrichia albicollis","Emberizidae",25.9,27,"Zonotrichia_albicollis","Calcarius_lapponicus"
5360,5420,"Lapland Longspur","Savannah Sparrow","Calcarius lapponicus","Passerculus sandwichensis","Emberizidae",21.33,27,"Passerculus_sandwichensis","Calcarius_lapponicus"
5370,5420,"Smith's Longspur","Savannah Sparrow","Calcarius pictus","Passerculus sandwichensis","Emberizidae",21.33,26.5,"Passerculus_sandwichensis","Calcarius_pictus"
5370,5810,"Smith's Longspur","Song Sparrow","Calcarius pictus","Melospiza melodia","Emberizidae",21.33,26.5,"Melospiza_melodia","Calcarius_pictus"
5370,5590,"Smith's Longspur","American Tree Sparrow","Calcarius pictus","Spizella arborea","Emberizidae",20,26.5,"Spizella_arborea","Calcarius_pictus"
5370,5870,"Smith's Longspur","Eastern Towhee","Calcarius pictus","Pipilo erythrophthalmus","Emberizidae",42,26.5,"Pipilo_erythrophthalmus","Calcarius_pictus"
5370,5580,"Smith's Longspur","White-throated Sparrow","Calcarius pictus","Zonotrichia albicollis","Emberizidae",25.9,26.5,"Zonotrichia_albicollis","Calcarius_pictus"
5380,5580,"Chestnut-collared Longspur","White-throated Sparrow","Calcarius ornatus","Zonotrichia albicollis","Emberizidae",25.9,19,"Zonotrichia_albicollis","Calcarius_ornatus"
5380,5630,"Chestnut-collared Longspur","Field Sparrow","Calcarius ornatus","Spizella pusilla","Emberizidae",13,19,"Spizella_pusilla","Calcarius_ornatus"
5380,5810,"Chestnut-collared Longspur","Song Sparrow","Calcarius ornatus","Melospiza melodia","Emberizidae",21.33,19,"Melospiza_melodia","Calcarius_ornatus"
5380,5600,"Chestnut-collared Longspur","Chipping Sparrow","Calcarius ornatus","Spizella passerina","Emberizidae",12,19,"Spizella_passerina","Calcarius_ornatus"
5380,5610,"Chestnut-collared Longspur","Clay-colored Sparrow","Calcarius ornatus","Spizella pallida","Emberizidae",12,19,"Spizella_pallida","Calcarius_ornatus"
5380,5590,"Chestnut-collared Longspur","American Tree Sparrow","Calcarius ornatus","Spizella arborea","Emberizidae",20,19,"Spizella_arborea","Calcarius_ornatus"
5380,5420,"Chestnut-collared Longspur","Savannah Sparrow","Calcarius ornatus","Passerculus sandwichensis","Emberizidae",21.33,19,"Passerculus_sandwichensis","Calcarius_ornatus"
5380,6050,"Chestnut-collared Longspur","Lark Bunting","Calcarius ornatus","Calamospiza melanocorys","Emberizidae",38,19,"Calamospiza_melanocorys","Calcarius_ornatus"
5390,5600,"McCown's Longspur","Chipping Sparrow","Rhynchophanes mccownii","Spizella passerina","Emberizidae",12,23,"Spizella_passerina","Rhynchophanes_mccownii"
5390,5420,"McCown's Longspur","Savannah Sparrow","Rhynchophanes mccownii","Passerculus sandwichensis","Emberizidae",21.33,23,"Passerculus_sandwichensis","Rhynchophanes_mccownii"
5390,5380,"McCown's Longspur","Chestnut-collared Longspur","Rhynchophanes mccownii","Calcarius ornatus","Emberizidae",19,23,"Calcarius_ornatus","Rhynchophanes_mccownii"
5390,5580,"McCown's Longspur","White-throated Sparrow","Rhynchophanes mccownii","Zonotrichia albicollis","Emberizidae",25.9,23,"Zonotrichia_albicollis","Rhynchophanes_mccownii"
5390,5630,"McCown's Longspur","Field Sparrow","Rhynchophanes mccownii","Spizella pusilla","Emberizidae",13,23,"Spizella_pusilla","Rhynchophanes_mccownii"
5390,5910,"McCown's Longspur","Canyon Towhee","Rhynchophanes mccownii","Melozone fuscus","Emberizidae",44,23,"Melozone_fuscus","Rhynchophanes_mccownii"
5390,5780,"McCown's Longspur","Cassin's Sparrow","Rhynchophanes mccownii","Peucaea cassinii","Emberizidae",19,23,"Peucaea_cassinii","Rhynchophanes_mccownii"
5390,5810,"McCown's Longspur","Song Sparrow","Rhynchophanes mccownii","Melospiza melodia","Emberizidae",21.33,23,"Melospiza_melodia","Rhynchophanes_mccownii"
5390,5870,"McCown's Longspur","Eastern Towhee","Rhynchophanes mccownii","Pipilo erythrophthalmus","Emberizidae",42,23,"Pipilo_erythrophthalmus","Rhynchophanes_mccownii"
5390,5610,"McCown's Longspur","Clay-colored Sparrow","Rhynchophanes mccownii","Spizella pallida","Emberizidae",12,23,"Spizella_pallida","Rhynchophanes_mccownii"
5390,5590,"McCown's Longspur","American Tree Sparrow","Rhynchophanes mccownii","Spizella arborea","Emberizidae",20,23,"Spizella_arborea","Rhynchophanes_mccownii"
5400,5780,"Vesper Sparrow","Cassin's Sparrow","Pooecetes gramineus","Peucaea cassinii","Emberizidae",19,27,"Peucaea_cassinii","Pooecetes_gramineus"
5400,5810,"Vesper Sparrow","Song Sparrow","Pooecetes gramineus","Melospiza melodia","Emberizidae",21.33,27,"Melospiza_melodia","Pooecetes_gramineus"
5400,5590,"Vesper Sparrow","American Tree Sparrow","Pooecetes gramineus","Spizella arborea","Emberizidae",20,27,"Spizella_arborea","Pooecetes_gramineus"
5400,5920,"Vesper Sparrow","Abert's Towhee","Pooecetes gramineus","Melozone aberti","Emberizidae",46.25,27,"Melozone_aberti","Pooecetes_gramineus"
5400,5580,"Vesper Sparrow","White-throated Sparrow","Pooecetes gramineus","Zonotrichia albicollis","Emberizidae",25.9,27,"Zonotrichia_albicollis","Pooecetes_gramineus"
5400,5420,"Vesper Sparrow","Savannah Sparrow","Pooecetes gramineus","Passerculus sandwichensis","Emberizidae",21.33,27,"Passerculus_sandwichensis","Pooecetes_gramineus"
5400,5910,"Vesper Sparrow","Canyon Towhee","Pooecetes gramineus","Melozone fuscus","Emberizidae",44,27,"Melozone_fuscus","Pooecetes_gramineus"
5400,5870,"Vesper Sparrow","Eastern Towhee","Pooecetes gramineus","Pipilo erythrophthalmus","Emberizidae",42,27,"Pipilo_erythrophthalmus","Pooecetes_gramineus"
5400,7000,"Vesper Sparrow","Sprague's Pipit","Pooecetes gramineus","Anthus spragueii","Motacillidae",25,27,"Anthus_spragueii","Pooecetes_gramineus"
5420,5810,"Savannah Sparrow","Song Sparrow","Passerculus sandwichensis","Melospiza melodia","Emberizidae",21.33,21.33,"Melospiza_melodia","Passerculus_sandwichensis"
5420,5870,"Savannah Sparrow","Eastern Towhee","Passerculus sandwichensis","Pipilo erythrophthalmus","Emberizidae",42,21.33,"Pipilo_erythrophthalmus","Passerculus_sandwichensis"
5420,5600,"Savannah Sparrow","Chipping Sparrow","Passerculus sandwichensis","Spizella passerina","Emberizidae",12,21.33,"Spizella_passerina","Passerculus_sandwichensis"
5420,5480,"Savannah Sparrow","Le Conte's Sparrow","Passerculus sandwichensis","Ammodramus leconteii","Emberizidae",13,21.33,"Ammodramus_leconteii","Passerculus_sandwichensis"
5420,5630,"Savannah Sparrow","Field Sparrow","Passerculus sandwichensis","Spizella pusilla","Emberizidae",13,21.33,"Spizella_pusilla","Passerculus_sandwichensis"
5420,5677,"Savannah Sparrow","Dark-eyed Junco","Passerculus sandwichensis","Junco hyemalis","Emberizidae",19.75,21.33,"Junco_hyemalis","Passerculus_sandwichensis"
5420,5580,"Savannah Sparrow","White-throated Sparrow","Passerculus sandwichensis","Zonotrichia albicollis","Emberizidae",25.9,21.33,"Zonotrichia_albicollis","Passerculus_sandwichensis"
5420,5590,"Savannah Sparrow","American Tree Sparrow","Passerculus sandwichensis","Spizella arborea","Emberizidae",20,21.33,"Spizella_arborea","Passerculus_sandwichensis"
5420,5610,"Savannah Sparrow","Clay-colored Sparrow","Passerculus sandwichensis","Spizella pallida","Emberizidae",12,21.33,"Spizella_pallida","Passerculus_sandwichensis"
5420,5780,"Savannah Sparrow","Cassin's Sparrow","Passerculus sandwichensis","Peucaea cassinii","Emberizidae",19,21.33,"Peucaea_cassinii","Passerculus_sandwichensis"
5450,5810,"Baird's Sparrow","Song Sparrow","Ammodramus bairdii","Melospiza melodia","Emberizidae",21.33,18,"Melospiza_melodia","Ammodramus_bairdii"
5450,5600,"Baird's Sparrow","Chipping Sparrow","Ammodramus bairdii","Spizella passerina","Emberizidae",12,18,"Spizella_passerina","Ammodramus_bairdii"
5450,5610,"Baird's Sparrow","Clay-colored Sparrow","Ammodramus bairdii","Spizella pallida","Emberizidae",12,18,"Spizella_pallida","Ammodramus_bairdii"
5450,5460,"Baird's Sparrow","Grasshopper Sparrow","Ammodramus bairdii","Ammodramus savannarum","Emberizidae",17,18,"Ammodramus_savannarum","Ammodramus_bairdii"
5450,5630,"Baird's Sparrow","Field Sparrow","Ammodramus bairdii","Spizella pusilla","Emberizidae",13,18,"Spizella_pusilla","Ammodramus_bairdii"
5450,5520,"Baird's Sparrow","Lark Sparrow","Ammodramus bairdii","Chondestes grammacus","Emberizidae",29,18,"Chondestes_grammacus","Ammodramus_bairdii"
5450,5780,"Baird's Sparrow","Cassin's Sparrow","Ammodramus bairdii","Peucaea cassinii","Emberizidae",19,18,"Peucaea_cassinii","Ammodramus_bairdii"
5450,5420,"Baird's Sparrow","Savannah Sparrow","Ammodramus bairdii","Passerculus sandwichensis","Emberizidae",21.33,18,"Passerculus_sandwichensis","Ammodramus_bairdii"
5450,5580,"Baird's Sparrow","White-throated Sparrow","Ammodramus bairdii","Zonotrichia albicollis","Emberizidae",25.9,18,"Zonotrichia_albicollis","Ammodramus_bairdii"
5460,5600,"Grasshopper Sparrow","Chipping Sparrow","Ammodramus savannarum","Spizella passerina","Emberizidae",12,17,"Spizella_passerina","Ammodramus_savannarum"
5460,5450,"Grasshopper Sparrow","Baird's Sparrow","Ammodramus savannarum","Ammodramus bairdii","Emberizidae",18,17,"Ammodramus_bairdii","Ammodramus_savannarum"
5460,5630,"Grasshopper Sparrow","Field Sparrow","Ammodramus savannarum","Spizella pusilla","Emberizidae",13,17,"Spizella_pusilla","Ammodramus_savannarum"
5460,5780,"Grasshopper Sparrow","Cassin's Sparrow","Ammodramus savannarum","Peucaea cassinii","Emberizidae",19,17,"Peucaea_cassinii","Ammodramus_savannarum"
5460,5420,"Grasshopper Sparrow","Savannah Sparrow","Ammodramus savannarum","Passerculus sandwichensis","Emberizidae",21.33,17,"Passerculus_sandwichensis","Ammodramus_savannarum"
5460,5810,"Grasshopper Sparrow","Song Sparrow","Ammodramus savannarum","Melospiza melodia","Emberizidae",21.33,17,"Melospiza_melodia","Ammodramus_savannarum"
5460,5610,"Grasshopper Sparrow","Clay-colored Sparrow","Ammodramus savannarum","Spizella pallida","Emberizidae",12,17,"Spizella_pallida","Ammodramus_savannarum"
5460,5580,"Grasshopper Sparrow","White-throated Sparrow","Ammodramus savannarum","Zonotrichia albicollis","Emberizidae",25.9,17,"Zonotrichia_albicollis","Ammodramus_savannarum"
5470,5610,"Henslow's Sparrow","Clay-colored Sparrow","Ammodramus henslowii","Spizella pallida","Emberizidae",12,13,"Spizella_pallida","Ammodramus_henslowii"
5470,5580,"Henslow's Sparrow","White-throated Sparrow","Ammodramus henslowii","Zonotrichia albicollis","Emberizidae",25.9,13,"Zonotrichia_albicollis","Ammodramus_henslowii"
5470,5630,"Henslow's Sparrow","Field Sparrow","Ammodramus henslowii","Spizella pusilla","Emberizidae",13,13,"Spizella_pusilla","Ammodramus_henslowii"
5470,5810,"Henslow's Sparrow","Song Sparrow","Ammodramus henslowii","Melospiza melodia","Emberizidae",21.33,13,"Melospiza_melodia","Ammodramus_henslowii"
5470,5600,"Henslow's Sparrow","Chipping Sparrow","Ammodramus henslowii","Spizella passerina","Emberizidae",12,13,"Spizella_passerina","Ammodramus_henslowii"
5470,5420,"Henslow's Sparrow","Savannah Sparrow","Ammodramus henslowii","Passerculus sandwichensis","Emberizidae",21.33,13,"Passerculus_sandwichensis","Ammodramus_henslowii"
5480,5580,"Le Conte's Sparrow","White-throated Sparrow","Ammodramus leconteii","Zonotrichia albicollis","Emberizidae",25.9,13,"Zonotrichia_albicollis","Ammodramus_leconteii"
5480,5590,"Le Conte's Sparrow","American Tree Sparrow","Ammodramus leconteii","Spizella arborea","Emberizidae",20,13,"Spizella_arborea","Ammodramus_leconteii"
5480,5810,"Le Conte's Sparrow","Song Sparrow","Ammodramus leconteii","Melospiza melodia","Emberizidae",21.33,13,"Melospiza_melodia","Ammodramus_leconteii"
5480,5420,"Le Conte's Sparrow","Savannah Sparrow","Ammodramus leconteii","Passerculus sandwichensis","Emberizidae",21.33,13,"Passerculus_sandwichensis","Ammodramus_leconteii"
5480,5610,"Le Conte's Sparrow","Clay-colored Sparrow","Ammodramus leconteii","Spizella pallida","Emberizidae",12,13,"Spizella_pallida","Ammodramus_leconteii"
5480,5630,"Le Conte's Sparrow","Field Sparrow","Ammodramus leconteii","Spizella pusilla","Emberizidae",13,13,"Spizella_pusilla","Ammodramus_leconteii"
5480,5600,"Le Conte's Sparrow","Chipping Sparrow","Ammodramus leconteii","Spizella passerina","Emberizidae",12,13,"Spizella_passerina","Ammodramus_leconteii"
5480,5491,"Le Conte's Sparrow","Nelson's Sharp-tailed Sparrow","Ammodramus leconteii","Ammodramus nelsoni","Emberizidae",19,13,"Ammodramus_nelsoni","Ammodramus_leconteii"
5490,5420,"Saltmarsh Sharp-tailed Sparrow","Savannah Sparrow","Ammodramus caudacutus","Passerculus sandwichensis","Emberizidae",21.33,19,"Passerculus_sandwichensis","Ammodramus_caudacutus"
5490,5600,"Saltmarsh Sharp-tailed Sparrow","Chipping Sparrow","Ammodramus caudacutus","Spizella passerina","Emberizidae",12,19,"Spizella_passerina","Ammodramus_caudacutus"
5490,5580,"Saltmarsh Sharp-tailed Sparrow","White-throated Sparrow","Ammodramus caudacutus","Zonotrichia albicollis","Emberizidae",25.9,19,"Zonotrichia_albicollis","Ammodramus_caudacutus"
5490,5630,"Saltmarsh Sharp-tailed Sparrow","Field Sparrow","Ammodramus caudacutus","Spizella pusilla","Emberizidae",13,19,"Spizella_pusilla","Ammodramus_caudacutus"
5490,5590,"Saltmarsh Sharp-tailed Sparrow","American Tree Sparrow","Ammodramus caudacutus","Spizella arborea","Emberizidae",20,19,"Spizella_arborea","Ammodramus_caudacutus"
5490,5810,"Saltmarsh Sharp-tailed Sparrow","Song Sparrow","Ammodramus caudacutus","Melospiza melodia","Emberizidae",21.33,19,"Melospiza_melodia","Ammodramus_caudacutus"
5491,5420,"Nelson's Sharp-tailed Sparrow","Savannah Sparrow","Ammodramus nelsoni","Passerculus sandwichensis","Emberizidae",21.33,19,"Passerculus_sandwichensis","Ammodramus_nelsoni"
5491,5810,"Nelson's Sharp-tailed Sparrow","Song Sparrow","Ammodramus nelsoni","Melospiza melodia","Emberizidae",21.33,19,"Melospiza_melodia","Ammodramus_nelsoni"
5491,5580,"Nelson's Sharp-tailed Sparrow","White-throated Sparrow","Ammodramus nelsoni","Zonotrichia albicollis","Emberizidae",25.9,19,"Zonotrichia_albicollis","Ammodramus_nelsoni"
5491,5590,"Nelson's Sharp-tailed Sparrow","American Tree Sparrow","Ammodramus nelsoni","Spizella arborea","Emberizidae",20,19,"Spizella_arborea","Ammodramus_nelsoni"
5491,5600,"Nelson's Sharp-tailed Sparrow","Chipping Sparrow","Ammodramus nelsoni","Spizella passerina","Emberizidae",12,19,"Spizella_passerina","Ammodramus_nelsoni"
5491,5630,"Nelson's Sharp-tailed Sparrow","Field Sparrow","Ammodramus nelsoni","Spizella pusilla","Emberizidae",13,19,"Spizella_pusilla","Ammodramus_nelsoni"
5491,5610,"Nelson's Sharp-tailed Sparrow","Clay-colored Sparrow","Ammodramus nelsoni","Spizella pallida","Emberizidae",12,19,"Spizella_pallida","Ammodramus_nelsoni"
5500,5590,"Seaside Sparrow","American Tree Sparrow","Ammodramus maritimus","Spizella arborea","Emberizidae",20,23,"Spizella_arborea","Ammodramus_maritimus"
5500,5630,"Seaside Sparrow","Field Sparrow","Ammodramus maritimus","Spizella pusilla","Emberizidae",13,23,"Spizella_pusilla","Ammodramus_maritimus"
5500,5580,"Seaside Sparrow","White-throated Sparrow","Ammodramus maritimus","Zonotrichia albicollis","Emberizidae",25.9,23,"Zonotrichia_albicollis","Ammodramus_maritimus"
