"","mean","mcse","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"(Intercept)",1.99088052582827,0.00715512618587147,0.0662985899144441,1.85902603830215,1.94525356149154,1.9918060214626,2.03788999936569,2.11433906177666,86,1.03840995986505
"comp_scaled",-1.57147640501754,0.000104957120593493,0.010854582172983,-1.59255875888657,-1.57887838375841,-1.57144776974715,-1.56413466385262,-1.55002072876464,10696,1.00017291169865
"abTemp",-0.447829578012718,3.28870056142344e-05,0.00465092493654904,-0.456899439369416,-0.450960901563576,-0.447815998025785,-0.444665922492735,-0.43867785959489,20000,0.999948606086997
"abElev",-0.174325175815165,2.88113699725161e-05,0.00407454301656812,-0.18227527713983,-0.177110887132827,-0.174351120158914,-0.171609547931542,-0.166302983379033,20000,0.999938545391909
"abPrecip",-0.164721443571741,3.44470219433288e-05,0.00458210447820196,-0.173731237402761,-0.167831131091198,-0.164704897966626,-0.161600636787644,-0.155748051879171,17694,1.00008263494316
"abNDVI",-0.310009649155019,3.11612507596854e-05,0.00415220664709916,-0.318135398606489,-0.312849507896062,-0.31003529609458,-0.307148248179364,-0.301920172960767,17755,0.999861549428026
"b[(Intercept) FocalAOU:2881]",-2.41352129138124,0.0071513430394265,0.102293262946877,-2.61006303867972,-2.48418499953666,-2.41509038506368,-2.34356640735462,-2.21066382840408,205,1.01484356917968
"b[(Intercept) FocalAOU:2890]",-0.392308463868414,0.0071837122564461,0.0722314846109006,-0.528410348559019,-0.443352882145864,-0.393593848969904,-0.342509369274383,-0.251147870258687,101,1.03232759778909
"b[(Intercept) FocalAOU:2940]",-0.259169181600325,0.00712712321306087,0.0933962092190378,-0.438314098451934,-0.323107677261578,-0.258974294848615,-0.19738699196761,-0.0733472745050027,172,1.01917442490919
"b[(Intercept) FocalAOU:3000]",-2.67919552995578,0.00721470137451218,0.0834478900380725,-2.83756055922525,-2.73783327687471,-2.67988164960718,-2.62144261675334,-2.51504459487086,134,1.02418281236606
"b[(Intercept) FocalAOU:3120]",-1.02337402018059,0.00721515400556289,0.095226717048233,-1.2106782229138,-1.08863238021708,-1.02348368205316,-0.958087888428891,-0.835403304903638,174,1.01774731315138
"b[(Intercept) FocalAOU:3160]",1.95665731037964,0.00726228901892526,0.0775157979108386,1.81016001698034,1.90223035531234,1.95606411087905,2.00902331110954,2.10920158497363,114,1.02950428511824
"b[(Intercept) FocalAOU:3190]",0.309502395368661,0.00725432244856961,0.0896606192420487,0.138425206304694,0.247263886841417,0.308726723034836,0.370687155977178,0.486501087242684,153,1.0213020570433
"b[(Intercept) FocalAOU:3200]",-0.831688626229255,0.00735017625805531,0.0993139526507602,-1.02482277059075,-0.899764190971198,-0.833080541889227,-0.764660291490735,-0.634582055237782,183,1.01758652474153
"b[(Intercept) FocalAOU:3870]",-0.429671966614182,0.00714856537307563,0.0701215200288613,-0.561462574102787,-0.479260077445345,-0.430767491566585,-0.381283562733024,-0.292212712317988,96,1.03446240324932
