"FocalAOU","ENV","COMP","SHARED","NONE","n"
7360,0.220638324122958,0.0340031371821425,-0.0330931939800329,0.778451732674932,840
7350,0.312413010208034,0.0480271467666775,0.0083791670041309,0.631180676021158,1344
7310,0.215337309354934,0.0338772732063023,0.0662242004132896,0.684561217025474,1377
7380,0.0364832499274452,0.014411214462028,0.0830320058448767,0.86607352976565,333
7430,0.442131649109963,0,0,0.557868350890037,279
7480,0.0461017843018743,0.0064922126482469,-0.00436300544754046,0.951769008497419,480
7510,0.221789768327919,0.00455668219408442,0.00778387642157815,0.765869673056418,1485
7680,0.110630551941654,0,0,0.889369448058346,402
7550,0.111374342627377,0.126642470415224,0.0814077758860699,0.680575411071329,1443
7560,0.156003655996557,0.00558905064754892,0.00362206963736526,0.834785223718528,774
7590,0.0446273143495377,0.0127548966302642,-0.0105327744178545,0.953150563438053,852
7610,0.308403007515009,0,0,0.691596992484991,2457
7660,0.130477647914433,0.0381052604074755,0.158157758531278,0.673259333146814,1746
7580,0.0726217658652337,0.168679718937269,0.0698591120406463,0.688839403156851,552
7540,0.22967966746849,0.00515378954379331,-0.00515300327512761,0.770319546262845,288
7670,0.275334970245488,0.00742324002835565,0.0296052366719028,0.687636553054253,249
6220,0.0825352107322793,0,0,0.917464789267721,906
6830,0.308454770289543,0,0,0.691545229710457,1182
5990,0.131603813044411,0,0,0.868396186955589,420
5620,0.0614911383695886,0,0,0.938508861630411,327
5120,0.227051544235363,0,0,0.772948455764637,327
