"FocalAOU","ENV","COMP","SHARED","NONE","n","migclass","Trophic.Group"
2881,0.199173278906953,0.000259808137577228,0.00428141900939953,0.79628549394607,204,"resid","granivore"
2890,0.188158819232976,8.12508653882937e-06,0.00478501128409078,0.807048044396395,1176,"resid","herbivore"
2940,0.38901822256768,0.018658353055832,-0.00824340347806005,0.600566827854549,207,"resid","granivore"
3000,0.0531015867130649,0.000205816864857149,0.000706166227676364,0.945986430194402,537,"resid","omnivore"
3120,0.371250505668194,0,0,0.628749494331806,171,"neotrop","granivore"
3160,0.252737455892352,0.00928144014608548,-0.00440603363781927,0.742387137599382,2556,"short","granivore"
3190,0.0584621214178017,0.359550023594373,0.27960509819958,0.302382756788245,228,"short","granivore"
3200,0.195630345149528,0.00891408288072151,0.0530601599021436,0.742395412067607,165,"resid","granivore"
3870,0.191883255321697,0.039370124110195,0.275219496983165,0.493527123584943,1578,"neotrop","insectivore"
3880,0.186864694920776,0.0124142737649624,0.0687685337409591,0.731952497573303,912,"neotrop","insectivore"
3930,0.0358724481143028,0.0230060996839389,0.0050405450770649,0.936080907124693,1977,"resid","insectivore"
3940,0.330011259319326,0.00817172662885429,-0.00372471299887134,0.665541727050691,2211,"resid","insectivore"
3960,0.093348971149132,0.130753756091398,-0.0495920527081577,0.825489325467627,177,"resid","insectivore"
4020,0.0270328539646174,0.425012310998064,0.0864727793757943,0.461482055661525,570,"short","insectivore"
4021,0.142357679566686,0.0162625813345808,1.81811071104272e-05,0.841361557991623,240,"short","insectivore"
4060,0.0849140365381016,0.0687093008661255,-0.0279176750855937,0.874294337681367,1161,"short","omnivore"
4090,0.386385940022141,0.0133654640904488,-0.00418231866833353,0.604430914555744,1530,"resid","insectivore"
4120,0.183210936746684,0.0353909645575857,-0.0134012924485557,0.794799391144286,1788,"resid","insectivore"
4290,0.061908773479315,0.000685748634441846,0.00273568756833934,0.934669790317904,264,"neotrop","nectarivore"
4320,0.31917058619296,0.00918057350514223,0.0695029768184264,0.602145863483471,222,"neotrop","nectarivore"
4330,0.205228874416007,0.00442055343096176,0.164057852994084,0.626292719158947,183,"neotrop","nectarivore"
4430,0.207364060116341,0.148141819957972,0.232821450066329,0.411672669859358,282,"neotrop","insectivore"
4440,0.171680402719384,0.0470604375906002,-0.0429923564212461,0.824251516111262,2037,"neotrop","insectivore"
4470,0.289317370481665,0.0597911132938944,-0.00732922105334196,0.658220737277782,858,"neotrop","insectivore"
4480,0.224592016838822,0.0602391326919446,0.00536134664822549,0.709807503821008,153,"neotrop","insectivore"
4520,0.129736880986221,0.150799080005859,-0.0208138061867389,0.740277845194659,1731,"neotrop","insectivore"
4540,0.106689628409481,0.26530567030576,-0.060589958918436,0.688594660203194,336,"neotrop","insectivore"
4560,0.123699870002714,0.0968426324826924,-0.0237918828795081,0.803249380394102,1641,"short","insectivore"
4570,0.102190928087993,0.0409799408400847,-0.0114266367864205,0.868255767858343,534,"short","insectivore"
4590,0.111972119322864,0.0222872395750329,0.00913971963624891,0.856600921465854,576,"neotrop","insectivore"
4610,0.193887018205811,0.0851585649289913,0.00287997211035854,0.71807444475484,1659,"neotrop","insectivore"
4620,0.148860455163865,0.169375872332135,-0.0354755278184847,0.717239200322485,711,"neotrop","insectivore"
4640,0.0982624910898586,0.0695614130702067,-0.00212277271994313,0.834298868559878,171,"neotrop","insectivore"
