X,mean,mcse,sd,X2.5.,X25.,X50.,X75.,X97.5.,n_eff,Rhat
5110,1.280081097,0.006558119,0.064988131,1.147369223,1.236306732,1.282097392,1.32457049,1.402297253,98,1.040635857
5120,-1.320865135,0.006461228,0.07554205,-1.473325918,-1.370670348,-1.319197161,-1.269192349,-1.175968307,137,1.029513623
5170,-0.959815776,0.006547046,0.062432948,-1.088344781,-1.001586773,-0.957472974,-0.916606868,-0.842161454,91,1.044096548
5180,-0.494566244,0.00645019,0.079926695,-0.654366423,-0.547806316,-0.493518269,-0.440376538,-0.339495175,154,1.023760709
5190,-0.572261599,0.006536771,0.059071915,-0.692237181,-0.612777562,-0.569418748,-0.530985573,-0.462057061,82,1.050461676
5210,-1.537832414,0.006465487,0.073292753,-1.685621671,-1.586396752,-1.536246275,-1.487363718,-1.398976901,129,1.030764673
5220,-2.040225225,0.006374871,0.106588378,-2.252499067,-2.111584982,-2.039346807,-1.967564074,-1.835983265,280,1.014322659
5290,0.515091799,0.006459294,0.06024949,0.391891485,0.474307448,0.518234025,0.557382765,0.627222584,87,1.047242702
5300,-0.683595617,0.006418797,0.077147847,-0.837594854,-0.734772941,-0.682838247,-0.63085704,-0.537158874,144,1.028076435
5330,-1.164453557,0.00658225,0.067215428,-1.300550289,-1.209542827,-1.16255285,-1.118005797,-1.036851382,104,1.03760163
5400,0.548529315,0.006485496,0.063790769,0.418335891,0.506172036,0.550596004,0.592619383,0.669827331,97,1.041628101
5420,-0.310743226,0.006553685,0.064071243,-0.441354725,-0.353323632,-0.309084947,-0.266289744,-0.190485641,96,1.042786643
5460,-0.105666628,0.006475706,0.062372089,-0.232402864,-0.147860177,-0.104126939,-0.062307462,0.011831102,93,1.043045522
5480,-0.129415839,0.006721854,0.094073773,-0.315631723,-0.192018055,-0.127983639,-0.064869167,0.052486134,196,1.019246764
5520,-0.781109486,0.006506128,0.0647637,-0.911297051,-0.824421964,-0.778865432,-0.735980752,-0.658510933,99,1.040092198
5540,0.01843686,0.006720685,0.078726431,-0.138359798,-0.034514687,0.019225519,0.072302007,0.170318359,137,1.027382845
5580,0.82613603,0.006397954,0.077969357,0.670069536,0.773834358,0.826708347,0.879267114,0.976427477,149,1.026407132
5600,1.319748115,0.006587379,0.064842408,1.188003932,1.276547015,1.321706724,1.364586145,1.44287193,97,1.04120459
5610,0.549130321,0.006595786,0.07476493,0.397449702,0.499179711,0.55151559,0.600309922,0.691049798,128,1.030777716
5620,-0.314437238,0.006730664,0.079166586,-0.471227385,-0.368176105,-0.313863293,-0.25994704,-0.162019297,138,1.028923834
5630,1.054405984,0.00647889,0.063556858,0.925386804,1.011555511,1.056480157,1.098724978,1.173359108,96,1.041030576
5730,-0.134399421,0.006649551,0.089348277,-0.310671467,-0.19404645,-0.133411217,-0.07358652,0.037753863,181,1.022936181
5780,-0.153299677,0.006365482,0.087559951,-0.326363846,-0.211980718,-0.153084412,-0.093680152,0.018449289,189,1.021522875
5810,1.702123931,0.006355173,0.065464318,1.569535627,1.657605054,1.704116726,1.74747293,1.825015863,106,1.036006239
5830,-0.362599618,0.006441919,0.074451936,-0.512377487,-0.412417147,-0.361120044,-0.311781999,-0.218679298,134,1.029019237
5840,-0.023097997,0.006396428,0.069019283,-0.162283854,-0.069430758,-0.021547767,0.024276026,0.107765713,116,1.033522839
5850,0.026420897,0.006350814,0.083717473,-0.140160551,-0.028996159,0.027341477,0.083820291,0.186770661,174,1.02363513
5870,0.886190864,0.006502206,0.063244606,0.757981334,0.84422158,0.888166094,0.93005595,1.004366736,95,1.042566054
5880,0.104479694,0.00663311,0.072391692,-0.038116389,0.055451165,0.106112775,0.15435171,0.244733598,119,1.032619985
5900,0.392739636,0.006515437,0.084403506,0.226425319,0.334662504,0.394121719,0.450335441,0.554353571,168,1.022555861
5930,1.869759552,0.006475333,0.073365098,1.724170528,1.821008738,1.871806071,1.920040657,2.009464673,128,1.030438969
5950,0.75674164,0.006517185,0.065128372,0.625219275,0.713395682,0.758658801,0.801297155,0.881331908,100,1.03970257
5960,-0.217734008,0.006575403,0.070587094,-0.358325354,-0.265619519,-0.215916949,-0.169287682,-0.082147861,115,1.034528549
5970,0.802506124,0.006476133,0.063917349,0.674639979,0.758712459,0.804083224,0.846810212,0.923210795,97,1.041438867
5980,1.163831867,0.006470081,0.066905496,1.028334359,1.118664967,1.165469911,1.210166229,1.288943947,107,1.037686404
5990,-0.968623905,0.006603444,0.072300711,-1.114408548,-1.017483401,-0.966617098,-0.918994796,-0.831322135,120,1.032567892
6010,0.50086756,0.006455348,0.087174722,0.327597457,0.442259365,0.501618072,0.559015684,0.670688837,182,1.022708769
6040,0.177896338,0.006503983,0.065408831,0.046621522,0.134270861,0.179967983,0.222624362,0.303266166,101,1.038876221
6050,-0.784878301,0.0068423,0.087077374,-0.956521331,-0.843063967,-0.784379331,-0.725938349,-0.616854844,162,1.023955767
6070,-0.188596282,0.006518682,0.071827379,-0.33321277,-0.236597586,-0.187659394,-0.13902201,-0.050128211,121,1.03083865
6080,-0.202416583,0.006537727,0.063749375,-0.331443447,-0.244285102,-0.200791159,-0.158658753,-0.083450962,95,1.043042892
6100,-0.273296424,0.006593323,0.067686675,-0.409180488,-0.318679685,-0.271634762,-0.226797709,-0.145450298,105,1.037661699
6120,-0.09665468,0.006498757,0.060749464,-0.219274594,-0.137453944,-0.093512636,-0.054632467,0.01770347,87,1.046527465
6130,0.941592967,0.006563248,0.063174509,0.813365529,0.899046959,0.94379853,0.986225163,1.060438961,93,1.042643481
6140,-0.309641992,0.00648456,0.060808794,-0.434889351,-0.350986733,-0.306829313,-0.267539325,-0.196515326,88,1.045532171
6150,-0.204395386,0.006366997,0.068807784,-0.343988839,-0.250526105,-0.202814525,-0.156938953,-0.07421634,117,1.033453462
6160,-1.069101179,0.006493111,0.065648579,-1.201516137,-1.112830439,-1.06734041,-1.023867149,-0.946207797,102,1.039922051
6170,-0.404080799,0.006462003,0.060764654,-0.528244282,-0.444949365,-0.401297428,-0.36182158,-0.289559747,88,1.04550997
6190,-0.340850344,0.00651813,0.0619536,-0.466132109,-0.382603257,-0.338832253,-0.297556935,-0.224513488,90,1.044671016
6220,-1.366803251,0.006496425,0.064808234,-1.497971655,-1.410152663,-1.36480845,-1.322515951,-1.243599277,100,1.04018713
6240,0.885464751,0.006495976,0.063100479,0.755913716,0.843565681,0.887058328,0.929085982,1.004884971,94,1.043217563
6270,0.573924714,0.006471808,0.062220908,0.446672272,0.532341457,0.576362163,0.616676376,0.691693593,92,1.043979849
6280,0.228015013,0.006478737,0.062866193,0.100376013,0.185862728,0.230375918,0.271286167,0.346573739,94,1.042849544
6290,0.404306063,0.006530374,0.068037059,0.266025366,0.359009454,0.406986295,0.451212289,0.531905336,109,1.035712672
6291,0.71137677,0.006403728,0.087047983,0.533710494,0.654374858,0.712589843,0.770352298,0.878437254,185,1.021412649
6292,0.116818793,0.006708425,0.092503973,-0.067086807,0.054755306,0.118423241,0.179135569,0.29645429,190,1.020560588
6310,0.868476066,0.006508097,0.066842604,0.734234364,0.823025709,0.87028326,0.914808895,0.993425356,105,1.038138416
6330,-0.912589651,0.00666608,0.076740621,-1.070481805,-0.964005765,-0.910672438,-0.859814448,-0.767500622,133,1.029966644
6360,-0.355272252,0.006518447,0.064471433,-0.486109679,-0.398322329,-0.353446102,-0.310145509,-0.233799291,98,1.041161065
6370,-0.890067959,0.006525252,0.073513383,-1.035374713,-0.93937899,-0.889066499,-0.83897593,-0.751023483,127,1.031984718
6380,-1.521741031,0.006696676,0.098326883,-1.713955161,-1.587722762,-1.520890888,-1.455054872,-1.332310424,216,1.019222359
6390,-0.384914518,0.006529148,0.072265497,-0.530709608,-0.432473407,-0.383291795,-0.334585014,-0.248769892,123,1.031692282
6410,-0.468410212,0.006433191,0.071463804,-0.611737675,-0.515764134,-0.466723612,-0.42000427,-0.331151315,123,1.032242295
6450,0.10160763,0.006573705,0.071706849,-0.041974644,0.053229554,0.103104619,0.15129082,0.237961934,119,1.032590528
6460,0.302502314,0.006452856,0.072623462,0.155853856,0.254013565,0.304103164,0.351700799,0.442761466,127,1.029818533
6480,0.219734752,0.006564972,0.063507793,0.090366333,0.177681042,0.221884209,0.263469533,0.340850605,94,1.042345988
6520,0.62075102,0.006510369,0.061526458,0.496175039,0.5797088,0.623599838,0.663484603,0.73668357,89,1.044843337
6540,-0.147922075,0.006684291,0.075851976,-0.299469046,-0.198183813,-0.146583298,-0.095859648,-0.002407478,129,1.02935249
6550,0.406772544,0.006531847,0.072306738,0.261910763,0.357763877,0.408154243,0.456369874,0.545111842,123,1.032618283
6570,0.200556887,0.006389714,0.072769507,0.055678051,0.152069402,0.202570583,0.250339646,0.338421248,130,1.030324191
6590,0.68420999,0.006485386,0.06922039,0.545739863,0.638087968,0.685995044,0.732492524,0.813558769,114,1.034293422
6620,0.021971431,0.00658949,0.07337058,-0.124158512,-0.027813752,0.023369874,0.072097249,0.162689403,124,1.033236849
6630,-1.080950156,0.006582063,0.069590096,-1.221849224,-1.127568447,-1.079478855,-1.033970151,-0.948499309,112,1.036729032
6650,-0.299820303,0.006502123,0.08292046,-0.463710712,-0.356102234,-0.298161067,-0.243178752,-0.140621672,163,1.023538494
6670,0.253043497,0.006598086,0.069777138,0.113303184,0.205577468,0.254600862,0.301414267,0.384806083,112,1.03551334
6680,0.379916182,0.005978149,0.095242586,0.191864298,0.315900372,0.379923644,0.444156665,0.568210819,254,1.014324417
6710,0.704920984,0.006486952,0.065577882,0.573974018,0.660843529,0.707332276,0.750312638,0.827866616,102,1.039727589
6730,0.241254173,0.006494493,0.067362493,0.105172049,0.195940966,0.243223606,0.288183304,0.366953084,108,1.038286543
6740,1.23593966,0.006525325,0.06602986,1.103492428,1.191639198,1.237441376,1.28155328,1.361130574,102,1.040192777
6750,-1.339175345,0.006633442,0.070274292,-1.48030867,-1.386336893,-1.336878729,-1.291082842,-1.206468958,112,1.035557226
6760,-1.209228534,0.006503948,0.068230022,-1.345950813,-1.255186662,-1.207334882,-1.162158001,-1.079041378,110,1.036373291
6770,-0.734100349,0.006566675,0.067043706,-0.867364402,-0.779376244,-0.731986726,-0.687374581,-0.608005096,104,1.038019428
6790,0.037442173,0.006370318,0.072577206,-0.110101466,-0.010868746,0.039072696,0.08759479,0.174465639,130,1.031023043
6800,0.597819238,0.00636096,0.078332484,0.442753925,0.544599574,0.598164466,0.651117131,0.749797288,152,1.026878404
6810,0.992628473,0.006569539,0.062761605,0.864118326,0.950847217,0.994720599,1.035969905,1.111361212,91,1.042808158
6830,-0.528136652,0.006510801,0.063677699,-0.658416353,-0.570737653,-0.526338864,-0.484299237,-0.408502464,96,1.041529251
6840,0.524777939,0.006587472,0.067894718,0.386613877,0.479057858,0.526449147,0.571790766,0.653517662,106,1.036708252
6850,-0.254666096,0.006469083,0.071311773,-0.394963099,-0.302914691,-0.252976906,-0.20544065,-0.118836637,122,1.032267051
6860,-1.090750539,0.006506284,0.079418872,-1.247493462,-1.144160102,-1.089290036,-1.035911683,-0.938729021,149,1.026934305
6870,-0.268123267,0.006550305,0.063647473,-0.397845039,-0.311236277,-0.265936216,-0.223864491,-0.148735565,94,1.042747316
6882,0.350772322,0.006568216,0.062191168,0.22496551,0.308669571,0.353799935,0.394115094,0.466954975,90,1.04488289
7020,-0.446033894,0.006433664,0.086615094,-0.618028568,-0.504473232,-0.444294644,-0.38685546,-0.278101583,181,1.023514972
7030,0.474051091,0.006557133,0.063884994,0.344553021,0.430679865,0.47636482,0.519160419,0.59360029,95,1.041920204
7040,0.483160855,0.006513064,0.062154869,0.356611283,0.442160651,0.485388879,0.526475331,0.599905771,91,1.044508979
7050,0.622533024,0.006491554,0.062003821,0.495878223,0.581333718,0.624655032,0.665694252,0.739066313,91,1.043253184
7150,-0.369662486,0.006553772,0.071294075,-0.515071446,-0.417905382,-0.367538396,-0.320306101,-0.234851129,118,1.033033949
7180,0.990424435,0.006496318,0.065538917,0.857364962,0.946420472,0.992818438,1.035485094,1.113994515,102,1.039617954
7190,-0.591511391,0.006374682,0.073494917,-0.73852523,-0.640588985,-0.589885721,-0.541105675,-0.451241737,133,1.029546958
7210,0.104075431,0.006534849,0.062086232,-0.022391235,0.061751844,0.106494691,0.147368439,0.220887892,90,1.044534491
7221,0.49868883,0.006633708,0.099296512,0.303104448,0.432552001,0.499328777,0.566190899,0.691819017,224,1.016003238
7222,-0.208164053,0.006517921,0.072961143,-0.353525825,-0.257182543,-0.206680645,-0.158402244,-0.0685788,125,1.030796474
7240,-0.181070936,0.006341039,0.072966835,-0.326662592,-0.230919336,-0.180605561,-0.130507419,-0.041626127,132,1.03111395
7260,-1.048796053,0.006535961,0.069292371,-1.190315302,-1.095385187,-1.046740359,-1.000970483,-0.918640237,112,1.035026401
7270,-0.563702807,0.006574126,0.061583406,-0.689759242,-0.604897472,-0.561111911,-0.520758466,-0.449125191,88,1.0461124
7280,-0.575867402,0.006528595,0.065200687,-0.707433135,-0.619860605,-0.573623385,-0.530581111,-0.454568988,100,1.04018711
7290,-1.032051249,0.006598422,0.078131299,-1.189183929,-1.08382825,-1.030585466,-0.978191348,-0.8831749,140,1.02756121
7310,1.207975672,0.006517066,0.06802763,1.070224505,1.162436761,1.210109574,1.254420986,1.335949044,109,1.036049778
7350,0.139834807,0.006532961,0.064490363,0.008620525,0.096370407,0.142433085,0.184950508,0.260759992,97,1.041347528
7360,1.901114853,0.00648515,0.074485615,1.751090779,1.850956708,1.903286958,1.951979884,2.042921941,132,1.029783279
7380,-0.232861961,0.00639499,0.078332477,-0.390413018,-0.284921896,-0.231080489,-0.179237017,-0.081951758,150,1.025623955
7430,-1.290573784,0.00665984,0.079972521,-1.45087432,-1.344846618,-1.289281374,-1.234874475,-1.138263381,144,1.026362786
7480,-0.645005774,0.006519617,0.071516061,-0.788430071,-0.692966929,-0.643113944,-0.596101855,-0.509787154,120,1.033237036
7490,-0.199027349,0.006474973,0.071447871,-0.340839857,-0.246795539,-0.197633568,-0.149859175,-0.063816816,122,1.031507216
7510,-0.679821686,0.006555258,0.062390546,-0.806199564,-0.721927169,-0.677005563,-0.636401914,-0.563077887,91,1.043812497
7540,-0.422266141,0.006412556,0.079087417,-0.581780913,-0.474560028,-0.420710208,-0.368462015,-0.271262237,152,1.025416348
7550,1.298540153,0.006505257,0.063594411,1.16897057,1.255897327,1.300880788,1.342326528,1.417567162,96,1.042282331
7560,0.22550809,0.006528953,0.067799622,0.08866552,0.180168896,0.22752363,0.272428856,0.354436672,108,1.036932602
7580,0.227978954,0.00644592,0.070151527,0.085383388,0.18112743,0.229873808,0.276017285,0.360034946,118,1.033682275
7590,0.147826296,0.006603337,0.06677773,0.013050778,0.10312293,0.149434799,0.194060346,0.274429385,102,1.039295713
7610,1.685712091,0.006513909,0.066843323,1.552540157,1.640646676,1.687074702,1.732044096,1.813048156,105,1.038615945
7630,-0.197484393,0.006446836,0.093380351,-0.381257891,-0.260873991,-0.196843,-0.133957591,-0.016312414,210,1.018253076
7660,0.750122234,0.006511328,0.062573717,0.622731121,0.707341506,0.752627016,0.793485696,0.867684125,92,1.042910948
7670,-0.389135265,0.006478433,0.081475016,-0.54966889,-0.444108039,-0.388187264,-0.332790614,-0.233660186,158,1.023426371
7680,-0.217498126,0.006450388,0.07407998,-0.365906637,-0.266641645,-0.215711274,-0.166722941,-0.076466884,132,1.029171451
