"FocalAOU","ENV","COMP","SHARED","NONE","n"
3000,0.0295890064561557,0.001158200241532,-0.000667876023295059,0.969920669325607,179
2940,0.17067489167396,0.0210411243581162,-0.0106261747803443,0.818910158748268,69
2890,0.129301031905652,0.000889389996811124,0.00390374637381863,0.865905831723718,392
2881,0.188401290757673,0.000120283428260731,0.00442094371871591,0.80705748209535,68
3120,0.0311244083504283,0.272214031609599,0.0383621396785145,0.658299420361458,57
3190,0.02688332316388,0.57874448007063,0.045898516439518,0.348473680325972,76
3160,0.174833810649338,0.0182019991836669,-0.00361077398742399,0.810574964154419,852
3200,0.0994451683305086,0.105408659470398,0.0740947046502489,0.721051467548844,55
3880,0.110102876459219,0.115365873591799,-0.0341830660858771,0.808714316034859,304
3870,0.0914204053030139,0.292814216557751,0.0217754045356091,0.593989973603626,526
4120,0.156015087420354,0.113325105373626,-0.0425605108351636,0.773220318041183,596
4020,0.0146040476842714,0.556880667143486,0.0144190441065085,0.414096241065735,190
4090,0.0535089569979877,0.603385143842289,0.0287520585482809,0.314353840611443,510
3930,0.00832280511091819,0.0181310268653574,0.0124731123814903,0.961073055642234,659
3960,0.0350891270756729,0.0633723724994687,-0.0246225282829844,0.926161028707843,59
3940,0.197911500659554,0.0026130259557928,0.00692972450691854,0.792545748877735,737
4021,0.143787114972987,0.0118545288875145,0.00442623355417672,0.839932122585322,80
4060,0.0512465621320487,0.00568524107054998,-0.00538836962154089,0.948456566418942,387
4320,0.0636006069351929,0.0557227644451749,0.0229607858783938,0.857715842741238,74
4290,0.0466043694789928,0.000206090553382408,0.00321534564939886,0.949974194318226,88
4330,0.093147698858971,0.172543089202594,-0.0040646827775481,0.738373894715983,61
4470,0.0501921743209569,0.264470000369913,0.166085574028408,0.519252251280723,286
4520,0.0730693080022896,0.253374566240518,-0.0281112398141665,0.701667365571359,577
4440,0.0538737420868132,0.254224041462017,0.0801283301709365,0.611773886280233,679
4430,0.0465222380348037,0.288972047145771,0.191498893556456,0.473006821262969,94
4560,0.0323709285418212,0.300881761579197,0.0457917828359865,0.620955527042995,547
4570,0.0378371546458646,0.000219482238124159,0.000365799869788332,0.961577563246223,178
4590,0.122926994194089,0.0225045951170074,0.000874857456722732,0.853693553232181,192
4540,0.0461493669210618,0.101969308516224,-0.0391516351053388,0.891032959668053,112
4610,0.0190653928349463,0.234943365072476,0.145918229709143,0.600073012383435,553
4480,0.177377618777445,0.0892169980005708,-0.0236165186604008,0.757021901882385,51
4620,0.0175728216422723,0.345072360443729,0.0814726968861356,0.555882121027863,237
4670,0.0775703275017094,0.427575580128184,0.0495063816574435,0.445347710712663,301
4641,0.0560559095034719,0.370154453578199,0.0558639683748937,0.517925668543435,64
4650,0.117479983882539,0.163015656635347,0.00104253364232887,0.718461825839785,306
4661,0.0838708127936937,0.386322696886627,-0.0581392524464173,0.587945742766096,234
4680,0.138432886825003,0.106746742978627,-0.0276781031591301,0.782498473355501,101
4691,0.133274210395314,0.00547686494211835,-0.00501503482075583,0.866263959483323,45
4660,0.139842057946983,0.0130357309995213,0.00377274823418328,0.843349462819312,397
6870,0.121445726695665,0.0341101090836727,0.0329263285773928,0.81151783564327,380
4690,0.0701871483881361,0.0428032098954458,0.0271378694553864,0.859871772261032,107
4640,0.132479331802889,0.0678074670937471,0.00499995992618475,0.794713241177179,57
4750,0.171860459549165,0.177338857514782,-0.0218522519198663,0.672652934855919,188
4840,0.178478020166652,0.0187665112166619,0.0121526924276222,0.790602776189064,108
4812,0.175120704643055,0.231809578089794,0.105652387239665,0.487417330027486,55
4770,0.281983294298585,0.0363026315988786,0.00538469992786251,0.676329374174673,624
4780,0.0596537304040667,0.201525501718605,-0.0132685258807111,0.75208929375804,119
4910,0.0738682692889007,0.00926664400409898,-0.00474625729416938,0.92161134400117,82
4880,0.117287496672365,0.0979670583294219,0.26798654799966,0.516758896998554,785
4900,0.0352043816253089,0.293267321716063,0.00784250682911863,0.663685789829509,186
4980,0.0645995855988212,0.116774429761787,0.0801450581647263,0.738480926474665,836
5070,0.215657614959027,0.0319362072414829,0.0523275116408605,0.70007866615863,475
4950,0.156691478508157,0.00732237242986347,-0.00483890912588538,0.840825058187865,856
5080,0.0746033421458619,0.00570679628175889,-0.00505336574818408,0.924743227320563,182
5060,0.122847207584647,0.127424672243339,0.0685469142590613,0.681181205912953,452
