"FocalAOU","ENV.x","COMP.x","SHARED.x","NONE.x","n","ENV.y","COMP.y","SHARED.y","NONE.y","Total.x","Total.y","violin_env","violin_comp","violin_total","occdiff","abundiff","totaldiff","COMPSC"
2881,0.199173276076444,0.000259808192272892,0.00428141875940487,0.796285496971878,204,0.0308232032820329,0.0022943617853539,0.0100816619274814,0.958835326598213,0.203714503028122,0.0431992269948682,0.203454694835849,0.00454122695167776,0.203714503028122,-0.198913467884171,-0.028528841496679,0.170384626387492,0.00130273366239889
2890,0.188158820560112,8.12508564554393e-06,0.00478501124461251,0.80704804310963,1176,0.0730416308402546,0.00388452475388365,0.000733432494080114,0.92621681158002,0.19295195689037,0.0776595880882184,0.192943831804725,0.00479313633025805,0.19295195689037,-0.188150695474467,-0.069157106086371,0.118993589388096,4.31801962754935e-05
2940,0.38901823440141,0.0186583518759648,-0.00824340104875217,0.600566814771377,207,0.0824071300405287,0.0194264248703784,0.00942905866708835,0.889505459416418,0.399433185228623,0.111262613577996,0.380774833352658,0.0104149508272126,0.399433185228623,-0.370359882525446,-0.0629807051701503,0.307379177355295,0.0457675336382207
3000,0.0531015877074535,0.000205816846716105,0.000706166251019537,0.945986429194811,537,0.0585753623262693,0.00207568621491773,8.73818446099508e-05,0.941131438982405,0.0540135708051891,0.0607384303857969,0.053807753958473,0.000911983097735642,0.0540135708051891,-0.0528957708607374,-0.0564996761113515,-0.00360390525061413,0.003860942929738
3120,0.371250500854016,0,0,0.628749499145984,171,0.234112758739877,0,0,0.765887241260123,0.371250500854016,0.234112758739877,0.371250500854016,0,0.371250500854016,-0.371250500854016,-0.234112758739877,0.137137742114139,0
3160,0.252737454817729,0.00928144014485521,-0.00440603363645183,0.742387138673867,2556,0.108278461425691,0.038010345301274,0.00808581770211262,0.874354280727342,0.257612861326133,0.154374624429077,0.248331421181277,0.00487540650840339,0.257612861326133,-0.243456014672874,-0.0702681161244166,0.173187898548457,0.035422789437306
3190,0.058462127418583,0.359550019243794,0.279605098994592,0.302382754343031,228,0.0258859953159136,0.335828097378227,0.0483265360776741,0.566237449362618,0.697617245656969,0.410040628771815,0.338067226413175,0.639155118238386,0.697617245656969,0.301087891825211,0.309942102062314,0.00885421023710231,0.86014251527049
3200,0.19563031905997,0.00891408231338198,0.0530601637998155,0.742395434826832,165,0.0992573246197329,0.00805092035330565,0.0203207862415964,0.871507806825289,0.257604565173168,0.127629031214635,0.248690482859786,0.0619742461131975,0.257604565173168,-0.186716236746588,-0.0912064042664272,0.0955098324801613,0.0435801823639808
3870,0.191883257308098,0.0393701244492949,0.275219497420597,0.49352712082201,1578,0.0979479193157236,0.0284116053958489,0.150616942870796,0.712065013364185,0.50647287917799,0.276976467582369,0.467102754728695,0.314589621869892,0.50647287917799,-0.152513132858803,-0.0695363139198747,0.0829768189389284,0.17024669715143
3880,0.186864698345104,0.0124142730917084,0.0687685321689245,0.731952496394263,912,0.0323256033259129,0.105398536729093,0.0925214074594914,0.862738716122887,0.268047503605737,0.230245547514498,0.255633230514029,0.0811828052606329,0.268047503605737,-0.174450425253396,0.0730729334031805,0.247523358656577,0.0622959512596877
