"FocalAOU","AOU_OUT","FAMILY","PRIMARY_COM_NAME.x","PRIMARY_COM_NAME.y"
4560,4430,"Tyrannidae","Scissor-tailed Flycatcher","Eastern Phoebe"
4560,4420,"Tyrannidae","Fork-tailed Flycatcher","Eastern Phoebe"
4560,4447,"Tyrannidae","kingbird sp.","Eastern Phoebe"
4560,4411,"Tyrannidae","Rose-throated Becard","Eastern Phoebe"
4560,15890,"Tyrannidae","Masked Tityra","Eastern Phoebe"
4610,4720,"Tyrannidae","Northern Beardless-Tyrannulet","Eastern Wood-Pewee"
4610,15040,"Tyrannidae","Caribbean Elaenia","Eastern Wood-Pewee"
4610,4590,"Tyrannidae","Olive-sided Flycatcher","Eastern Wood-Pewee"
4610,4600,"Tyrannidae","Greater Pewee","Eastern Wood-Pewee"
4610,4620,"Tyrannidae","Western Wood-Pewee","Eastern Wood-Pewee"
4610,4610,"Tyrannidae","Eastern Wood-Pewee","Eastern Wood-Pewee"
4610,15480,"Tyrannidae","Cuban Pewee","Eastern Wood-Pewee"
4610,15490,"Tyrannidae","Lesser Antillean Pewee","Eastern Wood-Pewee"
4610,4630,"Tyrannidae","Yellow-bellied Flycatcher","Eastern Wood-Pewee"
4610,4650,"Tyrannidae","Acadian Flycatcher","Eastern Wood-Pewee"
4610,4661,"Tyrannidae","Alder Flycatcher","Eastern Wood-Pewee"
4610,4660,"Tyrannidae","Willow Flycatcher","Eastern Wood-Pewee"
4610,4670,"Tyrannidae","Least Flycatcher","Eastern Wood-Pewee"
4610,4680,"Tyrannidae","Hammond's Flycatcher","Eastern Wood-Pewee"
4610,4691,"Tyrannidae","Gray Flycatcher","Eastern Wood-Pewee"
4610,4690,"Tyrannidae","Dusky Flycatcher","Eastern Wood-Pewee"
4610,4689,"Tyrannidae","Hammond's/Dusky Flycatcher","Eastern Wood-Pewee"
4610,4641,"Tyrannidae","Pacific-slope Flycatcher","Eastern Wood-Pewee"
4610,4640,"Tyrannidae","Cordilleran Flycatcher","Eastern Wood-Pewee"
4610,4642,"Tyrannidae","Pacific-slope/Cordilleran Flycatcher (Western)","Eastern Wood-Pewee"
4610,4700,"Tyrannidae","Buff-breasted Flycatcher","Eastern Wood-Pewee"
4610,4679,"Tyrannidae","Empidonax sp.","Eastern Wood-Pewee"
4610,4580,"Tyrannidae","Black Phoebe","Eastern Wood-Pewee"
4610,4560,"Tyrannidae","Eastern Phoebe","Eastern Wood-Pewee"
4610,4570,"Tyrannidae","Say's Phoebe","Eastern Wood-Pewee"
4610,4710,"Tyrannidae","Vermilion Flycatcher","Eastern Wood-Pewee"
4610,4550,"Tyrannidae","Dusky-capped Flycatcher","Eastern Wood-Pewee"
4610,4540,"Tyrannidae","Ash-throated Flycatcher","Eastern Wood-Pewee"
4610,4531,"Tyrannidae","Nutting's Flycatcher","Eastern Wood-Pewee"
4610,4520,"Tyrannidae","Great Crested Flycatcher","Eastern Wood-Pewee"
4610,4530,"Tyrannidae","Brown-crested Flycatcher","Eastern Wood-Pewee"
4610,4530,"Tyrannidae","Brown-crested Flycatcher (Arizona)","Eastern Wood-Pewee"
4610,4551,"Tyrannidae","La Sagra's Flycatcher","Eastern Wood-Pewee"
4610,15680,"Tyrannidae","Puerto Rican Flycatcher","Eastern Wood-Pewee"
4610,4490,"Tyrannidae","Great Kiskadee","Eastern Wood-Pewee"
4610,4500,"Tyrannidae","Social Flycatcher","Eastern Wood-Pewee"
4610,4510,"Tyrannidae","Sulphur-bellied Flycatcher","Eastern Wood-Pewee"
4610,4511,"Tyrannidae","Variegated Flycatcher","Eastern Wood-Pewee"
4610,4460,"Tyrannidae","Tropical Kingbird","Eastern Wood-Pewee"
4610,4461,"Tyrannidae","Couch's Kingbird","Eastern Wood-Pewee"
4610,4480,"Tyrannidae","Cassin's Kingbird","Eastern Wood-Pewee"
4610,4451,"Tyrannidae","Thick-billed Kingbird","Eastern Wood-Pewee"
4610,4470,"Tyrannidae","Western Kingbird","Eastern Wood-Pewee"
4610,4440,"Tyrannidae","Eastern Kingbird","Eastern Wood-Pewee"
4610,4450,"Tyrannidae","Gray Kingbird","Eastern Wood-Pewee"
4610,4452,"Tyrannidae","Loggerhead Kingbird","Eastern Wood-Pewee"
4610,4430,"Tyrannidae","Scissor-tailed Flycatcher","Eastern Wood-Pewee"
4610,4420,"Tyrannidae","Fork-tailed Flycatcher","Eastern Wood-Pewee"
4610,4447,"Tyrannidae","kingbird sp.","Eastern Wood-Pewee"
4610,4411,"Tyrannidae","Rose-throated Becard","Eastern Wood-Pewee"
4610,15890,"Tyrannidae","Masked Tityra","Eastern Wood-Pewee"
4620,4720,"Tyrannidae","Northern Beardless-Tyrannulet","Western Wood-Pewee"
4620,15040,"Tyrannidae","Caribbean Elaenia","Western Wood-Pewee"
4620,4590,"Tyrannidae","Olive-sided Flycatcher","Western Wood-Pewee"
4620,4600,"Tyrannidae","Greater Pewee","Western Wood-Pewee"
4620,4620,"Tyrannidae","Western Wood-Pewee","Western Wood-Pewee"
4620,4610,"Tyrannidae","Eastern Wood-Pewee","Western Wood-Pewee"
4620,15480,"Tyrannidae","Cuban Pewee","Western Wood-Pewee"
4620,15490,"Tyrannidae","Lesser Antillean Pewee","Western Wood-Pewee"
4620,4630,"Tyrannidae","Yellow-bellied Flycatcher","Western Wood-Pewee"
4620,4650,"Tyrannidae","Acadian Flycatcher","Western Wood-Pewee"
4620,4661,"Tyrannidae","Alder Flycatcher","Western Wood-Pewee"
4620,4660,"Tyrannidae","Willow Flycatcher","Western Wood-Pewee"
4620,4670,"Tyrannidae","Least Flycatcher","Western Wood-Pewee"
4620,4680,"Tyrannidae","Hammond's Flycatcher","Western Wood-Pewee"
4620,4691,"Tyrannidae","Gray Flycatcher","Western Wood-Pewee"
4620,4690,"Tyrannidae","Dusky Flycatcher","Western Wood-Pewee"
4620,4689,"Tyrannidae","Hammond's/Dusky Flycatcher","Western Wood-Pewee"
4620,4641,"Tyrannidae","Pacific-slope Flycatcher","Western Wood-Pewee"
4620,4640,"Tyrannidae","Cordilleran Flycatcher","Western Wood-Pewee"
4620,4642,"Tyrannidae","Pacific-slope/Cordilleran Flycatcher (Western)","Western Wood-Pewee"
4620,4700,"Tyrannidae","Buff-breasted Flycatcher","Western Wood-Pewee"
4620,4679,"Tyrannidae","Empidonax sp.","Western Wood-Pewee"
4620,4580,"Tyrannidae","Black Phoebe","Western Wood-Pewee"
4620,4560,"Tyrannidae","Eastern Phoebe","Western Wood-Pewee"
4620,4570,"Tyrannidae","Say's Phoebe","Western Wood-Pewee"
4620,4710,"Tyrannidae","Vermilion Flycatcher","Western Wood-Pewee"
4620,4550,"Tyrannidae","Dusky-capped Flycatcher","Western Wood-Pewee"
4620,4540,"Tyrannidae","Ash-throated Flycatcher","Western Wood-Pewee"
4620,4531,"Tyrannidae","Nutting's Flycatcher","Western Wood-Pewee"
4620,4520,"Tyrannidae","Great Crested Flycatcher","Western Wood-Pewee"
4620,4530,"Tyrannidae","Brown-crested Flycatcher","Western Wood-Pewee"
4620,4530,"Tyrannidae","Brown-crested Flycatcher (Arizona)","Western Wood-Pewee"
4620,4551,"Tyrannidae","La Sagra's Flycatcher","Western Wood-Pewee"
4620,15680,"Tyrannidae","Puerto Rican Flycatcher","Western Wood-Pewee"
4620,4490,"Tyrannidae","Great Kiskadee","Western Wood-Pewee"
4620,4500,"Tyrannidae","Social Flycatcher","Western Wood-Pewee"
4620,4510,"Tyrannidae","Sulphur-bellied Flycatcher","Western Wood-Pewee"
4620,4511,"Tyrannidae","Variegated Flycatcher","Western Wood-Pewee"
4620,4460,"Tyrannidae","Tropical Kingbird","Western Wood-Pewee"
4620,4461,"Tyrannidae","Couch's Kingbird","Western Wood-Pewee"
4620,4480,"Tyrannidae","Cassin's Kingbird","Western Wood-Pewee"
4620,4451,"Tyrannidae","Thick-billed Kingbird","Western Wood-Pewee"
4620,4470,"Tyrannidae","Western Kingbird","Western Wood-Pewee"
4620,4440,"Tyrannidae","Eastern Kingbird","Western Wood-Pewee"
4620,4450,"Tyrannidae","Gray Kingbird","Western Wood-Pewee"
4620,4452,"Tyrannidae","Loggerhead Kingbird","Western Wood-Pewee"
4620,4430,"Tyrannidae","Scissor-tailed Flycatcher","Western Wood-Pewee"
4620,4420,"Tyrannidae","Fork-tailed Flycatcher","Western Wood-Pewee"
4620,4447,"Tyrannidae","kingbird sp.","Western Wood-Pewee"
4620,4411,"Tyrannidae","Rose-throated Becard","Western Wood-Pewee"
4620,15890,"Tyrannidae","Masked Tityra","Western Wood-Pewee"
4641,4720,"Tyrannidae","Northern Beardless-Tyrannulet","Pacific-slope Flycatcher"
4641,15040,"Tyrannidae","Caribbean Elaenia","Pacific-slope Flycatcher"
4641,4590,"Tyrannidae","Olive-sided Flycatcher","Pacific-slope Flycatcher"
4641,4600,"Tyrannidae","Greater Pewee","Pacific-slope Flycatcher"
4641,4620,"Tyrannidae","Western Wood-Pewee","Pacific-slope Flycatcher"
4641,4610,"Tyrannidae","Eastern Wood-Pewee","Pacific-slope Flycatcher"
4641,15480,"Tyrannidae","Cuban Pewee","Pacific-slope Flycatcher"
4641,15490,"Tyrannidae","Lesser Antillean Pewee","Pacific-slope Flycatcher"
4641,4630,"Tyrannidae","Yellow-bellied Flycatcher","Pacific-slope Flycatcher"
4641,4650,"Tyrannidae","Acadian Flycatcher","Pacific-slope Flycatcher"
4641,4661,"Tyrannidae","Alder Flycatcher","Pacific-slope Flycatcher"
4641,4660,"Tyrannidae","Willow Flycatcher","Pacific-slope Flycatcher"
4641,4670,"Tyrannidae","Least Flycatcher","Pacific-slope Flycatcher"
4641,4680,"Tyrannidae","Hammond's Flycatcher","Pacific-slope Flycatcher"
4641,4691,"Tyrannidae","Gray Flycatcher","Pacific-slope Flycatcher"
4641,4690,"Tyrannidae","Dusky Flycatcher","Pacific-slope Flycatcher"
4641,4689,"Tyrannidae","Hammond's/Dusky Flycatcher","Pacific-slope Flycatcher"
4641,4641,"Tyrannidae","Pacific-slope Flycatcher","Pacific-slope Flycatcher"
4641,4640,"Tyrannidae","Cordilleran Flycatcher","Pacific-slope Flycatcher"
4641,4642,"Tyrannidae","Pacific-slope/Cordilleran Flycatcher (Western)","Pacific-slope Flycatcher"
4641,4700,"Tyrannidae","Buff-breasted Flycatcher","Pacific-slope Flycatcher"
4641,4679,"Tyrannidae","Empidonax sp.","Pacific-slope Flycatcher"
4641,4580,"Tyrannidae","Black Phoebe","Pacific-slope Flycatcher"
4641,4560,"Tyrannidae","Eastern Phoebe","Pacific-slope Flycatcher"
4641,4570,"Tyrannidae","Say's Phoebe","Pacific-slope Flycatcher"
4641,4710,"Tyrannidae","Vermilion Flycatcher","Pacific-slope Flycatcher"
4641,4550,"Tyrannidae","Dusky-capped Flycatcher","Pacific-slope Flycatcher"
4641,4540,"Tyrannidae","Ash-throated Flycatcher","Pacific-slope Flycatcher"
4641,4531,"Tyrannidae","Nutting's Flycatcher","Pacific-slope Flycatcher"
4641,4520,"Tyrannidae","Great Crested Flycatcher","Pacific-slope Flycatcher"
4641,4530,"Tyrannidae","Brown-crested Flycatcher","Pacific-slope Flycatcher"
4641,4530,"Tyrannidae","Brown-crested Flycatcher (Arizona)","Pacific-slope Flycatcher"
4641,4551,"Tyrannidae","La Sagra's Flycatcher","Pacific-slope Flycatcher"
4641,15680,"Tyrannidae","Puerto Rican Flycatcher","Pacific-slope Flycatcher"
4641,4490,"Tyrannidae","Great Kiskadee","Pacific-slope Flycatcher"
4641,4500,"Tyrannidae","Social Flycatcher","Pacific-slope Flycatcher"
4641,4510,"Tyrannidae","Sulphur-bellied Flycatcher","Pacific-slope Flycatcher"
4641,4511,"Tyrannidae","Variegated Flycatcher","Pacific-slope Flycatcher"
4641,4460,"Tyrannidae","Tropical Kingbird","Pacific-slope Flycatcher"
4641,4461,"Tyrannidae","Couch's Kingbird","Pacific-slope Flycatcher"
4641,4480,"Tyrannidae","Cassin's Kingbird","Pacific-slope Flycatcher"
4641,4451,"Tyrannidae","Thick-billed Kingbird","Pacific-slope Flycatcher"
4641,4470,"Tyrannidae","Western Kingbird","Pacific-slope Flycatcher"
4641,4440,"Tyrannidae","Eastern Kingbird","Pacific-slope Flycatcher"
4641,4450,"Tyrannidae","Gray Kingbird","Pacific-slope Flycatcher"
4641,4452,"Tyrannidae","Loggerhead Kingbird","Pacific-slope Flycatcher"
4641,4430,"Tyrannidae","Scissor-tailed Flycatcher","Pacific-slope Flycatcher"
4641,4420,"Tyrannidae","Fork-tailed Flycatcher","Pacific-slope Flycatcher"
4641,4447,"Tyrannidae","kingbird sp.","Pacific-slope Flycatcher"
4641,4411,"Tyrannidae","Rose-throated Becard","Pacific-slope Flycatcher"
4641,15890,"Tyrannidae","Masked Tityra","Pacific-slope Flycatcher"
4670,4720,"Tyrannidae","Northern Beardless-Tyrannulet","Least Flycatcher"
4670,15040,"Tyrannidae","Caribbean Elaenia","Least Flycatcher"
4670,4590,"Tyrannidae","Olive-sided Flycatcher","Least Flycatcher"
4670,4600,"Tyrannidae","Greater Pewee","Least Flycatcher"
4670,4620,"Tyrannidae","Western Wood-Pewee","Least Flycatcher"
4670,4610,"Tyrannidae","Eastern Wood-Pewee","Least Flycatcher"
4670,15480,"Tyrannidae","Cuban Pewee","Least Flycatcher"
4670,15490,"Tyrannidae","Lesser Antillean Pewee","Least Flycatcher"
4670,4630,"Tyrannidae","Yellow-bellied Flycatcher","Least Flycatcher"
4670,4650,"Tyrannidae","Acadian Flycatcher","Least Flycatcher"
4670,4661,"Tyrannidae","Alder Flycatcher","Least Flycatcher"
4670,4660,"Tyrannidae","Willow Flycatcher","Least Flycatcher"
4670,4670,"Tyrannidae","Least Flycatcher","Least Flycatcher"
4670,4680,"Tyrannidae","Hammond's Flycatcher","Least Flycatcher"
4670,4691,"Tyrannidae","Gray Flycatcher","Least Flycatcher"
4670,4690,"Tyrannidae","Dusky Flycatcher","Least Flycatcher"
4670,4689,"Tyrannidae","Hammond's/Dusky Flycatcher","Least Flycatcher"
4670,4641,"Tyrannidae","Pacific-slope Flycatcher","Least Flycatcher"
4670,4640,"Tyrannidae","Cordilleran Flycatcher","Least Flycatcher"
4670,4642,"Tyrannidae","Pacific-slope/Cordilleran Flycatcher (Western)","Least Flycatcher"
4670,4700,"Tyrannidae","Buff-breasted Flycatcher","Least Flycatcher"
4670,4679,"Tyrannidae","Empidonax sp.","Least Flycatcher"
4670,4580,"Tyrannidae","Black Phoebe","Least Flycatcher"
4670,4560,"Tyrannidae","Eastern Phoebe","Least Flycatcher"
4670,4570,"Tyrannidae","Say's Phoebe","Least Flycatcher"
4670,4710,"Tyrannidae","Vermilion Flycatcher","Least Flycatcher"
4670,4550,"Tyrannidae","Dusky-capped Flycatcher","Least Flycatcher"
4670,4540,"Tyrannidae","Ash-throated Flycatcher","Least Flycatcher"
4670,4531,"Tyrannidae","Nutting's Flycatcher","Least Flycatcher"
4670,4520,"Tyrannidae","Great Crested Flycatcher","Least Flycatcher"
4670,4530,"Tyrannidae","Brown-crested Flycatcher","Least Flycatcher"
4670,4530,"Tyrannidae","Brown-crested Flycatcher (Arizona)","Least Flycatcher"
4670,4551,"Tyrannidae","La Sagra's Flycatcher","Least Flycatcher"
4670,15680,"Tyrannidae","Puerto Rican Flycatcher","Least Flycatcher"
4670,4490,"Tyrannidae","Great Kiskadee","Least Flycatcher"
4670,4500,"Tyrannidae","Social Flycatcher","Least Flycatcher"
4670,4510,"Tyrannidae","Sulphur-bellied Flycatcher","Least Flycatcher"
4670,4511,"Tyrannidae","Variegated Flycatcher","Least Flycatcher"
4670,4460,"Tyrannidae","Tropical Kingbird","Least Flycatcher"
4670,4461,"Tyrannidae","Couch's Kingbird","Least Flycatcher"
4670,4480,"Tyrannidae","Cassin's Kingbird","Least Flycatcher"
4670,4451,"Tyrannidae","Thick-billed Kingbird","Least Flycatcher"
4670,4470,"Tyrannidae","Western Kingbird","Least Flycatcher"
4670,4440,"Tyrannidae","Eastern Kingbird","Least Flycatcher"
4670,4450,"Tyrannidae","Gray Kingbird","Least Flycatcher"
4670,4452,"Tyrannidae","Loggerhead Kingbird","Least Flycatcher"
4670,4430,"Tyrannidae","Scissor-tailed Flycatcher","Least Flycatcher"
4670,4420,"Tyrannidae","Fork-tailed Flycatcher","Least Flycatcher"
4670,4447,"Tyrannidae","kingbird sp.","Least Flycatcher"
4670,4411,"Tyrannidae","Rose-throated Becard","Least Flycatcher"
4670,15890,"Tyrannidae","Masked Tityra","Least Flycatcher"
4750,4840,"Corvidae","Gray Jay","Black-billed Magpie"
4750,4840,"Corvidae","Gray Jay (Rocky Mts.)","Black-billed Magpie"
4750,4780,"Corvidae","Steller's Jay","Black-billed Magpie"
4750,4780,"Corvidae","Steller's Jay (Coastal)","Black-billed Magpie"
4750,4770,"Corvidae","Blue Jay","Black-billed Magpie"
4750,4830,"Corvidae","Green Jay","Black-billed Magpie"
4750,4832,"Corvidae","Brown Jay","Black-billed Magpie"
4750,4831,"Corvidae","San Blas Jay","Black-billed Magpie"
4750,4790,"Corvidae","Florida Scrub-Jay","Black-billed Magpie"
4750,4811,"Corvidae","Island Scrub-Jay","Black-billed Magpie"
4750,4810,"Corvidae","Western Scrub-Jay","Black-billed Magpie"
4750,4810,"Corvidae","Western Scrub-Jay (Woodhouse's)","Black-billed Magpie"
4750,4820,"Corvidae","Mexican Jay","Black-billed Magpie"
4750,4920,"Corvidae","Pinyon Jay","Black-billed Magpie"
4750,4910,"Corvidae","Clark's Nutcracker","Black-billed Magpie"
4750,4750,"Corvidae","Black-billed Magpie","Black-billed Magpie"
4750,4760,"Corvidae","Yellow-billed Magpie","Black-billed Magpie"
4750,4903,"Corvidae","Eurasian Jackdaw","Black-billed Magpie"
4750,4880,"Corvidae","American Crow","Black-billed Magpie"
4750,4890,"Corvidae","Northwestern Crow","Black-billed Magpie"
4750,16380,"Corvidae","White-necked Crow","Black-billed Magpie"
4750,4891,"Corvidae","Tamaulipas Crow","Black-billed Magpie"
4750,16351,"Corvidae","Sinaloa Crow","Black-billed Magpie"
4750,4900,"Corvidae","Fish Crow","Black-billed Magpie"
4750,4892,"Corvidae","Hawaiian Crow","Black-billed Magpie"
4750,93630,"Corvidae","Marianas Crow","Black-billed Magpie"
4750,4881,"Corvidae","crow sp.","Black-billed Magpie"
4750,4870,"Corvidae","Chihuahuan Raven","Black-billed Magpie"
4750,4860,"Corvidae","Common Raven","Black-billed Magpie"
4750,4860,"Corvidae","Common Raven (Northern)","Black-billed Magpie"
4750,4865,"Corvidae","raven sp.","Black-billed Magpie"
4770,4840,"Corvidae","Gray Jay","Blue Jay"
4770,4840,"Corvidae","Gray Jay (Rocky Mts.)","Blue Jay"
4770,4780,"Corvidae","Steller's Jay","Blue Jay"
4770,4780,"Corvidae","Steller's Jay (Coastal)","Blue Jay"
4770,4770,"Corvidae","Blue Jay","Blue Jay"
4770,4830,"Corvidae","Green Jay","Blue Jay"
4770,4832,"Corvidae","Brown Jay","Blue Jay"
4770,4831,"Corvidae","San Blas Jay","Blue Jay"
4770,4790,"Corvidae","Florida Scrub-Jay","Blue Jay"
4770,4811,"Corvidae","Island Scrub-Jay","Blue Jay"
4770,4810,"Corvidae","Western Scrub-Jay","Blue Jay"
4770,4810,"Corvidae","Western Scrub-Jay (Woodhouse's)","Blue Jay"
4770,4820,"Corvidae","Mexican Jay","Blue Jay"
4770,4920,"Corvidae","Pinyon Jay","Blue Jay"
4770,4910,"Corvidae","Clark's Nutcracker","Blue Jay"
4770,4750,"Corvidae","Black-billed Magpie","Blue Jay"
4770,4760,"Corvidae","Yellow-billed Magpie","Blue Jay"
4770,4903,"Corvidae","Eurasian Jackdaw","Blue Jay"
4770,4880,"Corvidae","American Crow","Blue Jay"
4770,4890,"Corvidae","Northwestern Crow","Blue Jay"
4770,16380,"Corvidae","White-necked Crow","Blue Jay"
4770,4891,"Corvidae","Tamaulipas Crow","Blue Jay"
4770,16351,"Corvidae","Sinaloa Crow","Blue Jay"
4770,4900,"Corvidae","Fish Crow","Blue Jay"
4770,4892,"Corvidae","Hawaiian Crow","Blue Jay"
4770,93630,"Corvidae","Marianas Crow","Blue Jay"
4770,4881,"Corvidae","crow sp.","Blue Jay"
4770,4870,"Corvidae","Chihuahuan Raven","Blue Jay"
4770,4860,"Corvidae","Common Raven","Blue Jay"
4770,4860,"Corvidae","Common Raven (Northern)","Blue Jay"
4770,4865,"Corvidae","raven sp.","Blue Jay"
4860,4840,"Corvidae","Gray Jay","Common Raven (Northern)"
4860,4840,"Corvidae","Gray Jay","Common Raven"
4860,4840,"Corvidae","Gray Jay (Rocky Mts.)","Common Raven (Northern)"
4860,4840,"Corvidae","Gray Jay (Rocky Mts.)","Common Raven"
4860,4780,"Corvidae","Steller's Jay","Common Raven (Northern)"
4860,4780,"Corvidae","Steller's Jay","Common Raven"
4860,4780,"Corvidae","Steller's Jay (Coastal)","Common Raven (Northern)"
4860,4780,"Corvidae","Steller's Jay (Coastal)","Common Raven"
4860,4770,"Corvidae","Blue Jay","Common Raven (Northern)"
4860,4770,"Corvidae","Blue Jay","Common Raven"
4860,4830,"Corvidae","Green Jay","Common Raven (Northern)"
4860,4830,"Corvidae","Green Jay","Common Raven"
4860,4832,"Corvidae","Brown Jay","Common Raven (Northern)"
4860,4832,"Corvidae","Brown Jay","Common Raven"
4860,4831,"Corvidae","San Blas Jay","Common Raven (Northern)"
4860,4831,"Corvidae","San Blas Jay","Common Raven"
4860,4790,"Corvidae","Florida Scrub-Jay","Common Raven (Northern)"
4860,4790,"Corvidae","Florida Scrub-Jay","Common Raven"
4860,4811,"Corvidae","Island Scrub-Jay","Common Raven (Northern)"
4860,4811,"Corvidae","Island Scrub-Jay","Common Raven"
4860,4810,"Corvidae","Western Scrub-Jay","Common Raven (Northern)"
4860,4810,"Corvidae","Western Scrub-Jay","Common Raven"
4860,4810,"Corvidae","Western Scrub-Jay (Woodhouse's)","Common Raven (Northern)"
4860,4810,"Corvidae","Western Scrub-Jay (Woodhouse's)","Common Raven"
4860,4820,"Corvidae","Mexican Jay","Common Raven (Northern)"
4860,4820,"Corvidae","Mexican Jay","Common Raven"
4860,4920,"Corvidae","Pinyon Jay","Common Raven (Northern)"
4860,4920,"Corvidae","Pinyon Jay","Common Raven"
4860,4910,"Corvidae","Clark's Nutcracker","Common Raven (Northern)"
4860,4910,"Corvidae","Clark's Nutcracker","Common Raven"
4860,4750,"Corvidae","Black-billed Magpie","Common Raven (Northern)"
4860,4750,"Corvidae","Black-billed Magpie","Common Raven"
4860,4760,"Corvidae","Yellow-billed Magpie","Common Raven (Northern)"
4860,4760,"Corvidae","Yellow-billed Magpie","Common Raven"
4860,4903,"Corvidae","Eurasian Jackdaw","Common Raven (Northern)"
4860,4903,"Corvidae","Eurasian Jackdaw","Common Raven"
4860,4880,"Corvidae","American Crow","Common Raven (Northern)"
4860,4880,"Corvidae","American Crow","Common Raven"
4860,4890,"Corvidae","Northwestern Crow","Common Raven (Northern)"
4860,4890,"Corvidae","Northwestern Crow","Common Raven"
4860,16380,"Corvidae","White-necked Crow","Common Raven (Northern)"
4860,16380,"Corvidae","White-necked Crow","Common Raven"
4860,4891,"Corvidae","Tamaulipas Crow","Common Raven (Northern)"
4860,4891,"Corvidae","Tamaulipas Crow","Common Raven"
4860,16351,"Corvidae","Sinaloa Crow","Common Raven (Northern)"
4860,16351,"Corvidae","Sinaloa Crow","Common Raven"
4860,4900,"Corvidae","Fish Crow","Common Raven (Northern)"
4860,4900,"Corvidae","Fish Crow","Common Raven"
4860,4892,"Corvidae","Hawaiian Crow","Common Raven (Northern)"
4860,4892,"Corvidae","Hawaiian Crow","Common Raven"
4860,93630,"Corvidae","Marianas Crow","Common Raven (Northern)"
4860,93630,"Corvidae","Marianas Crow","Common Raven"
4860,4881,"Corvidae","crow sp.","Common Raven (Northern)"
4860,4881,"Corvidae","crow sp.","Common Raven"
4860,4870,"Corvidae","Chihuahuan Raven","Common Raven (Northern)"
4860,4870,"Corvidae","Chihuahuan Raven","Common Raven"
4860,4860,"Corvidae","Common Raven","Common Raven (Northern)"
4860,4860,"Corvidae","Common Raven","Common Raven"
4860,4860,"Corvidae","Common Raven (Northern)","Common Raven (Northern)"
4860,4860,"Corvidae","Common Raven (Northern)","Common Raven"
4860,4865,"Corvidae","raven sp.","Common Raven (Northern)"
4860,4865,"Corvidae","raven sp.","Common Raven"
4880,4840,"Corvidae","Gray Jay","American Crow"
4880,4840,"Corvidae","Gray Jay (Rocky Mts.)","American Crow"
4880,4780,"Corvidae","Steller's Jay","American Crow"
4880,4780,"Corvidae","Steller's Jay (Coastal)","American Crow"
4880,4770,"Corvidae","Blue Jay","American Crow"
4880,4830,"Corvidae","Green Jay","American Crow"
4880,4832,"Corvidae","Brown Jay","American Crow"
4880,4831,"Corvidae","San Blas Jay","American Crow"
4880,4790,"Corvidae","Florida Scrub-Jay","American Crow"
4880,4811,"Corvidae","Island Scrub-Jay","American Crow"
4880,4810,"Corvidae","Western Scrub-Jay","American Crow"
4880,4810,"Corvidae","Western Scrub-Jay (Woodhouse's)","American Crow"
4880,4820,"Corvidae","Mexican Jay","American Crow"
4880,4920,"Corvidae","Pinyon Jay","American Crow"
4880,4910,"Corvidae","Clark's Nutcracker","American Crow"
4880,4750,"Corvidae","Black-billed Magpie","American Crow"
4880,4760,"Corvidae","Yellow-billed Magpie","American Crow"
4880,4903,"Corvidae","Eurasian Jackdaw","American Crow"
4880,4880,"Corvidae","American Crow","American Crow"
4880,4890,"Corvidae","Northwestern Crow","American Crow"
4880,16380,"Corvidae","White-necked Crow","American Crow"
4880,4891,"Corvidae","Tamaulipas Crow","American Crow"
4880,16351,"Corvidae","Sinaloa Crow","American Crow"
4880,4900,"Corvidae","Fish Crow","American Crow"
4880,4892,"Corvidae","Hawaiian Crow","American Crow"
4880,93630,"Corvidae","Marianas Crow","American Crow"
4880,4881,"Corvidae","crow sp.","American Crow"
4880,4870,"Corvidae","Chihuahuan Raven","American Crow"
4880,4860,"Corvidae","Common Raven","American Crow"
4880,4860,"Corvidae","Common Raven (Northern)","American Crow"
4880,4865,"Corvidae","raven sp.","American Crow"
4900,4840,"Corvidae","Gray Jay","Fish Crow"
4900,4840,"Corvidae","Gray Jay (Rocky Mts.)","Fish Crow"
4900,4780,"Corvidae","Steller's Jay","Fish Crow"
4900,4780,"Corvidae","Steller's Jay (Coastal)","Fish Crow"
4900,4770,"Corvidae","Blue Jay","Fish Crow"
4900,4830,"Corvidae","Green Jay","Fish Crow"
4900,4832,"Corvidae","Brown Jay","Fish Crow"
4900,4831,"Corvidae","San Blas Jay","Fish Crow"
4900,4790,"Corvidae","Florida Scrub-Jay","Fish Crow"
4900,4811,"Corvidae","Island Scrub-Jay","Fish Crow"
4900,4810,"Corvidae","Western Scrub-Jay","Fish Crow"
4900,4810,"Corvidae","Western Scrub-Jay (Woodhouse's)","Fish Crow"
4900,4820,"Corvidae","Mexican Jay","Fish Crow"
4900,4920,"Corvidae","Pinyon Jay","Fish Crow"
4900,4910,"Corvidae","Clark's Nutcracker","Fish Crow"
4900,4750,"Corvidae","Black-billed Magpie","Fish Crow"
4900,4760,"Corvidae","Yellow-billed Magpie","Fish Crow"
4900,4903,"Corvidae","Eurasian Jackdaw","Fish Crow"
4900,4880,"Corvidae","American Crow","Fish Crow"
4900,4890,"Corvidae","Northwestern Crow","Fish Crow"
4900,16380,"Corvidae","White-necked Crow","Fish Crow"
4900,4891,"Corvidae","Tamaulipas Crow","Fish Crow"
4900,16351,"Corvidae","Sinaloa Crow","Fish Crow"
4900,4900,"Corvidae","Fish Crow","Fish Crow"
4900,4892,"Corvidae","Hawaiian Crow","Fish Crow"
4900,93630,"Corvidae","Marianas Crow","Fish Crow"
