"FocalAOU","ENV","COMP","SHARED","NONE"
3000,0.0357699027823646,-0.00104899340828681,0.00462379460136356,0.962003765391651
2930,0.115152128139158,0.0327744991179228,0.010573071220197,0.854321942452625
2940,0.0285893407966417,0.0152928444930489,0.0138701285180191,0.936499406327223
2890,0.103329273731451,0.0148326402197022,0.00185016803543934,0.893931168236298
2881,-0.541325689466489,0.000937159596385871,0.592332896515773,0.948872509522455
3190,0.0497965822731202,0.35458392514718,-0.202348337521667,0.55331380395218
3160,0.0561239317091186,0.0279589300603279,0.00804716934088002,0.927568251816007
3210,0.296251965649503,0.052239558154756,-0.0224133337216424,0.703257423643887
3200,-0.0643953794086201,0.00632250789072315,0.167322102073279,0.889751031102079
3880,-0.315407922173617,0.118410845992889,0.347855721747251,0.852186326834567
3870,0.0166202134550011,0.19542098049496,-0.0627556089379646,0.753321178925212
4120,-0.00142979675812678,0.0663296436932422,0.0904808680399188,0.883360399245502
4020,0.0613212938577848,0.526175753692107,0.0118664260910774,0.429074390227863
4090,0.0121416510628883,0.039474082572155,0.015400068407994,0.950135299523387
3930,0.0234731128137241,0,0,0.976526887186276
3960,-0.0765974691494201,0.0366093017456184,0.0142610415334743,0.947958605744003
3940,0.106114203013349,0.043215782010625,-0.000628142176334605,0.868154237719768
4030,0.000946793164960241,0.0875846688413381,0.0733769456946875,0.8601195386449
4021,0.186708917306078,0.0150076982472418,0.0140609467732094,0.787950958288682
4060,-0.23572421778585,0.0874167937380615,0.259088847362223,0.896157258906175
4320,0.0636053311921674,0.077773926956126,0.081114988439606,0.799556915923052
4290,-0.168435644620239,1.30700948504439e-05,0.217286596281479,0.950942957785377
4360,-0.115395544366922,0.0611015468363606,0.227442246592327,0.843655070489894
4310,0.453271039179672,0.0104674011721895,0.00210761354539489,0.54255575160449
4330,-0.0180822825828397,0.117587714671635,0.0547668385799977,0.784876121643917
4470,0.062105593213374,0.054760889763497,0.0493517795055893,0.856160709634991
4520,0.0193817160611802,0.182010451415279,0.0861632421925735,0.746738177617761
4440,0.0834755893585316,0.0908638925604345,0.0657322802036571,0.822790568518646
4430,0.102271386576949,0.395008401119422,0.0883544701245158,0.45696962089475
4560,0.016610406699867,0.163433162022045,0.0796679408055181,0.805887133812633
4570,-0.0231042004592528,0.0870550352687947,0.10846190318564,0.871451220163918
4590,-0.203149201930913,0.0228763629047165,0.288401275040051,0.896548233216798
4540,-0.0740225975372809,0.171564591794681,-0.0142633149989238,0.822374729885914
4610,0.0597259312007824,0.190041113738381,0.116725619814345,0.721316837641962
4480,0.110234828805242,0.151964865778264,0.0402342777465432,0.760313895447644
4620,0.0159525770230484,0.102957665500175,-0.0459484690918792,0.848725094623785
4670,0.0559593545675705,-0.00094931898981692,-0.0339671777320447,0.943269604321568
