"FocalAOU","CompetitorAOU","Estimate","P","R2"
3000,2881,0.828634222442189,9.24702105281758e-07,0.0302649282144535
3000,2980,-0.213122284644834,0.684101926926139,0.000211266603953893
2940,2920,-1.00527678366612,0.204581810865404,0.00714298021753509
2890,2930,-1.6437475340452,0.0192783130342037,0.00429416480419464
2881,3000,0.716574183176924,0.000116437300701295,0.0441972601913654
3120,3160,-3.37869435599954,7.92427382922549e-15,0.217164931508258
3120,3131,-0.981241812938957,0.0189620908790146,0.0220850348045134
3190,3210,-4.02208797686104,5.67223236121518e-06,0.0830637920842897
3190,3160,-14.0187682325354,2.58654375822921e-53,0.630112496930129
3190,22860,-5.7037138893658,2.05297897966634e-19,0.289524207548609
3190,3131,-3.57492030734517,8.60606211191532e-13,0.193710666401409
3190,3200,-1.24470972182219,0.0730827418070761,0.0134347203330193
3190,3120,-1.65534507580639,0.169888729045678,0.00790090910951031
3160,3120,-4.42267354799089,6.87499841646146e-65,0.104503658099267
3160,22860,-1.94749756578003,2.4544834120405e-14,0.0219300001424077
3160,3131,0.0631056341370459,0.705928017945654,5.43102910018058e-05
3160,3200,2.10238526199106,0.095815657485283,0.00105755463290827
3160,3210,8.90392145029033,5.55226354452847e-05,0.00617939917576333
3160,3190,1.85142143977613,0.000208944194772287,0.00523093569616405
3200,22860,-2.38257411762911,3.73151461398696e-05,0.0875844167297781
3200,3131,-0.495879679490238,0.293916747096726,0.0059208799759569
3200,3210,-1.51567457611983,0.00347449139769452,0.0449928281186908
3200,3160,-14.3594559851124,5.12358565712466e-09,0.168101747561226
3200,3190,-0.823546648642561,0.0515856895118997,0.0202193342218886
3880,3870,-0.0675683620265267,0.461184953666648,0.000459883391577018
3870,3880,-5.28259825816359,1.22681455384742e-118,0.274867337866412
4120,4010,-4.47569108601013,1.33590768837746e-05,0.0100629361093637
4120,4090,-1.46510501879698,2.03839109018903e-22,0.0493487607313988
4120,3930,-1.53200639024208,1.39961270064899e-08,0.0170248511785857
4120,3940,-3.93048674427794,3.96084142203709e-54,0.120169701960199
4120,4000,0.376532145322055,0.718221782871059,6.9457641656628e-05
4120,3950,-3.5209879312409,0.00168613910808766,0.00524797794139952
4120,3960,-2.67761777382937,0.000416682220354799,0.00662286820015862
4120,4060,-2.88555218386807,3.30908839083359e-56,0.124631995707891
4120,4020,1.87122548906385,1.08535362897207e-21,0.0476686831615467
4120,4080,-1.86398442201631,0.114624501363387,0.00132708611899019
4120,4021,-1.94218656335382,0.144387880715777,0.00113595666260836
4020,4010,-3.57292057591591,0.0137855081661113,0.00961941056293444
4020,3930,-6.50493033462925,4.64449034030122e-64,0.365577706554076
4020,4000,0.626001392423535,0.592627504714199,0.000456086382796057
4020,4060,-3.56646182288072,4.25054316912889e-20,0.125708853965083
4020,4090,-3.47758495133608,4.61731689582458e-35,0.215908228493418
4020,4120,-6.81741763928079,1.84605277208036e-67,0.381162208774244
4020,3940,-6.2458679330296,2.45121738240396e-63,0.36221708625106
4090,3960,-3.25602014519773,0.00966885047867459,0.00427284703906501
4090,4020,-6.69120883789672,2.35184953898456e-199,0.440320034237555
4090,3930,-10.1093633928671,1.34940140717609e-289,0.570845543102356
4090,4120,-8.97630016866752,9.76700367558901e-315,0.601453246580032
4090,3950,5.711948394603,0.0221554836521259,0.0033417224292783
4090,4100,-4.52667289269594,0.00159250926810243,0.00635540441653305
4090,3940,-11.1291920696647,2.4692747166595e-284,0.564147235624397
4090,4060,-1.42946650333341,0.000295257118208327,0.00834378799706665
3930,4070,0.990937175185216,3.37791540783685e-05,0.00771959233732634
3930,4090,-1.05947183603689,9.24165970122394e-39,0.0735812318204557
3930,4040,1.86967864893772,1.65271019615548e-08,0.0142606306696727
3930,4000,3.22127139481158,1.29530621030494e-14,0.0264138024404922
3930,3970,0.143224168920121,0.709578891070941,6.25168321588284e-05
3930,4010,0.757796051892189,0.0134350356950484,0.00275073042041428
3930,3960,0.295344320262811,0.301769013322755,0.000480551742214059
3930,3990,1.97332546168444,0.000176447808931925,0.00632053847239874
3930,4021,0.487695802094113,0.00805992207693934,0.00315934882319679
3930,3950,-0.315534079813424,0.623626164238705,0.000108537630340215
3930,3940,-0.960625704785661,2.27039082547763e-13,0.023939417358342
3930,4080,-0.18134587537214,0.613190578179779,0.000115186015245358
3930,4020,1.39937482425921,1.31766606527067e-32,0.0617465640274611
3930,4060,-1.2921685310601,2.92628952305557e-37,0.0707081765764148
3930,4030,1.60754488862831,2.07747333604545e-10,0.0180423241487055
3930,4120,-0.789387274474203,3.91191437795971e-13,0.0234690884383048
3960,4090,-2.03968552200675,0.000496833960370144,0.0632850125437923
3960,3940,-2.47712758734882,0.000258045288220872,0.069451425970334
3960,4070,-1.31123202772149,0.0551781741000186,0.0196251590222677
3960,3930,-1.40108835702308,0.0851329876047506,0.0158517579215684
