"FocalAOU","Focal","CompAOU","Comp","Estimate","P","R2","envr2","bothp","bothr2"
4430,"Scissor-tailed Flycatcher",4440,"Eastern Kingbird",-21.8340571428225,4.37103402183992e-25,0.438384662869946,0.416945486503954,8.01093838064011e-13,0.560442474403129
4440,"Eastern Kingbird",4590,"Olive-sided Flycatcher",-6.06282104086666,1.62441323383553e-09,0.0264811269535532,0.0487319532969648,1.18204349562513e-05,0.0621450221126469
4470,"Western Kingbird",4590,"Olive-sided Flycatcher",-16.10231185797,1.03570920094704e-07,0.0484881748904662,0.132963059910721,0.0189794275192634,0.141360073127244
4480,"Cassin's Kingbird",4540,"Ash-throated Flycatcher",-10.1212836709443,0.00125960600998502,0.0992475221707736,0.122855653803805,6.19711424328711e-05,0.258471958531784
4520,"Great Crested Flycatcher",4560,"Eastern Phoebe",-13.7699121663385,1.16668235266246e-104,0.336288957396483,0.0164158786930913,4.02906676068679e-107,0.354511593555371
4540,"Ash-throated Flycatcher",4570,"Say's Phoebe",-16.9910035622669,7.22874934651181e-09,0.140248290159773,0.052606579979641,1.84378802682792e-09,0.197609578099432
4560,"Eastern Phoebe",4440,"Eastern Kingbird",-7.089361816137,3.20846282821764e-82,0.286800149201425,0.0455675247585279,1.14177195168807e-85,0.329975084145253
4570,"Say's Phoebe",4470,"Western Kingbird",-2.08493110652402,1.72370203095488e-07,0.0743740429489379,0.0738438689788812,1.69052254295636e-09,0.165211934025377
4590,"Olive-sided Flycatcher",4470,"Western Kingbird",-1.10174601825671,0.00426009062507868,0.0211864043972745,0.0754680571657579,0.00181721406059516,0.0989825871892012
4610,"Eastern Wood-Pewee",4440,"Eastern Kingbird",-9.82705633011223,3.25818192655738e-82,0.284154124849438,0.128537215597859,1.43628344021081e-79,0.37000531304695
4620,"Western Wood-Pewee",4470,"Western Kingbird",-7.33643969684528,4.2589451753295e-14,0.113953126502879,0.0674677486926029,9.33232689209439e-14,0.171859876481636
4640,"Cordilleran Flycatcher",4680,"Hammond's Flycatcher",-3.75036090546438,0.00856320514306642,0.0601044808746721,0.0641547569344815,0.0114582219799377,0.118183527534934
4641,"Pacific-slope Flycatcher",4620,"Western Wood-Pewee",-27.8026941289948,2.804408933644e-17,0.434152013436889,0.26879657715942,7.90732874355894e-12,0.502470612524948
4650,"Acadian Flycatcher",4610,"Eastern Wood-Pewee",-11.4928051872035,4.34950458410914e-44,0.272555580692714,0.0887873618879407,1.25535221513857e-61,0.420808893181038
4660,"Willow Flycatcher",4661,"Alder Flycatcher",-1.83173677699689,2.16888016339997e-05,0.0225281022915957,0.124862080713483,0.000190839199567326,0.140194377633983
4670,"Least Flycatcher",4660,"Willow Flycatcher",-7.98639764760941,1.31431543298681e-23,0.154047979670452,0.0884112847572092,7.81732738751965e-17,0.188765930351492
4680,"Hammond's Flycatcher",4640,"Cordilleran Flycatcher",-5.07878443314001,7.86121665402917e-05,0.0751750088918508,0.132710533400308,0.0173019714576191,0.157483182298062
4690,"Dusky Flycatcher",4691,"Gray Flycatcher",-3.55921014405966,0.052739546157185,0.017584125965963,0.041574208155743,0.165340035406219,0.0504230732257146
4691,"Gray Flycatcher",4640,"Cordilleran Flycatcher",-3.56291365192927,0.0422820957319538,0.0460348955636894,0.0878973263460441,0.130628745302811,0.112518247498084
4750,"Black-billed Magpie",4770,"Blue Jay",-10.3147321035988,0.000175721829875306,0.0369810568099735,0.127060449048204,0.0174064450020099,0.140318393627343
4770,"Blue Jay",4750,"Black-billed Magpie",-11.1454795244607,1.25378329622699e-18,0.0604123253671579,0.059821667615268,1.65068140148036e-12,0.0968324632790163
4780,"Steller's Jay",4910,"Clark's Nutcracker",-13.046689981863,2.21294544567547e-11,0.173132241402529,0.154556493150126,1.44664361946372e-08,0.264094285641567
4812,"Western Scrub-Jay",4780,"Steller's Jay",-16.4930883587795,6.58394731388903e-09,0.383734557279974,0.564865509485861,0.00113302148585279,0.62985384827405
4840,"Gray Jay",4780,"Steller's Jay",-2.84632873554242,0.000501818619500182,0.0551370164656998,0.0901218623813237,0.0862269414116795,0.102816040313365
4880,"American Crow",4750,"Black-billed Magpie",-41.550456378255,1.63873714427388e-50,0.13282995152979,0.21774428300668,0.000486511792495534,0.223807926698486
4900,"Fish Crow",4770,"Blue Jay",-31.8067902140958,6.76769971435391e-75,0.596397560531456,0.106192689133593,6.39607189626735e-66,0.600206983081946
4910,"Clark's Nutcracker",4840,"Gray Jay",-2.20577904322746,0.012727777151668,0.0377010745542858,0.0676590779582068,0.014839435220468,0.102140290710301
4940,"Bobolink",4950,"Brown-headed Cowbird",-20.6084252394577,2.95751791197794e-22,0.14485752206005,0.0817489166409506,5.70878395836125e-14,0.164556660738304
4950,"Brown-headed Cowbird",5080,"Bullock's Oriole",-16.8376419908854,1.39387122923158e-08,0.018657246374489,0.0508240175392445,0.133594296959204,0.0520755323010077
4970,"Yellow-headed Blackbird",4980,"Red-winged Blackbird",-78.6392761404523,6.08868469718402e-07,0.0807604864628964,0.124771631771023,2.12321657219124e-09,0.226072719632038
4980,"Red-winged Blackbird",4950,"Brown-headed Cowbird",-171.857087193794,6.50672626958646e-72,0.175212015283638,0.0525894423545104,6.81150147494103e-58,0.188184550807193
5010,"Eastern Meadowlark",4950,"Brown-headed Cowbird",-45.8110866423661,3.51354237097629e-100,0.339226618129641,0.0469281176074527,5.52435904107458e-108,0.391629126131278
5011,"Western Meadowlark",4950,"Brown-headed Cowbird",-107.316828139801,9.00961468538181e-65,0.335929317382442,0.379306086990533,3.21271896656017e-25,0.467603915752892
5060,"Orchard Oriole",4950,"Brown-headed Cowbird",-14.4737407793896,1.11815319861053e-76,0.316818708615545,0.108133299437706,1.3308999602519e-70,0.372525136562076
5070,"Baltimore Oriole",4950,"Brown-headed Cowbird",-9.77934936847899,3.72067916241645e-36,0.153264624821078,0.141569438025916,7.66367476240221e-19,0.210171854902166
5080,"Bullock's Oriole",4950,"Brown-headed Cowbird",-10.364046074723,1.60535955890685e-19,0.202220644083137,0.0967123127197357,3.70823981691803e-21,0.296019496606044
5100,"Brewer's Blackbird",4950,"Brown-headed Cowbird",-44.7757670531255,4.06720998377354e-35,0.254089113340443,0.126749929249462,1.23648700714571e-30,0.323844194770816
5110,"Common Grackle",4950,"Brown-headed Cowbird",-95.2903884582441,6.92973870327185e-86,0.247991374539219,0.176327759544944,6.92234464296259e-63,0.330742028305282
5120,"Great-tailed Grackle",4950,"Brown-headed Cowbird",-42.4602420058415,6.78990128616752e-16,0.261033546159048,0.0886216188384266,3.95873615550758e-15,0.31927807779017
5170,"Purple Finch",5190,"House Finch",-1.88128306738795,1.09750551051948e-05,0.0417360922512828,0.13465397234623,0.000432346871829076,0.158174800794913
5180,"Cassin's Finch",5190,"House Finch",-6.63803894639153,3.28005356971827e-12,0.2391335904656,0.0789720578731774,4.79507164788768e-13,0.318601924374007
5190,"House Finch",5330,"Pine Siskin",-6.65002867494085,1.9493508267552e-06,0.0157816351669461,0.0167532561340126,3.39872818349644e-05,0.0285820946058469
5210,"Red Crossbill",5170,"Purple Finch",-10.4456834140946,3.76652101806854e-09,0.118471846476023,0.157493324653104,0.000154535758304218,0.200767115603508
5220,"White-winged Crossbill",5170,"Purple Finch",-9.96424755629864,4.46953443817885e-07,0.243030536660161,0.169562101315816,3.50065805336095e-05,0.317156805749367
5290,"American Goldfinch",5330,"Pine Siskin",-10.4953351291489,6.86117763171404e-20,0.0603307390855647,0.21698986878939,0.00533021759233216,0.221528645766059
5300,"Lesser Goldfinch",5190,"House Finch",-5.60664566003057,0.0549722342473338,0.0177620344078077,0.189487416308788,0.0526664563897151,0.204449454297367
5330,"Pine Siskin",5300,"Lesser Goldfinch",-7.30091199413031,8.39639729652275e-05,0.0344258860721888,0.105272443620493,0.0541521169153821,0.112823595077438
5400,"Vesper Sparrow",5810,"Song Sparrow",-22.2652837969189,2.45233072849167e-68,0.335919171276439,0.188286564175354,3.11174951623474e-56,0.420314685379099
5460,"Grasshopper Sparrow",5600,"Chipping Sparrow",-12.1243304551578,4.20352957509687e-51,0.231310919464754,0.0422339048895381,1.24742296663713e-65,0.319787978529679
5480,"Le Conte's Sparrow",5420,"Savannah Sparrow",-2.50367853559872,0.0578353388746188,0.0341688195492321,0.186348346019839,0.335972588243484,0.193883256767328
5520,"Lark Sparrow",5600,"Chipping Sparrow",-8.89205748323756,6.36849507807938e-31,0.199891948067465,0.212681241741564,1.48863068365241e-10,0.265117620152975
5540,"White-crowned Sparrow",5830,"Lincoln's Sparrow",-10.2990842599196,0.00198420641978406,0.0434100207474662,0.107235856586472,6.90893218459918e-08,0.221954722228547
5580,"White-throated Sparrow",5600,"Chipping Sparrow",-51.8384311787665,1.80215315950752e-52,0.585955955844644,0.198758082140985,7.54441352731042e-44,0.618905990651883
5600,"Chipping Sparrow",5520,"Lark Sparrow",-21.3326431831788,2.43618094512835e-69,0.191709826084958,0.222394698364219,1.44913004210967e-48,0.329209258086106
5610,"Clay-colored Sparrow",5600,"Chipping Sparrow",-38.361399321081,9.73466201800565e-35,0.429243037944906,0.329467111488778,7.55418619184568e-21,0.518113707285009
5620,"Brewer's Sparrow",5520,"Lark Sparrow",-24.4556496793161,9.70478500251993e-10,0.159254489892651,0.0285763597508411,2.69420952180326e-13,0.245389393103522
5630,"Field Sparrow",5840,"Swamp Sparrow",-7.86093827062874,6.22905279607589e-24,0.102047308695721,0.103468703951935,6.37059974145404e-12,0.147317124742478
5730,"Black-throated Sparrow",5650,"Black-chinned Sparrow",-21.7422599549993,0.0840787747760847,0.0214694523981774,0.214912626650288,0.0430924321807141,0.23861012729534
5780,"Cassin's Sparrow",5520,"Lark Sparrow",-38.9332108291041,1.88353645024915e-08,0.210825511188867,0.288859981678691,0.000552298533724606,0.351444683578264
5810,"Song Sparrow",5520,"Lark Sparrow",-29.8862617911098,3.7437197583653e-41,0.133523997838512,0.244306047062918,1.98655830626459e-23,0.301870017145265
5850,"Fox Sparrow",5830,"Lincoln's Sparrow",-14.0026221491946,1.34202831359694e-05,0.109433051159908,0.118590949156256,3.72062536500901e-05,0.20774220318878
5870,"Eastern Towhee",5420,"Savannah Sparrow",-11.4403384213207,1.61973977813521e-43,0.182510073645332,0.140984930038025,8.24925082287236e-23,0.224459804549718
5880,"Spotted Towhee",5900,"Green-tailed Towhee",-11.1242949430469,7.12781988057189e-09,0.093960229861807,0.038599920438442,1.38550063007039e-11,0.161001250437196
5900,"Green-tailed Towhee",5880,"Spotted Towhee",-12.2908147949643,4.05998387371903e-09,0.180763966828313,0.0456183965282915,2.58929685972742e-08,0.205095742798068
5930,"Northern Cardinal",5950,"Rose-breasted Grosbeak",-58.3696398175782,5.34878492672494e-98,0.326789545729594,0.192389368677308,4.37382417694737e-63,0.372840109206707
5950,"Rose-breasted Grosbeak",5970,"Blue Grosbeak",-3.6877093963769,6.06629743517057e-13,0.071410781357538,0.0792271641081402,4.77098871049236e-07,0.112189135695988
5960,"Black-headed Grosbeak",5970,"Blue Grosbeak",-6.2399554322983,2.56704692768436e-07,0.0696982539075885,0.121291610223975,2.01138123619665e-05,0.164154462010103
5970,"Blue Grosbeak",5950,"Rose-breasted Grosbeak",-7.851525696206,1.26705604979287e-11,0.0593588595866679,0.181599388854055,7.43087042874511e-08,0.212770057525375
5980,"Indigo Bunting",5940,"Pyrrhuloxia",-24.2404847695451,2.33665923978102e-07,0.0233895949126102,0.365957155242671,0.00204512398812511,0.371291188878638
5990,"Lazuli Bunting",5960,"Black-headed Grosbeak",-4.45142946669157,0.000634655407962729,0.0411868385694862,0.0544811298308502,1.71968481953741e-05,0.116247432912278
6010,"Painted Bunting",5970,"Blue Grosbeak",-36.8455677151014,4.43732419836529e-21,0.430801244257949,0.379696571718909,7.46380315916609e-10,0.515387055440019
6040,"Dickcissel",5970,"Blue Grosbeak",-37.1105817786586,4.00287116528905e-13,0.0859851482635091,0.154287975879454,9.55656664734643e-24,0.289035479647801
6050,"Lark Bunting",5520,"Lark Sparrow",-86.7142388547427,7.19827443548459e-11,0.265672854619347,0.239014807916586,2.99964196439033e-09,0.415307439583598
6070,"Western Tanager",6090,"Hepatic Tanager",-9.62935428622907,0.0237790389447516,0.0145163900281179,0.0956188433690624,0.729633164425436,0.0959314580869205
6080,"Scarlet Tanager",6100,"Summer Tanager",-2.51588031542702,2.69686153256422e-07,0.0327904829196854,0.137997412738864,0.00109720431277437,0.149553706440811
6100,"Summer Tanager",6090,"Hepatic Tanager",-5.2228777034681,0.0036691031957704,0.0158145204341284,0.17559838419771,0.808753092547905,0.17569028045498
6120,"Cliff Swallow",6130,"Barn Swallow",-82.1309946153926,4.97106779237942e-45,0.154971317072631,0.0330246602000806,6.49217988740666e-49,0.19564165341984
6130,"Barn Swallow",6150,"Violet-green Swallow",-17.4459649151362,4.35393454596015e-36,0.0913905213728519,0.1842543350108,7.63600894045966e-17,0.218153004971771
6140,"Tree Swallow",6170,"Northern Rough-winged Swallow",-9.62667656245532,3.96990008419798e-47,0.146174476346309,0.0709169514371259,2.41454692880393e-40,0.188092289845877
6150,"Violet-green Swallow",6130,"Barn Swallow",-12.328033643758,8.36591178680227e-09,0.0829004483948122,0.0873918565179027,7.46956868638113e-10,0.17411510628179
6160,"Bank Swallow",6140,"Tree Swallow",-24.3289489696925,9.73170736275368e-33,0.224145769206876,0.0139569075125979,3.13874952024056e-37,0.264103713289692
6170,"Northern Rough-winged Swallow",6140,"Tree Swallow",-3.12715444203286,1.89688089976531e-21,0.0661551579329474,0.01642723120404,1.44848399189852e-19,0.0756911543504903
6240,"Red-eyed Vireo",6270,"Warbling Vireo",-32.8884332624538,6.96780806661304e-73,0.230643798275092,0.0902803960419596,9.22300440311648e-120,0.412232414079606
6270,"Warbling Vireo",6290,"Blue-headed Vireo",-10.485208868285,1.53913644422799e-16,0.0589312884551449,0.0773177971827283,8.64282372056018e-16,0.129235179240431
6280,"Yellow-throated Vireo",6270,"Warbling Vireo",-1.69470305413299,1.3651259235038e-17,0.0867315223410026,0.0185696754644117,4.05510982195024e-22,0.126891825378349
6290,"Blue-headed Vireo",6280,"Yellow-throated Vireo",-4.00844236311854,1.17616447074672e-18,0.174451045211634,0.0132065115003353,1.86387256627766e-19,0.194245291586552
6291,"Plumbeous Vireo",6270,"Warbling Vireo",-8.61928009086958,9.41571190373813e-10,0.241415958521793,0.202847630599323,1.48416731798243e-06,0.331610264303423
6292,"Cassin's Vireo",6270,"Warbling Vireo",-2.71704572637457,0.00740407965146531,0.0592128473790527,0.14189674059547,0.119917020241877,0.15998706797094
6310,"White-eyed Vireo",6270,"Warbling Vireo",-11.9777704308447,6.48993048709347e-29,0.185875001903347,0.187324661804103,3.12950837597821e-17,0.278118900298967
6330,"Bell's Vireo",6280,"Yellow-throated Vireo",-5.47031668945812,0.00427296970491196,0.0349474581378019,0.218676518351409,0.103902357640438,0.227786091911324
6360,"Black-and-white Warbler",6370,"Prothonotary Warbler",-2.45843192304965,1.83405511953462e-08,0.0468758316544493,0.0418056478502542,5.27322330996673e-05,0.0654061414242201
6370,"Prothonotary Warbler",6360,"Black-and-white Warbler",-1.8052338595535,0.000326065120523674,0.0471308208611937,0.164550676934625,8.18916904272548e-08,0.250937368298893
6380,"Swainson's Warbler",6760,"Louisiana Waterthrush",-0.688956882618794,0.00131096670700616,0.0899960347615361,0.0524201882528466,0.00301992746705641,0.128212042560266
6390,"Worm-eating Warbler",6810,"Common Yellowthroat",-6.0090720951907,1.53314512692954e-28,0.336371362378073,0.0248731927361472,1.06179523536418e-30,0.377594409976115
6410,"Blue-winged Warbler",6710,"Pine Warbler",-0.266826164398166,0.0499658912522441,0.0115941544153463,0.0427133205214126,0.0381580947965402,0.055270386124135
6450,"Nashville Warbler",6520,"Yellow Warbler",-22.4924210024017,7.10387353850659e-39,0.422757705013394,0.0345913044683945,1.03647482019835e-38,0.445357807223939
6460,"Orange-crowned Warbler",6520,"Yellow Warbler",-19.9060732179595,6.59997461734158e-19,0.235662422164601,0.097022774689018,3.217608772478e-16,0.282747332324289
6480,"Northern Parula",6810,"Common Yellowthroat",-11.2340976559466,7.30444321224369e-74,0.355107610984387,0.0494774767553248,4.23154836694466e-71,0.378010922294902
6520,"Yellow Warbler",6830,"Yellow-breasted Chat",-10.7871574479307,3.09658191685617e-23,0.0727418723315858,0.0432901712138222,3.56160539691992e-13,0.0813759613464253
6540,"Black-throated Blue Warbler",6870,"American Redstart",-7.88062816818012,9.87753581936312e-23,0.352555549674603,0.0872520725626334,7.12337866846174e-19,0.364436308978108
6570,"Magnolia Warbler",6870,"American Redstart",-15.9101786385203,8.5161202074282e-22,0.292931701152747,0.0732860688900779,8.97630993143936e-20,0.324846086074936
6590,"Chestnut-sided Warbler",6520,"Yellow Warbler",-16.5993851491787,6.68312732801992e-50,0.400236556464669,0.13569224394855,6.89734102304085e-55,0.510958940721741
6620,"Blackburnian Warbler",6520,"Yellow Warbler",-6.67127061181704,4.54111198917469e-34,0.429902763808686,0.0554028284669529,4.23017613819574e-34,0.466421145750961
6630,"Yellow-throated Warbler",6370,"Prothonotary Warbler",-1.45065841502942,0.00206781857313748,0.0266326656742313,0.0530704769316413,7.76315107272152e-06,0.106018924692859
6650,"Black-throated Gray Warbler",6830,"Yellow-breasted Chat",-4.40883964025297,0.000170668881564911,0.0890429244215192,0.14822170102643,7.14435697671932e-05,0.234599086554752
6670,"Black-throated Green Warbler",6810,"Common Yellowthroat",-17.7065100110227,7.55185969938451e-63,0.521798493752512,0.0126482968502329,5.24488370986085e-73,0.586237149123309
6710,"Pine Warbler",6810,"Common Yellowthroat",-19.7501234625429,7.3929080687801e-84,0.46186031325019,0.0966806399245768,1.35268847473815e-73,0.476563535149887
6730,"Prairie Warbler",6810,"Common Yellowthroat",-7.67491028628614,1.07368424771839e-31,0.259144039025055,0.147529703885594,1.91733022048774e-21,0.301636553907799
6740,"Ovenbird",6810,"Common Yellowthroat",-41.0126719216534,7.34816223520265e-117,0.500157389282215,0.0595951828235013,2.93076830081468e-133,0.576025752981596
6760,"Louisiana Waterthrush",6380,"Swainson's Warbler",-0.453390689550625,0.00611064495699047,0.0165119155266595,0.0501447447267164,0.0259177700226007,0.060617743126437
6770,"Kentucky Warbler",6740,"Ovenbird",-1.19263100748905,4.90871197828802e-06,0.0457711938144393,0.151237084224258,0.200412286542828,0.154382843560688
6790,"Mourning Warbler",6810,"Common Yellowthroat",-18.3541030317852,8.38223666279406e-51,0.549887222551316,0.175691086269355,1.88619381799768e-44,0.592646237220881
6800,"MacGillivray's Warbler",6810,"Common Yellowthroat",-6.77388734946163,1.82343145667645e-07,0.113673732507297,0.231443037360975,0.000293169904335627,0.275622857447527
6810,"Common Yellowthroat",6460,"Orange-crowned Warbler",-13.3647497483768,2.90230209771342e-25,0.0693077041112171,0.16568285503456,3.15566017122225e-10,0.187443303190218
6830,"Yellow-breasted Chat",6800,"MacGillivray's Warbler",-8.41208205420041,3.33174434051947e-07,0.032616176253071,0.174930199550614,0.652169733694156,0.175144674538688
6840,"Hooded Warbler",6810,"Common Yellowthroat",-10.7911955342484,8.88505847060059e-75,0.525104533557671,0.144968152185079,5.26456307284654e-60,0.530355623342224
6850,"Wilson's Warbler",6520,"Yellow Warbler",-20.5341873074409,5.72599285370602e-19,0.23499779868253,0.0631924253533624,1.25792222094259e-15,0.247797743422271
6860,"Canada Warbler",6870,"American Redstart",-4.12556770203293,8.22696547647503e-12,0.19815916590459,0.126923970789898,1.48996328002685e-06,0.219131565710764
7020,"Sage Thrasher",7030,"Northern Mockingbird",-12.1582284437242,0.0230715381209149,0.0353397110909306,0.0346698832420982,0.0187931219341362,0.0721257650996497
7030,"Northern Mockingbird",7040,"Gray Catbird",-29.0287623648186,9.35155033144834e-88,0.30742901960908,0.244903140376073,7.4691157676262e-37,0.350324914905071
7040,"Gray Catbird",7050,"Brown Thrasher",-17.1214037160763,8.18515811536545e-50,0.159934833158217,0.194100022656264,1.39424584383218e-43,0.307848602653821
7050,"Brown Thrasher",7040,"Gray Catbird",-3.53867002022587,2.34496802639325e-36,0.124790441334379,0.191205148978785,8.617548074287e-38,0.296361941522519
7150,"Rock Wren",7210,"House Wren",-3.26273374641603,5.2036096629866e-06,0.0640770452874438,0.074349265126406,3.94492885632813e-06,0.135885959063385
7180,"Carolina Wren",7210,"House Wren",-23.0615929187941,1.74611964222365e-98,0.406800268672041,0.318028258593863,4.77248256570037e-44,0.457705639408056
7190,"Bewick's Wren",7210,"House Wren",-8.85522338691776,6.02884311579378e-08,0.101766944966052,0.192382489017517,1.90044482077792e-07,0.269729019388164
7210,"House Wren",7180,"Carolina Wren",-7.1332207740756,3.24756850042946e-21,0.0688261657376166,0.0744189735057374,4.20197224912553e-20,0.134820987811707
7221,"Pacific Wren",7210,"House Wren",-19.9674572106573,8.14002267578253e-07,0.199180587895767,0.211309547386186,8.61212022472668e-05,0.31854311416687
7222,"Winter Wren",7210,"House Wren",-7.82093354313428,3.1663986576832e-25,0.327376114947164,0.07384604143835,1.98638573832492e-23,0.361454545513175
7240,"Sedge Wren",7210,"House Wren",-8.83114704293086,1.82434649734377e-18,0.245012412966143,0.163194276542367,1.88628689895027e-11,0.292099272774267
7260,"Brown Creeper",7270,"White-breasted Nuthatch",-1.65548222853277,1.08524596682718e-12,0.111798451671287,0.0232360194383216,8.77240468798308e-12,0.124980614651693
7270,"White-breasted Nuthatch",7290,"Brown-headed Nuthatch",-1.93975135166614,4.31553869931517e-06,0.0176569429731594,0.0376503514787632,0.00254238594962242,0.0450419160732674
7280,"Red-breasted Nuthatch",7270,"White-breasted Nuthatch",-7.39460967996231,1.06731888888997e-25,0.172107566370347,0.0710657540871818,3.2779635103442e-25,0.228984248293506
7290,"Brown-headed Nuthatch",7270,"White-breasted Nuthatch",-3.20391479030672,1.34689896896235e-05,0.0914552611002367,0.105195232371031,7.21225576215046e-11,0.281488064496983
7310,"Tufted Titmouse",7350,"Black-capped Chickadee",-16.7737487133916,1.49229493689711e-62,0.262393320441811,0.224809983856675,6.78665654518009e-28,0.320327667313374
7350,"Black-capped Chickadee",7380,"Mountain Chickadee",-7.55119011936315,1.09786659279705e-13,0.0598923236948007,0.180871012079643,0.125335675227997,0.18303163799783
7360,"Carolina Chickadee",7320,"Black-crested Titmouse",-5.91301882026721,0.00243062973353604,0.0163528463197532,0.0488867692065634,1.83987168981982e-10,0.116202055738292
7380,"Mountain Chickadee",7331,"Juniper Titmouse",-9.45686200121,0.000265135467228075,0.0588004647406082,0.131159229625674,0.273372177919955,0.135982845690872
7480,"Golden-crowned Kinglet",7490,"Ruby-crowned Kinglet",-2.57721201743511,0.000440821937281287,0.0381527120462386,0.0465253856878903,7.39326384255116e-08,0.130653868137142
7510,"Blue-gray Gnatcatcher",7520,"Black-tailed Gnatcatcher",-4.29833953191938,0.095146298017086,0.0028163540242503,0.168620606820472,0.118413383168713,0.170679115565098
7540,"Townsend's Solitaire",7680,"Mountain Bluebird",-1.07244007051782,0.00804185668672619,0.0363876714336535,0.157876620901363,0.00347822783636016,0.195757651764057
7550,"Wood Thrush",7660,"Eastern Bluebird",-14.5136787328527,2.64305228449476e-83,0.322726454134241,0.161171511443791,4.58548013034772e-76,0.412728244176742
7560,"Veery",7610,"American Robin",-47.9740313194736,9.15937690021358e-170,0.777305866722453,0.0367987815761366,1.83512552814614e-173,0.794972999710169
7580,"Swainson's Thrush",7590,"Hermit Thrush",-39.3927179331394,1.82710204104489e-29,0.293580073760465,0.258574193902526,2.48445215799944e-16,0.384302171897957
7590,"Hermit Thrush",7580,"Swainson's Thrush",-3.70571883306517,0.00700092917992112,0.0127783458096994,0.115384957802106,1.70918724184502e-08,0.164091347254361
7610,"American Robin",7660,"Eastern Bluebird",-56.3318959785351,9.45637484522892e-61,0.152367893349272,0.359045633646567,7.4370282990632e-66,0.464667887979913
7660,"Eastern Bluebird",7560,"Veery",-8.13121308230427,2.51916328773693e-55,0.190501470845919,0.263416139101175,2.85285061451535e-10,0.288295956484499
7670,"Western Bluebird",7610,"American Robin",-6.06328821897022,2.39834291681221e-09,0.19575002924166,0.151438717318373,4.28082320735884e-08,0.297002983888275
7680,"Mountain Bluebird",7610,"American Robin",-14.5746120816073,3.73845722054545e-19,0.260155104859952,0.0352140228738274,1.34795458313836e-21,0.31907557291777
