sort v2019,Clements v2019 change,text for website v2019,category,page 6.0,English name,scientific name,range,order,family,extinct,extinct year,sort v2018,page 6.0
6462,,,group (monotypic),105,Common Tern (longipennis),Sterna hirundo longipennis,NE Siberia to ne China; winters SE Asia to Australia,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6421,105
6464,,,species,105,Arctic Tern,Sterna paradisaea,Arctic circumpolar; winters sub-Antarctic and Antarctic seas,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6423,105
6467,,,species,105,South American Tern,Sterna hirundinacea,Coasts and islands of s South America and Falkland Islands,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6426,105
6468,,,species,105,Antarctic Tern,Sterna vittata,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6427,105
6469,,,group (polytypic),,Antarctic Tern (Antarctic),Sterna vittata [vittata Group],,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6428,
6470,,,subspecies,105,,Sterna vittata tristanensis,"Tristan da Cunha, Gough I.; Amsterdam I. and (?) St. Paul I.",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6429,105
6471,,,subspecies,105,,Sterna vittata gaini,South Shetland Islands,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6430,105
6472,,,subspecies,105,,Sterna vittata vittata,"Prince Edward, Marion, Crozet and Kerguelen islands",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6431,105
6473,,,subspecies,105,,Sterna vittata bethunei,"Stewart, Snares, Auckland, Bounty, Antipodes, Campbell is.",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6432,105
6474,,,subspecies,105,,Sterna vittata macquariensis,Macquarie I.,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6433,105
6475,,,group (monotypic),105,Antarctic Tern (South Georgia),Sterna vittata georgiae,South Georgia I.; possibly S Orkney and S Sandwich islands,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6434,105
6477,,,species,106,Forster's Tern,Sterna forsteri,N America; winters s US to Costa Rica and Greater Antilles,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6435,106
6479,,,species,106,Snowy-crowned Tern,Sterna trudeaui,Lagoons and marshes of se Brazil and Uruguay to Patagonia,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6437,106
6480,,,species,106,Black-bellied Tern,Sterna acuticauda,"Pakistan, Nepal and India to sw China, Myanmar and SE Asia",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6438,106
6481,,,species,106,River Tern,Sterna aurantia,"Pakistan to s India, Sri Lanka, Nepal and sw China",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6439,106
6483,,,species,106,White-cheeked Tern,Sterna repressa,Islands and coasts of Red Sea and Persian Gulf to India,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6441,106
6484,,,species,106,Kerguelen Tern,Sterna virgata,"Marion, Crozet, and Kerguelen islands",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6442,106
6486,,,species,106,Royal Tern,Thalasseus maximus,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6444,106
6487,,,group (monotypic),106,Royal Tern (African),Thalasseus maximus albididorsalis,Coastal Mauritania to Guinea; winters to Namibia,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6445,106
6488,,,group (monotypic),106,Royal Tern (American),Thalasseus maximus maximus,"Coastal US to W Indies, Guianas, Brazil; winters to Argentina",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6446,106
6489,,,species,106,Great Crested Tern,Thalasseus bergii,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6447,106
6490,,,subspecies,106,,Thalasseus bergii bergii,coastal southern Africa (Namibia to Mozambique),Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6448,106
6491,,,subspecies,106,,Thalasseus bergii thalassinus,"breeds Tanzania, Seychelles, Aldabra, Rodrigues I., and northern Madagascar; disperses north to Somalia, and south to southern Madagascar",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6449,106
6492,,,subspecies,106,,Thalasseus bergii velox,"Red Sea and nw Somalia to Maldives, Myanmar and Sri Lanka",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6450,106
6493,,,subspecies,106,,Thalasseus bergii cristatus,"Ryukyu Islands and southeastern China to the Philippines, the Sunda Islands, Wallacea, New Guinea, Australia, and the tropical Pacific Ocean (to southeastern Polynesia)",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6451,106
6494,,,species,106,Sandwich Tern,Thalasseus sandvicensis,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6452,106
6495,,,group (monotypic),106,Sandwich Tern (Eurasian),Thalasseus sandvicensis sandvicensis,"Europe to Caspian Sea; winters to S Africa, India, Sri Lanka",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6453,106
6496,,,group (monotypic),106,Sandwich Tern (Cabot's),Thalasseus sandvicensis acuflavidus,E N America to s Caribbean; winters to s Peru and Uruguay,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6454,106
6497,,,group (monotypic),106,Sandwich Tern (Cayenne),Thalasseus sandvicensis eurygnathus,"Islands off Venezuela, the Guianas, e Brazil and n Argentina",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6455,106
6499,,,species,106,Elegant Tern,Thalasseus elegans,S California to w Mexico (Nayarit); winters Guatemala to Chile,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6457,106
6502,,,species,106,Lesser Crested Tern,Thalasseus bengalensis,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6460,106
6503,,,subspecies,106,,Thalasseus bengalensis emigratus,Libya; winters off w African coast,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6461,106
6504,,,subspecies,106,,Thalasseus bengalensis bengalensis,"Red Sea, Pakistan, Laccadives and Maldives; winters S Africa",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6462,106
6505,,,subspecies,106,,Thalasseus bengalensis torresii,Persian Gulf; Sulawesi to New Guinea and n Australia,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6463,106
6506,,,species,106,Chinese Crested Tern,Thalasseus bernsteini,"Coastal e China; winters to Thailand, Borneo and Moluccas",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6464,106
6511,,,species,106,Black Skimmer,Rynchops niger,,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6469,106
6512,,,group (monotypic),106,Black Skimmer (niger),Rynchops niger niger,Coastal US and Mexico; winters to Panama,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6470,106
6513,,,group (monotypic),106,Black Skimmer (cinerascens),Rynchops niger cinerascens,Coasts and rivers of n S America to Bolivia and nw Argentina,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6471,106
6514,,,group (monotypic),106,Black Skimmer (intercedens),Rynchops niger intercedens,"E Brazil to Paraguay, Uruguay and ne Argentina",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6472,106
6515,,,species,106,African Skimmer,Rynchops flavirostris,"Major rivers, lakes and coasts of Africa south of the Sahara",Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6473,106
6516,,,species,106,Indian Skimmer,Rynchops albicollis,Rivers and lakes of Indian subcontinent and Mekong Delta,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,,6474,106
6518,,,species,86,Kagu,Rhynochetos jubatus,New Caledonia,Eurypygiformes,Rhynochetidae (Kagu),,,6476,86
6519,,,species,86,Sunbittern,Eurypyga helias,,Eurypygiformes,Eurypygidae (Sunbittern),,,6477,86
6520,,,subspecies,86,,Eurypyga helias major,Extreme s Mexico and Guatemala to w Ecuador,Eurypygiformes,Eurypygidae (Sunbittern),,,6478,86
6521,,,subspecies,86,,Eurypyga helias meridionalis,S-central Peru (Junín and Cuzco),Eurypygiformes,Eurypygidae (Sunbittern),,,6479,86
6522,,,subspecies,86,,Eurypyga helias helias,"Colombia to Venezuela, Guianas, Amaz. Brazil and e Bolivia",Eurypygiformes,Eurypygidae (Sunbittern),,,6480,86
6523,,,species,15,White-tailed Tropicbird,Phaethon lepturus,,Phaethontiformes,Phaethontidae (Tropicbirds),,,6481,15
6524,,,group (monotypic),15,White-tailed Tropicbird (Indian Ocean),Phaethon lepturus lepturus,Islands in Indian Ocean,Phaethontiformes,Phaethontidae (Tropicbirds),,,6482,15
6525,,,group (monotypic),15,White-tailed Tropicbird (Golden),Phaethon lepturus fulvus,Christmas I. (Indian Ocean),Phaethontiformes,Phaethontidae (Tropicbirds),,,6483,15
6526,,,group (monotypic),15,White-tailed Tropicbird (Europa I.),Phaethon lepturus europae,Europa I. (s Mozambique Channel),Phaethontiformes,Phaethontidae (Tropicbirds),,,6484,15
6527,,,group (monotypic),15,White-tailed Tropicbird (Atlantic),Phaethon lepturus catesbyi,Breeds islands in tropical Atlantic Ocean,Phaethontiformes,Phaethontidae (Tropicbirds),,,6485,15
6528,,,group (monotypic),15,White-tailed Tropicbird (Pacific),Phaethon lepturus dorotheae,Islands in tropical w Pacific (Hawaii to New Caledonia),Phaethontiformes,Phaethontidae (Tropicbirds),,,6486,15
6529,,,group (monotypic),15,White-tailed Tropicbird (Ascension),Phaethon lepturus ascensionis,Fernando de Noronha and Ascension islands,Phaethontiformes,Phaethontidae (Tropicbirds),,,6487,15
6530,,,species,15,Red-billed Tropicbird,Phaethon aethereus,,Phaethontiformes,Phaethontidae (Tropicbirds),,,6488,15
6531,,,subspecies,15,,Phaethon aethereus mesonauta,"Subtropical and tropical e Pacific, Caribbean and e Atlantic",Phaethontiformes,Phaethontidae (Tropicbirds),,,6489,15
6532,,,subspecies,15,,Phaethon aethereus aethereus,"Fernando de Noronha, Ascension and St. Helena is. (s Atlantic)",Phaethontiformes,Phaethontidae (Tropicbirds),,,6490,15
6533,,,subspecies,15,,Phaethon aethereus indicus,"Red Sea, Persian Gulf and Gulf of Aden",Phaethontiformes,Phaethontidae (Tropicbirds),,,6491,15
6534,,,species,15,Red-tailed Tropicbird,Phaethon rubricauda,,Phaethontiformes,Phaethontidae (Tropicbirds),,,6492,15
6535,,,subspecies,15,,Phaethon rubricauda melanorhynchos,Breeds and disperses widely in tropical Pacific Ocean,Phaethontiformes,Phaethontidae (Tropicbirds),,,6493,15
6536,,,subspecies,15,,Phaethon rubricauda roseotinctus,Breeds sw Pacific islands,Phaethontiformes,Phaethontidae (Tropicbirds),,,6494,15
6537,,,subspecies,15,,Phaethon rubricauda rubricauda,Breeds islands in w Indian Ocean,Phaethontiformes,Phaethontidae (Tropicbirds),,,6495,15
6538,,,subspecies,15,,Phaethon rubricauda westralis,Islands in e Indian Ocean and Easter I.,Phaethontiformes,Phaethontidae (Tropicbirds),,,6496,15
6541,,,species,7,Red-throated Loon,Gavia stellata,"breeds across the northern Holarctic region; winters coastally in the north Pacific Ocean from the Kamchatka Peninsula to the Yellow Sea, and from southern Alaska to northwestern Mexico; and in the northern Atlantic Ocean from the Maritime Provinces (Canada) to the southeastern United States, from Scandanavia south to the Mediterranean, and on the Black and Caspian seas",Gaviiformes,Gaviidae (Loons),,,6499,7
6542,,,species,7,Arctic Loon,Gavia arctica,,Gaviiformes,Gaviidae (Loons),,,6500,7
6543,,,subspecies,7,,Gavia arctica arctica,W Palearctic e to Lena R; winters to nw and s Europe,Gaviiformes,Gaviidae (Loons),,,6501,7
6544,,,subspecies,7,,Gavia arctica viridigularis,breeds northeastern Siberia and extreme western mainland Alaska; winters from the Kuril Islands to the Yellow Sea,Gaviiformes,Gaviidae (Loons),,,6502,7
6545,,,species,7,Pacific Loon,Gavia pacifica,"Coastal e Siberia and n N America; winters to Japan, s Baja",Gaviiformes,Gaviidae (Loons),,,6503,7
6547,,,species,7,Common Loon,Gavia immer,"breeds in northern North America, southern Greenland, and Iceland; winters from southern Alaska and the Maritime Provinces (Canada) to northerm Mexico, and from Iceland and Scandanavia to the Iberian Peninsula",Gaviiformes,Gaviidae (Loons),,,6505,7
6548,,,species,7,Yellow-billed Loon,Gavia adamsii,N Eurasia and n North America; winters to n Baja California,Gaviiformes,Gaviidae (Loons),,,6506,7
6551,,,species,6,King Penguin,Aptenodytes patagonicus,"breeds on subAntarctic Islands in the South Atlantic, southern Indian, and southwestern Pacific oceans, from the Falklands to Macquarie Island; disperses widely at sea",Sphenisciformes,Spheniscidae (Penguins),,,6509,6
6552,,,species,6,Emperor Penguin,Aptenodytes forsteri,Antarctic continent and seas to edge of ice pack,Sphenisciformes,Spheniscidae (Penguins),,,6512,6
6553,,,species,6,Adelie Penguin,Pygoscelis adeliae,Circumpolar Antarctic seas to edge of ice pack,Sphenisciformes,Spheniscidae (Penguins),,,6513,6
6554,,,species,6,Gentoo Penguin,Pygoscelis papua,,Sphenisciformes,Spheniscidae (Penguins),,,6514,6
6555,,,subspecies,6,,Pygoscelis papua papua,Subantarctic regions south to ca 60°S,Sphenisciformes,Spheniscidae (Penguins),,,6515,6
6556,,,subspecies,6,,Pygoscelis papua ellsworthi,Antarctic Peninsula to South Sandwich Islands,Sphenisciformes,Spheniscidae (Penguins),,,6516,6
6557,,,species,7,Chinstrap Penguin,Pygoscelis antarcticus,Circumpolar Antarctic seas and adjacent islands,Sphenisciformes,Spheniscidae (Penguins),,,6517,7
6558,,,species,7,Yellow-eyed Penguin,Megadyptes antipodes,"Auckland I., Stewart I., Campbell I. and South I. (New Zealand)",Sphenisciformes,Spheniscidae (Penguins),,,6518,7
6559,,,species,7,Little Penguin,Eudyptula minor,,Sphenisciformes,Spheniscidae (Penguins),,,6519,7
6560,,,subspecies,7,,Eudyptula minor novaehollandiae,Southern Australia and Tasmania,Sphenisciformes,Spheniscidae (Penguins),,,6520,7
6561,,,subspecies,7,,Eudyptula minor iredalei,Northern North I. (New Zealand),Sphenisciformes,Spheniscidae (Penguins),,,6521,7
6562,,,subspecies,7,,Eudyptula minor variabilis,Southern North I. and Cook Strait (New Zealand),Sphenisciformes,Spheniscidae (Penguins),,,6522,7
6563,,,subspecies,7,,Eudyptula minor albosignata,Eastern South I. (New Zealand),Sphenisciformes,Spheniscidae (Penguins),,,6523,7
6564,,,subspecies,7,,Eudyptula minor minor,Western and southern South I. and Stewart I. (New Zealand),Sphenisciformes,Spheniscidae (Penguins),,,6524,7
6565,,,subspecies,7,,Eudyptula minor chathamensis,Chatham Islands,Sphenisciformes,Spheniscidae (Penguins),,,6525,7
6566,,,species,7,African Penguin,Spheniscus demersus,"Coasts and islands off Namibia, South Africa and adj. waters",Sphenisciformes,Spheniscidae (Penguins),,,6526,7
6567,,,species,7,Humboldt Penguin,Spheniscus humboldti,Humboldt Current region of coastal n Peru to s Chile,Sphenisciformes,Spheniscidae (Penguins),,,6527,7
6568,,,species,7,Galapagos Penguin,Spheniscus mendiculus,Galapagos Islands (Fernandina and Isabela),Sphenisciformes,Spheniscidae (Penguins),,,6528,7
6569,,,species,7,Magellanic Penguin,Spheniscus magellanicus,"Patagonian coasts, Staten, Falkland and Juan Fernández islands",Sphenisciformes,Spheniscidae (Penguins),,,6529,7
6570,,,species,7,Fiordland Penguin,Eudyptes pachyrhynchus,South I. (New Zealand) and adjacent subantarctic islands,Sphenisciformes,Spheniscidae (Penguins),,,6530,7
6571,,,species,7,Erect-crested Penguin,Eudyptes sclateri,Subantarctic New Zealand and Australian waters,Sphenisciformes,Spheniscidae (Penguins),,,6531,7
6572,,,species,7,Macaroni Penguin,Eudyptes chrysolophus,Subantarctic islands in s Atlantic Ocean and s Indian Ocean,Sphenisciformes,Spheniscidae (Penguins),,,6532,7
6573,,,species,7,Royal Penguin,Eudyptes schlegeli,Macquarie I. and adjacent islets,Sphenisciformes,Spheniscidae (Penguins),,,6533,7
6574,,,species,7,Southern Rockhopper Penguin,Eudyptes chrysocome,,Sphenisciformes,Spheniscidae (Penguins),,,6534,7
6575,,,group (monotypic),7,Southern Rockhopper Penguin (Western),Eudyptes chrysocome chrysocome,Cape Horn Archipelago and Falkland Islands,Sphenisciformes,Spheniscidae (Penguins),,,6535,7
6576,,,group (monotypic),7,Southern Rockhopper Penguin (Eastern),Eudyptes chrysocome filholi,Kerguelen Islands and subantarctic New Zealand islands,Sphenisciformes,Spheniscidae (Penguins),,,6536,7
6578,,,species,7,Moseley's Rockhopper Penguin,Eudyptes moseleyi,"Tristan da Cunha, Gough, St. Paul and Amsterdam islands",Sphenisciformes,Spheniscidae (Penguins),,,6538,7
6579,,,species,7,Snares Penguin,Eudyptes robustus,Snares I. and adjacent waters off New Zealand,Sphenisciformes,Spheniscidae (Penguins),,,6539,7
6581,,,species,9,Yellow-nosed Albatross,Thalassarche chlororhynchos,,Procellariiformes,Diomedeidae (Albatrosses),,,6541,9
6582,,,group (monotypic),9,Yellow-nosed Albatross (Atlantic),Thalassarche chlororhynchos chlororhynchos,Tristan da Cunha and Gough islands.; ranges southern oceans,Procellariiformes,Diomedeidae (Albatrosses),,,6542,9
6583,,,group (monotypic),9,Yellow-nosed Albatross (Indian),Thalassarche chlororhynchos carteri,Breeds on s Indian Ocean islands; ranges southern oceans,Procellariiformes,Diomedeidae (Albatrosses),,,6543,9
6584,,,species,9,Gray-headed Albatross,Thalassarche chrysostoma,Circumpolar high s latitudes; ranges s oceans north to 35°S,Procellariiformes,Diomedeidae (Albatrosses),,,6544,9
6585,,,species,9,Buller's Albatross,Thalassarche bulleri,Breeds islands off N. Zealand; ranges s. Pacific,Procellariiformes,Diomedeidae (Albatrosses),,,6545,9
6586,,,species,9,White-capped Albatross,Thalassarche cauta,,Procellariiformes,Diomedeidae (Albatrosses),,,6546,9
6587,,,group (monotypic),9,White-capped Albatross (cauta),Thalassarche cauta cauta,Breeds Tasmania and adjacent islands,Procellariiformes,Diomedeidae (Albatrosses),,,6547,9
6588,,,group (monotypic),9,White-capped Albatross (steadi),Thalassarche cauta steadi,Breeds Auckland Islands,Procellariiformes,Diomedeidae (Albatrosses),,,6548,9
6589,,,species,9,Salvin's Albatross,Thalassarche salvini,"Crozet, Snares and Bounty islands",Procellariiformes,Diomedeidae (Albatrosses),,,6549,9
6590,,,species,9,Chatham Albatross,Thalassarche eremita,Chatham Islands,Procellariiformes,Diomedeidae (Albatrosses),,,6550,9
6592,,,species,9,Black-browed Albatross,Thalassarche melanophris,,Procellariiformes,Diomedeidae (Albatrosses),,,6552,9
6593,,,group (monotypic),9,Black-browed Albatross (Black-browed),Thalassarche melanophris melanophris,Cape Horn Archipelago to Antipodes Islands,Procellariiformes,Diomedeidae (Albatrosses),,,6553,9
6594,,,group (monotypic),9,Black-browed Albatross (Campbell),Thalassarche melanophris impavida,Campbell Islands and adjacent islands off New Zealand,Procellariiformes,Diomedeidae (Albatrosses),,,6554,9
6596,,,species,9,Sooty Albatross,Phoebetria fusca,S Atlantic Ocean and Indian Ocean north to about 30°S,Procellariiformes,Diomedeidae (Albatrosses),,,6556,9
6597,,,species,10,Light-mantled Albatross,Phoebetria palpebrata,Circumpolar subantarctic islands; ranges north to 35°S,Procellariiformes,Diomedeidae (Albatrosses),,,6557,10
