"stateroute","mat.point","mat.mean","mat.var"
"2065",176.666666666667,174.351851851852,16.6932643427741
"2066",181.083333333333,182.267543859649,7.49504548408056
"2067",179.666666666667,181.658333333333,6.17536549707603
"2068",189.833333333333,190.142156862745,1.93208741830066
"2069",187.583333333333,187.616666666667,9.71309523809521
"2070",198.5,196.621794871795,4.01923076923075
"2071",155.25,152.377450980392,8.80131740196079
"2072",149.25,150.226851851852,8.07255355846042
"2073",139.583333333333,142.960784313725,11.1520118464052
"2102",154.5,153.530701754386,2.54182910981156
"2105",154.25,153.725490196078,4.288858251634
"2109",150.833333333333,150.245098039216,19.1158598856209
"2111",156.333333333333,156.175925925926,10.8553013798112
"2137",189.75,188.127450980392,9.67892156862746
"2140",198.166666666667,195.856060606061,4.45984848484847
"2141",198.416666666667,197.076388888889,3.86800294612792
"2142",196.75,196.738095238095,4.17933455433454
"2156",164.583333333333,163.348039215686,10.5045445261438
"2162",151.333333333333,153.293859649123,2.3637102014295
"2164",167.583333333333,167.75,20.8237847222223
"2201",153.666666666667,154.782407407407,16.5327932098766
"2203",150.5,149.5875,13.246692251462
"2204",148.833333333333,143.37037037037,13.951978939724
"2205",162.25,162.467592592593,15.8301788307916
"2206",161.833333333333,159.032407407407,10.9657997458243
"2207",153.75,158.196078431373,10.0259906045752
"2208",158.5,161.078703703704,15.2846995279593
"2209",157.5,160.455882352941,19.5825674019608
"2210",177.333333333333,178.338235294118,2.16447099673203
"2211",179.5,177.200980392157,14.7352941176471
"2212",171.5,174.203125,14.7073784722222
"2213",185.583333333333,185.950980392157,10.7231413398693
"2214",178.916666666667,179.838235294118,2.61065155228759
"2215",178.75,179.43137254902,0.885620915032684
"2216",182.916666666667,183.793859649123,8.70244476933074
"2217",193.5,194,5.46875
"2218",191.916666666667,190.941176470588,8.41646241830067
"2306",161.833333333333,159.032407407407,10.9657997458243
"2750",152.75,151.787037037037,4.7608024691358
"2751",163.166666666667,160.550925925926,7.66923111837328
"2752",174.166666666667,174.572916666667,5.6554398148148
"2753",183.166666666667,184.024509803922,8.8331290849673
"2754",193.5,192.995098039216,4.14537377450981
"2900",151.083333333333,149.560185185185,10.4001679375454
"2901",153.666666666667,154.104166666667,4.73472222222223
"3001",-74.5,-70,62.4623655913978
"3002",-57.6666666666667,-61.5185185185185,15.0190917107584
"3003",-56.1666666666667,-60.9730392156863,71.3546803822539
"3004",-30.25,-37.1761904761905,29.9929621848739
"3005",-53.9166666666667,-51.9607843137255,24.4403347197465
"3006",-65.75,-59.8661616161616,175.117161195286
"3007",-41.4166666666667,-47.5361111111111,119.878679757344
"3008",-39.0833333333333,-51.6136363636364,119.40790719697
"3009",-33.25,-42.3863636363636,200.879261363636
"3010",-65.8333333333333,-59.1838235294118,44.7671630520895
"3011",-60.6666666666667,-58.6328125,43.980223734319
"3012",-51.9166666666667,-58.1565656565657,74.761179503367
"3013",-43.0833333333333,-53.4015151515151,59.6798847853535
"3015",-53.5833333333333,-54.4217171717172,143.772109111953
"3016",28.9166666666667,7.68888888888889,226.586653895275
"3017",18.8333333333333,11.9944444444444,132.163761174968
"3018",16.0833333333333,9.91388888888889,82.3632583014049
"3019",26.9166666666667,18.3425925925926,87.5445156695157
"3020",34.8333333333333,30.3839285714286,260.942561360964
"3021",37.5833333333333,24.9166666666667,335.666132478633
"3023",65.3333333333333,62.6,9.93865740740741
"3024",66.9166666666667,65.6296296296296,36.5381054131054
"3025",2,-1.65591397849462,260.470250896057
"3026",56.75,61.7633333333333,11.1832638888889
"3028",12.6666666666667,13.9548611111111,16.5531275161031
"3029",-13.0833333333333,-23.7805555555556,435.825901979566
"3030",16.25,11.739247311828,68.0012694145759
"3031",37.5833333333333,36.47,55.543912037037
"3040",-49.0833333333333,-52.6323529411765,50.8333828480887
"3041",-37.8333333333333,-36.8257575757576,20.1633522727273
"3042",-37,-38.3257575757576,38.2423453282828
"3050",31.3333333333333,24.2152777777778,213.53376610306
"3051",-19.75,-18.8583333333333,466.949305555556
"3052",-21.3333333333333,-35.252688172043,114.877538829152
"3053",-46.3333333333333,-49.7416666666667,54.19844348659
"3054",-34.6666666666667,-37.0725806451613,23.2915471923536
"3055",-35.9166666666667,-37.6194444444444,76.4893119412516
"3060",16.5833333333333,8.97023809523809,29.5124559082892
"3084",-54,-49.6666666666667,15.121632996633
"3090",41.3333333333333,43.0138888888889,12.78125
"3101",-68.5833333333333,-70.7135416666667,24.7136816756272
"3112",-27.1666666666667,-36.3548387096774,72.9185035842294
"3113",-6.16666666666667,-21.8619791666667,387.865416386649
"3115",-51.4166666666667,-48.7239583333333,55.2354110663082
"3116",-3.66666666666667,2.54722222222222,52.646400063857
"3117",19.5833333333333,0.0807291666666667,274.595199092742
"3118",17,15.0862068965517,15.2343664477285
"3119",25.1666666666667,19.9509803921569,36.639808006536
"3121",50.25,43.3633333333333,161.231412037037
"3122",30.25,47.7660256410256,84.3844551282051
"3123",60.3333333333333,61.3717948717949,11.5017948717949
"3124",51.6666666666667,45.9647435897436,70.8562072649573
"3125",39.75,30.3541666666667,120.97797880117
"3131",43.5833333333333,38.825,85.8303362573099
"3142",-55.5833333333333,-55.6071428571429,42.4552987861811
"3180",6.91666666666667,6.125,11.0048868312757
"3191",35.4166666666667,32.55,17.7605263157895
"3192",9.5,9.57738095238095,7.91354350382128
"3212",-48.3333333333333,-45.9027777777778,22.6595226692209
"3213",3.83333333333333,-4.24722222222222,116.936055236271
"3216",-8.58333333333333,4.16388888888889,117.86086366539
"3217",17.5,8.77083333333333,167.784498207885
"3218",10.0833333333333,14.2462121212121,15.8726701539202
"3219",20.5833333333333,20.3055555555556,73.7975040257649
"3221",51.5,43.5895061728395,178.400601456157
"3223",61.5833333333333,59.8173076923077,19.1355662393162
"3224",51.6666666666667,45.9647435897436,70.8562072649573
"3231",37.5833333333333,36.47,55.543912037037
"3284",-45.9166666666667,-49.0429292929293,7.43321233164983
"3313",6.5,-2.92447916666667,82.1583151321685
"3318",19,13.5472222222222,40.4577027458493
"3319",25.0833333333333,18.1594202898551,71.008152173913
"3321",36.5833333333333,22.2066666666667,242.505277777778
"3372",-100.416666666667,-105.839743589744,104.015491452991
"3401",18.8333333333333,11.9944444444444,132.163761174968
"3402",-32.5833333333333,-38.4772727272727,24.2375541125541
"3403",-67.3333333333333,-67.2453703703704,55.2817239858907
"3404",-75.1666666666667,-79.6036036036036,79.269060727394
"3405",-36.25,-39.6354166666667,25.5318916062802
"3406",-27.5,-37.6822916666667,75.7941028225807
"3407",-44.25,-45.4901960784314,31.4771736977619
"3408",-122.416666666667,-125.552083333333,85.4970397079772
"3409",-106,-112.4375,22.3816773504273
"3410",-35,-36.6015625,2.95149389560932
"3411",43.0833333333333,41.4506172839506,34.7143478949035
"3412",59.3333333333333,57.9198717948718,16.5963782051282
"3413",-60.6666666666667,-57.9570707070707,44.1328651094276
"3414",-72.4166666666667,-73.1936936936937,26.9016412245579
"3415",-34.0833333333333,-36.8870967741936,23.9909946236559
"3416",-61.0833333333333,-64.8285714285714,57.2271008403361
"3417",19.5833333333333,-1.375,308.399305555556
"3418",-47.1666666666667,-46.7023809523809,39.4935807656396
"3419",-47,-51.3619047619048,22.4721988795518
"3420",-70.8333333333333,-64.8828125,20.1571950604839
"3421",-35.8333333333333,-36.4381720430108,3.24581839904421
"3422",-43.5833333333333,-45.9137931034483,38.6470648604269
"3423",-53.25,-50.9240196078431,5.89661938007526
"3424",-36.9166666666667,-42.2972222222222,53.1789671136654
"3425",-1.5,-11.9568965517241,374.458145183361
"3426",-21,-19.9333333333333,5.58448275862069
"3427",-46.5,-46.4354838709677,34.7822729988053
"3428",-34.9166666666667,-38.5122549019608,44.7567897108338
"3429",52.4166666666667,55.1166666666667,16.9103009259259
"3430",-68.4166666666667,-66.6885964912281,14.6939505294768
"3431",-30.8333333333333,-46.1021505376344,284.29708781362
"3432",18.0833333333333,8.475,243.467504789272
"3433",-30.1666666666667,-34.8723958333333,42.9641507056452
"3434",-11.75,-12.4712643678161,54.4793035030104
"3435",43.0833333333333,41.8035714285714,42.3257275132275
"3436",-14.5,-14.0138888888889,1.64850734355045
"3437",-13.3333333333333,-12.8666666666667,1.75747126436782
"3438",-76.9166666666667,-76.1901709401709,27.5511508472035
"3439",32.5833333333333,16.6410256410256,201.32264957265
"3440",-34.0833333333333,-36.4036458333333,22.1259450604839
"3442",-19.3333333333333,-18.4022988505747,41.2257286535304
"3444",-57.8333333333333,-60.155303030303,8.30244408369408
"3445",-60.9166666666667,-65.5614035087719,30.969100679627
"3760",-2.33333333333333,-8.02083333333333,23.8552597736626
"3811",-71.5,-76.1190476190476,49.6533029878618
"3812",-46.8333333333333,-51.0026041666667,139.39985859095
"3816",11.5,4.64367816091954,102.1651272578
"3817",7.75,-6.91369047619048,230.805289168136
"3821",36.5833333333333,22.2066666666667,242.505277777778
"3822",53.4166666666667,47.7564102564103,83.3060683760684
"3824",58.75,53.5089285714286,62.7676642416226
"3825",NA,38,7.375
"3832",3.91666666666667,2.15833333333333,343.970953065134
"3850",37.5,22.0462962962963,438.267272079772
"3851",-5.16666666666667,-22.1694444444444,654.788545657727
"3880",3.75,0.830357142857143,19.5249393738977
"3881",-62.8333333333333,-64.2696078431373,11.7104624678154
"3882",-62.8333333333333,-63.1689814814815,5.94503417107583
"3883",-46.1666666666667,-49.3844086021505,11.2993876941458
"3884",-57.8333333333333,-60.155303030303,8.30244408369408
"3891",34.5833333333333,31.9930555555556,17.478210547504
"3892",9.5,9.57738095238095,7.91354350382128
"3901",-58.25,-57.953431372549,124.019861606259
"3902",-63.6666666666667,-63.7822580645161,184.979943249701
"3903",-9.58333333333333,-31.6505376344086,164.021953405018
"3905",-14.0833333333333,-45.7241379310345,855.919198139026
"3906",32.75,28.2407407407407,182.201566951567
"3907",50.6666666666667,52.8333333333333,22.9880050505051
"4001",48.9166666666667,45.4891304347826,19.5898386034256
"4002",49.6666666666667,49.2101449275362,2.39006916996047
"4003",49.25,49.768115942029,18.5732048748353
"4004",46.6666666666667,40.96875,80.3012152777778
"4005",8.75,14.3819444444444,106.581471417069
"4006",35.75,35.4,7.92592592592592
"4007",40.6666666666667,41.2743055555556,8.77021688808374
"4008",46.5833333333333,44.9318181818182,7.46801346801347
"4009",35.6666666666667,38.9861111111111,5.27697262479871
"4010",19.5,14.1180555555556,308.947413446055
"4011",27.0833333333333,30.8055555555556,21.0807165861514
"4012",22,23.2638888888889,14.4321658615137
"4013",26,26.2028985507246,4.85090030742204
"4014",30.5833333333333,30.463768115942,11.6116326306544
"4015",22.25,20.6180555555556,16.3296598228663
"4016",9.16666666666667,-0.895833333333333,182.372735507246
"4017",-19.25,-22.9202898550725,98.4352766798419
"4018",19.1666666666667,18.8224637681159,1.89413153271849
"4019",16.1666666666667,16.65625,2.75622735507246
"4020",22.9166666666667,23.7272727272727,5.24086099086099
"4021",24.6666666666667,23.6268115942029,4.50496815985946
"4022",23.1666666666667,20.5724637681159,10.3354194115064
"4023",6.41666666666667,5.65625,50.4162515096618
"4024",-3.41666666666667,-14.09,206.105856481481
"4025",-22.25,-16.65,123.185763888889
"4026",14.5833333333333,14.71875,1.96908967391304
"4027",17.6666666666667,16.5902777777778,4.72700281803543
"4028",19.3333333333333,20.2534722222222,1.40850191223833
"4029",25.75,24.5902777777778,3.14487721417069
"4030",19.8333333333333,21.7916666666667,6.76871980676328
"4031",15.6666666666667,16.3333333333333,1.80193236714976
"4032",20.4166666666667,19.49,8.10493055555556
"4033",16.5,8.16666666666667,86.6352657004831
"4034",4.75,4.82291666666667,113.337749094203
"4036",11.25,11.8733333333333,1.48270833333333
"4037",11.75,11.90625,4.7061065821256
"4038",14.3333333333333,16.1153846153846,5.81782051282051
"4039",14.0833333333333,14.1369047619048,11.4502131099353
"4040",16,16.0729166666667,9.36009208937198
"4041",-4.66666666666667,0.966666666666667,16.1145833333333
"4042",17.3333333333333,17.68,15.825625
"4043",20.4166666666667,17.77,11.7594212962963
"4044",14,15.5802469135802,4.72995805634695
"4045",17.1666666666667,17.474358974359,5.78487179487179
"4046",0.416666666666667,-0.83,0.598657407407407
"4047",7.75,7.25,15.9239130434783
"4048",3.66666666666667,4.45486111111111,18.5108569847021
"4049",1,-0.21875,19.4443312198068
"4050",4.66666666666667,0.208333333333333,23.5579710144928
"4051",10,4.93589743589744,26.3407264957265
"4052",6,7.81597222222222,6.49274104267311
"4053",13.8333333333333,14.0288461538462,13.4310790598291
"4054",21.75,16.67,6.10849537037037
"4055",18.8333333333333,16.66,8.4218287037037
"4057",-4.83333333333333,-5.17592592592593,8.92432336182336
"4061",-1.08333333333333,-1.43333333333333,3.28414351851852
"4062",4.91666666666667,2.20512820512821,10.3256837606838
"4063",7.91666666666667,8.18269230769231,16.2977884615385
"4064",0.916666666666667,2.61805555555556,52.8308675523349
"4065",7.91666666666667,7.74691358024691,19.9051717315606
"4073",2.5,-0.0987654320987654,20.1917932890155
"4077",-29.0833333333333,-30.5892857142857,5.30911963550852
"4078",-22.8333333333333,-24.0327380952381,6.96056547619048
"4079",-30.3333333333333,-30.1091954022989,6.75848385331144
"4096",-6.66666666666667,-2.97569444444444,202.541956018519
"4101",49,45.4166666666667,43.5738636363636
"4102",51.9166666666667,51.9021739130435,4.18033596837945
"4103",52.3333333333333,52.4015151515151,1.26629389129389
"4104",46.5833333333333,47.8939393939394,9.89694564694564
"4105",5.41666666666667,20.405303030303,118.825592231842
"4106",41.3333333333333,37.3402777777778,32.1400462962963
"4107",34.1666666666667,32.2465277777778,21.081207226248
"4108",46.5833333333333,44.9318181818182,7.46801346801347
"4109",38.6666666666667,34.3188405797101,29.6815985946421
"4110",33.1666666666667,27.7934782608696,106.426685331577
"4111",23.25,23.8478260869565,8.05912384716733
"4112",18.0833333333333,19.3958333333333,7.93251811594203
"4113",21.6666666666667,22.1485507246377,6.5870937637242
"4114",26.5,25.5138888888889,6.28421900161031
"4115",23.75,23.1050724637681,14.6282938076416
"4116",-9,-9.53472222222222,186.818790257649
"4118",18.25,18.4666666666667,2.92013888888889
"4119",24.0833333333333,23.1466666666667,9.52851851851852
"4120",27.4166666666667,25.3695652173913,5.01504172156346
"4121",19.4166666666667,20.0326086956522,1.02445652173913
"4122",19.4166666666667,19.3456790123457,2.96725625197847
"4123",-1.16666666666667,-6.23913043478261,142.12077294686
"4125",-16.6666666666667,-24.7533333333333,97.5621990740741
"4126",14.8333333333333,15.4027777777778,1.70571658615137
"4127",20,20.2395833333333,5.65840126811594
"4128",21.6666666666667,21.3263888888889,6.008403784219
"4129",22.1666666666667,21.8819444444444,2.09536030595813
"4130",19.5,19.5486111111111,6.21371779388084
"4131",16,16.7166666666667,2.86689814814815
"4136",13.1666666666667,11.01,1.9718287037037
"4137",13.3333333333333,11.5833333333333,11.8277777777778
"4138",13,15.5064102564103,3.69940170940171
"4139",22.75,22.29,5.23849537037037
"4141",-5.83333333333333,2.53846153846154,24.2890170940171
"4143",24.3333333333333,22.1354166666667,3.38998339371981
"4147",0.666666666666667,-1.20486111111111,3.41363476247987
"4149",-1.08333333333333,-3.29166666666667,5.83050411522634
"4152",5.66666666666667,6.25617283950617,9.97859290914846
"4153",12.8333333333333,12.6987179487179,11.9200427350427
"4154",18.1666666666667,15.54,10.2992592592593
"4155",17.5833333333333,14.3839285714286,12.8535695914168
"4157",-3.08333333333333,-3.5922619047619,13.3283638300999
"4163",4.91666666666667,3.0216049382716,4.59967553023109
"4164",11,10.7654320987654,28.51123773346
"4165",4.33333333333333,5.3179012345679,35.6843146565369
"4196",-16.5,-11.0144927536232,88.735891523935
"4201",20.3333333333333,31.7575757575758,62.9959716209716
"4202",53.8333333333333,54.1785714285714,6.20853174603175
"4203",52.5833333333333,49.8106060606061,11.9445646945647
"4204",45,36.2971014492754,201.486001317523
"4205",18,15.6515151515152,130.837722462722
"4206",46.0833333333333,45.4855072463768,7.63866930171278
"4207",47.3333333333333,47.2619047619048,6.17103174603174
"4208",48.3333333333333,47.1136363636364,7.39520202020202
"4209",38.75,38.4930555555556,5.77531199677939
"4210",28.5833333333333,21.6736111111111,217.827244363929
"4211",25.0833333333333,26.0869565217391,9.59689284145806
"4212",19,18.6566666666667,8.76175925925926
"4213",30.9166666666667,31.0606060606061,16.5702260702261
"4214",28.75,27.9133333333333,8.40710648148148
"4215",17.5833333333333,11.3985507246377,131.615502854633
"4218",19.3333333333333,18.9782608695652,0.522864514712341
"4219",20.3333333333333,19.7361111111111,2.75402576489533
"4220",24.0833333333333,24.2013888888889,2.60260668276973
"4221",19.4166666666667,20.4444444444444,1.1640499194847
"4222",19.9166666666667,19.2326388888889,2.0048183373591
"4223",15.0833333333333,16.0471014492754,8.24989020641195
"4225",-19.6666666666667,-7.3695652173913,202.08069828722
"4226",15.6666666666667,15.7466666666667,2.02979166666667
"4227",14.75,14.5,6.36400462962963
"4228",18.1666666666667,18.5448717948718,4.34901709401709
"4229",26.25,24.13,3.99888888888889
"4230",20.4166666666667,19.8368055555556,5.87227002818035
"4231",17.8333333333333,16.9833333333333,4.00173611111111
"4236",13,10.6698717948718,2.84304487179487
"4237",12.25,10.97,8.76034722222222
"4238",15.6666666666667,16.3237179487179,5.55240384615385
"4239",20.6666666666667,20.89,9.09358796296296
"4240",18.1666666666667,15.4409722222222,14.9676806561997
"4241",13.8333333333333,15.6,2.57638888888889
"4251",0.416666666666667,0.194444444444445,21.5040257648953
"4252",8.75,8.18,5.75386574074074
"4253",11.4166666666667,9.62654320987654,6.56056109528332
"4254",12.25,13.1474358974359,4.66794871794872
"4255",11.9166666666667,11.9266666666667,9.47645833333333
"4301",40.4166666666667,41.1865079365079,79.7464616402116
"4302",50.8333333333333,49.9239130434783,2.66598045674133
"4303",52.75,52.0688405797101,7.04460364514712
"4304",35.6666666666667,37.7333333333333,100.670717592593
"4306",37.5833333333333,37.9393939393939,10.5980038480038
"4307",37.6666666666667,35.5555555555556,13.9514895330113
"4308",41.25,38.9375,5.50981280193237
"4309",43.8333333333333,42.2708333333333,38.5460446859903
"4310",21.75,19.5579710144928,234.490173473869
"4311",20.4166666666667,20.7386363636364,6.99358164983165
"4312",21.8333333333333,23.0326086956522,17.2271080368906
"4313",29.0833333333333,27.5625,16.998943236715
"4314",28.75,30.4886363636364,5.30244408369408
"4315",22.6666666666667,23.8125,22.8479770531401
"4318",16.0833333333333,17.4409722222222,5.10415408615137
"4319",18.75,19.2326388888889,7.03863476247987
"4320",26.9166666666667,24.4566666666667,6.2124537037037
"4321",23.0833333333333,22.6180555555556,1.74994967793881
"4322",21.4166666666667,20.2314814814815,3.38960113960114
"4323",8,6.47222222222222,49.575885668277
"4326",11.6666666666667,12.0590277777778,1.69835698470209
"4327",15.3333333333333,15.4791666666667,3.11367753623188
"4328",19.5,20.2534722222222,1.40850191223833
"4329",22.1666666666667,22.0520833333333,2.34046648550725
"4330",21.5833333333333,21.8,7.88425925925926
"4331",17.1666666666667,16.6284722222222,2.14914200885668
"4336",6.75,6.54861111111111,12.5452395330113
"4337",11.75,11.8266666666667,4.66835648148148
"4338",13.1666666666667,13.9479166666667,0.983582427536232
"4339",19.6666666666667,16.3715277777778,8.42390046296296
"4340",14.0833333333333,14.9134615384615,20.1619337606838
"4352",10.6666666666667,8.08333333333333,6.41025641025641
"4353",5.91666666666667,5.90773809523809,21.3859769988242
"4354",15.5,15.9326923076923,7.54778846153846
"4355",15,14.4074074074074,7.42165242165242
"4401",49.5,42.5492424242424,49.2616792929293
"4404",19.9166666666667,24.4015151515152,219.407828282828
"4407",40.6666666666667,41.2743055555556,8.77021688808374
"4408",37.5,36.1818181818182,12.7973785473785
"4411",35.9166666666667,37.1413043478261,8.681461352657
"4412",23.8333333333333,24.4270833333333,21.4283288043478
"4413",53.75,52.3090277777778,12.2321734098229
"4414",24.75,25.5643939393939,3.85775913900914
"4421",24.6666666666667,23.6268115942029,4.50496815985946
"4429",22.1666666666667,21.8819444444444,2.09536030595813
"4430",19.8333333333333,20.7463768115942,5.49840799297321
"4438",12.6666666666667,10.0066666666667,13.6278472222222
"4440",21,19.2788461538462,11.5633012820513
"4452",9.08333333333333,11.0466666666667,7.35421296296296
"4501",48,47.1666666666667,6.27314814814815
"4504",25.8333333333333,29.1041666666667,147.793629227053
"4508",36.9166666666667,37.3194444444444,8.97081320450885
"4512",48.25,46.5151515151515,33.4481721981722
"4540",18.1666666666667,15.2435897435897,14.3899572649573
"4608",41.25,38.9375,5.50981280193237
"4612",48.25,46.5151515151515,33.4481721981722
"4712",48.25,46.5151515151515,33.4481721981722
"4928",18.4166666666667,20.0659722222222,3.76146084943639
"6001",107.25,125.300925925926,114.290146151053
"6002",90.9166666666667,95.8157894736842,494.819891163093
"6003",133,119.185185185185,93.4081336238199
"6004",104.916666666667,106.239583333333,44.0665509259259
"6005",111.583333333333,104.976851851852,223.108501270879
"6006",180.833333333333,175.34649122807,397.827363547758
"6007",117.666666666667,118.916666666667,186.06045751634
"6008",102.166666666667,109.149122807018,93.6038417803769
"6009",76,94.530701754386,598.249390838207
"6010",111.166666666667,114.029411764706,33.2690461601307
"6011",77.25,87.8101851851852,63.1763117283951
"6012",206.25,200.291666666667,338.041870915033
"6013",162,177.885964912281,506.335038986355
"6014",122.166666666667,129.205882352941,83.015727124183
"6015",77.4166666666667,97.6372549019608,345.265573937909
"6016",117.5,114.055555555556,116.260620915033
"6017",102.25,105.78431372549,123.75612745098
"6018",216.083333333333,215.134259259259,37.259100399419
"6019",210.583333333333,207.539215686275,69.593852124183
"6020",210.166666666667,204.887254901961,86.5989072712419
"6021",207.666666666667,199.686274509804,139.542994281046
"6022",148,145.294117647059,566.57301879085
"6023",83.9166666666667,84.7061403508772,361.683154645874
"6024",230.75,226.760416666667,11.9063657407407
"6025",232,229.018518518519,12.081336238199
"6026",215.583333333333,214.712962962963,61.576978939724
"6027",209,205.607843137255,46.890420751634
"6028",167.416666666667,161.872549019608,49.4757965686275
"6029",170,159.34375,77.9128472222222
"6030",214.083333333333,213.730392156863,39.6593137254902
"6031",159.666666666667,165.268518518519,71.7896695715323
"6032",155.583333333333,157.029411764706,80.4079350490196
"6033",163.5,155.037037037037,101.867828612927
"6051",132.166666666667,124.189814814815,137.112586238199
"6052",61.5,96.1388888888889,600.799836601307
"6053",144.416666666667,127.973684210526,193.889701104613
"6054",114.5,113.241228070175,31.6496101364522
"6055",118.5,106.458333333333,112.100694444444
"6056",222.416666666667,197.912037037037,267.376202795933
"6057",148.666666666667,145.087962962963,234.725875998548
"6058",106.5,116.143518518519,447.039873819898
"6059",91.25,93.787037037037,654.077795933188
"6060",116.916666666667,120.093137254902,57.523335375817
"6061",110,107.013157894737,68.6599252761534
"6063",198.666666666667,191.530701754386,122.827322936972
"6064",125,124.75,105.66339869281
"6065",84.1666666666667,104.470588235294,446.230851715686
"6066",110.75,103.602941176471,162.996987336601
"6067",89.8333333333333,92.2222222222222,427.735294117647
"6068",224.5,221.449074074074,15.4747866739288
"6069",217.083333333333,215.264705882353,48.2354473039215
"6070",213.083333333333,212.916666666667,36.3259803921569
"6071",192.916666666667,178.009259259259,465.74827523602
"6072",169.5,170.87962962963,228.995279593319
"6073",56.75,70.0462962962963,139.450344952796
"6074",229.75,226.421568627451,13.1141237745098
"6076",203.333333333333,204.359375,12.5552951388889
"6077",205.333333333333,203.097222222222,49.578635620915
"6078",187.416666666667,167.96875,319.931365740741
"6079",143.833333333333,156.300925925926,208.144721314452
"6080",221.083333333333,218.824561403509,57.8633447043535
"6081",179.583333333333,168.838235294118,106.468290441177
"6082",190.333333333333,181.941176470588,244.956392973856
"6083",144.916666666667,150.949074074074,238.58589778504
"6101",136.083333333333,129.467592592593,134.982139615105
"6103",111.083333333333,116.662280701754,88.8537605588044
"6105",85.3333333333333,92.1574074074074,274.535039941903
"6106",192.25,189.19298245614,162.265472709552
"6107",132.833333333333,127.627450980392,209.88551879085
"6108",118.583333333333,112.605263157895,110.571637426901
"6115",77.4166666666667,97.6372549019608,345.265573937909
"6116",107,111.352941176471,115.800806781046
"6119",201.333333333333,205.976851851852,75.9965731663036
"6121",209,205.607843137255,46.890420751634
"6122",179.833333333333,163.960526315789,282.118339831059
"6123",83.9166666666667,84.7061403508772,361.683154645874
"6126",221.083333333333,220.299019607843,57.0347732843137
"6127",209.25,203.513888888889,75.9201388888888
"6130",210,210.46568627451,23.6172385620915
"6133",114.916666666667,147.180555555556,193.84987745098
"6161",80.9166666666667,95.3421052631579,86.9196718648473
"6170",213.083333333333,212.916666666667,36.3259803921569
"6172",174.25,157.823529411765,373.129238153595
"6176",217.583333333333,215.093137254902,62.6613562091503
