"AOU","Variables","Estimate","Q2.5","Q97.5","Focal","Family"
6800,"Competitors",0.891417322,0.388968414,1.480209276,"MacGillivray's Warbler","Parulidae"
6810,"Competitors",1.514768004,1.042931878,2.083074386,"Common Yellowthroat","Parulidae"
6830,"Competitors",2.009890899,1.538204044,2.575455364,NA,NA
6840,"Competitors",-2.551584934,-3.097512678,-1.942821798,"Hooded Warbler","Parulidae"
6850,"Competitors",-0.149574284,-0.655256345,0.430495247,"Wilson's Warbler","Parulidae"
6860,"Competitors",2.306376357,1.780960201,2.896019215,"Canada Warbler","Parulidae"
6870,"Competitors",2.093666883,1.614973791,2.658308914,"American Redstart","Parulidae"
6882,"Competitors",2.407231737,1.670916167,3.209174521,"House Sparrow","Passeridae"
7020,"Competitors",1.205293185,0.723560748,1.770076009,"Sage Thrasher","Mimidae"
7030,"Competitors",0.729928745,0.25122932,1.302182816,"Northern Mockingbird","Mimidae"
7040,"Competitors",1.374059664,0.902916714,1.938677529,"Gray Catbird","Mimidae"
7050,"Competitors",1.183676685,0.710449338,1.757363933,"Brown Thrasher","Mimidae"
7150,"Competitors",1.59220929,1.115848664,2.156440421,"Rock Wren","Troglodytidae"
7180,"Competitors",0.503138945,0.018927348,1.06802178,"Carolina Wren","Troglodytidae"
7190,"Competitors",1.215323808,0.739403012,1.780828324,"Bewick's Wren","Troglodytidae"
7210,"Competitors",0.738827495,0.270038353,1.304447006,"House Wren","Troglodytidae"
7221,"Competitors",0.886886395,0.392509372,1.460043458,"Pacific Wren","Troglodytidae"
7222,"Competitors",0.505025966,0.018825287,1.069305808,"Winter Wren","Troglodytidae"
7240,"Competitors",0.427672112,-0.06354558,1.006224825,"Sedge Wren","Troglodytidae"
7260,"Competitors",1.082370629,0.602678454,1.648145765,"Brown Creeper","Certhiidae"
7270,"Competitors",1.883064388,1.410972141,2.44489949,"White-breasted Nuthatch","Sittidae"
7280,"Competitors",0.998054822,0.527786175,1.567119044,"Red-breasted Nuthatch","Sittidae"
7290,"Competitors",1.564544688,1.083289498,2.132871499,"Brown-headed Nuthatch","Sittidae"
7310,"Competitors",1.104869465,0.628527713,1.673618886,"Tufted Titmouse","Paridae"
7350,"Competitors",1.872560794,1.400778558,2.437884708,"Black-capped Chickadee","Paridae"
7360,"Competitors",0.805837356,0.315719891,1.389601804,"Carolina Chickadee","Paridae"
7380,"Competitors",1.551203121,1.066849885,2.128985921,"Mountain Chickadee","Paridae"
7430,"Competitors",2.496211206,2.016979678,3.069120889,"Bushtit","Aegithalidae"
7480,"Competitors",1.90931507,1.436611346,2.480114359,"Golden-crowned Kinglet","Regulidae"
7510,"Competitors",1.119923424,0.59956983,1.705978088,"Blue-gray Gnatcatcher","Sylviidae"
7540,"Competitors",1.785135313,1.29999185,2.365375104,"Townsend's Solitaire","Turdidae"
7550,"Competitors",-1.523855554,-2.027401088,-0.928257044,"Wood Thrush","Turdidae"
7560,"Competitors",-18.62525573,-19.78409859,-17.491472,"Veery","Turdidae"
7580,"Competitors",1.152586958,0.675700997,1.723937425,"Swainson's Thrush","Turdidae"
7590,"Competitors",2.006193913,1.535603635,2.571124851,"Hermit Thrush","Turdidae"
7610,"Competitors",1.046919365,0.572731252,1.612685028,"American Robin","Turdidae"
7660,"Competitors",1.491856589,1.019413763,2.053792956,"Eastern Bluebird","Turdidae"
7670,"Competitors",1.781298514,1.295235328,2.357922638,"Western Bluebird","Turdidae"
7680,"Competitors",1.085201691,0.605299187,1.653849478,"Mountain Bluebird","Turdidae"
2881,"Temp",0.232122552,0.051190457,0.414877096,"Gray Partridge","Phasianidae"
2890,"Temp",-0.692627259,-0.785854225,-0.602428065,"Northern Bobwhite","Odontophoridae"
2940,"Temp",-0.672602452,-0.876781568,-0.476332489,"California Quail","Odontophoridae"
3000,"Temp",0.219963316,0.117140863,0.316417495,"Ruffed Grouse","Phasianidae"
3120,"Temp",-0.07066328,-0.222459221,0.076926206,"Band-tailed Pigeon","Columbidae"
3160,"Temp",-1.21411469,-1.346202673,-1.083484259,"Mourning Dove","Columbidae"
3190,"Temp",0.019589738,-0.167795675,0.207899186,"White-winged Dove","Columbidae"
3200,"Temp",-0.538441549,-0.749503265,-0.327358911,"Common Ground-Dove","Columbidae"
3870,"Temp",-0.587927517,-0.676712548,-0.501584593,"Yellow-billed Cuckoo","Cuculidae"
3880,"Temp",-0.068052587,-0.173414949,0.036151874,"Black-billed Cuckoo","Cuculidae"
3930,"Temp",0.074454556,-0.014415817,0.160437875,"Hairy Woodpecker","Picidae"
3940,"Temp",0.188911701,0.100550072,0.274299011,"Downy Woodpecker","Picidae"
3960,"Temp",-0.033588455,-0.244887205,0.177925232,"Ladder-backed Woodpecker","Picidae"
4020,"Temp",0.342978279,0.215660066,0.467882874,"Yellow-bellied Sapsucker","Picidae"
4021,"Temp",0.287616414,0.123986765,0.451221687,"Red-naped Sapsucker","Picidae"
4060,"Temp",-0.092408314,-0.18694733,-0.000550233,"Red-headed Woodpecker","Picidae"
4090,"Temp",0.151741374,0.008510129,0.293815005,"Red-bellied Woodpecker","Picidae"
4120,"Temp",-0.060383527,-0.152525636,0.028811119,"Northern Flicker","Picidae"
4290,"Temp",0.123395773,-0.024867641,0.267236775,"Black-chinned Hummingbird","Trochilidae"
4320,"Temp",1.362057095,1.115871538,1.612349928,"Broad-tailed Hummingbird","Trochilidae"
4330,"Temp",0.280987356,0.10491274,0.453663134,"Rufous Hummingbird","Trochilidae"
4430,"Temp",-0.30534117,-0.502147179,-0.107151833,"Scissor-tailed Flycatcher","Tyrannidae"
4440,"Temp",0.094326389,-0.001501205,0.186595617,"Eastern Kingbird","Tyrannidae"
4470,"Temp",0.293055893,0.19070907,0.396274921,"Western Kingbird","Tyrannidae"
4480,"Temp",0.960405209,0.728817936,1.1905043,"Cassin's Kingbird","Tyrannidae"
4520,"Temp",0.352238437,0.251817948,0.449170037,"Great Crested Flycatcher","Tyrannidae"
4540,"Temp",0.372484227,0.184162064,0.559195754,"Ash-throated Flycatcher","Tyrannidae"
4560,"Temp",0.631209548,0.527017243,0.735497237,"Eastern Phoebe","Tyrannidae"
4570,"Temp",0.298763991,0.193890481,0.402240636,"Say's Phoebe","Tyrannidae"
4590,"Temp",0.786562603,0.683834561,0.887998499,"Olive-sided Flycatcher","Tyrannidae"
4610,"Temp",0.547367358,0.449362424,0.64172805,"Eastern Wood-Pewee","Tyrannidae"
4620,"Temp",0.518143291,0.415565677,0.61976883,"Western Wood-Pewee","Tyrannidae"
4640,"Temp",0.820067889,0.640315905,0.99621857,"Cordilleran Flycatcher","Tyrannidae"
4641,"Temp",0.038106496,-0.107397935,0.186243852,"Pacific-slope Flycatcher","Tyrannidae"
4650,"Temp",-0.092883483,-0.188738924,-0.000252238,"Acadian Flycatcher","Tyrannidae"
4660,"Temp",-0.385233236,-0.477948281,-0.292080814,"Willow Flycatcher","Tyrannidae"
4670,"Temp",-0.364436808,-0.466722798,-0.264723306,"Least Flycatcher","Tyrannidae"
4680,"Temp",0.045675792,-0.055823802,0.146908311,"Hammond's Flycatcher","Tyrannidae"
4690,"Temp",-0.049944065,-0.182462074,0.079394141,"Dusky Flycatcher","Tyrannidae"
4691,"Temp",0.15106757,0.004712009,0.29480388,"Gray Flycatcher","Tyrannidae"
4750,"Temp",-0.360514632,-0.465215355,-0.258097542,"Black-billed Magpie","Corvidae"
4770,"Temp",0.268672006,0.127927426,0.412166541,"Blue Jay","Corvidae"
4780,"Temp",-0.628102104,-0.77041892,-0.488076316,"Steller's Jay","Corvidae"
4812,"Temp",-0.396045399,-0.66424975,-0.134248531,"Western Scrub-Jay","Corvidae"
4840,"Temp",-0.367214266,-0.561139259,-0.18080129,"Gray Jay","Corvidae"
4880,"Temp",0.618186527,0.500751289,0.737725393,"American Crow","Corvidae"
4900,"Temp",0.482781648,0.362713579,0.599229051,"Fish Crow","Corvidae"
4910,"Temp",0.382530073,0.2406362,0.526062293,"Clark's Nutcracker","Corvidae"
4940,"Temp",-0.392048148,-0.491073689,-0.294948689,"Bobolink","Icteridae"
4950,"Temp",-0.148799842,-0.243624148,-0.058217593,"Brown-headed Cowbird","Icteridae"
4970,"Temp",0.7473803,0.623132526,0.870384244,"Yellow-headed Blackbird","Icteridae"
4980,"Temp",-0.321374255,-0.425990685,-0.221716602,"Red-winged Blackbird","Icteridae"
5010,"Temp",0.002787808,-0.095128338,0.100283368,"Eastern Meadowlark","Icteridae"
5011,"Temp",0.252955276,0.155641453,0.346838731,"Western Meadowlark","Icteridae"
5060,"Temp",-0.519572271,-0.616103711,-0.42840046,"Orchard Oriole","Icteridae"
5070,"Temp",-0.481496535,-0.573642277,-0.390512502,"Baltimore Oriole","Icteridae"
5080,"Temp",0.238305825,0.122482107,0.353766038,"Bullock's Oriole","Icteridae"
5100,"Temp",0.526673796,0.387467759,0.663479057,"Brewer's Blackbird","Icteridae"
5110,"Temp",-0.351640862,-0.447154495,-0.25903271,"Common Grackle","Icteridae"
5120,"Temp",0.392796041,0.265867617,0.522074208,NA,NA
5170,"Temp",0.458915749,0.338728233,0.576113327,"Purple Finch","Fringillidae"
5180,"Temp",0.129510398,-0.022357471,0.277696599,"Cassin's Finch","Fringillidae"
5190,"Temp",-0.370604987,-0.456075928,-0.288564334,"House Finch","Fringillidae"
5210,"Temp",-0.045126813,-0.164868272,0.073554612,"Red Crossbill","Fringillidae"
5220,"Temp",-0.765539072,-0.99737712,-0.536080534,"White-winged Crossbill","Fringillidae"
5290,"Temp",-0.660447825,-0.755817768,-0.56939865,"American Goldfinch","Fringillidae"
5300,"Temp",-0.174736948,-0.292317233,-0.06036544,"Lesser Goldfinch","Fringillidae"
5330,"Temp",-0.005967486,-0.117493247,0.103481805,"Pine Siskin","Fringillidae"
5400,"Temp",-0.34862923,-0.446108502,-0.253904418,"Vesper Sparrow","Emberizidae"
5460,"Temp",-0.303419086,-0.394116254,-0.216795376,"Grasshopper Sparrow","Emberizidae"
5480,"Temp",-0.172363864,-0.369327763,0.01914052,"Le Conte's Sparrow","Emberizidae"
5520,"Temp",0.032175895,-0.067639799,0.129338905,"Lark Sparrow","Emberizidae"
5540,"Temp",0.040655438,-0.266377288,0.352657091,"White-crowned Sparrow","Emberizidae"
5580,"Temp",0.310349309,0.160356984,0.456451405,"White-throated Sparrow","Emberizidae"
5600,"Temp",-0.299729323,-0.393673205,-0.206732968,"Chipping Sparrow","Emberizidae"
5610,"Temp",0.436801628,0.317965489,0.556333898,"Clay-colored Sparrow","Emberizidae"
5620,"Temp",-0.16250807,-0.277820706,-0.048847798,NA,NA
5630,"Temp",-0.109193565,-0.204433071,-0.016695358,"Field Sparrow","Emberizidae"
5730,"Temp",-0.2102607,-0.39633214,-0.030506504,"Black-throated Sparrow","Emberizidae"
5780,"Temp",0.690035709,0.544095031,0.83238595,"Cassin's Sparrow","Emberizidae"
5810,"Temp",0.377886126,0.277735319,0.472735906,"Song Sparrow","Emberizidae"
5840,"Temp",0.029933099,-0.077101435,0.133083702,"Swamp Sparrow","Emberizidae"
5850,"Temp",0.336790224,0.174810403,0.496964707,"Fox Sparrow","Emberizidae"
5870,"Temp",-0.461418506,-0.565388866,-0.359766155,"Eastern Towhee","Emberizidae"
5880,"Temp",-0.330817585,-0.447985838,-0.213232613,"Spotted Towhee","Emberizidae"
5900,"Temp",0.456216319,0.288136897,0.62635418,"Green-tailed Towhee","Emberizidae"
5930,"Temp",-1.660462706,-1.820400701,-1.503525164,"Northern Cardinal","Cardinalidae"
5950,"Temp",-0.430090915,-0.524807478,-0.335857793,"Rose-breasted Grosbeak","Cardinalidae"
5960,"Temp",0.06860536,-0.037670078,0.173408851,"Black-headed Grosbeak","Cardinalidae"
5970,"Temp",-0.628180436,-0.721440176,-0.539527805,"Blue Grosbeak","Cardinalidae"
5980,"Temp",-1.202782052,-1.311463614,-1.096872876,"Indigo Bunting","Cardinalidae"
5990,"Temp",0.450911433,0.326811869,0.573010865,NA,NA
6010,"Temp",-0.359111655,-0.513750096,-0.204474826,"Painted Bunting","Cardinalidae"
6040,"Temp",-0.291304029,-0.378881925,-0.205245222,"Dickcissel","Cardinalidae"
6050,"Temp",0.079691809,-0.039928123,0.195757199,"Lark Bunting","Emberizidae"
6070,"Temp",0.250500936,0.13589284,0.364867708,"Western Tanager","Thraupidae"
6080,"Temp",0.506095225,0.408934574,0.602850278,"Scarlet Tanager","Thraupidae"
6100,"Temp",-0.870626853,-0.972339802,-0.772035976,"Summer Tanager","Thraupidae"
6120,"Temp",0.163725328,0.068645591,0.258801283,"Cliff Swallow","Hirundinidae"
6130,"Temp",-0.508852977,-0.602019465,-0.418479301,"Barn Swallow","Hirundinidae"
6140,"Temp",-0.510580402,-0.597903164,-0.426883181,"Tree Swallow","Hirundinidae"
6150,"Temp",-0.007748147,-0.116145193,0.096260641,"Violet-green Swallow","Hirundinidae"
6160,"Temp",0.166229595,0.081419881,0.250705108,"Bank Swallow","Hirundinidae"
6170,"Temp",-0.213606223,-0.306195737,-0.124015776,"Northern Rough-winged Swallow","Hirundinidae"
6190,"Temp",-0.461591251,-0.550358436,-0.375317797,"Cedar Waxwing","Bombycillidae"
6220,"Temp",0.267750705,0.172046274,0.362114856,NA,NA
6240,"Temp",1.286517451,1.191329325,1.381256403,"Red-eyed Vireo","Vireonidae"
6270,"Temp",-0.246340573,-0.337394276,-0.156764441,"Warbling Vireo","Vireonidae"
6280,"Temp",0.602799887,0.503529481,0.701820155,"Yellow-throated Vireo","Vireonidae"
6290,"Temp",0.193566167,0.080332915,0.30312233,"Blue-headed Vireo","Vireonidae"
6291,"Temp",-0.182645635,-0.354415748,-0.014336624,"Plumbeous Vireo","Vireonidae"
6292,"Temp",0.268054064,0.111651709,0.418892107,"Cassin's Vireo","Vireonidae"
6310,"Temp",-0.629309397,-0.741928646,-0.519498219,"White-eyed Vireo","Vireonidae"
6330,"Temp",-0.236879156,-0.376116921,-0.103758914,"Bell's Vireo","Vireonidae"
6360,"Temp",0.025946887,-0.081453118,0.133564381,"Black-and-white Warbler","Parulidae"
6370,"Temp",-0.054994907,-0.177763546,0.065962451,"Prothonotary Warbler","Parulidae"
6380,"Temp",-0.010834758,-0.238074769,0.211464748,"Swainson's Warbler","Parulidae"
6390,"Temp",0.09782708,-0.015291437,0.208517237,"Worm-eating Warbler","Parulidae"
6410,"Temp",0.297442129,0.16365157,0.430304661,"Blue-winged Warbler","Parulidae"
6450,"Temp",-1.05596515,-1.262078196,-0.849855682,"Nashville Warbler","Parulidae"
6460,"Temp",1.066263589,0.901777313,1.230829366,"Orange-crowned Warbler","Parulidae"
6480,"Temp",0.736530785,0.635018936,0.83500909,"Northern Parula","Parulidae"
6520,"Temp",-0.297902406,-0.380840774,-0.218203051,"Yellow Warbler","Parulidae"
6540,"Temp",1.355385313,1.169020016,1.540396077,"Black-throated Blue Warbler","Parulidae"
6570,"Temp",0.008497436,-0.104728091,0.124663054,"Magnolia Warbler","Parulidae"
6590,"Temp",-0.357830187,-0.479688277,-0.240805303,"Chestnut-sided Warbler","Parulidae"
6620,"Temp",-0.426277779,-0.566132651,-0.285487002,"Blackburnian Warbler","Parulidae"
6630,"Temp",-0.191115471,-0.298510799,-0.086745819,"Yellow-throated Warbler","Parulidae"
6650,"Temp",0.283330192,0.167371604,0.40167914,"Black-throated Gray Warbler","Parulidae"
6670,"Temp",-0.034064549,-0.156422309,0.081323334,"Black-throated Green Warbler","Parulidae"
6710,"Temp",0.404267259,0.301242179,0.506068691,"Pine Warbler","Parulidae"
6730,"Temp",0.054299846,-0.039637295,0.147097229,"Prairie Warbler","Parulidae"
6740,"Temp",0.274110537,0.170913804,0.372673596,"Ovenbird","Parulidae"
6760,"Temp",-0.073210306,-0.176827615,0.02911869,"Louisiana Waterthrush","Parulidae"
6770,"Temp",0.003759409,-0.096396711,0.101497411,"Kentucky Warbler","Parulidae"
6790,"Temp",-0.280561939,-0.387469072,-0.178073878,"Mourning Warbler","Parulidae"
6800,"Temp",0.353002803,0.195997636,0.509410045,"MacGillivray's Warbler","Parulidae"
6810,"Temp",0.051584644,-0.038655291,0.139144314,"Common Yellowthroat","Parulidae"
6830,"Temp",-0.48671996,-0.576376528,-0.399705222,NA,NA
6840,"Temp",0.450505246,0.338435482,0.563226158,"Hooded Warbler","Parulidae"
6850,"Temp",0.469554896,0.339720011,0.600673354,"Wilson's Warbler","Parulidae"
6860,"Temp",1.015820629,0.782622819,1.245576379,"Canada Warbler","Parulidae"
6870,"Temp",-0.286141416,-0.377033398,-0.195792159,"American Redstart","Parulidae"
6882,"Temp",-0.20197224,-0.288224363,-0.117206177,"House Sparrow","Passeridae"
7020,"Temp",0.455841395,0.334176278,0.576178058,"Sage Thrasher","Mimidae"
7030,"Temp",-0.937826293,-1.044770467,-0.832820171,"Northern Mockingbird","Mimidae"
7040,"Temp",-0.089554409,-0.174096405,-0.006167566,"Gray Catbird","Mimidae"
7050,"Temp",-0.632878679,-0.722852896,-0.543768628,"Brown Thrasher","Mimidae"
7150,"Temp",0.476377571,0.36547204,0.586545013,"Rock Wren","Troglodytidae"
7180,"Temp",-0.481678585,-0.61460408,-0.34762607,"Carolina Wren","Troglodytidae"
7190,"Temp",0.821950057,0.706078419,0.936820074,"Bewick's Wren","Troglodytidae"
7210,"Temp",0.061726154,-0.0313021,0.150995796,"House Wren","Troglodytidae"
7221,"Temp",0.193719338,-0.052708137,0.447372851,"Pacific Wren","Troglodytidae"
7222,"Temp",0.113572505,-0.004898138,0.231434167,"Winter Wren","Troglodytidae"
7240,"Temp",0.100729494,-0.004091003,0.200619368,"Sedge Wren","Troglodytidae"
7260,"Temp",0.201907828,0.090933189,0.313626785,"Brown Creeper","Certhiidae"
7270,"Temp",-0.22583986,-0.316527623,-0.13746184,"White-breasted Nuthatch","Sittidae"
7280,"Temp",0.487654421,0.387078749,0.589205845,"Red-breasted Nuthatch","Sittidae"
7290,"Temp",-0.212700149,-0.327350429,-0.098655919,"Brown-headed Nuthatch","Sittidae"
7310,"Temp",-0.654642733,-0.771466359,-0.538356442,"Tufted Titmouse","Paridae"
7350,"Temp",0.037138481,-0.050463722,0.121926246,"Black-capped Chickadee","Paridae"
7360,"Temp",-0.748034566,-0.885051094,-0.609440159,"Carolina Chickadee","Paridae"
7380,"Temp",0.527924909,0.395682816,0.662939047,"Mountain Chickadee","Paridae"
7430,"Temp",-0.726929242,-0.862306662,-0.594560506,"Bushtit","Aegithalidae"
7480,"Temp",0.8390411,0.716135766,0.966198239,"Golden-crowned Kinglet","Regulidae"
7510,"Temp",-0.423232811,-0.508499906,-0.341491586,"Blue-gray Gnatcatcher","Sylviidae"
7540,"Temp",0.51693901,0.414773331,0.619342569,"Townsend's Solitaire","Turdidae"
7550,"Temp",0.078806445,-0.018627598,0.173318076,"Wood Thrush","Turdidae"
7560,"Temp",-0.238418759,-0.358458776,-0.120522919,"Veery","Turdidae"
7580,"Temp",0.265980214,0.151941995,0.380907455,"Swainson's Thrush","Turdidae"
7590,"Temp",0.15603966,0.060514398,0.249318231,"Hermit Thrush","Turdidae"
7610,"Temp",-0.50265355,-0.592657438,-0.415576885,"American Robin","Turdidae"
7660,"Temp",-0.510732304,-0.600473959,-0.425570036,"Eastern Bluebird","Turdidae"
7670,"Temp",-0.336135581,-0.504392636,-0.174823433,"Western Bluebird","Turdidae"
7680,"Temp",0.134958265,0.024928476,0.240884963,"Mountain Bluebird","Turdidae"
2881,"Elev",-0.941703692,-1.149742326,-0.734205826,"Gray Partridge","Phasianidae"
2890,"Elev",-0.419957585,-0.537560187,-0.303238097,"Northern Bobwhite","Odontophoridae"
2940,"Elev",-1.595133589,-1.798367478,-1.393203168,"California Quail","Odontophoridae"
3000,"Elev",0.22107226,0.070018536,0.373574923,"Ruffed Grouse","Phasianidae"
3120,"Elev",-0.517794651,-0.690709369,-0.340669567,"Band-tailed Pigeon","Columbidae"
3160,"Elev",-0.782391536,-0.884956825,-0.68367609,"Mourning Dove","Columbidae"
3190,"Elev",0.499649229,0.197037879,0.801539787,"White-winged Dove","Columbidae"
3200,"Elev",0.688209629,0.471828256,0.9059526,"Common Ground-Dove","Columbidae"
3870,"Elev",-0.358409201,-0.452831447,-0.264047531,"Yellow-billed Cuckoo","Cuculidae"
3880,"Elev",-0.083675623,-0.192398238,0.023451709,"Black-billed Cuckoo","Cuculidae"
3930,"Elev",0.126041519,0.018703809,0.234479192,"Hairy Woodpecker","Picidae"
3940,"Elev",-0.433246422,-0.522245053,-0.341433294,"Downy Woodpecker","Picidae"
3960,"Elev",0.290492175,0.00882849,0.569923089,"Ladder-backed Woodpecker","Picidae"
4020,"Elev",-0.149068795,-0.260515014,-0.034447556,"Yellow-bellied Sapsucker","Picidae"
4021,"Elev",1.284852462,1.091284862,1.4760312,"Red-naped Sapsucker","Picidae"
4060,"Elev",-0.255221614,-0.366933333,-0.145903083,"Red-headed Woodpecker","Picidae"
4090,"Elev",-0.137284029,-0.239857524,-0.036403246,"Red-bellied Woodpecker","Picidae"
4120,"Elev",-0.074463707,-0.168535448,0.020618322,"Northern Flicker","Picidae"
4290,"Elev",0.210652416,0.055586201,0.370683066,"Black-chinned Hummingbird","Trochilidae"
4320,"Elev",-0.620063745,-0.799920555,-0.43869217,"Broad-tailed Hummingbird","Trochilidae"
4330,"Elev",-0.678207114,-0.880590242,-0.474421261,"Rufous Hummingbird","Trochilidae"
4430,"Elev",0.681523651,0.522956983,0.842554376,"Scissor-tailed Flycatcher","Tyrannidae"
4440,"Elev",-0.335708218,-0.430131204,-0.241142961,"Eastern Kingbird","Tyrannidae"
4470,"Elev",-0.36228616,-0.463377061,-0.261359592,"Western Kingbird","Tyrannidae"
4480,"Elev",-0.970642131,-1.191188408,-0.751880719,"Cassin's Kingbird","Tyrannidae"
4520,"Elev",-0.38493008,-0.480207878,-0.289421214,"Great Crested Flycatcher","Tyrannidae"
4540,"Elev",0.192730401,-0.010654914,0.396113666,"Ash-throated Flycatcher","Tyrannidae"
4560,"Elev",-0.267493427,-0.364582018,-0.169637009,"Eastern Phoebe","Tyrannidae"
4570,"Elev",0.277061661,0.165365102,0.387571495,"Say's Phoebe","Tyrannidae"
4590,"Elev",-0.018951557,-0.154560513,0.115776794,"Olive-sided Flycatcher","Tyrannidae"
4610,"Elev",-0.005687639,-0.102754139,0.09331283,"Eastern Wood-Pewee","Tyrannidae"
4620,"Elev",0.159544508,0.032239171,0.288829467,"Western Wood-Pewee","Tyrannidae"
4640,"Elev",0.169688112,0.018778839,0.322850541,"Cordilleran Flycatcher","Tyrannidae"
4641,"Elev",0.129121452,-0.029943939,0.291830927,"Pacific-slope Flycatcher","Tyrannidae"
4650,"Elev",0.690598901,0.553377739,0.828914432,"Acadian Flycatcher","Tyrannidae"
4660,"Elev",0.302757304,0.186573021,0.420490689,"Willow Flycatcher","Tyrannidae"
4670,"Elev",-0.419769656,-0.522179129,-0.314269741,"Least Flycatcher","Tyrannidae"
4680,"Elev",-0.069879607,-0.202187499,0.062144708,"Hammond's Flycatcher","Tyrannidae"
4690,"Elev",0.507090711,0.358532057,0.655805227,"Dusky Flycatcher","Tyrannidae"
4691,"Elev",0.484058898,0.283337106,0.691045783,"Gray Flycatcher","Tyrannidae"
4750,"Elev",0.410377631,0.283502841,0.533345949,"Black-billed Magpie","Corvidae"
4770,"Elev",-0.057223822,-0.154650513,0.041376822,"Blue Jay","Corvidae"
4780,"Elev",0.555420553,0.403366339,0.707316157,"Steller's Jay","Corvidae"
4812,"Elev",-0.028176342,-0.359496936,0.305873252,"Western Scrub-Jay","Corvidae"
4840,"Elev",0.144069882,-0.04768664,0.334879846,"Gray Jay","Corvidae"
4880,"Elev",0.0156073,-0.083015007,0.116959254,"American Crow","Corvidae"
4900,"Elev",-0.261609032,-0.403217539,-0.117338271,"Fish Crow","Corvidae"
4910,"Elev",-0.122781247,-0.255810185,0.009775654,"Clark's Nutcracker","Corvidae"
4940,"Elev",0.043171844,-0.052721273,0.137738752,"Bobolink","Icteridae"
4950,"Elev",-0.295962556,-0.384972124,-0.204406131,"Brown-headed Cowbird","Icteridae"
4970,"Elev",-0.158214647,-0.273041576,-0.042376729,"Yellow-headed Blackbird","Icteridae"
4980,"Elev",-0.353059395,-0.452255824,-0.250959977,"Red-winged Blackbird","Icteridae"
5010,"Elev",-1.162344243,-1.353892567,-0.970045751,"Eastern Meadowlark","Icteridae"
5011,"Elev",-0.061541994,-0.176765802,0.053441328,"Western Meadowlark","Icteridae"
5060,"Elev",0.087981457,-0.021082344,0.195032113,"Orchard Oriole","Icteridae"
5070,"Elev",-0.118466193,-0.212224406,-0.023825455,"Baltimore Oriole","Icteridae"
5080,"Elev",-0.458476274,-0.565632318,-0.350594872,"Bullock's Oriole","Icteridae"
5100,"Elev",-0.606856681,-0.74612136,-0.468696359,"Brewer's Blackbird","Icteridae"
5110,"Elev",-0.254963693,-0.348228965,-0.161657888,"Common Grackle","Icteridae"
5120,"Elev",0.011505784,-0.154010134,0.177131585,NA,NA
5170,"Elev",0.072771731,-0.055381968,0.201212828,"Purple Finch","Fringillidae"
5180,"Elev",0.352880195,0.192325668,0.515112713,"Cassin's Finch","Fringillidae"
5190,"Elev",0.484821991,0.38508613,0.58316096,"House Finch","Fringillidae"
5210,"Elev",-0.134065428,-0.276597165,0.010881968,"Red Crossbill","Fringillidae"
5220,"Elev",0.231019972,0.087800796,0.371631833,"White-winged Crossbill","Fringillidae"
5290,"Elev",-0.209504801,-0.297774614,-0.120940425,"American Goldfinch","Fringillidae"
5300,"Elev",0.219143183,0.047274096,0.38866936,"Lesser Goldfinch","Fringillidae"
5330,"Elev",-0.535212299,-0.647932252,-0.419292838,"Pine Siskin","Fringillidae"
5400,"Elev",1.04311739,0.889510297,1.197033227,"Vesper Sparrow","Emberizidae"
5460,"Elev",-0.319353248,-0.41963566,-0.219866633,"Grasshopper Sparrow","Emberizidae"
5480,"Elev",-0.792095056,-0.986990888,-0.596835897,"Le Conte's Sparrow","Emberizidae"
5520,"Elev",0.166760094,0.049804316,0.281703455,"Lark Sparrow","Emberizidae"
5540,"Elev",2.103119459,1.890128697,2.322783293,"White-crowned Sparrow","Emberizidae"
5580,"Elev",-0.042257966,-0.198856802,0.114315344,"White-throated Sparrow","Emberizidae"
5600,"Elev",0.424147269,0.314901179,0.534359719,"Chipping Sparrow","Emberizidae"
5610,"Elev",-0.898593722,-1.034279768,-0.761259517,"Clay-colored Sparrow","Emberizidae"
5620,"Elev",0.168358903,0.036520908,0.298551893,NA,NA
5630,"Elev",-0.066473107,-0.168119438,0.0357274,"Field Sparrow","Emberizidae"
5730,"Elev",0.630684385,0.481979101,0.779894968,"Black-throated Sparrow","Emberizidae"
5780,"Elev",0.109063,-0.036940374,0.254163652,"Cassin's Sparrow","Emberizidae"
5810,"Elev",0.47628163,0.377219895,0.576201023,"Song Sparrow","Emberizidae"
5840,"Elev",-0.005640947,-0.105077975,0.095231513,"Swamp Sparrow","Emberizidae"
5850,"Elev",-0.426935689,-0.580302145,-0.274247611,"Fox Sparrow","Emberizidae"
5870,"Elev",0.953771723,0.807734789,1.104349232,"Eastern Towhee","Emberizidae"
5880,"Elev",0.533115046,0.397576037,0.669985185,"Spotted Towhee","Emberizidae"
5900,"Elev",-0.080171634,-0.227111256,0.064612026,"Green-tailed Towhee","Emberizidae"
5930,"Elev",-0.575898693,-0.719448702,-0.429961501,"Northern Cardinal","Cardinalidae"
5950,"Elev",0.274986262,0.17013589,0.381001687,"Rose-breasted Grosbeak","Cardinalidae"
5960,"Elev",-0.150183411,-0.2780712,-0.023864682,"Black-headed Grosbeak","Cardinalidae"
5970,"Elev",0.060406938,-0.081148072,0.199257223,"Blue Grosbeak","Cardinalidae"
5980,"Elev",-0.201265704,-0.303734473,-0.09946619,"Indigo Bunting","Cardinalidae"
