"","vecAOU","X","mean","mcse","sd","X2.5.","X25.","X50.","X75.","X97.5.","n_eff","Rhat","AOU","vecAOU2","Focal","Family"
"1",NA,"Intercept",2.41625893205648,0.0175385450964297,0.147479654525082,2.10789334916042,2.32851865243397,2.41693502220678,2.50650505475183,2.69289733612922,71,1.04128927046624,
