"focalAOU","Focal","FocalSciName","CompAOU","Competitor","CompSciName","Family","mainCompetitor"
6480,"Northern Parula","Parula americana",6570,"Magnolia Warbler","Dendroica magnolia","Parulidae",0
6480,"Northern Parula","Parula americana",6580,"Cerulean Warbler","Dendroica cerulea","Parulidae",0
6480,"Northern Parula","Parula americana",6590,"Chestnut-sided Warbler","Dendroica pensylvanica","Parulidae",0
6480,"Northern Parula","Parula americana",6600,"Bay-breasted Warbler","Dendroica castanea","Parulidae",0
6480,"Northern Parula","Parula americana",6610,"Blackpoll Warbler","Dendroica striata","Parulidae",0
6480,"Northern Parula","Parula americana",6620,"Blackburnian Warbler","Dendroica fusca","Parulidae",0
6480,"Northern Parula","Parula americana",6630,"Yellow-throated Warbler","Dendroica dominica","Parulidae",0
6480,"Northern Parula","Parula americana",6660,"Golden-cheeked Warbler","Dendroica chrysoparia","Parulidae",0
6480,"Northern Parula","Parula americana",6670,"Black-throated Green Warbler","Dendroica virens","Parulidae",0
6480,"Northern Parula","Parula americana",6700,"Kirtland's Warbler","Dendroica kirtlandii","Parulidae",0
6480,"Northern Parula","Parula americana",6710,"Pine Warbler","Dendroica pinus","Parulidae",0
6480,"Northern Parula","Parula americana",6720,"Palm Warbler","Dendroica palmarum","Parulidae",0
6480,"Northern Parula","Parula americana",6730,"Prairie Warbler","Dendroica discolor","Parulidae",0
6480,"Northern Parula","Parula americana",6750,"Northern Waterthrush","Parkesia noveboracensis","Parulidae",0
6480,"Northern Parula","Parula americana",6770,"Kentucky Warbler","Oporornis formosus","Parulidae",0
6480,"Northern Parula","Parula americana",6780,"Connecticut Warbler","Oporornis agilis","Parulidae",0
6480,"Northern Parula","Parula americana",6790,"Mourning Warbler","Oporornis philadelphia","Parulidae",0
6480,"Northern Parula","Parula americana",6840,"Hooded Warbler","Wilsonia citrina","Parulidae",0
6480,"Northern Parula","Parula americana",6850,"Wilson's Warbler","Wilsonia pusilla","Parulidae",0
6480,"Northern Parula","Parula americana",6860,"Canada Warbler","Wilsonia canadensis","Parulidae",0
6480,"Northern Parula","Parula americana",6870,"American Redstart","Setophaga ruticilla","Parulidae",0
6500,"Cape May Warbler","Dendroica tigrina",6520,"Yellow Warbler","Dendroica petechia","Parulidae",1
6500,"Cape May Warbler","Dendroica tigrina",6450,"Nashville Warbler","Vermivora ruficapilla","Parulidae",0
6500,"Cape May Warbler","Dendroica tigrina",6460,"Orange-crowned Warbler","Vermivora celata","Parulidae",0
6500,"Cape May Warbler","Dendroica tigrina",6470,"Tennessee Warbler","Vermivora peregrina","Parulidae",0
6500,"Cape May Warbler","Dendroica tigrina",6550,"Yellow-rumped Warbler","Dendroica coronata","Parulidae",0
6500,"Cape May Warbler","Dendroica tigrina",6590,"Chestnut-sided Warbler","Dendroica pensylvanica","Parulidae",0
6500,"Cape May Warbler","Dendroica tigrina",6600,"Bay-breasted Warbler","Dendroica castanea","Parulidae",0
6500,"Cape May Warbler","Dendroica tigrina",6610,"Blackpoll Warbler","Dendroica striata","Parulidae",0
6500,"Cape May Warbler","Dendroica tigrina",6620,"Blackburnian Warbler","Dendroica fusca","Parulidae",0
6500,"Cape May Warbler","Dendroica tigrina",6670,"Black-throated Green Warbler","Dendroica virens","Parulidae",0
6500,"Cape May Warbler","Dendroica tigrina",6790,"Mourning Warbler","Oporornis philadelphia","Parulidae",0
6500,"Cape May Warbler","Dendroica tigrina",6810,"Common Yellowthroat","Geothlypis trichas","Parulidae",0
6500,"Cape May Warbler","Dendroica tigrina",6850,"Wilson's Warbler","Wilsonia pusilla","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6810,"Common Yellowthroat","Geothlypis trichas","Parulidae",1
6520,"Yellow Warbler","Dendroica petechia",6360,"Black-and-white Warbler","Mniotilta varia","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6370,"Prothonotary Warbler","Protonotaria citrea","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6380,"Swainson's Warbler","Limnothlypis swainsonii","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6390,"Worm-eating Warbler","Helmitheros vermivorum","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6410,"Blue-winged Warbler","Vermivora cyanoptera","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6420,"Golden-winged Warbler","Vermivora chrysoptera","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6430,"Lucy's Warbler","Vermivora luciae","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6440,"Virginia's Warbler","Vermivora virginiae","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6450,"Nashville Warbler","Vermivora ruficapilla","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6460,"Orange-crowned Warbler","Vermivora celata","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6470,"Tennessee Warbler","Vermivora peregrina","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6480,"Northern Parula","Parula americana","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6500,"Cape May Warbler","Dendroica tigrina","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6540,"Black-throated Blue Warbler","Dendroica caerulescens","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6550,"Yellow-rumped Warbler","Dendroica coronata","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6570,"Magnolia Warbler","Dendroica magnolia","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6580,"Cerulean Warbler","Dendroica cerulea","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6590,"Chestnut-sided Warbler","Dendroica pensylvanica","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6600,"Bay-breasted Warbler","Dendroica castanea","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6610,"Blackpoll Warbler","Dendroica striata","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6620,"Blackburnian Warbler","Dendroica fusca","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6630,"Yellow-throated Warbler","Dendroica dominica","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6640,"Grace's Warbler","Dendroica graciae","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6650,"Black-throated Gray Warbler","Dendroica nigrescens","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6670,"Black-throated Green Warbler","Dendroica virens","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6680,"Townsend's Warbler","Dendroica townsendi","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6690,"Hermit Warbler","Dendroica occidentalis","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6700,"Kirtland's Warbler","Dendroica kirtlandii","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6710,"Pine Warbler","Dendroica pinus","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6720,"Palm Warbler","Dendroica palmarum","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6730,"Prairie Warbler","Dendroica discolor","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6740,"Ovenbird","Seiurus aurocapilla","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6750,"Northern Waterthrush","Parkesia noveboracensis","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6760,"Louisiana Waterthrush","Parkesia motacilla","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6770,"Kentucky Warbler","Oporornis formosus","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6780,"Connecticut Warbler","Oporornis agilis","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6790,"Mourning Warbler","Oporornis philadelphia","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6800,"MacGillivray's Warbler","Oporornis tolmiei","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6840,"Hooded Warbler","Wilsonia citrina","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6850,"Wilson's Warbler","Wilsonia pusilla","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6860,"Canada Warbler","Wilsonia canadensis","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6870,"American Redstart","Setophaga ruticilla","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6880,"Painted Redstart","Myioborus pictus","Parulidae",0
6520,"Yellow Warbler","Dendroica petechia",6900,"Red-faced Warbler","Cardellina rubrifrons","Parulidae",0
6540,"Black-throated Blue Warbler","Dendroica caerulescens",6870,"American Redstart","Setophaga ruticilla","Parulidae",1
6540,"Black-throated Blue Warbler","Dendroica caerulescens",6570,"Magnolia Warbler","Dendroica magnolia","Parulidae",0
6540,"Black-throated Blue Warbler","Dendroica caerulescens",6860,"Canada Warbler","Wilsonia canadensis","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6520,"Yellow Warbler","Dendroica petechia","Parulidae",1
6550,"Yellow-rumped Warbler","Dendroica coronata",6360,"Black-and-white Warbler","Mniotilta varia","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6370,"Prothonotary Warbler","Protonotaria citrea","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6380,"Swainson's Warbler","Limnothlypis swainsonii","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6390,"Worm-eating Warbler","Helmitheros vermivorum","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6410,"Blue-winged Warbler","Vermivora cyanoptera","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6420,"Golden-winged Warbler","Vermivora chrysoptera","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6430,"Lucy's Warbler","Vermivora luciae","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6440,"Virginia's Warbler","Vermivora virginiae","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6450,"Nashville Warbler","Vermivora ruficapilla","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6460,"Orange-crowned Warbler","Vermivora celata","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6470,"Tennessee Warbler","Vermivora peregrina","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6471,"Colima Warbler","Vermivora crissalis","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6480,"Northern Parula","Parula americana","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6490,"Tropical Parula","Parula pitiayumi","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6500,"Cape May Warbler","Dendroica tigrina","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6540,"Black-throated Blue Warbler","Dendroica caerulescens","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6570,"Magnolia Warbler","Dendroica magnolia","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6580,"Cerulean Warbler","Dendroica cerulea","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6590,"Chestnut-sided Warbler","Dendroica pensylvanica","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6600,"Bay-breasted Warbler","Dendroica castanea","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6610,"Blackpoll Warbler","Dendroica striata","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6620,"Blackburnian Warbler","Dendroica fusca","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6630,"Yellow-throated Warbler","Dendroica dominica","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6640,"Grace's Warbler","Dendroica graciae","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6650,"Black-throated Gray Warbler","Dendroica nigrescens","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6660,"Golden-cheeked Warbler","Dendroica chrysoparia","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6670,"Black-throated Green Warbler","Dendroica virens","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6680,"Townsend's Warbler","Dendroica townsendi","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6690,"Hermit Warbler","Dendroica occidentalis","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6700,"Kirtland's Warbler","Dendroica kirtlandii","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6710,"Pine Warbler","Dendroica pinus","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6720,"Palm Warbler","Dendroica palmarum","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6730,"Prairie Warbler","Dendroica discolor","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6740,"Ovenbird","Seiurus aurocapilla","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6750,"Northern Waterthrush","Parkesia noveboracensis","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6760,"Louisiana Waterthrush","Parkesia motacilla","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6770,"Kentucky Warbler","Oporornis formosus","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6780,"Connecticut Warbler","Oporornis agilis","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6790,"Mourning Warbler","Oporornis philadelphia","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6800,"MacGillivray's Warbler","Oporornis tolmiei","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6810,"Common Yellowthroat","Geothlypis trichas","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6840,"Hooded Warbler","Wilsonia citrina","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6850,"Wilson's Warbler","Wilsonia pusilla","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6860,"Canada Warbler","Wilsonia canadensis","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6870,"American Redstart","Setophaga ruticilla","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6880,"Painted Redstart","Myioborus pictus","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6881,"Fan-tailed Warbler","Euthlypis lachrymosa","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6890,"Slate-throated Redstart","Myioborus miniatus","Parulidae",0
6550,"Yellow-rumped Warbler","Dendroica coronata",6900,"Red-faced Warbler","Cardellina rubrifrons","Parulidae",0
6570,"Magnolia Warbler","Dendroica magnolia",6870,"American Redstart","Setophaga ruticilla","Parulidae",1
6570,"Magnolia Warbler","Dendroica magnolia",6540,"Black-throated Blue Warbler","Dendroica caerulescens","Parulidae",0
6570,"Magnolia Warbler","Dendroica magnolia",6860,"Canada Warbler","Wilsonia canadensis","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6520,"Yellow Warbler","Dendroica petechia","Parulidae",1
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6360,"Black-and-white Warbler","Mniotilta varia","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6370,"Prothonotary Warbler","Protonotaria citrea","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6380,"Swainson's Warbler","Limnothlypis swainsonii","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6390,"Worm-eating Warbler","Helmitheros vermivorum","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6410,"Blue-winged Warbler","Vermivora cyanoptera","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6420,"Golden-winged Warbler","Vermivora chrysoptera","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6450,"Nashville Warbler","Vermivora ruficapilla","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6460,"Orange-crowned Warbler","Vermivora celata","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6470,"Tennessee Warbler","Vermivora peregrina","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6480,"Northern Parula","Parula americana","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6500,"Cape May Warbler","Dendroica tigrina","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6540,"Black-throated Blue Warbler","Dendroica caerulescens","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6550,"Yellow-rumped Warbler","Dendroica coronata","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6570,"Magnolia Warbler","Dendroica magnolia","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6580,"Cerulean Warbler","Dendroica cerulea","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6600,"Bay-breasted Warbler","Dendroica castanea","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6610,"Blackpoll Warbler","Dendroica striata","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6620,"Blackburnian Warbler","Dendroica fusca","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6630,"Yellow-throated Warbler","Dendroica dominica","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6670,"Black-throated Green Warbler","Dendroica virens","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6700,"Kirtland's Warbler","Dendroica kirtlandii","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6710,"Pine Warbler","Dendroica pinus","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6720,"Palm Warbler","Dendroica palmarum","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6730,"Prairie Warbler","Dendroica discolor","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6740,"Ovenbird","Seiurus aurocapilla","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6750,"Northern Waterthrush","Parkesia noveboracensis","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6770,"Kentucky Warbler","Oporornis formosus","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6780,"Connecticut Warbler","Oporornis agilis","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6790,"Mourning Warbler","Oporornis philadelphia","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6810,"Common Yellowthroat","Geothlypis trichas","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6840,"Hooded Warbler","Wilsonia citrina","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6850,"Wilson's Warbler","Wilsonia pusilla","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6860,"Canada Warbler","Wilsonia canadensis","Parulidae",0
6590,"Chestnut-sided Warbler","Dendroica pensylvanica",6870,"American Redstart","Setophaga ruticilla","Parulidae",0
6600,"Bay-breasted Warbler","Dendroica castanea",6520,"Yellow Warbler","Dendroica petechia","Parulidae",1
6600,"Bay-breasted Warbler","Dendroica castanea",6450,"Nashville Warbler","Vermivora ruficapilla","Parulidae",0
6600,"Bay-breasted Warbler","Dendroica castanea",6460,"Orange-crowned Warbler","Vermivora celata","Parulidae",0
6600,"Bay-breasted Warbler","Dendroica castanea",6470,"Tennessee Warbler","Vermivora peregrina","Parulidae",0
6600,"Bay-breasted Warbler","Dendroica castanea",6500,"Cape May Warbler","Dendroica tigrina","Parulidae",0
6600,"Bay-breasted Warbler","Dendroica castanea",6550,"Yellow-rumped Warbler","Dendroica coronata","Parulidae",0
6600,"Bay-breasted Warbler","Dendroica castanea",6590,"Chestnut-sided Warbler","Dendroica pensylvanica","Parulidae",0
6600,"Bay-breasted Warbler","Dendroica castanea",6610,"Blackpoll Warbler","Dendroica striata","Parulidae",0
6600,"Bay-breasted Warbler","Dendroica castanea",6620,"Blackburnian Warbler","Dendroica fusca","Parulidae",0
6600,"Bay-breasted Warbler","Dendroica castanea",6670,"Black-throated Green Warbler","Dendroica virens","Parulidae",0
6600,"Bay-breasted Warbler","Dendroica castanea",6790,"Mourning Warbler","Oporornis philadelphia","Parulidae",0
6600,"Bay-breasted Warbler","Dendroica castanea",6810,"Common Yellowthroat","Geothlypis trichas","Parulidae",0
6600,"Bay-breasted Warbler","Dendroica castanea",6850,"Wilson's Warbler","Wilsonia pusilla","Parulidae",0
6610,"Blackpoll Warbler","Dendroica striata",6520,"Yellow Warbler","Dendroica petechia","Parulidae",1
6610,"Blackpoll Warbler","Dendroica striata",6450,"Nashville Warbler","Vermivora ruficapilla","Parulidae",0
6610,"Blackpoll Warbler","Dendroica striata",6460,"Orange-crowned Warbler","Vermivora celata","Parulidae",0
6610,"Blackpoll Warbler","Dendroica striata",6470,"Tennessee Warbler","Vermivora peregrina","Parulidae",0
6610,"Blackpoll Warbler","Dendroica striata",6500,"Cape May Warbler","Dendroica tigrina","Parulidae",0
6610,"Blackpoll Warbler","Dendroica striata",6550,"Yellow-rumped Warbler","Dendroica coronata","Parulidae",0
6610,"Blackpoll Warbler","Dendroica striata",6590,"Chestnut-sided Warbler","Dendroica pensylvanica","Parulidae",0
6610,"Blackpoll Warbler","Dendroica striata",6600,"Bay-breasted Warbler","Dendroica castanea","Parulidae",0
6610,"Blackpoll Warbler","Dendroica striata",6620,"Blackburnian Warbler","Dendroica fusca","Parulidae",0
6610,"Blackpoll Warbler","Dendroica striata",6670,"Black-throated Green Warbler","Dendroica virens","Parulidae",0
6610,"Blackpoll Warbler","Dendroica striata",6680,"Townsend's Warbler","Dendroica townsendi","Parulidae",0
6610,"Blackpoll Warbler","Dendroica striata",6790,"Mourning Warbler","Oporornis philadelphia","Parulidae",0
6610,"Blackpoll Warbler","Dendroica striata",6810,"Common Yellowthroat","Geothlypis trichas","Parulidae",0
6610,"Blackpoll Warbler","Dendroica striata",6850,"Wilson's Warbler","Wilsonia pusilla","Parulidae",0
6620,"Blackburnian Warbler","Dendroica fusca",6520,"Yellow Warbler","Dendroica petechia","Parulidae",1
6620,"Blackburnian Warbler","Dendroica fusca",6450,"Nashville Warbler","Vermivora ruficapilla","Parulidae",0
6620,"Blackburnian Warbler","Dendroica fusca",6460,"Orange-crowned Warbler","Vermivora celata","Parulidae",0
6620,"Blackburnian Warbler","Dendroica fusca",6470,"Tennessee Warbler","Vermivora peregrina","Parulidae",0
6620,"Blackburnian Warbler","Dendroica fusca",6500,"Cape May Warbler","Dendroica tigrina","Parulidae",0
6620,"Blackburnian Warbler","Dendroica fusca",6550,"Yellow-rumped Warbler","Dendroica coronata","Parulidae",0
6620,"Blackburnian Warbler","Dendroica fusca",6590,"Chestnut-sided Warbler","Dendroica pensylvanica","Parulidae",0
6620,"Blackburnian Warbler","Dendroica fusca",6600,"Bay-breasted Warbler","Dendroica castanea","Parulidae",0
6620,"Blackburnian Warbler","Dendroica fusca",6610,"Blackpoll Warbler","Dendroica striata","Parulidae",0
6620,"Blackburnian Warbler","Dendroica fusca",6670,"Black-throated Green Warbler","Dendroica virens","Parulidae",0
6620,"Blackburnian Warbler","Dendroica fusca",6790,"Mourning Warbler","Oporornis philadelphia","Parulidae",0
6620,"Blackburnian Warbler","Dendroica fusca",6810,"Common Yellowthroat","Geothlypis trichas","Parulidae",0
6620,"Blackburnian Warbler","Dendroica fusca",6850,"Wilson's Warbler","Wilsonia pusilla","Parulidae",0
6630,"Yellow-throated Warbler","Dendroica dominica",6370,"Prothonotary Warbler","Protonotaria citrea","Parulidae",1
6630,"Yellow-throated Warbler","Dendroica dominica",6360,"Black-and-white Warbler","Mniotilta varia","Parulidae",0
6630,"Yellow-throated Warbler","Dendroica dominica",6710,"Pine Warbler","Dendroica pinus","Parulidae",0
6650,"Black-throated Gray Warbler","Dendroica nigrescens",6520,"Yellow Warbler","Dendroica petechia","Parulidae",1
6650,"Black-throated Gray Warbler","Dendroica nigrescens",6430,"Lucy's Warbler","Vermivora luciae","Parulidae",0
6650,"Black-throated Gray Warbler","Dendroica nigrescens",6640,"Grace's Warbler","Dendroica graciae","Parulidae",0
6650,"Black-throated Gray Warbler","Dendroica nigrescens",6880,"Painted Redstart","Myioborus pictus","Parulidae",0
6670,"Black-throated Green Warbler","Dendroica virens",6520,"Yellow Warbler","Dendroica petechia","Parulidae",1
6670,"Black-throated Green Warbler","Dendroica virens",6360,"Black-and-white Warbler","Mniotilta varia","Parulidae",0
6670,"Black-throated Green Warbler","Dendroica virens",6370,"Prothonotary Warbler","Protonotaria citrea","Parulidae",0
6670,"Black-throated Green Warbler","Dendroica virens",6390,"Worm-eating Warbler","Helmitheros vermivorum","Parulidae",0
6670,"Black-throated Green Warbler","Dendroica virens",6410,"Blue-winged Warbler","Vermivora cyanoptera","Parulidae",0
6670,"Black-throated Green Warbler","Dendroica virens",6420,"Golden-winged Warbler","Vermivora chrysoptera","Parulidae",0
6670,"Black-throated Green Warbler","Dendroica virens",6450,"Nashville Warbler","Vermivora ruficapilla","Parulidae",0
6670,"Black-throated Green Warbler","Dendroica virens",6460,"Orange-crowned Warbler","Vermivora celata","Parulidae",0
6670,"Black-throated Green Warbler","Dendroica virens",6470,"Tennessee Warbler","Vermivora peregrina","Parulidae",0
6670,"Black-throated Green Warbler","Dendroica virens",6480,"Northern Parula","Parula americana","Parulidae",0
6670,"Black-throated Green Warbler","Dendroica virens",6500,"Cape May Warbler","Dendroica tigrina","Parulidae",0
6670,"Black-throated Green Warbler","Dendroica virens",6540,"Black-throated Blue Warbler","Dendroica caerulescens","Parulidae",0
6670,"Black-throated Green Warbler","Dendroica virens",6550,"Yellow-rumped Warbler","Dendroica coronata","Parulidae",0
6670,"Black-throated Green Warbler","Dendroica virens",6570,"Magnolia Warbler","Dendroica magnolia","Parulidae",0
6670,"Black-throated Green Warbler","Dendroica virens",6580,"Cerulean Warbler","Dendroica cerulea","Parulidae",0
6670,"Black-throated Green Warbler","Dendroica virens",6590,"Chestnut-sided Warbler","Dendroica pensylvanica","Parulidae",0
6670,"Black-throated Green Warbler","Dendroica virens",6600,"Bay-breasted Warbler","Dendroica castanea","Parulidae",0
6670,"Black-throated Green Warbler","Dendroica virens",6610,"Blackpoll Warbler","Dendroica striata","Parulidae",0
6670,"Black-throated Green Warbler","Dendroica virens",6620,"Blackburnian Warbler","Dendroica fusca","Parulidae",0
6670,"Black-throated Green Warbler","Dendroica virens",6630,"Yellow-throated Warbler","Dendroica dominica","Parulidae",0
6670,"Black-throated Green Warbler","Dendroica virens",6700,"Kirtland's Warbler","Dendroica kirtlandii","Parulidae",0
6670,"Black-throated Green Warbler","Dendroica virens",6710,"Pine Warbler","Dendroica pinus","Parulidae",0
6670,"Black-throated Green Warbler","Dendroica virens",6720,"Palm Warbler","Dendroica palmarum","Parulidae",0
6670,"Black-throated Green Warbler","Dendroica virens",6730,"Prairie Warbler","Dendroica discolor","Parulidae",0
6670,"Black-throated Green Warbler","Dendroica virens",6750,"Northern Waterthrush","Parkesia noveboracensis","Parulidae",0
6670,"Black-throated Green Warbler","Dendroica virens",6770,"Kentucky Warbler","Oporornis formosus","Parulidae",0
6670,"Black-throated Green Warbler","Dendroica virens",6780,"Connecticut Warbler","Oporornis agilis","Parulidae",0
6670,"Black-throated Green Warbler","Dendroica virens",6790,"Mourning Warbler","Oporornis philadelphia","Parulidae",0
6670,"Black-throated Green Warbler","Dendroica virens",6810,"Common Yellowthroat","Geothlypis trichas","Parulidae",0
6670,"Black-throated Green Warbler","Dendroica virens",6840,"Hooded Warbler","Wilsonia citrina","Parulidae",0
