"Focal","focalAOU","Competitor","compAOU","FocalArea","CompArea","area_overlap","mainCompetitor","PropOverlap"
"Quiscalus major",5130,"Sturnella magna",5010,202775.100776625,6441974.70173759,196646.210596335,0,0.969774937076513
"Quiscalus major",5130,"Quiscalus quiscula",5110,202775.100776625,8242761.14181462,202772.309855284,1,0.999986236370588
"Icterus cucullatus",5050,"Icterus parisorum",5040,1181288.17951041,1844582.62237866,422659.175627283,0,0.357795145129156
"Icterus cucullatus",5050,"Icterus bullockii",5080,1181288.17951041,3654495.36741894,657036.169157824,1,0.556203118387365
"Icterus parisorum",5040,"Icterus cucullatus",5050,1844582.62237866,1181288.17951041,422659.175627283,0,0.229135399249424
"Icterus parisorum",5040,"Icterus bullockii",5080,1844582.62237866,3654495.36741894,1105699.52540831,1,0.599430739503806
"Carpodacus mexicanus",5190,"Carpodacus purpureus",5170,7559356.09992718,4552927.64380169,1141089.45688222,0,0.150950615607752
"Carpodacus mexicanus",5190,"Carpodacus cassinii",5180,7559356.09992718,1507191.6708933,1022461.88808515,0,0.135257801665806
"Carpodacus mexicanus",5190,"Loxia curvirostra",5210,7559356.09992718,24505165.5768499,2485297.56005382,0,0.32877106557763
"Carpodacus mexicanus",5190,"Loxia leucoptera",5220,7559356.09992718,15846855.8610868,480596.849132246,0,0.0635764267193175
"Carpodacus mexicanus",5190,"Leucosticte tephrocotis",5240,7559356.09992718,2259533.76622282,64352.7554160768,0,0.00851299430340326
"Carpodacus mexicanus",5190,"Leucosticte atrata",5250,7559356.09992718,136783.05134401,58766.0985331005,0,0.0077739555798498
"Carpodacus mexicanus",5190,"Carduelis tristis",5290,7559356.09992718,7821936.55647485,4076112.64824999,1,0.539214265655411
"Carpodacus mexicanus",5190,"Carduelis lawrencei",5310,7559356.09992718,139357.862239349,139357.523054866,0,0.0184351049497732
"Carpodacus mexicanus",5190,"Carduelis pinus",5330,7559356.09992718,8163072.20483679,2832877.6322095,0,0.37475118181518
"Loxia leucoptera",5220,"Carpodacus purpureus",5170,15846855.8610868,4552927.64380169,3567249.39446945,0,0.225107707531379
"Loxia leucoptera",5220,"Loxia curvirostra",5210,15846855.8610868,24505165.5768499,10672812.3542961,1,0.673497156019702
"Loxia curvirostra",5210,"Carpodacus purpureus",5170,24505165.5768499,4552927.64380169,3486000.80929687,0,0.142255754133329
"Loxia curvirostra",5210,"Loxia leucoptera",5220,24505165.5768499,15846855.8610868,10672812.3542962,1,0.435533166296123
"Carduelis tristis",5290,"Carpodacus purpureus",5170,7821936.55647485,4552927.64380169,2970688.69234271,0,0.379789412876742
"Carduelis tristis",5290,"Carpodacus mexicanus",5190,7821936.55647485,7559356.09992718,4076112.64825002,1,0.521112977434711
"Carduelis tristis",5290,"Leucosticte tephrocotis",5240,7821936.55647485,2259533.76622282,136288.404478298,0,0.0174238698427541
"Carduelis tristis",5290,"Leucosticte atrata",5250,7821936.55647485,136783.05134401,136296.126323459,0,0.0174248570465118
"Carduelis tristis",5290,"Carduelis psaltria",5300,7821936.55647485,3928067.15323746,706507.028065377,0,0.0903237993512673
"Carduelis tristis",5290,"Carduelis lawrencei",5310,7821936.55647485,139357.862239349,89160.9123965434,0,0.0113988283787265
"Carduelis tristis",5290,"Carduelis pinus",5330,7821936.55647485,8163072.20483679,4000650.13842032,0,0.511465429249571
"Carpodacus purpureus",5170,"Carpodacus cassinii",5180,4552927.64380169,1507191.6708933,111456.915681793,0,0.0244802738812529
"Carpodacus purpureus",5170,"Carpodacus mexicanus",5190,4552927.64380169,7559356.09992718,1141089.45688222,0,0.250627628232943
"Carpodacus purpureus",5170,"Loxia curvirostra",5210,4552927.64380169,24505165.5768499,3486000.80929687,0,0.765661368250092
"Carpodacus purpureus",5170,"Loxia leucoptera",5220,4552927.64380169,15846855.8610868,3567249.39446945,0,0.783506717776609
"Carpodacus purpureus",5170,"Leucosticte tephrocotis",5240,4552927.64380169,2259533.76622282,544000.823324237,0,0.119483740108375
"Carpodacus purpureus",5170,"Carduelis flammea",5280,4552927.64380169,19774510.6418473,225900.918146267,0,0.0496166282048884
"Carpodacus purpureus",5170,"Carduelis tristis",5290,4552927.64380169,7821936.55647485,2970688.69234272,0,0.652478783928619
"Carpodacus purpureus",5170,"Carduelis pinus",5330,4552927.64380169,8163072.20483679,3991913.5141567,1,0.876779476078705
"Carpodacus cassinii",5180,"Carpodacus mexicanus",5190,1507191.6708933,7559356.09992718,1022461.88808515,1,0.678388759592299
"Carduelis pinus",5330,"Carduelis psaltria",5300,8163072.20483679,3928067.15323746,1871517.90241405,1,0.229266366320408
"Carduelis psaltria",5300,"Carduelis pinus",5330,3928067.15323746,8163072.20483679,1871517.90241404,1,0.476447532438838
"Passerculus sandwichensis",5420,"Plectrophenax nivalis",5340,14173809.8099877,6841675.28162737,2010012.49684245,0,0.141811730493666
"Passerculus sandwichensis",5420,"Calcarius lapponicus",5360,14173809.8099877,8293288.50876212,2244270.72221173,0,0.158339271677703
"Passerculus sandwichensis",5420,"Calcarius pictus",5370,14173809.8099877,711278.207403758,711277.102003195,0,0.050182492324822
"Passerculus sandwichensis",5420,"Calcarius ornatus",5380,14173809.8099877,799108.953395708,794875.203258218,0,0.0560805608311537
"Passerculus sandwichensis",5420,"Rhynchophanes mccownii",5390,14173809.8099877,686197.742569414,678201.16791431,0,0.0478488971565295
"Passerculus sandwichensis",5420,"Pooecetes gramineus",5400,14173809.8099877,6629775.05818193,5819509.83086977,0,0.410581904857295
"Passerculus sandwichensis",5420,"Ammodramus bairdii",5450,14173809.8099877,830086.931430825,830086.931430825,0,0.0585648419556115
"Passerculus sandwichensis",5420,"Ammodramus savannarum",5460,14173809.8099877,5217422.36345113,2700294.24102531,0,0.190512944453546
"Passerculus sandwichensis",5420,"Ammodramus henslowii",5470,14173809.8099877,1214998.10824094,662384.610716359,0,0.0467329969567959
"Passerculus sandwichensis",5420,"Ammodramus leconteii",5480,14173809.8099877,2899312.43378845,2899312.43212252,0,0.204554207442483
"Passerculus sandwichensis",5420,"Ammodramus caudacutus",5490,14173809.8099877,69533.4222750319,24606.4999151826,0,0.00173605404933848
"Passerculus sandwichensis",5420,"Ammodramus nelsoni",5491,14173809.8099877,1354770.93408504,1354769.06592339,0,0.0955825627749527
"Passerculus sandwichensis",5420,"Ammodramus maritimus",5500,14173809.8099877,174038.546432885,18655.9745430889,0,0.00131622864940256
"Passerculus sandwichensis",5420,"Chondestes grammacus",5520,14173809.8099877,5633306.05649123,2513921.81385133,0,0.177363873761018
"Passerculus sandwichensis",5420,"Zonotrichia leucophrys",5540,14173809.8099877,7442753.5511471,7313782.67776157,0,0.516006830612885
"Passerculus sandwichensis",5420,"Zonotrichia atricapilla",5570,14173809.8099877,1987991.98421269,1937040.26323475,0,0.136663345226334
"Passerculus sandwichensis",5420,"Zonotrichia albicollis",5580,14173809.8099877,5764727.72858605,5764723.07681362,0,0.40671655356568
"Passerculus sandwichensis",5420,"Spizella arborea",5590,14173809.8099877,5035485.81025842,5032794.81022639,0,0.355077066624669
"Passerculus sandwichensis",5420,"Spizella passerina",5600,14173809.8099877,13395245.5750865,10005621.6491388,0,0.705923233292453
"Passerculus sandwichensis",5420,"Spizella pallida",5610,14173809.8099877,3241082.69898326,3241082.56788412,0,0.228667000004492
"Passerculus sandwichensis",5420,"Spizella breweri",5620,14173809.8099877,3233895.91660086,2788990.45629106,0,0.196770698469918
"Passerculus sandwichensis",5420,"Spizella pusilla",5630,14173809.8099877,4039050.36773231,1727085.57425058,0,0.121850483208373
"Passerculus sandwichensis",5420,"Spizella atrogularis",5650,14173809.8099877,804989.10012114,295218.319823168,0,0.0208284380685805
"Passerculus sandwichensis",5420,"Junco hyemalis",5677,14173809.8099877,10673941.1649189,10029605.8183658,1,0.707615380255656
"Passerculus sandwichensis",5420,"Amphispiza bilineata",5730,14173809.8099877,2452623.02669974,831090.664318901,0,0.0586356579818974
"Passerculus sandwichensis",5420,"Amphispiza belli",5740,14173809.8099877,1095012.82273199,874973.707019619,0,0.0617317234215363
"Passerculus sandwichensis",5420,"Peucaea botterii",5760,14173809.8099877,982806.430075258,237685.942452823,0,0.0167693757457741
"Passerculus sandwichensis",5420,"Peucaea cassinii",5780,14173809.8099877,2032485.03261208,174026.098272715,0,0.0122780043337456
"Passerculus sandwichensis",5420,"Peucaea carpalis",5790,14173809.8099877,175995.670678421,19578.1336745641,0,0.00138128943008451
"Passerculus sandwichensis",5420,"Aimophila ruficeps",5800,14173809.8099877,1184960.36958178,345406.490202061,0,0.0243693470444811
"Passerculus sandwichensis",5420,"Melospiza melodia",5810,14173809.8099877,10467092.5338424,8790750.40613006,0,0.620210834206028
"Passerculus sandwichensis",5420,"Melospiza lincolnii",5830,14173809.8099877,7630598.85274487,7366383.4438478,0,0.519717954636093
"Passerculus sandwichensis",5420,"Melospiza georgiana",5840,14173809.8099877,6095604.66530068,5796623.24856551,0,0.408967195572278
"Passerculus sandwichensis",5420,"Passerella iliaca",5850,14173809.8099877,7594105.57569288,7409865.25075766,0,0.522785711822959
"Passerculus sandwichensis",5420,"Arremonops rufivirgatus",5860,14173809.8099877,484586.390039664,9889.26057680745,0,0.00069771364999119
"Passerculus sandwichensis",5420,"Pipilo erythrophthalmus",5870,14173809.8099877,6827908.14258934,4235282.25795377,0,0.298810433802304
"Passerculus sandwichensis",5420,"Pipilo maculatus",5880,14173809.8099877,3662633.88628235,2822782.6931369,0,0.199154830703866
"Passerculus sandwichensis",5420,"Pipilo chlorurus",5900,14173809.8099877,1742818.0859202,1280606.17858579,0,0.0903501737185298
"Passerculus sandwichensis",5420,"Calamospiza melanocorys",6050,14173809.8099877,1660954.01252565,971309.620585072,0,0.0685284784829432
"Zonotrichia albicollis",5580,"Plectrophenax nivalis",5340,5764727.72858605,6841675.28162737,25111.172739388,0,0.00435600325317483
"Zonotrichia albicollis",5580,"Calcarius lapponicus",5360,5764727.72858605,8293288.50876212,222929.264230588,0,0.0386712564281448
"Zonotrichia albicollis",5580,"Calcarius pictus",5370,5764727.72858605,711278.207403758,131407.304817889,0,0.0227950583279533
"Zonotrichia albicollis",5580,"Calcarius ornatus",5380,5764727.72858605,799108.953395708,24442.8219717167,0,0.00424006529406584
"Zonotrichia albicollis",5580,"Rhynchophanes mccownii",5390,5764727.72858605,686197.742569414,6974.38294551535,0,0.0012098373546648
"Zonotrichia albicollis",5580,"Pooecetes gramineus",5400,5764727.72858605,6629775.05818193,2180541.82532479,0,0.378255821955294
"Zonotrichia albicollis",5580,"Passerculus sandwichensis",5420,5764727.72858605,14173809.8099877,5764723.07681363,1,0.999999193062944
"Zonotrichia albicollis",5580,"Ammodramus bairdii",5450,5764727.72858605,830086.931430825,111715.481764128,0,0.0193791427841691
"Zonotrichia albicollis",5580,"Ammodramus savannarum",5460,5764727.72858605,5217422.36345113,635970.668921381,0,0.110321024489628
"Zonotrichia albicollis",5580,"Ammodramus henslowii",5470,5764727.72858605,1214998.10824094,239497.561064702,0,0.041545337844333
"Zonotrichia albicollis",5580,"Ammodramus leconteii",5480,5764727.72858605,2899312.43378845,2455587.40751193,0,0.425967629890862
"Zonotrichia albicollis",5580,"Ammodramus caudacutus",5490,5764727.72858605,69533.4222750319,9356.66265206617,0,0.00162308839074367
"Zonotrichia albicollis",5580,"Ammodramus nelsoni",5491,5764727.72858605,1354770.93408504,1060292.5703027,0,0.183927605989947
"Zonotrichia albicollis",5580,"Ammodramus maritimus",5500,5764727.72858605,174038.546432885,5739.83116592938,0,0.000995681224885399
"Zonotrichia albicollis",5580,"Chondestes grammacus",5520,5764727.72858605,5633306.05649123,9631.04019346693,0,0.00167068431449219
"Zonotrichia albicollis",5580,"Zonotrichia leucophrys",5540,5764727.72858605,7442753.5511471,2415178.06109537,0,0.418957871872945
"Zonotrichia albicollis",5580,"Zonotrichia atricapilla",5570,5764727.72858605,1987991.98421269,327813.790891416,0,0.0568654421033378
"Zonotrichia albicollis",5580,"Spizella arborea",5590,5764727.72858605,5035485.81025842,1920634.39338327,0,0.333170009722967
"Zonotrichia albicollis",5580,"Spizella pusilla",5630,5764727.72858605,4039050.36773231,526242.857376817,0,0.091286680334839
"Zonotrichia albicollis",5580,"Junco hyemalis",5677,5764727.72858605,10673941.1649189,5554395.05190597,0,0.963513857621222
"Zonotrichia albicollis",5580,"Melospiza melodia",5810,5764727.72858605,10467092.5338424,4283698.88870689,0,0.743087807506492
"Zonotrichia albicollis",5580,"Melospiza lincolnii",5830,5764727.72858605,7630598.85274487,4917168.75583106,0,0.852975021083454
"Zonotrichia albicollis",5580,"Melospiza georgiana",5840,5764727.72858605,6095604.66530068,4846568.23944896,0,0.840728039143265
"Zonotrichia albicollis",5580,"Passerella iliaca",5850,5764727.72858605,7594105.57569288,3091265.10003887,0,0.536237832137318
"Zonotrichia albicollis",5580,"Pipilo erythrophthalmus",5870,5764727.72858605,6827908.14258934,901277.416188683,0,0.15634344909638
"Zonotrichia albicollis",5580,"Pipilo maculatus",5880,5764727.72858605,3662633.88628235,165637.897447882,0,0.028732995771252
"Zonotrichia albicollis",5580,"Calamospiza melanocorys",6050,5764727.72858605,1660954.01252565,32217.834384499,0,0.00558878682591333
"Spizella arborea",5590,"Calcarius lapponicus",5360,5035485.81025842,8293288.50876212,1825745.38438029,0,0.362575817542934
"Spizella arborea",5590,"Calcarius pictus",5370,5035485.81025842,711278.207403758,630153.056812892,0,0.125142455079335
"Spizella arborea",5590,"Pooecetes gramineus",5400,5035485.81025842,6629775.05818193,13182.3250790904,0,0.00261788545848645
"Spizella arborea",5590,"Passerculus sandwichensis",5420,5035485.81025842,14173809.8099877,5032794.81022637,1,0.999465592768315
"Spizella arborea",5590,"Ammodramus leconteii",5480,5035485.81025842,2899312.43378845,415819.295397968,0,0.0825777911141861
"Spizella arborea",5590,"Ammodramus nelsoni",5491,5035485.81025842,1354770.93408504,150543.521357157,0,0.0298965237972602
"Spizella arborea",5590,"Zonotrichia leucophrys",5540,5035485.81025842,7442753.5511471,4793348.75206181,0,0.951913863464113
"Spizella arborea",5590,"Zonotrichia atricapilla",5570,5035485.81025842,1987991.98421269,1570598.92078828,0,0.311906135767202
"Spizella arborea",5590,"Zonotrichia albicollis",5580,5035485.81025842,5764727.72858605,1920634.39338326,0,0.381419879978709
"Spizella arborea",5590,"Spizella passerina",5600,5035485.81025842,13395245.5750865,1797018.92419088,0,0.356871013424355
"Spizella arborea",5590,"Junco hyemalis",5677,5035485.81025842,10673941.1649189,3653408.85459962,0,0.725532548846986
"Spizella arborea",5590,"Melospiza melodia",5810,5035485.81025842,10467092.5338424,1028043.48270443,0,0.204159741769121
"Spizella arborea",5590,"Melospiza lincolnii",5830,5035485.81025842,7630598.85274487,2982714.53371026,0,0.592338981004335
"Spizella arborea",5590,"Melospiza georgiana",5840,5035485.81025842,6095604.66530068,1315800.59014263,0,0.26130558991191
"Spizella arborea",5590,"Passerella iliaca",5850,5035485.81025842,7594105.57569288,4026884.4951871,0,0.799701289393653
"Pipilo erythrophthalmus",5870,"Rhynchophanes mccownii",5390,6827908.14258934,686197.742569414,644588.055620732,0,0.0944049102828565
"Pipilo erythrophthalmus",5870,"Pooecetes gramineus",5400,6827908.14258934,6629775.05818193,4186454.182179,0,0.613138620899984
"Pipilo erythrophthalmus",5870,"Passerculus sandwichensis",5420,6827908.14258934,14173809.8099877,4235282.25795378,0,0.62028987055875
"Pipilo erythrophthalmus",5870,"Ammodramus maritimus",5500,6827908.14258934,174038.546432885,141425.367177076,0,0.0207128397488141
"Pipilo erythrophthalmus",5870,"Chondestes grammacus",5520,6827908.14258934,5633306.05649123,3623407.75902421,0,0.530676113877846
"Pipilo erythrophthalmus",5870,"Zonotrichia leucophrys",5540,6827908.14258934,7442753.5511471,1306306.74455873,0,0.191318734417441
"Pipilo erythrophthalmus",5870,"Zonotrichia albicollis",5580,6827908.14258934,5764727.72858605,901277.416188682,0,0.131999054083187
"Pipilo erythrophthalmus",5870,"Melospiza melodia",5810,6827908.14258934,10467092.5338424,5272318.65417279,1,0.772171878131532
"Pipilo erythrophthalmus",5870,"Passerella iliaca",5850,6827908.14258934,7594105.57569288,1417818.25793088,0,0.207650458723541
"Pipilo erythrophthalmus",5870,"Pipilo maculatus",5880,6827908.14258934,3662633.88628235,3662633.8344894,0,0.53642107626545
"Pipilo erythrophthalmus",5870,"Melozone fuscus",5910,6827908.14258934,1638373.97241055,651896.236125117,0,0.0954752498878667
"Pipilo erythrophthalmus",5870,"Calamospiza melanocorys",6050,6827908.14258934,1660954.01252565,826832.593349403,0,0.121096033526286
"Melospiza melodia",5810,"Calcarius lapponicus",5360,10467092.5338424,8293288.50876212,152606.331294772,0,0.0145796295199801
"Melospiza melodia",5810,"Calcarius pictus",5370,10467092.5338424,711278.207403758,76002.3322227382,0,0.00726107388245647
"Melospiza melodia",5810,"Calcarius ornatus",5380,10467092.5338424,799108.953395708,798880.778646986,0,0.0763230836131456
"Melospiza melodia",5810,"Rhynchophanes mccownii",5390,10467092.5338424,686197.742569414,686197.742569408,0,0.0655576264708448
"Melospiza melodia",5810,"Pooecetes gramineus",5400,10467092.5338424,6629775.05818193,6214808.72526198,0,0.593747375899099
"Melospiza melodia",5810,"Passerculus sandwichensis",5420,10467092.5338424,14173809.8099877,8790750.40613008,0,0.839846440423418
"Melospiza melodia",5810,"Ammodramus bairdii",5450,10467092.5338424,830086.931430825,830086.931430744,0,0.0793044418731268
"Melospiza melodia",5810,"Ammodramus savannarum",5460,10467092.5338424,5217422.36345113,3658534.06764526,0,0.349527249884953
"Melospiza melodia",5810,"Ammodramus henslowii",5470,10467092.5338424,1214998.10824094,1125509.82803662,0,0.10752841100789
"Melospiza melodia",5810,"Ammodramus leconteii",5480,10467092.5338424,2899312.43378845,2791543.6559948,0,0.266697141251893
"Melospiza melodia",5810,"Ammodramus caudacutus",5490,10467092.5338424,69533.4222750319,68409.8436778097,0,0.00653570640143151
"Melospiza melodia",5810,"Ammodramus nelsoni",5491,10467092.5338424,1354770.93408504,1242656.27559938,0,0.118720291387661
"Melospiza melodia",5810,"Ammodramus maritimus",5500,10467092.5338424,174038.546432885,51947.6316741237,0,0.00496294759085827
"Melospiza melodia",5810,"Chondestes grammacus",5520,10467092.5338424,5633306.05649123,3441593.25721324,0,0.328801264160589
"Melospiza melodia",5810,"Zonotrichia leucophrys",5540,10467092.5338424,7442753.5511471,2984554.02127811,0,0.285136871736673
"Melospiza melodia",5810,"Zonotrichia atricapilla",5570,10467092.5338424,1987991.98421269,807168.118707874,0,0.0771148354806383
"Melospiza melodia",5810,"Zonotrichia albicollis",5580,10467092.5338424,5764727.72858605,4283698.88870692,0,0.409253942759824
"Melospiza melodia",5810,"Spizella arborea",5590,10467092.5338424,5035485.81025842,1028043.48270443,0,0.0982167186714496
"Melospiza melodia",5810,"Spizella passerina",5600,10467092.5338424,13395245.5750865,9900170.39565371,1,0.945837668258334
"Melospiza melodia",5810,"Spizella pallida",5610,10467092.5338424,3241082.69898326,3202997.88778217,0,0.306006455701636
"Melospiza melodia",5810,"Spizella breweri",5620,10467092.5338424,3233895.91660086,3052123.36883437,0,0.291592279228084
"Melospiza melodia",5810,"Spizella pusilla",5630,10467092.5338424,4039050.36773231,2675890.92556296,0,0.255647966893502
"Melospiza melodia",5810,"Spizella atrogularis",5650,10467092.5338424,804989.10012114,319997.487590093,0,0.0305717644661563
"Melospiza melodia",5810,"Junco hyemalis",5677,10467092.5338424,10673941.1649189,7417007.19549156,0,0.708602429137867
"Melospiza melodia",5810,"Junco phaeonotus",5700,10467092.5338424,478320.620630106,91978.3107242611,0,0.0087873791529859
"Melospiza melodia",5810,"Amphispiza bilineata",5730,10467092.5338424,2452623.02669974,1029293.68943632,0,0.0983361603146612
"Melospiza melodia",5810,"Amphispiza belli",5740,10467092.5338424,1095012.82273199,1031967.27966566,0,0.098591588478757
"Melospiza melodia",5810,"Peucaea aestivalis",5750,10467092.5338424,761859.793420964,90985.2363918621,0,0.00869250330000303
"Melospiza melodia",5810,"Peucaea botterii",5760,10467092.5338424,982806.430075258,123920.815685757,0,0.0118390866694924
"Melospiza melodia",5810,"Peucaea cassinii",5780,10467092.5338424,2032485.03261208,302767.102035283,0,0.0289256162641508
"Melospiza melodia",5810,"Peucaea carpalis",5790,10467092.5338424,175995.670678421,29141.0942169621,0,0.00278406769814469
"Melospiza melodia",5810,"Aimophila ruficeps",5800,10467092.5338424,1184960.36958178,320282.656717693,0,0.0305990088156906
"Melospiza melodia",5810,"Melospiza lincolnii",5830,10467092.5338424,7630598.85274487,5250888.14835457,0,0.50165680024107
"Melospiza melodia",5810,"Melospiza georgiana",5840,10467092.5338424,6095604.66530068,4976472.25903606,0,0.475439788360143
"Melospiza melodia",5810,"Passerella iliaca",5850,10467092.5338424,7594105.57569288,4265447.87341587,0,0.407510286130054
"Melospiza melodia",5810,"Arremonops rufivirgatus",5860,10467092.5338424,484586.390039664,1247.53431242677,0,0.000119186326899587
"Melospiza melodia",5810,"Pipilo erythrophthalmus",5870,10467092.5338424,6827908.14258934,5272318.65417278,0,0.503704217491746
"Melospiza melodia",5810,"Pipilo maculatus",5880,10467092.5338424,3662633.88628235,3009315.18451692,0,0.287502491717461
"Melospiza melodia",5810,"Pipilo chlorurus",5900,10467092.5338424,1742818.0859202,1556740.94485316,0,0.148727159888945
"Melospiza melodia",5810,"Calamospiza melanocorys",6050,10467092.5338424,1660954.01252565,1103970.03174487,0,0.105470552417063
"Spizella pallida",5610,"Calcarius ornatus",5380,3241082.69898326,799108.953395708,719708.058363482,0,0.22205791249611
"Spizella pallida",5610,"Rhynchophanes mccownii",5390,3241082.69898326,686197.742569414,521448.465906219,0,0.160887121476351
"Spizella pallida",5610,"Passerculus sandwichensis",5420,3241082.69898326,14173809.8099877,3241082.56788412,1,0.999999959550819
"Spizella pallida",5610,"Ammodramus bairdii",5450,3241082.69898326,830086.931430825,796980.896608243,0,0.245899586844316
"Spizella pallida",5610,"Ammodramus savannarum",5460,3241082.69898326,5217422.36345113,1253771.10713251,0,0.386837123139691
"Spizella pallida",5610,"Ammodramus henslowii",5470,3241082.69898326,1214998.10824094,178273.309100279,0,0.0550042456973418
"Spizella pallida",5610,"Ammodramus leconteii",5480,3241082.69898326,2899312.43378845,2100474.86180239,0,0.648078144522914
"Spizella pallida",5610,"Ammodramus nelsoni",5491,3241082.69898326,1354770.93408504,1157819.41507586,0,0.35723229630613
"Spizella pallida",5610,"Spizella passerina",5600,3241082.69898326,13395245.5750865,3197689.62188509,0,0.986611548939562
"Spizella pallida",5610,"Spizella breweri",5620,3241082.69898326,3233895.91660086,769424.336083894,0,0.237397316743959
"Spizella pallida",5610,"Spizella pusilla",5630,3241082.69898326,4039050.36773231,617399.501314458,0,0.190491745708352
"Spizella pallida",5610,"Junco hyemalis",5677,3241082.69898326,10673941.1649189,2428068.2546456,0,0.749153440425107
"Spizella pallida",5610,"Amphispiza belli",5740,3241082.69898326,1095012.82273199,4568.18452605026,0,0.00140946250075116
"Spizella pallida",5610,"Melospiza melodia",5810,3241082.69898326,10467092.5338424,3202997.88778217,0,0.988249355311718
"Spizella pallida",5610,"Melospiza lincolnii",5830,3241082.69898326,7630598.85274487,1845707.67288139,0,0.569472563430855
"Spizella pallida",5610,"Melospiza georgiana",5840,3241082.69898326,6095604.66530068,2318156.89861792,0,0.715241514616438
"Calamospiza melanocorys",6050,"Calcarius ornatus",5380,1660954.01252565,799108.953395708,730779.109548155,0,0.439975522523306
"Calamospiza melanocorys",6050,"Chondestes grammacus",5520,1660954.01252565,5633306.05649123,1505797.919335,1,0.906586159507981
"Spizella pusilla",5630,"Calcarius ornatus",5380,4039050.36773231,799108.953395708,282184.879626416,0,0.0698641645770925
"Spizella pusilla",5630,"Rhynchophanes mccownii",5390,4039050.36773231,686197.742569414,195987.350740789,0,0.0485231262047431
"Spizella pusilla",5630,"Passerculus sandwichensis",5420,4039050.36773231,14173809.8099877,1727085.57425058,0,0.427596939134046
"Spizella pusilla",5630,"Ammodramus bairdii",5450,4039050.36773231,830086.931430825,224809.741293848,0,0.0556590586465168
"Spizella pusilla",5630,"Ammodramus savannarum",5460,4039050.36773231,5217422.36345113,3624476.63492,0,0.897358612775837
"Spizella pusilla",5630,"Ammodramus henslowii",5470,4039050.36773231,1214998.10824094,1214924.14620565,0,0.300794502567136
"Spizella pusilla",5630,"Ammodramus leconteii",5480,4039050.36773231,2899312.43378845,188168.77022456,0,0.0465873789858693
"Spizella pusilla",5630,"Ammodramus caudacutus",5490,4039050.36773231,69533.4222750319,69531.7644295828,0,0.0172148792659451
"Spizella pusilla",5630,"Ammodramus nelsoni",5491,4039050.36773231,1354770.93408504,44021.7824483778,0,0.0108990427056975
"Spizella pusilla",5630,"Ammodramus maritimus",5500,4039050.36773231,174038.546432885,107927.591761197,0,0.0267210314145679
"Spizella pusilla",5630,"Zonotrichia albicollis",5580,4039050.36773231,5764727.72858605,526242.857376817,0,0.130288758362841
"Spizella pusilla",5630,"Spizella passerina",5600,4039050.36773231,13395245.5750865,3743765.14092671,1,0.926892412839262
"Spizella pusilla",5630,"Spizella pallida",5610,4039050.36773231,3241082.69898326,617399.501314458,0,0.152857589062721
"Spizella pusilla",5630,"Spizella breweri",5620,4039050.36773231,3233895.91660086,334861.04804293,0,0.0829058856799884
"Spizella pusilla",5630,"Junco hyemalis",5677,4039050.36773231,10673941.1649189,666681.480612015,0,0.165058966815093
"Spizella pusilla",5630,"Amphispiza bilineata",5730,4039050.36773231,2452623.02669974,80516.4710728441,0,0.0199345053273127
"Spizella pusilla",5630,"Peucaea aestivalis",5750,4039050.36773231,761859.793420964,606861.186074186,0,0.150248481901181
"Spizella pusilla",5630,"Peucaea cassinii",5780,4039050.36773231,2032485.03261208,384425.20507796,0,0.0951771258286616
"Spizella pusilla",5630,"Aimophila ruficeps",5800,4039050.36773231,1184960.36958178,192175.083534062,0,0.0475792738484608
"Spizella pusilla",5630,"Melospiza melodia",5810,4039050.36773231,10467092.5338424,2675890.92556296,0,0.662504965756423
"Spizella pusilla",5630,"Melospiza lincolnii",5830,4039050.36773231,7630598.85274487,157142.743272482,0,0.0389058637465589
"Spizella pusilla",5630,"Melospiza georgiana",5840,4039050.36773231,6095604.66530068,1438525.30355371,0,0.356154336436601
"Spizella passerina",5600,"Calcarius ornatus",5380,13395245.5750865,799108.953395708,793193.332785981,0,0.0592145420806038
"Spizella passerina",5600,"Rhynchophanes mccownii",5390,13395245.5750865,686197.742569414,679246.590072017,0,0.0507080356432831
"Spizella passerina",5600,"Passerculus sandwichensis",5420,13395245.5750865,14173809.8099877,10005621.6491388,1,0.746953207617785
"Spizella passerina",5600,"Ammodramus bairdii",5450,13395245.5750865,830086.931430825,830086.931430825,0,0.0619687729334865
"Spizella passerina",5600,"Ammodramus savannarum",5460,13395245.5750865,5217422.36345113,4471992.82333454,0,0.333849260042824
"Spizella passerina",5600,"Ammodramus henslowii",5470,13395245.5750865,1214998.10824094,1166304.06856561,0,0.0870685096460487
"Spizella passerina",5600,"Ammodramus leconteii",5480,13395245.5750865,2899312.43378845,2804996.91244123,0,0.209402425414147
"Spizella passerina",5600,"Ammodramus caudacutus",5490,13395245.5750865,69533.4222750319,69531.7329768302,0,0.00519077702510737
"Spizella passerina",5600,"Ammodramus nelsoni",5491,13395245.5750865,1354770.93408504,1251954.41563686,0,0.093462595263303
"Spizella passerina",5600,"Ammodramus maritimus",5500,13395245.5750865,174038.546432885,129507.001917687,0,0.00966813196456465
"Spizella passerina",5600,"Spizella arborea",5590,13395245.5750865,5035485.81025842,1797018.92419087,0,0.134153488573073
"Spizella passerina",5600,"Spizella pallida",5610,13395245.5750865,3241082.69898326,3197689.62188508,0,0.23871825297719
