Focal.AOU,Focal.Common.Name,Focal.Scientitic.Name,Focal.Family,Competitor.AOU,Competitor.Common.Name,Competitor.Scientific.Name,Most.Widespread.Competitor,maxCompetitor
5070,Baltimore Oriole,Icterus galbula,Icteridae,4960,Bronzed Cowbird,Molothrus aeneus,0,0
5070,Baltimore Oriole,Icterus galbula,Icteridae,4950,Brown-headed Cowbird,Molothrus ater,1,1
5070,Baltimore Oriole,Icterus galbula,Icteridae,4961,Shiny Cowbird,Molothrus bonariensis,0,0
5070,Baltimore Oriole,Icterus galbula,Icteridae,4970,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,0,0
5130,Boat-tailed Grackle,Quiscalus major,Icteridae,5110,Common Grackle,Quiscalus quiscula,1,0
5130,Boat-tailed Grackle,Quiscalus major,Icteridae,5010,Eastern Meadowlark,Sturnella magna,0,0
4940,Bobolink,Dolichonyx oryzivorus,Icteridae,4980,Red-winged Blackbird,Agelaius phoeniceus,1,0
4940,Bobolink,Dolichonyx oryzivorus,Icteridae,5080,Bullock's Oriole,Icterus bullockii,0,0
4940,Bobolink,Dolichonyx oryzivorus,Icteridae,5070,Baltimore Oriole,Icterus galbula,0,0
4940,Bobolink,Dolichonyx oryzivorus,Icteridae,5040,Scott's Oriole,Icterus parisorum,0,0
4940,Bobolink,Dolichonyx oryzivorus,Icteridae,5060,Orchard Oriole,Icterus spurius,0,0
4940,Bobolink,Dolichonyx oryzivorus,Icteridae,4950,Brown-headed Cowbird,Molothrus ater,0,1
5100,Brewer's Blackbird,Euphagus cyanocephalus,Icteridae,4980,Red-winged Blackbird,Agelaius phoeniceus,1,0
5100,Brewer's Blackbird,Euphagus cyanocephalus,Icteridae,5000,Tricolored Blackbird,Agelaius tricolor,0,0
5100,Brewer's Blackbird,Euphagus cyanocephalus,Icteridae,5090,Rusty Blackbird,Euphagus carolinus,0,0
5100,Brewer's Blackbird,Euphagus cyanocephalus,Icteridae,5080,Bullock's Oriole,Icterus bullockii,0,0
5100,Brewer's Blackbird,Euphagus cyanocephalus,Icteridae,5070,Baltimore Oriole,Icterus galbula,0,0
5100,Brewer's Blackbird,Euphagus cyanocephalus,Icteridae,5031,Altamira Oriole,Icterus gularis,0,0
5100,Brewer's Blackbird,Euphagus cyanocephalus,Icteridae,5040,Scott's Oriole,Icterus parisorum,0,0
5100,Brewer's Blackbird,Euphagus cyanocephalus,Icteridae,5032,Spot-breasted Oriole,Icterus pectoralis,0,0
5100,Brewer's Blackbird,Euphagus cyanocephalus,Icteridae,4960,Bronzed Cowbird,Molothrus aeneus,0,0
5100,Brewer's Blackbird,Euphagus cyanocephalus,Icteridae,4950,Brown-headed Cowbird,Molothrus ater,0,1
5100,Brewer's Blackbird,Euphagus cyanocephalus,Icteridae,4961,Shiny Cowbird,Molothrus bonariensis,0,0
5100,Brewer's Blackbird,Euphagus cyanocephalus,Icteridae,5010,Eastern Meadowlark,Sturnella magna,0,0
5100,Brewer's Blackbird,Euphagus cyanocephalus,Icteridae,5011,Western Meadowlark,Sturnella neglecta,0,0
5100,Brewer's Blackbird,Euphagus cyanocephalus,Icteridae,4970,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,0,0
4960,Bronzed Cowbird,Molothrus aeneus,Icteridae,4980,Red-winged Blackbird,Agelaius phoeniceus,1,0
4960,Bronzed Cowbird,Molothrus aeneus,Icteridae,5100,Brewer's Blackbird,Euphagus cyanocephalus,0,0
4960,Bronzed Cowbird,Molothrus aeneus,Icteridae,5080,Bullock's Oriole,Icterus bullockii,0,0
4960,Bronzed Cowbird,Molothrus aeneus,Icteridae,5070,Baltimore Oriole,Icterus galbula,0,0
4960,Bronzed Cowbird,Molothrus aeneus,Icteridae,5031,Altamira Oriole,Icterus gularis,0,0
4960,Bronzed Cowbird,Molothrus aeneus,Icteridae,5040,Scott's Oriole,Icterus parisorum,0,0
4960,Bronzed Cowbird,Molothrus aeneus,Icteridae,4950,Brown-headed Cowbird,Molothrus ater,0,0
4960,Bronzed Cowbird,Molothrus aeneus,Icteridae,5010,Eastern Meadowlark,Sturnella magna,0,0
4960,Bronzed Cowbird,Molothrus aeneus,Icteridae,5010,Eastern Meadowlark,Sturnella magna,0,0
4960,Bronzed Cowbird,Molothrus aeneus,Icteridae,5011,Western Meadowlark,Sturnella neglecta,0,0
4960,Bronzed Cowbird,Molothrus aeneus,Icteridae,4970,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,0,0
4950,Brown-headed Cowbird,Molothrus ater,Icteridae,4980,Red-winged Blackbird,Agelaius phoeniceus,1,0
4950,Brown-headed Cowbird,Molothrus ater,Icteridae,5000,Tricolored Blackbird,Agelaius tricolor,0,0
4950,Brown-headed Cowbird,Molothrus ater,Icteridae,4940,Bobolink,Dolichonyx oryzivorus,0,0
4950,Brown-headed Cowbird,Molothrus ater,Icteridae,5090,Rusty Blackbird,Euphagus carolinus,0,0
4950,Brown-headed Cowbird,Molothrus ater,Icteridae,5100,Brewer's Blackbird,Euphagus cyanocephalus,0,0
4950,Brown-headed Cowbird,Molothrus ater,Icteridae,5080,Bullock's Oriole,Icterus bullockii,0,1
4950,Brown-headed Cowbird,Molothrus ater,Icteridae,5050,Hooded Oriole,Icterus cucullatus,0,0
4950,Brown-headed Cowbird,Molothrus ater,Icteridae,5070,Baltimore Oriole,Icterus galbula,0,0
4950,Brown-headed Cowbird,Molothrus ater,Icteridae,5031,Altamira Oriole,Icterus gularis,0,0
4950,Brown-headed Cowbird,Molothrus ater,Icteridae,5040,Scott's Oriole,Icterus parisorum,0,0
4950,Brown-headed Cowbird,Molothrus ater,Icteridae,5032,Spot-breasted Oriole,Icterus pectoralis,0,0
4950,Brown-headed Cowbird,Molothrus ater,Icteridae,4960,Bronzed Cowbird,Molothrus aeneus,0,0
4950,Brown-headed Cowbird,Molothrus ater,Icteridae,4961,Shiny Cowbird,Molothrus bonariensis,0,0
4950,Brown-headed Cowbird,Molothrus ater,Icteridae,4970,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,0,0
5080,Bullock's Oriole,Icterus bullockii,Icteridae,4980,Red-winged Blackbird,Agelaius phoeniceus,0,0
5080,Bullock's Oriole,Icterus bullockii,Icteridae,5000,Tricolored Blackbird,Agelaius tricolor,0,0
5080,Bullock's Oriole,Icterus bullockii,Icteridae,4940,Bobolink,Dolichonyx oryzivorus,0,0
5080,Bullock's Oriole,Icterus bullockii,Icteridae,5100,Brewer's Blackbird,Euphagus cyanocephalus,0,0
5080,Bullock's Oriole,Icterus bullockii,Icteridae,5050,Hooded Oriole,Icterus cucullatus,0,0
5080,Bullock's Oriole,Icterus bullockii,Icteridae,5070,Baltimore Oriole,Icterus galbula,1,0
5080,Bullock's Oriole,Icterus bullockii,Icteridae,5031,Altamira Oriole,Icterus gularis,0,0
5080,Bullock's Oriole,Icterus bullockii,Icteridae,5040,Scott's Oriole,Icterus parisorum,0,0
5080,Bullock's Oriole,Icterus bullockii,Icteridae,5060,Orchard Oriole,Icterus spurius,0,0
5080,Bullock's Oriole,Icterus bullockii,Icteridae,4960,Bronzed Cowbird,Molothrus aeneus,0,0
5080,Bullock's Oriole,Icterus bullockii,Icteridae,4950,Brown-headed Cowbird,Molothrus ater,0,1
5080,Bullock's Oriole,Icterus bullockii,Icteridae,4970,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,0,0
5110,Common Grackle,Quiscalus quiscula,Icteridae,4950,Brown-headed Cowbird,Molothrus ater,0,1
5110,Common Grackle,Quiscalus quiscula,Icteridae,5130,Boat-tailed Grackle,Quiscalus major,0,0
5110,Common Grackle,Quiscalus quiscula,Icteridae,5120,Great-tailed Grackle,Quiscalus mexicanus,0,0
5110,Common Grackle,Quiscalus quiscula,Icteridae,5010,Eastern Meadowlark,Sturnella magna,1,0
5110,Common Grackle,Quiscalus quiscula,Icteridae,5011,Western Meadowlark,Sturnella neglecta,0,0
5110,Common Grackle,Quiscalus quiscula,Icteridae,4970,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,0,0
5010,Eastern Meadowlark,Sturnella magna,Icteridae,4950,Brown-headed Cowbird,Molothrus ater,0,1
5010,Eastern Meadowlark,Sturnella magna,Icteridae,4980,Red-winged Blackbird,Agelaius phoeniceus,1,0
5010,Eastern Meadowlark,Sturnella magna,Icteridae,5090,Rusty Blackbird,Euphagus carolinus,0,0
5010,Eastern Meadowlark,Sturnella magna,Icteridae,5100,Brewer's Blackbird,Euphagus cyanocephalus,0,0
5010,Eastern Meadowlark,Sturnella magna,Icteridae,5031,Altamira Oriole,Icterus gularis,0,0
5010,Eastern Meadowlark,Sturnella magna,Icteridae,4960,Bronzed Cowbird,Molothrus aeneus,0,0
5010,Eastern Meadowlark,Sturnella magna,Icteridae,5130,Boat-tailed Grackle,Quiscalus major,0,0
5010,Eastern Meadowlark,Sturnella magna,Icteridae,5120,Great-tailed Grackle,Quiscalus mexicanus,0,0
5010,Eastern Meadowlark,Sturnella magna,Icteridae,5110,Common Grackle,Quiscalus quiscula,0,0
5010,Eastern Meadowlark,Sturnella magna,Icteridae,5011,Western Meadowlark,Sturnella neglecta,0,0
5010,Eastern Meadowlark,Sturnella magna,Icteridae,4970,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,0,0
5120,Great-tailed Grackle,Quiscalus mexicanus,Icteridae,4950,Brown-headed Cowbird,Molothrus ater,0,1
5050,Hooded Oriole,Icterus cucullatus,Icteridae,5080,Bullock's Oriole,Icterus bullockii,1,0
5050,Hooded Oriole,Icterus cucullatus,Icteridae,5040,Scott's Oriole,Icterus parisorum,0,0
5060,Orchard Oriole,Icterus spurius,Icteridae,4940,Bobolink,Dolichonyx oryzivorus,0,0
5060,Orchard Oriole,Icterus spurius,Icteridae,5080,Bullock's Oriole,Icterus bullockii,0,0
5060,Orchard Oriole,Icterus spurius,Icteridae,5050,Hooded Oriole,Icterus cucullatus,0,0
5060,Orchard Oriole,Icterus spurius,Icteridae,5070,Baltimore Oriole,Icterus galbula,1,0
5060,Orchard Oriole,Icterus spurius,Icteridae,5040,Scott's Oriole,Icterus parisorum,0,0
5060,Orchard Oriole,Icterus spurius,Icteridae,4950,Brown-headed Cowbird,Molothrus ater,0,1
4980,Red-winged Blackbird,Agelaius phoeniceus,Icteridae,5000,Tricolored Blackbird,Agelaius tricolor,0,0
4980,Red-winged Blackbird,Agelaius phoeniceus,Icteridae,4940,Bobolink,Dolichonyx oryzivorus,0,0
4980,Red-winged Blackbird,Agelaius phoeniceus,Icteridae,5090,Rusty Blackbird,Euphagus carolinus,0,0
4980,Red-winged Blackbird,Agelaius phoeniceus,Icteridae,5100,Brewer's Blackbird,Euphagus cyanocephalus,0,0
4980,Red-winged Blackbird,Agelaius phoeniceus,Icteridae,5080,Bullock's Oriole,Icterus bullockii,0,0
4980,Red-winged Blackbird,Agelaius phoeniceus,Icteridae,5070,Baltimore Oriole,Icterus galbula,0,0
4980,Red-winged Blackbird,Agelaius phoeniceus,Icteridae,5031,Altamira Oriole,Icterus gularis,0,0
4980,Red-winged Blackbird,Agelaius phoeniceus,Icteridae,5040,Scott's Oriole,Icterus parisorum,0,0
4980,Red-winged Blackbird,Agelaius phoeniceus,Icteridae,5032,Spot-breasted Oriole,Icterus pectoralis,0,0
4980,Red-winged Blackbird,Agelaius phoeniceus,Icteridae,4960,Bronzed Cowbird,Molothrus aeneus,0,0
4980,Red-winged Blackbird,Agelaius phoeniceus,Icteridae,4950,Brown-headed Cowbird,Molothrus ater,1,1
4980,Red-winged Blackbird,Agelaius phoeniceus,Icteridae,4961,Shiny Cowbird,Molothrus bonariensis,0,0
4980,Red-winged Blackbird,Agelaius phoeniceus,Icteridae,5010,Eastern Meadowlark,Sturnella magna,0,0
4980,Red-winged Blackbird,Agelaius phoeniceus,Icteridae,4970,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,0,0
5040,Scott's Oriole,Icterus parisorum,Icteridae,5080,Bullock's Oriole,Icterus bullockii,1,0
5040,Scott's Oriole,Icterus parisorum,Icteridae,5050,Hooded Oriole,Icterus cucullatus,0,0
5011,Western Meadowlark,Sturnella neglecta,Icteridae,4950,Brown-headed Cowbird,Molothrus ater,0,1
5011,Western Meadowlark,Sturnella neglecta,Icteridae,5000,Tricolored Blackbird,Agelaius tricolor,0,0
5011,Western Meadowlark,Sturnella neglecta,Icteridae,5090,Rusty Blackbird,Euphagus carolinus,0,0
5011,Western Meadowlark,Sturnella neglecta,Icteridae,5100,Brewer's Blackbird,Euphagus cyanocephalus,1,0
5011,Western Meadowlark,Sturnella neglecta,Icteridae,4960,Bronzed Cowbird,Molothrus aeneus,0,0
5011,Western Meadowlark,Sturnella neglecta,Icteridae,5120,Great-tailed Grackle,Quiscalus mexicanus,0,0
5011,Western Meadowlark,Sturnella neglecta,Icteridae,5120,Great-tailed Grackle,Quiscalus mexicanus,0,0
5011,Western Meadowlark,Sturnella neglecta,Icteridae,5110,Common Grackle,Quiscalus quiscula,0,0
5011,Western Meadowlark,Sturnella neglecta,Icteridae,5010,Eastern Meadowlark,Sturnella magna,0,0
5011,Western Meadowlark,Sturnella neglecta,Icteridae,4970,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,0,0
4970,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,Icteridae,4980,Red-winged Blackbird,Agelaius phoeniceus,1,1
7080,Bendire's Thrasher,Toxostoma bendirei,Mimidae,7030,Northern Mockingbird,Mimus polyglottos,1,0
7080,Bendire's Thrasher,Toxostoma bendirei,Mimidae,7120,Crissal Thrasher,Toxostoma crissale,0,0
7050,Brown Thrasher,Toxostoma rufum,Mimidae,7040,Gray Catbird,Dumetella carolinensis,1,1
7050,Brown Thrasher,Toxostoma rufum,Mimidae,7030,Northern Mockingbird,Mimus polyglottos,0,0
7050,Brown Thrasher,Toxostoma rufum,Mimidae,7020,Sage Thrasher,Oreoscoptes montanus,0,0
7100,California Thrasher,Toxostoma redivivum,Mimidae,7030,Northern Mockingbird,Mimus polyglottos,1,0
7120,Crissal Thrasher,Toxostoma crissale,Mimidae,7030,Northern Mockingbird,Mimus polyglottos,1,0
7120,Crissal Thrasher,Toxostoma crissale,Mimidae,7020,Sage Thrasher,Oreoscoptes montanus,0,0
7120,Crissal Thrasher,Toxostoma crissale,Mimidae,7080,Bendire's Thrasher,Toxostoma bendirei,0,0
7120,Crissal Thrasher,Toxostoma crissale,Mimidae,7070,Curve-billed Thrasher,Toxostoma curvirostre,0,0
7120,Crissal Thrasher,Toxostoma crissale,Mimidae,7110,Le Conte's Thrasher,Toxostoma lecontei,0,0
7070,Curve-billed Thrasher,Toxostoma curvirostre,Mimidae,7030,Northern Mockingbird,Mimus polyglottos,1,0
7070,Curve-billed Thrasher,Toxostoma curvirostre,Mimidae,7020,Sage Thrasher,Oreoscoptes montanus,0,0
7070,Curve-billed Thrasher,Toxostoma curvirostre,Mimidae,7080,Bendire's Thrasher,Toxostoma bendirei,0,0
7070,Curve-billed Thrasher,Toxostoma curvirostre,Mimidae,7120,Crissal Thrasher,Toxostoma crissale,0,0
7070,Curve-billed Thrasher,Toxostoma curvirostre,Mimidae,7060,Long-billed Thrasher,Toxostoma longirostre,0,0
7040,Gray Catbird,Dumetella carolinensis,Mimidae,7030,Northern Mockingbird,Mimus polyglottos,1,0
7040,Gray Catbird,Dumetella carolinensis,Mimidae,7020,Sage Thrasher,Oreoscoptes montanus,0,0
7040,Gray Catbird,Dumetella carolinensis,Mimidae,7050,Brown Thrasher,Toxostoma rufum,0,1
7030,Northern Mockingbird,Mimus polyglottos,Mimidae,7040,Gray Catbird,Dumetella carolinensis,0,1
7030,Northern Mockingbird,Mimus polyglottos,Mimidae,6220,Loggerhead Shrike,Lanius ludovicianus,1,0
7030,Northern Mockingbird,Mimus polyglottos,Mimidae,7020,Sage Thrasher,Oreoscoptes montanus,0,0
7030,Northern Mockingbird,Mimus polyglottos,Mimidae,7080,Bendire's Thrasher,Toxostoma bendirei,0,0
7030,Northern Mockingbird,Mimus polyglottos,Mimidae,7100,California Thrasher,Toxostoma redivivum,0,0
7030,Northern Mockingbird,Mimus polyglottos,Mimidae,7050,Brown Thrasher,Toxostoma rufum,0,0
7020,Sage Thrasher,Oreoscoptes montanus,Mimidae,7030,Northern Mockingbird,Mimus polyglottos,1,1
7020,Sage Thrasher,Oreoscoptes montanus,Mimidae,7080,Bendire's Thrasher,Toxostoma bendirei,0,0
7000,Sprague's Pipit,Anthus spragueii,Motacillidae,5400,Vesper Sparrow,Pooecetes gramineus,1,0
2940,California Quail,Callipepla californica,Odontophoridae,2920,Mountain Quail,Oreortyx pictus,1,0
2940,California Quail,Callipepla californica,Odontophoridae,2920,NA,Oreortyx pictus,0,1
2950,Gambel's Quail,Callipepla gambelii,Odontophoridae,2930,Scaled Quail,Callipepla squamata,1,0
2950,Gambel's Quail,Callipepla gambelii,Odontophoridae,2960,Montezuma Quail,Cyrtonyx montezumae,0,0
2920,Mountain Quail,Oreortyx pictus,Odontophoridae,2940,California Quail,Callipepla californica,1,0
2890,Northern Bobwhite,Colinus virginianus,Odontophoridae,2930,Scaled Quail,Callipepla squamata,1,1
2930,Scaled Quail,Callipepla squamata,Odontophoridae,2950,Gambel's Quail,Callipepla gambelii,0,0
2930,Scaled Quail,Callipepla squamata,Odontophoridae,2890,Northern Bobwhite,Colinus virginianus,1,0
2930,Scaled Quail,Callipepla squamata,Odontophoridae,2960,Montezuma Quail,Cyrtonyx montezumae,0,0
7350,Black-capped Chickadee,Parus atricapillus,Paridae,7310,Tufted Titmouse,Baeolophus bicolor,0,0
7350,Black-capped Chickadee,Parus atricapillus,Paridae,7360,Carolina Chickadee,Parus carolinensis,0,0
7350,Black-capped Chickadee,Parus atricapillus,Paridae,7380,Mountain Chickadee,Parus gambeli,0,1
7350,Black-capped Chickadee,Parus atricapillus,Paridae,7400,Boreal Chickadee,Parus hudsonicus,1,0
7350,Black-capped Chickadee,Parus atricapillus,Paridae,7410,Chestnut-backed Chickadee,Parus rufescens,0,0
7400,Boreal Chickadee,Parus hudsonicus,Paridae,7350,Black-capped Chickadee,Parus atricapillus,1,0
7360,Carolina Chickadee,Parus carolinensis,Paridae,7320,Black-crested Titmouse,Baeolophus atricristatus,0,1
7360,Carolina Chickadee,Parus carolinensis,Paridae,7310,Tufted Titmouse,Baeolophus bicolor,1,0
7360,Carolina Chickadee,Parus carolinensis,Paridae,7350,Black-capped Chickadee,Parus atricapillus,0,0
7360,Carolina Chickadee,Parus carolinensis,Paridae,7380,Mountain Chickadee,Parus gambeli,0,0
7410,Chestnut-backed Chickadee,Parus rufescens,Paridae,7330,Oak Titmouse,Baeolophus inornatus,0,0
7410,Chestnut-backed Chickadee,Parus rufescens,Paridae,7430,Bushtit,Psaltriparus minimus,1,0
7331,Juniper Titmouse,Baeolophus ridgwayi,Paridae,7380,Mountain Chickadee,Parus gambeli,1,0
7380,Mountain Chickadee,Parus gambeli,Paridae,7331,Juniper Titmouse,Baeolophus ridgwayi,1,1
7330,Oak Titmouse,Baeolophus inornatus,Paridae,7380,Mountain Chickadee,Parus gambeli,0,0
7330,Oak Titmouse,Baeolophus inornatus,Paridae,7410,Chestnut-backed Chickadee,Parus rufescens,1,0
7310,Tufted Titmouse,Baeolophus bicolor,Paridae,7320,Black-crested Titmouse,Baeolophus atricristatus,0,0
7310,Tufted Titmouse,Baeolophus bicolor,Paridae,7350,Black-capped Chickadee,Parus atricapillus,0,1
7310,Tufted Titmouse,Baeolophus bicolor,Paridae,7360,Carolina Chickadee,Parus carolinensis,1,0
6870,American Redstart,Setophaga ruticilla,Parulidae,6540,Black-throated Blue Warbler,Dendroica caerulescens,0,0
6870,American Redstart,Setophaga ruticilla,Parulidae,6570,Magnolia Warbler,Dendroica magnolia,0,0
6870,American Redstart,Setophaga ruticilla,Parulidae,4670,Least Flycatcher,Empidonax minimus,1,0
6870,American Redstart,Setophaga ruticilla,Parulidae,6860,Canada Warbler,Wilsonia canadensis,0,0
6600,Bay-breasted Warbler,Dendroica castanea,Parulidae,6550,Yellow-rumped Warbler,Dendroica coronata,0,0
6600,Bay-breasted Warbler,Dendroica castanea,Parulidae,6620,Blackburnian Warbler,Dendroica fusca,0,0
6600,Bay-breasted Warbler,Dendroica castanea,Parulidae,6590,Chestnut-sided Warbler,Dendroica pensylvanica,0,0
6600,Bay-breasted Warbler,Dendroica castanea,Parulidae,6520,Yellow Warbler,Dendroica petechia,1,0
6600,Bay-breasted Warbler,Dendroica castanea,Parulidae,6610,Blackpoll Warbler,Dendroica striata,0,0
6600,Bay-breasted Warbler,Dendroica castanea,Parulidae,6500,Cape May Warbler,Dendroica tigrina,0,0
6600,Bay-breasted Warbler,Dendroica castanea,Parulidae,6670,Black-throated Green Warbler,Dendroica virens,0,0
6600,Bay-breasted Warbler,Dendroica castanea,Parulidae,6810,Common Yellowthroat,Geothlypis trichas,0,0
6600,Bay-breasted Warbler,Dendroica castanea,Parulidae,6790,Mourning Warbler,Oporornis philadelphia,0,0
6600,Bay-breasted Warbler,Dendroica castanea,Parulidae,6460,Orange-crowned Warbler,Vermivora celata,0,0
6600,Bay-breasted Warbler,Dendroica castanea,Parulidae,6470,Tennessee Warbler,Vermivora peregrina,0,0
6600,Bay-breasted Warbler,Dendroica castanea,Parulidae,6450,Nashville Warbler,Vermivora ruficapilla,0,0
6600,Bay-breasted Warbler,Dendroica castanea,Parulidae,6850,Wilson's Warbler,Wilsonia pusilla,0,0
6360,Black-and-white Warbler,Mniotilta varia,Parulidae,6630,Yellow-throated Warbler,Dendroica dominica,0,0
6360,Black-and-white Warbler,Mniotilta varia,Parulidae,6710,Pine Warbler,Dendroica pinus,1,0
6360,Black-and-white Warbler,Mniotilta varia,Parulidae,6370,Prothonotary Warbler,Protonotaria citrea,0,1
6620,Blackburnian Warbler,Dendroica fusca,Parulidae,6600,Bay-breasted Warbler,Dendroica castanea,0,0
6620,Blackburnian Warbler,Dendroica fusca,Parulidae,6550,Yellow-rumped Warbler,Dendroica coronata,0,0
6620,Blackburnian Warbler,Dendroica fusca,Parulidae,6590,Chestnut-sided Warbler,Dendroica pensylvanica,0,0
6620,Blackburnian Warbler,Dendroica fusca,Parulidae,6520,Yellow Warbler,Dendroica petechia,1,1
6620,Blackburnian Warbler,Dendroica fusca,Parulidae,6610,Blackpoll Warbler,Dendroica striata,0,0
6620,Blackburnian Warbler,Dendroica fusca,Parulidae,6500,Cape May Warbler,Dendroica tigrina,0,0
6620,Blackburnian Warbler,Dendroica fusca,Parulidae,6670,Black-throated Green Warbler,Dendroica virens,0,0
6620,Blackburnian Warbler,Dendroica fusca,Parulidae,6810,Common Yellowthroat,Geothlypis trichas,0,0
6620,Blackburnian Warbler,Dendroica fusca,Parulidae,6790,Mourning Warbler,Oporornis philadelphia,0,0
6620,Blackburnian Warbler,Dendroica fusca,Parulidae,6460,Orange-crowned Warbler,Vermivora celata,0,0
6620,Blackburnian Warbler,Dendroica fusca,Parulidae,6470,Tennessee Warbler,Vermivora peregrina,0,0
6620,Blackburnian Warbler,Dendroica fusca,Parulidae,6450,Nashville Warbler,Vermivora ruficapilla,0,0
6620,Blackburnian Warbler,Dendroica fusca,Parulidae,6850,Wilson's Warbler,Wilsonia pusilla,0,0
6610,Blackpoll Warbler,Dendroica striata,Parulidae,6600,Bay-breasted Warbler,Dendroica castanea,0,0
6610,Blackpoll Warbler,Dendroica striata,Parulidae,6550,Yellow-rumped Warbler,Dendroica coronata,0,0
6610,Blackpoll Warbler,Dendroica striata,Parulidae,6620,Blackburnian Warbler,Dendroica fusca,0,0
6610,Blackpoll Warbler,Dendroica striata,Parulidae,6590,Chestnut-sided Warbler,Dendroica pensylvanica,0,0
6610,Blackpoll Warbler,Dendroica striata,Parulidae,6520,Yellow Warbler,Dendroica petechia,1,0
6610,Blackpoll Warbler,Dendroica striata,Parulidae,6500,Cape May Warbler,Dendroica tigrina,0,0
6610,Blackpoll Warbler,Dendroica striata,Parulidae,6680,Townsend's Warbler,Dendroica townsendi,0,0
6610,Blackpoll Warbler,Dendroica striata,Parulidae,6670,Black-throated Green Warbler,Dendroica virens,0,0
6610,Blackpoll Warbler,Dendroica striata,Parulidae,6810,Common Yellowthroat,Geothlypis trichas,0,0
6610,Blackpoll Warbler,Dendroica striata,Parulidae,6790,Mourning Warbler,Oporornis philadelphia,0,0
6610,Blackpoll Warbler,Dendroica striata,Parulidae,6460,Orange-crowned Warbler,Vermivora celata,0,0
6610,Blackpoll Warbler,Dendroica striata,Parulidae,6470,Tennessee Warbler,Vermivora peregrina,0,0
6610,Blackpoll Warbler,Dendroica striata,Parulidae,6450,Nashville Warbler,Vermivora ruficapilla,0,0
6610,Blackpoll Warbler,Dendroica striata,Parulidae,6850,Wilson's Warbler,Wilsonia pusilla,0,0
6540,Black-throated Blue Warbler,Dendroica caerulescens,Parulidae,6570,Magnolia Warbler,Dendroica magnolia,0,0
6540,Black-throated Blue Warbler,Dendroica caerulescens,Parulidae,6870,American Redstart,Setophaga ruticilla,1,1
6540,Black-throated Blue Warbler,Dendroica caerulescens,Parulidae,6860,Canada Warbler,Wilsonia canadensis,0,0
6650,Black-throated Gray Warbler,Dendroica nigrescens,Parulidae,6640,Grace's Warbler,Dendroica graciae,0,0
6650,Black-throated Gray Warbler,Dendroica nigrescens,Parulidae,6520,Yellow Warbler,Dendroica petechia,1,0
6650,Black-throated Gray Warbler,Dendroica nigrescens,Parulidae,6880,Painted Redstart,Myioborus pictus,0,0
6650,Black-throated Gray Warbler,Dendroica nigrescens,Parulidae,6430,Lucy's Warbler,Vermivora luciae,0,0
6650,Black-throated Gray Warbler,Dendroica nigrescens,Parulidae,6830,Yellow-breasted Chat,Icteria virens,0,1
6670,Black-throated Green Warbler,Dendroica virens,Parulidae,6540,Black-throated Blue Warbler,Dendroica caerulescens,0,0
6670,Black-throated Green Warbler,Dendroica virens,Parulidae,6600,Bay-breasted Warbler,Dendroica castanea,0,0
6670,Black-throated Green Warbler,Dendroica virens,Parulidae,6580,Cerulean Warbler,Dendroica cerulea,0,0
6670,Black-throated Green Warbler,Dendroica virens,Parulidae,6550,Yellow-rumped Warbler,Dendroica coronata,0,0
6670,Black-throated Green Warbler,Dendroica virens,Parulidae,6730,Prairie Warbler,Dendroica discolor,0,0
6670,Black-throated Green Warbler,Dendroica virens,Parulidae,6630,Yellow-throated Warbler,Dendroica dominica,0,0
6670,Black-throated Green Warbler,Dendroica virens,Parulidae,6620,Blackburnian Warbler,Dendroica fusca,0,0
6670,Black-throated Green Warbler,Dendroica virens,Parulidae,6700,Kirtland's Warbler,Dendroica kirtlandii,0,0
6670,Black-throated Green Warbler,Dendroica virens,Parulidae,6570,Magnolia Warbler,Dendroica magnolia,0,0
6670,Black-throated Green Warbler,Dendroica virens,Parulidae,6720,Palm Warbler,Dendroica palmarum,0,0
6670,Black-throated Green Warbler,Dendroica virens,Parulidae,6590,Chestnut-sided Warbler,Dendroica pensylvanica,0,0
6670,Black-throated Green Warbler,Dendroica virens,Parulidae,6520,Yellow Warbler,Dendroica petechia,1,0
6670,Black-throated Green Warbler,Dendroica virens,Parulidae,6710,Pine Warbler,Dendroica pinus,0,0
6670,Black-throated Green Warbler,Dendroica virens,Parulidae,6610,Blackpoll Warbler,Dendroica striata,0,0
6670,Black-throated Green Warbler,Dendroica virens,Parulidae,6500,Cape May Warbler,Dendroica tigrina,0,0
6670,Black-throated Green Warbler,Dendroica virens,Parulidae,6810,Common Yellowthroat,Geothlypis trichas,0,1
6670,Black-throated Green Warbler,Dendroica virens,Parulidae,6390,Worm-eating Warbler,Helmitheros vermivorum,0,0
6670,Black-throated Green Warbler,Dendroica virens,Parulidae,6360,Black-and-white Warbler,Mniotilta varia,0,0
