"stateroute","env.point","env.mean","env.var"
"6021",1885.325,2337.7389346989,2337.7389346989
"6022",6214.75,3764.75090738324,3764.75090738324
"6023",4429.525,4866.56707647922,4866.56707647922
"6024",1085.375,1663.86880675076,1663.86880675076
"6025",2738.825,1474.9416048314,1474.9416048314
"6026",1598.975,1617.60096259749,1617.60096259749
"6027",1690.125,2200.71869755463,2200.71869755463
"6028",3513.625,2681.57696974162,2681.57696974162
"6029",1884.3,2075.58014002111,2075.58014002111
"6030",1494.675,1535.01525708864,1535.01525708864
"6031",3853.7,3667.08803946066,3667.08803946066
"6032",3469.775,3547.84483151039,3547.84483151039
"6033",2983.75,2889.21976904674,2889.21976904674
"6051",2207.425,2422.70143359834,2422.70143359834
"6052",5966.05,3229.39496876436,3229.39496876436
"6053",1684.1,1630.02196294711,1630.02196294711
"6054",1725.425,1836.6116476684,1836.6116476684
"6055",1360.525,1949.93941408241,1949.93941408241
"6056",1380.125,1674.04335856719,1674.04335856719
"6057",1527.5,2171.1492690658,2171.1492690658
"6058",4030.4,3517.83318912839,3517.83318912839
"6059",3107.4,4349.53755026465,4349.53755026465
"6060",1698.025,1564.64858785126,1564.64858785126
"6061",2210.225,1974.1335455159,1974.1335455159
"6063",1464.45,1723.75320562498,1723.75320562498
"6064",2556.8,3149.8120286649,3149.8120286649
"6065",4668.925,4673.96819369593,4673.96819369593
"6066",1974.55,2862.15249085994,2862.15249085994
"6067",6244.45,4526.86317102036,4526.86317102036
"6068",3258.55,1567.20165301433,1567.20165301433
"6069",1410.875,1938.6235643406,1938.6235643406
"6070",6398.675,1967.08028011019,1967.08028011019
"6071",2433.65,2826.75225621786,2826.75225621786
"6072",2792.525,2889.53732648696,2889.53732648696
"6073",5802.275,4887.59056922555,4887.59056922555
"6074",2100.825,1645.30848578074,1645.30848578074
"6076",1689.95,1814.34692882682,1814.34692882682
"6077",1924.1,2120.15922533435,2120.15922533435
"6078",2774.1,3031.26757969289,3031.26757969289
"6079",6117.45,2625.42331889433,2625.42331889433
"6080",1273.75,1486.6773360506,1486.6773360506
"6081",3141.375,3067.56800495491,3067.56800495491
"6082",2671.7,2542.67587768957,2542.67587768957
"6083",3101.85,3026.84287266237,3026.84287266237
"6101",1781.225,2230.39825647227,2230.39825647227
"6103",1682.375,1862.90826076207,1862.90826076207
"6105",3835.625,2939.20855374964,2939.20855374964
"6106",1185.25,1432.89297803987,1432.89297803987
"6107",2342.575,2510.22328793199,2510.22328793199
"6108",1933.475,2891.36827910059,2891.36827910059
"6115",5155.675,3903.19503392516,3903.19503392516
"6116",4578.65,2402.39476840955,2402.39476840955
"6119",1309.925,1474.60146063737,1474.60146063737
"6121",2852.875,2208.98274046442,2208.98274046442
"6122",2530.025,3408.88745897057,3408.88745897057
"6123",4429.525,4866.57068260164,4866.57068260164
"6126",1286.225,1501.20182782324,1501.20182782324
"6127",1693.7,2209.31620519783,2209.31620519783
"6130",1542.5,1625.84565965667,1625.84565965667
"6133",3044.3,2805.27227450847,2805.27227450847
"6161",3521.525,2762.22569810185,2762.22569810185
"6170",6398.675,1967.08028011019,1967.08028011019
"6172",2948.45,2908.21589350631,2908.21589350631
"6176",1284.25,1578.78581073932,1578.78581073932
"6177",1924.1,2120.15922533435,2120.15922533435
"6206",1185.25,1432.89297803987,1432.89297803987
"6219",1309.925,1474.60146063737,1474.60146063737
"6233",3563.95,2814.17179732295,2814.17179732295
"6900",2369.425,2530.45009738972,2530.45009738972
"6901",2492.7,3066.95048296835,3066.95048296835
"7001",7662.05,7785.72957354197,7785.72957354197
"7002",5089.2,6758.74295887142,6758.74295887142
"7003",7716,8024.28720870348,8024.28720870348
"7004",8327.35,8061.87009674924,8061.87009674924
"7005",7407.45,7738.74767227801,7738.74767227801
"7006",7762.325,7606.48769866092,7606.48769866092
"7007",7286.2,7472.29852602171,7472.29852602171
"7008",5828.25,6477.96861570499,6477.96861570499
"7009",6104.28205128205,6647.17662794394,6647.17662794394
"7010",6673.55,6966.550754132,6966.550754132
"7011",7947.05,7894.62115836735,7894.62115836735
"7012",7970.2,7882.94077151423,7882.94077151423
"7013",8037.475,7969.8297323319,7969.8297323319
"7014",8167.525,7997.62914248492,7997.62914248492
"7015",8086.525,7897.87107108947,7897.87107108947
"7016",6776.85,6362.66309695672,6362.66309695672
"7017",6052.625,6361.87801247997,6361.87801247997
"7018",5792.2,6589.92854188245,6589.92854188245
"7019",7398.15,7088.64795798858,7088.64795798858
"7020",7997.325,8269.89925792596,8269.89925792596
"7021",6851.94871794872,7895.37335829799,7895.37335829799
"7022",7150.7,7769.54380406563,7769.54380406563
"7023",8206.875,8530.11722504948,8530.11722504948
"7024",5916.6,7280.7681817089,7280.7681817089
"7025",7714.525,7465.22719831451,7465.22719831451
"7026",7850.075,7868.61006749156,7868.61006749156
"7027",7087.95,7708.51505475582,7708.51505475582
"7028",8325.85,8159.57066597639,8159.57066597639
"7029",7654.375,7804.58438573284,7804.58438573284
"7030",7307.475,7715.72448728687,7715.72448728687
"7031",7915.05,7927.1829276298,7927.1829276298
"7032",7776,7905.89627650245,7905.89627650245
"7033",7960.475,7672.62681335668,7672.62681335668
"7034",6425.375,6522.18296325482,6522.18296325482
"7035",5893.55,6190.20498703557,6190.20498703557
"7036",6246.76923076923,6401.96080774798,6401.96080774798
"7037",6789.125,7158.14526068469,7158.14526068469
"7038",8181.9,8238.86009859155,8238.86009859155
"7039",7992.75,7874.57608071654,7874.57608071654
"7040",8374.4,8200.5201020198,8200.5201020198
"7041",7012.7,8166.38210775372,8166.38210775372
"7042",5843.1,6771.44044180899,6771.44044180899
"7043",6129.525,6861.12527390169,6861.12527390169
"7045",8261,7552.56566378157,7552.56566378157
"7046",7749.175,7811.20545292814,7811.20545292814
"7047",7919.475,8061.26204966753,8061.26204966753
"7048",6461.8,6810.66949219419,6810.66949219419
"7049",8227.525,7747.59671211842,7747.59671211842
"7102",6070.975,6740.3078829581,6740.3078829581
"7103",7154.35,8013.28319221682,8013.28319221682
"7109",6010.35897435897,6639.73398285271,6639.73398285271
"7111",7813.375,7855.19176647484,7855.19176647484
"7112",8424.525,7900.38107235142,7900.38107235142
"7114",7493.975,7984.85789443336,7984.85789443336
"7117",6052.625,6361.48993492195,6361.48993492195
