"stateroute","env.point","env.mean","env.var"
"2001",7447.925,7597.59021709904,7597.59021709904
"2002",6382.825,7240.38664626135,7240.38664626135
"2003",7310.9,7658.6806199889,7658.6806199889
"2004",7099.875,7935.05620970485,7935.05620970485
"2005",8445,7771.03994974757,7771.03994974757
"2006",7242.65,7391.99078266471,7391.99078266471
"2007",7997.225,7948.96552746844,7948.96552746844
"2008",7964.15,7796.18404882045,7796.18404882045
"2009",8218.175,7551.73379903505,7551.73379903505
"2010",7909.975,8138.25584588962,8138.25584588962
"2011",6994.15,8047.79461751514,8047.79461751514
"2012",7503.86842105263,8052.79035460808,8052.79035460808
"2013",8097.125,7849.18514525737,7849.18514525737
"2014",8105.725,7694.29293020714,7694.29293020714
"2015",7340.425,7804.05188780105,7804.05188780105
"2016",8104.575,8048.33135629865,8048.33135629865
"2017",8190.85,7803.18200304486,7803.18200304486
"2018",8029.95,7873.90709820772,7873.90709820772
"2019",8168.95,7926.41884031808,7926.41884031808
"2020",8164.4,8152.51100301916,8152.51100301916
"2021",7903.475,7989.09945685469,7989.09945685469
"2022",7145.6,7783.97761048268,7783.97761048268
"2023",7984.35,7932.29899731716,7932.29899731716
"2024",7854.125,7666.49077835873,7666.49077835873
"2025",7366.35,7767.40911792868,7767.40911792868
"2026",7155.25,7602.0462827139,7602.0462827139
"2027",8371.575,7856.77372072256,7856.77372072256
"2028",7993.775,7874.69201861639,7874.69201861639
"2029",7361.975,7719.17466686662,7719.17466686662
"2030",7806.275,7060.81350286856,7060.81350286856
"2031",6744.5,6807.10805506548,6807.10805506548
"2032",6561.05,7788.8346666591,7788.8346666591
"2033",7416.675,7738.55800390863,7738.55800390863
"2034",7504.35,7854.1620106665,7854.1620106665
"2035",6551.85,7514.98863289216,7514.98863289216
"2036",8337.8,8044.79597223773,8044.79597223773
"2037",8063.975,7728.65398751145,7728.65398751145
"2038",7277.725,7675.73376250312,7675.73376250312
"2039",7112.225,8010.53890576297,8010.53890576297
"2040",6170.35897435897,5129.87570588794,5129.87570588794
"2041",1917.52631578947,5870.83086743063,5870.83086743063
"2042",6117.8,6083.3490768689,6083.3490768689
"2043",8005.375,7940.85605539161,7940.85605539161
"2044",5463.725,7778.32321665717,7778.32321665717
"2045",7127.375,8068.82428486095,8068.82428486095
"2046",7552.825,7716.85063952639,7716.85063952639
"2047",7615.175,8019.22722296996,8019.22722296996
"2048",6366.35,7944.36135643498,7944.36135643498
"2049",7869.2,7925.37616993273,7925.37616993273
"2050",7431.675,7657.37238532226,7657.37238532226
"2051",7880.375,7834.22435223086,7834.22435223086
"2052",8188.15,7824.37974690047,7824.37974690047
"2053",6965.15384615385,8072.94183978176,8072.94183978176
"2054",6856.4,7353.86798884076,7353.86798884076
"2055",7876.275,7671.65239326122,7671.65239326122
"2056",6942.15,7923.29292828742,7923.29292828742
"2057",6616.375,7768.75113231505,7768.75113231505
"2058",7398.625,7994.18955327109,7994.18955327109
"2059",8099.975,8046.53438213183,8046.53438213183
"2060",7581.625,7987.01615708352,7987.01615708352
"2061",7656.25,7893.43172590563,7893.43172590563
"2062",8321.775,7863.65074248371,7863.65074248371
"2063",7203,7753.2989865654,7753.2989865654
"2064",7839.875,7977.50611123438,7977.50611123438
"2065",8098.1,7714.7992430586,7714.7992430586
"2066",7626.8,7608.61523863068,7608.61523863068
"2067",6916.625,7596.96930265277,7596.96930265277
"2068",6402.1,6848.06509483441,6848.06509483441
"2069",7379.175,7556.19479898606,7556.19479898606
"2070",6791,5742.59858458033,5742.59858458033
"2071",6917.48387096774,7334.67242928127,7334.67242928127
"2072",6879.8,7271.49737096235,7271.49737096235
"2073",8944.4,8132.86369487794,8132.86369487794
"2102",8308.925,7330.6035215902,7330.6035215902
"2105",7131.375,7761.32150188627,7761.32150188627
"2109",7784.175,7554.85877205113,7554.85877205113
"2111",7765.75,8048.44178122756,8048.44178122756
"2137",7792.85,7711.24298690389,7711.24298690389
"2140",5102.48648648649,5093.92972106227,5093.92972106227
"2141",1917.52631578947,5870.58178466696,5870.58178466696
"2142",6762.75,6208.58164887364,6208.58164887364
"2156",7504.45,7960.52982949447,7960.52982949447
"2162",8215.575,7860.18359532073,7860.18359532073
"2164",7839.875,7977.04367333369,7977.04367333369
"2201",8251.325,8049.38003638453,8049.38003638453
"2203",6009.025,7342.01708181921,7342.01708181921
"2204",7753.85,8091.97955792553,8091.97955792553
"2205",7805.875,7970.05313536001,7970.05313536001
"2206",8051.05,7971.25834481328,7971.25834481328
"2207",7631.425,7892.73702950124,7892.73702950124
"2208",6748.87179487179,7981.95753319281,7981.95753319281
"2209",8254.225,8029.17820371226,8029.17820371226
"2210",7740.375,7853.75150485234,7853.75150485234
"2211",8218,7516.67890454283,7516.67890454283
"2212",6475.825,7709.12030110367,7709.12030110367
"2213",7397.17948717949,7795.62958120959,7795.62958120959
"2214",8013.475,8081.48941857451,8081.48941857451
"2215",8316.65,7908.19791012361,7908.19791012361
"2216",7544.275,7500.20575179713,7500.20575179713
"2217",7814.65,6323.13563109999,6323.13563109999
"2218",7670.175,7402.9375044622,7402.9375044622
"2306",8018.25,7975.28008239108,7975.28008239108
"2750",7440.2,7613.19969877594,7613.19969877594
"2751",7425.775,7908.04590891605,7908.04590891605
"2752",7949.55,7911.05401683986,7911.05401683986
"2753",7596.15,7824.77637585057,7824.77637585057
"2754",6368.17647058824,6967.50090040305,6967.50090040305
"2900",8003.425,7399.97185359267,7399.97185359267
"2901",7938.3,7915.73752490816,7915.73752490816
"3001",NA,NA,NA
"3002",NA,NA,NA
"3003",NA,NA,NA
"3004",NA,NA,NA
"3005",NA,NA,NA
"3006",NA,NA,NA
"3007",NA,NA,NA
"3008",NA,NA,NA
"3009",NA,NA,NA
"3010",NA,NA,NA
"3011",NA,NA,NA
"3012",NA,NA,NA
"3013",NA,NA,NA
"3015",NA,NA,NA
"3016",NA,5035.27610230192,5035.27610230192
"3017",NA,NA,NA
"3018",NA,NA,NA
"3019",3549.9,5873.7176178442,5873.7176178442
"3020",8427.625,6124.77746793278,6124.77746793278
"3021",8003.625,5581.06285851954,5581.06285851954
"3023",6650.625,7110.14291697641,7110.14291697641
"3024",7600.125,6648.58805392062,6648.58805392062
"3025",5793.91891891892,4223.87905606586,4223.87905606586
"3026",7462.4358974359,7109.97249150942,7109.97249150942
"3028",NA,7078.25623712351,7078.25623712351
"3029",NA,NA,NA
"3030",NA,NA,NA
"3031",8467.41176470588,6877.29408927513,6877.29408927513
"3040",NA,NA,NA
"3041",NA,NA,NA
"3042",NA,NA,NA
"3050",NA,NA,NA
"3051",NA,NA,NA
"3052",NA,NA,NA
"3053",NA,NA,NA
"3054",NA,NA,NA
"3055",NA,NA,NA
"3060",6710.05,6427.6641125797,6427.6641125797
"3084",NA,NA,NA
"3090",NA,NA,NA
"3101",NA,NA,NA
"3112",NA,NA,NA
"3113",NA,NA,NA
"3115",NA,NA,NA
"3116",NA,NA,NA
"3117",NA,NA,NA
"3118",NA,NA,NA
"3119",6928.45,6568.32690954543,6568.32690954543
"3121",5369.325,5983.40159617288,5983.40159617288
"3122",8046.84615384615,6133.41944131454,6133.41944131454
"3123",7030.17948717949,7126.03563034109,7126.03563034109
"3124",6887.775,6108.7444603175,6108.7444603175
"3125",6963.5,5939.70285293929,5939.70285293929
"3131",7847.07692307692,6607.44840483634,6607.44840483634
"3142",NA,NA,NA
"3180",NA,6092.07240643082,6092.07240643082
"3191",NA,NA,NA
"3192",6685.15,6404.30112009972,6404.30112009972
"3212",NA,NA,NA
"3213",NA,NA,NA
"3216",NA,NA,NA
"3217",NA,NA,NA
"3218",NA,NA,NA
"3219",7172.48648648649,5964.98942997177,5964.98942997177
"3221",7672,5866.56744755086,5866.56744755086
"3223",7834.725,7031.89789420363,7031.89789420363
"3224",673.411764705882,6134.92428411013,6134.92428411013
"3231",8467.41176470588,6862.59522281708,6862.59522281708
"3284",NA,NA,NA
"3313",NA,NA,NA
"3318",NA,NA,NA
"3319",6809.2,6005.73657391975,6005.73657391975
"3321",3972.48717948718,5026.6632609963,5026.6632609963
"3372",NA,NA,NA
"3401",NA,NA,NA
"3402",NA,NA,NA
"3403",NA,NA,NA
"3404",NA,NA,NA
"3405",NA,NA,NA
"3406",NA,NA,NA
"3407",NA,NA,NA
"3408",NA,NA,NA
"3409",NA,NA,NA
"3410",NA,NA,NA
"3411",8206.375,7057.72340582585,7057.72340582585
"3412",8044.05,6911.94552007297,6911.94552007297
"3413",NA,NA,NA
"3414",NA,NA,NA
"3415",NA,NA,NA
"3416",NA,NA,NA
"3417",NA,NA,NA
"3418",NA,NA,NA
"3419",NA,NA,NA
"3420",NA,NA,NA
"3421",NA,NA,NA
"3422",NA,NA,NA
"3423",NA,NA,NA
"3424",NA,NA,NA
"3425",7850.575,3924.6397950705,3924.6397950705
"3426",NA,NA,NA
"3427",NA,NA,NA
"3428",NA,NA,NA
"3429",7888.68421052632,6409.14602657415,6409.14602657415
"3430",NA,NA,NA
"3431",NA,NA,NA
"3432",NA,NA,NA
"3433",NA,NA,NA
"3434",NA,NA,NA
"3435",7621.025,7041.08151088809,7041.08151088809
"3436",NA,NA,NA
"3437",NA,NA,NA
"3438",NA,NA,NA
"3439",3598.35897435897,3919.03098735752,3919.03098735752
"3440",NA,NA,NA
"3442",NA,NA,NA
"3444",NA,NA,NA
"3445",NA,NA,NA
"3760",NA,NA,NA
"3811",NA,NA,NA
"3812",NA,NA,NA
"3816",NA,NA,NA
"3817",NA,NA,NA
"3821",6755.25,5030.05512076472,5030.05512076472
"3822",8257.075,6302.27259907241,6302.27259907241
"3824",7359.4,6782.71431713363,6782.71431713363
"3825",NA,6361.56878494085,6361.56878494085
"3832",NA,NA,NA
"3850",NA,NA,NA
"3851",NA,NA,NA
"3880",NA,6553.35290710751,6553.35290710751
"3881",NA,NA,NA
"3882",NA,NA,NA
"3883",NA,NA,NA
"3884",NA,NA,NA
"3891",NA,NA,NA
"3892",6685.15,6401.26830585418,6401.26830585418
"3901",NA,NA,NA
"3902",NA,NA,NA
"3903",NA,NA,NA
"3905",NA,NA,NA
"3906",4094.75,5022.39967803146,5022.39967803146
"3907",8404.4358974359,6659.95401277408,6659.95401277408
"4001",6188.2,4616.75105734705,4616.75105734705
"4002",4757.35,4679.9126573741,4679.9126573741
"4003",4211.325,4641.00376433188,4641.00376433188
"4004",5760.575,5572.21612077485,5572.21612077485
"4005",6325.375,6308.29207292202,6308.29207292202
"4006",4101.775,4005.82320886977,4005.82320886977
"4007",5916.275,4997.56129976331,4997.56129976331
"4008",5398.95,5104.61717584221,5104.61717584221
"4009",5113.025,5126.87968540726,5126.87968540726
"4010",6406.025,6491.40533702923,6491.40533702923
"4011",3524.925,4171.78627594225,4171.78627594225
"4012",4512.775,4387.56297172053,4387.56297172053
"4013",5650.15,5403.64048492638,5403.64048492638
"4014",5626.65,5877.38641059719,5877.38641059719
"4015",6640.35,6707.33756144833,6707.33756144833
"4016",5056.7,5731.3043729121,5731.3043729121
"4017",7074.85,4003.66405554458,4003.66405554458
"4018",5703.875,5599.03016694769,5599.03016694769
"4019",5141.45,5363.73166000132,5363.73166000132
"4020",5685.24324324324,5502.79183387035,5502.79183387035
"4021",6218.525,6186.52027185233,6186.52027185233
"4022",6609.85,6661.91162526136,6661.91162526136
"4023",6581.65,6841.34252837842,6841.34252837842
"4024",3778.67567567568,5082.73772531396,5082.73772531396
"4025",5633.2,4379.62774342223,4379.62774342223
"4026",5245,5960.90589293278,5960.90589293278
"4027",7453.5,6220.73629311226,6220.73629311226
"4028",6473.325,6181.47514831166,6181.47514831166
"4029",5562.375,6265.41885468561,6265.41885468561
"4030",6788.05,6815.35697918121,6815.35697918121
"4031",7122.2,6999.05007747759,6999.05007747759
"4032",6030.625,7165.03566754568,7165.03566754568
"4033",5926.6,6639.1747717211,6639.1747717211
"4034",6350.475,6584.00679151582,6584.00679151582
"4036",6618.37931034483,6623.65984179332,6623.65984179332
"4037",6222.175,6733.3079288615,6733.3079288615
"4038",6643.175,6983.87723881655,6983.87723881655
"4039",6710.475,7148.46637418359,7148.46637418359
"4040",5099.4,6818.31111750733,6818.31111750733
"4041",5934.775,6997.14479103118,6997.14479103118
"4042",7920.125,7335.72797682018,7335.72797682018
"4043",6853.7,7592.90181461009,7592.90181461009
"4044",8109.325,7791.30244330278,7791.30244330278
"4045",6857.5,7071.82420623053,7071.82420623053
"4046",6951.525,6960.69549774502,6960.69549774502
"4047",7106.9,7283.44128249453,7283.44128249453
"4048",7178,7190.11904295793,7190.11904295793
"4049",7386.375,7454.56331497155,7454.56331497155
"4050",6830.82142857143,7372.29453262655,7372.29453262655
"4051",7088.975,7448.68763610344,7448.68763610344
"4052",6451.05,6836.03701346841,6836.03701346841
"4053",6384.2,6568.38224098231,6568.38224098231
"4054",6071.6,6360.29582263532,6360.29582263532
"4055",6574.75,6509.53644759115,6509.53644759115
"4057",6328.35,6947.23095377761,6947.23095377761
"4061",6786.075,7396.64611363184,7396.64611363184
"4062",6943.875,7184.46845634383,7184.46845634383
"4063",5829.775,6755.83830982183,6755.83830982183
"4064",6633.075,7064.8397762212,7064.8397762212
"4065",5946.175,6745.82153841089,6745.82153841089
"4073",5386.575,7189.49635586488,7189.49635586488
"4077",6023.975,6385.72376731613,6385.72376731613
"4078",6565.125,6303.62040907314,6303.62040907314
"4079",6095.7,6307.35674790574,6307.35674790574
"4096",6140.55,5614.39609148951,5614.39609148951
"4101",3779.875,3919.78126948357,3919.78126948357
"4102",3940.425,4677.54537895019,4677.54537895019
"4103",5456.275,5072.62874819028,5072.62874819028
"4104",5502.575,5339.29330892837,5339.29330892837
"4105",6593.82051282051,6170.81215049533,6170.81215049533
"4106",4026.2,4583.13243704597,4583.13243704597
"4107",4144.6,4250.71146955375,4250.71146955375
"4108",5398.95,5104.61717584221,5104.61717584221
"4109",5737.225,6175.71242480742,6175.71242480742
"4110",6317.825,6558.93337531071,6558.93337531071
"4111",4112.95,4245.1567839791,4245.1567839791
"4112",4806.275,4587.10738625619,4587.10738625619
"4113",5341.1,5160.8752443017,5160.8752443017
"4114",6439.625,6208.11483889611,6208.11483889611
"4115",6512.1,6469.16181450462,6469.16181450462
"4116",5291.4,5678.50953302852,5678.50953302852
"4118",5851.325,5817.44344160741,5817.44344160741
"4119",5583.85,5747.33629736782,5747.33629736782
"4120",6031.9,5722.04461888718,5722.04461888718
"4121",6570.225,6492.06817963813,6492.06817963813
"4122",7001.3,6759.41475825898,6759.41475825898
"4123",6720.575,6140.91213596346,6140.91213596346
"4125",5542.44736842105,3391.81755260666,3391.81755260666
"4126",5899.85,5832.93958898394,5832.93958898394
"4127",5945.175,5748.8919545137,5748.8919545137
"4128",5551.4,5755.22429739258,5755.22429739258
"4129",6369.875,6179.36993007576,6179.36993007576
"4130",6893.3,6870.59418909774,6870.59418909774
"4131",6895.85,7168.13402931705,7168.13402931705
"4136",7566.5,7214.27983340642,7214.27983340642
"4137",5457.3,7310.25059200041,7310.25059200041
"4138",7313.8,7007.52938915027,7007.52938915027
"4139",6751.575,6481.35736530242,6481.35736530242
"4141",6234.6,6971.89875826126,6971.89875826126
"4143",7479.4,7390.8596285386,7390.8596285386
"4147",7082.225,6914.99804647925,6914.99804647925
"4149",6790.83333333333,7283.36384074917,7283.36384074917
"4152",6532,7000.9102054645,7000.9102054645
"4153",6132.65,7377.94945010465,7377.94945010465
"4154",6114.975,6557.64408260391,6557.64408260391
"4155",5282.575,6824.72649533338,6824.72649533338
"4157",7725.025,7166.02248031746,7166.02248031746
"4163",6190.425,7239.35326016382,7239.35326016382
"4164",5766.975,6683.72402252675,6683.72402252675
"4165",6746.95,6864.0444309752,6864.0444309752
"4196",6890.17948717949,5187.56949600993,5187.56949600993
"4201",5348.35,4780.93514263074,4780.93514263074
"4202",3889.525,4425.9964311565,4425.9964311565
"4203",5882.825,5422.62779248048,5422.62779248048
"4204",5621.175,6032.41157682671,6032.41157682671
"4205",4663.225,6260.31093989311,6260.31093989311
"4206",4037.5,4368.30062616128,4368.30062616128
"4207",6232.7,5053.95056075363,5053.95056075363
"4208",4734.6,4995.67438605057,4995.67438605057
"4209",5858.975,5519.73615792109,5519.73615792109
"4210",6155.75,6605.83357287602,6605.83357287602
"4211",4180.95,4128.17777880215,4128.17777880215
"4212",4477.275,4731.8103010372,4731.8103010372
"4213",4616.475,4736.20521909996,4736.20521909996
"4214",5757.275,6029.3769789941,6029.3769789941
"4215",4956.775,6402.52534844693,6402.52534844693
"4218",5479.975,5268.70537650815,5268.70537650815
"4219",5759.275,5771.22397877386,5771.22397877386
"4220",6177.725,6001.16207394818,6001.16207394818
"4221",6281.66666666667,6420.84826288172,6420.84826288172
"4222",6697.025,6690.63030039074,6690.63030039074
"4223",7359.325,7187.16888081892,7187.16888081892
"4225",4286.07692307692,5666.20798020115,5666.20798020115
"4226",5896.5,5778.9098322269,5778.9098322269
"4227",6677.95,6285.38305009539,6285.38305009539
"4228",6318.35,6247.04380190444,6247.04380190444
"4229",6499.425,6259.71937326647,6259.71937326647
"4230",6921.25,6882.86725597755,6882.86725597755
"4231",6946.95,7228.50173979219,7228.50173979219
"4236",6720.1,7153.00841978332,7153.00841978332
"4237",7061.35,7146.40821980412,7146.40821980412
"4238",7236.575,6977.01010469263,6977.01010469263
"4239",6311.175,6341.69116210219,6341.69116210219
"4240",5955.625,6899.30951343366,6899.30951343366
"4241",7050.4,7039.65135705,7039.65135705
"4251",7374.45,7365.98652142587,7365.98652142587
"4252",6303.65,7337.81264136354,7337.81264136354
"4253",5823.225,6973.22297489894,6973.22297489894
"4254",6103.175,6773.3863639185,6773.3863639185
"4255",6400.225,6437.73203261359,6437.73203261359
"4301",3884.025,4427.26663998034,4427.26663998034
"4302",5023.25,4652.35839424593,4652.35839424593
"4303",5556.6,5311.57741955669,5311.57741955669
"4304",6350.5,5773.9008766994,5773.9008766994
"4306",4354.225,4046.90588137472,4046.90588137472
"4307",4334.375,4752.32833443199,4752.32833443199
"4308",4492.15,5080.49330091774,5080.49330091774
"4309",5609.325,5411.41282148471,5411.41282148471
"4310",6591.35,6583.31980171794,6583.31980171794
"4311",4548.275,4435.32625991815,4435.32625991815
"4312",4566.775,4513.34754460467,4513.34754460467
"4313",4709.25,4646.66751458651,4646.66751458651
"4314",5805.075,5626.93563210191,5626.93563210191
"4315",6762.15,6224.67225703123,6224.67225703123
"4318",5641.075,5102.75737207034,5102.75737207034
"4319",5132.675,4988.1823131747,4988.1823131747
"4320",5785.2,5762.36721993606,5762.36721993606
"4321",6703.45161290323,6148.29300688227,6148.29300688227
"4322",6326.975,6603.54192768431,6603.54192768431
"4323",7185.525,6930.94745075649,6930.94745075649
"4326",6026.725,6547.17644754344,6547.17644754344
"4327",5831.65,6000.64261432861,6000.64261432861
"4328",6148.125,6171.13589376928,6171.13589376928
"4329",6162.375,6195.35685092135,6195.35685092135
"4330",7283.2,6765.03909601061,6765.03909601061
"4331",6881.375,7111.48226734076,7111.48226734076
"4336",7915.35,7164.82964571537,7164.82964571537
"4337",5803.575,6718.56902374187,6718.56902374187
"4338",7178.125,7171.9466690215,7171.9466690215
"4339",7107.85,7021.92644668318,7021.92644668318
"4340",6445.45,6886.50372275722,6886.50372275722
"4352",6568.55,7401.24241636624,7401.24241636624
"4353",5452.375,6469.1365828852,6469.1365828852
"4354",5751.35,6487.88937156993,6487.88937156993
"4355",7101.75,7100.36833089922,7100.36833089922
"4401",4721.775,4765.5291907789,4765.5291907789
"4404",6694.225,6192.56926139703,6192.56926139703
"4407",5916.275,4997.56129976331,4997.56129976331
"4408",6447.275,4818.43265577036,4818.43265577036
"4411",4437.725,4098.14789962414,4098.14789962414
"4412",4471.875,4372.69744598791,4372.69744598791
"4413",4700.475,4943.26943111526,4943.26943111526
"4414",5733.725,6099.802328184,6099.802328184
"4421",5698.85,6183.54309991843,6183.54309991843
"4429",6369.875,6179.36993007576,6179.36993007576
"4430",7199.575,6825.25765711646,6825.25765711646
"4438",7017.8,7255.26255031757,7255.26255031757
"4440",6449.725,6603.7608964256,6603.7608964256
"4452",3579,7416.07541356216,7416.07541356216
"4501",4313.75,4842.6246196868,4842.6246196868
"4504",6227.35,6176.03496299109,6176.03496299109
"4508",4162.225,4899.92870265119,4899.92870265119
"4512",3675.275,3767.3358641393,3767.3358641393
"4540",6330.525,6942.79167697357,6942.79167697357
"4608",4492.15,5080.49330091774,5080.49330091774
"4612",3675.275,3767.3358641393,3767.3358641393
"4712",3675.275,3767.3358641393,3767.3358641393
"4928",7784.55,6219.02859933955,6219.02859933955
"6001",2184.05,2470.37236141395,2470.37236141395
"6002",2158.3,2833.27880055788,2833.27880055788
"6003",1372.9,1619.43640257808,1619.43640257808
"6004",2283.7,2183.88343349833,2183.88343349833
"6005",1709.725,2136.50697229702,2136.50697229702
"6006",1471.125,1625.27497344867,1625.27497344867
"6007",2364.325,2648.07839414349,2648.07839414349
"6008",2289.575,2717.29892585971,2717.29892585971
"6009",3333.8,3151.3551597197,3151.3551597197
"6010",1611.175,1637.69093978616,1637.69093978616
"6011",3599.6,2993.41239078737,2993.41239078737
"6012",1355.05,1621.23774090119,1621.23774090119
"6013",1930,1995.23782364515,1995.23782364515
"6014",3970.875,3280.02401260731,3280.02401260731
"6015",4914.275,3876.4560595477,3876.4560595477
"6016",2072.95,2113.84747217154,2113.84747217154
"6017",2770.55,2318.79528314546,2318.79528314546
"6018",1070.375,1707.86830800345,1707.86830800345
"6019",1357.45,1450.55125218466,1450.55125218466
"6020",1553.425,2177.75984351946,2177.75984351946
