"stateroute","evi.point","evi.mean","evi.var"
"27156",7590.61683321264,7330.7284209739,1488937.77283435
"27158",7727.2453238362,7598.41800458322,237127.512138868
"27301",7953.56805855774,6603.22421287277,4736221.61574855
"27302",7709.85755188573,7618.03585721723,203557.36272842
"27303",7648.8172878964,7632.70162948232,156613.353513069
"27304",7777.07177401234,7545.41468877866,408627.770577873
"27305",5635.11016954387,6098.26461421821,6555558.16494234
"27306",7618.48943703126,7435.62232597426,149116.844914809
"27307",7331.72363370326,7194.980827327,227419.743429331
"27308",6415.25228434517,7052.93477106395,341980.262454798
"27309",7559.47863603466,7101.31309338429,400347.399836374
"27310",6726.1627818952,7448.32455056694,422421.401366283
"27311",7591.24113419907,7255.68658908802,300035.80845762
"27312",6591.96773707527,7158.55796440657,298528.111787028
"27313",7377.69858114209,7143.72702584921,311138.519660528
"27314",6113.39530472302,6876.99348276464,431363.166794811
"27315",6817.5929434927,7354.23892235307,238925.880418563
"27316",6070.00224284064,7013.12561004246,572158.374387974
"27317",7055.27179467057,6820.91526676066,380657.658714721
"27318",6481.07692287612,7099.35657441105,445202.101967242
"27319",7013.52867816351,7389.22286466519,478084.774750668
"27320",8503.32227565311,7533.82359833269,444333.203632956
"27321",6472.72216911605,7266.37802094162,727241.359574648
"27322",8090.19835748427,7832.39749121094,294466.974894836
"27323",7586.89750154228,7742.44122135544,390324.176567042
"27324",7736.32272592104,7795.02323044042,224294.849484263
"27325",7903.57469314443,7698.24634205099,559804.440608052
"27326",6598.02473552178,7524.96834470072,304711.990954264
"27327",6516.93675959834,7334.10570028321,533813.988686083
"27328",7291.13958755658,7219.6325627285,700121.615170211
"27329",7541.16763627913,7960.91246686446,149462.492151311
"27330",8039.22511051269,8001.2804385997,162201.056618539
"27331",7490.98211274641,7458.68290846504,503258.341987118
"27332",8217.04616257183,7536.668450024,450201.518498154
"27333",7118.57568975566,7593.51762371512,435884.165055358
"27334",6764.66681021788,7520.38986246658,636975.0493481
"27335",8794.84119627648,8350.96625174189,249436.699655674
"27336",8035.05313637895,8059.40937039639,219701.49274991
"27337",7841.33011512405,8038.26698046722,344110.488741196
"27430",8039.22511051269,8001.2804385997,162201.056618539
"27900",8012.96664025961,7847.88734889238,296477.67319075
"33001",6740.92258490707,7241.0530483714,675370.14634626
"33002",7856.88637062301,7271.32899301725,978684.953477204
"33003",7803.89660610381,7571.04315939867,218753.026080246
"33004",5929.98607897814,6200.17482726439,809984.911677814
"33005",7854.09950733553,7596.04444728508,567907.193703559
"33006",7232.20128509024,6597.7722629699,844635.697138855
"33007",7817.07688306975,6545.06535211276,1142680.26380226
"33008",7633.82276808531,7297.39730189213,672996.901134666
"33009",6758.67934990826,6160.88025240201,936498.990081432
"33010",4795.82833266906,4852.54606838476,1336699.1611431
"33011",5677.23493641412,5900.45916448941,1195183.17965922
"33012",4996.20454350499,4912.99394639991,543913.164362501
"33013",3655.00893238989,3948.57602521421,1772972.25325753
"33014",4948.96145369262,4292.96055661315,1323388.74412663
"33015",2938.16221125065,4567.11238858643,1534504.42800761
"33016",5871.68686808254,6063.23061461027,853343.900750225
"33017",3237.52223303746,3804.77926607476,1622146.15444844
"33018",4903.4517931624,4997.53314050274,1766707.02895713
"33019",5597.6709645214,4588.60564866281,1123378.23012942
"33020",3222.87953915222,3406.15055135093,1042967.91747875
"33021",3415.78227959862,4359.50216357669,2056698.11437558
"33022",4080.06915767165,5880.81292146461,902526.050689732
"33023",3358.27352060636,3443.19669053884,1045046.5340789
"33024",2928.49291899508,3472.82724527947,1147967.78983499
"33025",3393.46178263734,4516.34819028048,1211792.36035957
"33026",6055.3479258545,4398.38500398443,1704186.06764176
"33027",3849.55486131087,5151.89298627317,1415002.13138895
"33028",4421.51538795435,5947.28536899047,747084.309203707
"33029",6121.78224488601,7384.52574018905,646987.406495335
"33030",7297.22619764917,7320.66915612722,692058.285538066
"33109",6558.77775924077,7299.41899334575,737584.82039229
"33111",6493.14127691772,5865.95894912344,1399971.35934236
"33119",5499.81767307767,4538.99645519471,1108424.15761173
"33124",3743.25623937666,3508.24070507923,1152015.44859886
"33128",4750.74339984753,5783.84463059873,720796.29294374
"33202",7049.29771986377,7586.10286114522,239741.003341955
"33204",4188.59236772123,5535.94950808653,1044522.06129019
"33205",6911.05769271892,7631.33743687978,560284.375600911
"33207",6652.16481227224,6231.54947452453,992269.14165338
"33208",6273.14908973392,6159.36070484067,940804.619325004
"33209",4702.69632249873,4941.51201524867,1228511.01853619
"33211",3328.49407597767,4497.69733762985,1619669.49778388
"33212",5922.3037456155,5384.15295422609,712043.473343316
"33213",5328.16198798476,4458.58030734019,1028047.20967612
"33214",2762.67747957011,3421.26567587785,1214946.84836329
"33217",3101.98039162413,3292.89453997948,1473978.18107938
"33218",4114.5440311091,4709.38353584311,1452992.84241695
"33219",6033.68232724289,4317.51492518617,1063696.35281013
"33220",5731.01389068616,3695.73138065534,1228403.64364542
"33221",6925.1792558013,4029.62812552981,2915373.5832021
"33222",6060.68996604883,6027.37104949059,1261441.97797612
"33223",3929.8913644719,3311.17958833285,694621.453254455
"33224",4859.46153610506,2909.67042749908,950637.858749332
"33225",4152.38855719332,4869.88948984212,1182991.02603876
"33226",3485.67711780328,4445.53066786696,1212503.86403003
"33227",5051.07296837499,4962.51408401427,1087819.87577373
"33228",6466.99900340864,5320.46233204916,966774.800383191
"33319",5499.81767307767,4538.99645519471,1108424.15761173
"33901",2691.08163637186,3491.17364830132,2118082.88535038
"33902",2339.568554332,2881.4018716502,875563.249013906
"33903",2287.01289922145,3046.34091039251,1667724.76177261
"33904",2569.41979836087,2900.33692263258,785823.050961904
"33905",2722.9021025442,3518.83386259765,2254741.96601401
"33906",7686.05627041131,7593.17647571642,647883.687020233
"33907",6318.80133992988,7587.03322596388,493992.921223357
"34001",7135.41641037646,7110.9744441415,372168.280869122
"34002",6851.71743466669,6865.08688160954,148978.396035951
"34003",6854.90480233569,6786.68371052115,163081.256504064
"34004",6750.8837270662,6730.47390101529,169021.361022257
"34005",7841.4654635377,6351.18644047376,985176.848196797
"34006",5379.71301309588,5759.30805899817,1950691.67962187
"34007",7033.46264463527,6910.1194251445,83546.4000820603
"34008",7036.24311971563,6868.34190938022,196922.632871183
"34009",7089.39471447828,6986.68573187411,262000.790548665
"34010",7141.41754795016,6952.01846643789,85417.6630520722
"34011",7154.77728337139,6953.6453917965,127520.253601086
"34012",6981.42000922313,6852.24263147094,89027.4805104909
"34013",7003.99865689089,6923.51909724303,118816.427486339
"34014",6555.63460124255,6174.28421453657,1026505.33742831
"34015",6544.4854928307,6726.34241329415,203609.659083423
"34016",6691.66776685835,6670.3168160806,316969.259329953
"34017",6707.73523662704,6690.66206472197,252462.152197239
"34018",5880.39839594846,6291.58463254283,733581.647372278
"34019",6567.1391978226,7029.11912089496,254972.607856841
"34020",6989.05643871744,7029.1947118485,247312.481283804
"34021",6888.58883794571,7043.94404260089,193553.032962338
"34022",7257.38994867008,7024.86697416746,304858.497550904
"34023",6832.09099864183,7011.77887319055,129661.505062545
"34024",7261.98463427674,7049.84015252346,90681.9403482881
"34025",6414.71390975192,6869.29003436293,453015.982681071
"34026",6936.82341490059,6938.41179253492,405785.855835881
"34027",6937.32315599959,6866.89650790038,428891.18433715
"34028",7236.70528796005,6868.27377180084,351273.869654106
"34029",6810.03557155082,6986.85213520712,87123.8223678868
"34030",7230.29117960652,6970.65072289963,111559.055526823
"34031",6930.53797311983,6912.55039800474,67573.1850549621
"34032",6845.49723085287,6920.98287734828,73598.9331154665
"34033",6911.35492201976,6923.7902383094,130658.442999753
"34034",7116.27313724174,6887.57152313637,48941.0143457824
"34035",7538.14217649703,7096.31806363489,244975.499056145
"34036",7782.97127554812,7149.86504272585,190297.087280097
"34037",7573.38900818001,7153.67598331616,100040.745434662
"34038",7066.46092105931,7173.15147042166,155023.559794679
"34039",6983.39128962871,7350.10878556514,340114.525758104
"34040",7029.72957072203,7087.03927000985,99675.3546665237
"34041",7319.96150962141,7078.03818771812,81634.8470847324
"34042",7171.68003534623,7077.87333950791,99147.0642062148
"34043",7154.27000134628,7061.30086400376,101168.369503423
"34044",7182.49312545084,7019.238959491,86400.1297899205
"34045",6721.79680640376,6999.04803454072,126312.612079322
"34046",6770.79383179275,6986.35813008791,130619.642647488
"34047",7323.93228484977,7045.5843974641,82731.1258496746
"34048",7161.41197727257,7012.19052041164,213412.201422007
"34049",6906.1627252684,6953.51547567809,973201.25877785
"34050",6495.89035566097,6666.92103669972,450816.058157643
"34051",6783.76034713198,6726.43989494671,735589.949920425
"34052",6531.18482536346,6701.47712033135,737138.567959612
"34053",6474.72447066229,6783.30384197518,690731.93148413
"34054",6880.40896462939,6798.34510311755,155744.568515883
"34055",7631.94484171854,6836.83339017825,810906.656810431
"34056",6655.53902772738,6824.50947055354,137313.470853171
"34057",6848.04800615037,6888.13794461022,209117.683036094
"34058",6959.68557158433,6821.5926636398,139480.706792746
"34059",7246.81998312269,7219.2401581489,957831.076733949
"34060",6843.87516178537,7138.29419396978,538783.093007035
"34061",7239.57630438939,7567.64175138952,837684.612143073
"34062",8825.32199342023,7596.59307550964,654078.280016771
"34063",6124.6290091308,7357.80038229934,995522.241059273
"34064",6556.30468071619,6882.29719739431,160272.418257069
"34065",7247.93224041543,7025.64185158802,241379.308001832
"34066",6865.76417850883,6743.93961584152,184503.656969399
"34067",7255.13872785546,6927.43862899009,198016.736813284
"34068",7023.50327637089,6946.55623310929,113110.181432175
"34069",7102.33036125021,6828.4574400296,198300.205507494
"34070",7126.19817938003,7089.55361172185,225822.490080944
"34071",7034.52335454203,7048.41517938561,242934.657857261
"34072",6626.97798367534,6969.20816285457,193092.662787901
"34073",7019.68430742189,6953.70575567551,99926.8012282048
"34074",7951.84057000829,7285.10852896177,340255.705139099
"34075",7086.83583799213,7142.55352067406,90220.0222457558
"34076",6596.60981867982,6905.0349483828,154958.000742331
"34077",7132.7727515559,6973.10008586057,225735.718238854
"34078",6537.12477301996,6800.81385173751,241872.390802827
"34079",6948.34859131231,6786.62691947881,240273.189255223
"34080",6694.0091168099,7138.48391354826,914364.710690345
"34081",5342.38690596554,7588.405944473,616797.295807557
"34082",6842.67597449081,6620.87013250188,380869.823121967
"34104",6951.72960224416,6718.25390079122,165834.346129316
"34135",7011.89621755164,7091.56730910598,243318.083982759
"34301",8028.23487927653,7238.21264079105,263486.206749768
"34302",7157.86390755938,6893.81965414934,169067.087176798
"34303",7587.52739104952,6682.23309193246,268793.257920761
"34304",6776.67535319924,6990.54654186581,168605.334128815
"34305",6901.61316034152,6982.94043864832,92656.045609205
"34306",6498.62386953041,6559.15123736367,433322.988419147
"34307",6806.64743283915,7196.47998198767,176711.387607377
"34308",7015.31865750939,6952.90325008759,103128.744364136
"34309",6796.15481533874,6943.01349986197,110049.463575305
"34310",6734.47157553037,7125.95685573558,163053.019767815
"34311",7739.0543817467,7073.22004853238,236527.06210477
"34312",6962.79954480775,7171.94957252348,166030.989729341
"34313",7006.71575241666,7047.5689145556,88042.6238182863
"34314",7209.79951021718,7004.78898434316,105323.011251602
"34315",6938.34326228751,7065.47435472688,201698.725130405
"34316",6329.7794405821,6768.63020736766,732637.827393182
"34317",7429.91672580255,6884.34899268948,501491.498054546
"34318",6685.68797295392,7304.6110865913,748765.93094049
"34319",7984.8371872169,7521.97238312797,885737.93409647
"34900",7447.19348749074,7047.10159465444,117923.462614334
"35001",3177.30942815047,5846.03545004254,2142279.41127916
"35002",6325.1713649926,6737.4769940505,478227.369367076
"35003",6909.56927063869,6921.90093993485,320593.397734752
"35004",6844.38291003993,6905.3883505586,141284.243311454
"35005",7167.57717314062,6940.39510505411,122638.688654025
"35006",7472.24162303134,6860.3500580766,272040.48507483
"35007",6348.76519498646,6698.07841263777,220133.870628106
"35008",6764.95563102549,6833.64573378955,136562.879427222
"35009",7334.29997518769,6787.46757370512,201240.615405141
"35010",6948.20893272195,6942.64847849839,52753.4782006359
"35011",7118.47787490224,6967.40138106876,115712.49996767
"35012",6861.93310048096,6915.86641737419,109981.620616433
"35013",6762.28362226834,6851.76511814543,118938.206477904
"35014",7194.71549656324,6858.94952833953,134430.3056371
"35015",6584.84529647218,6654.63075370669,146933.020902364
"35016",6938.59450216717,6658.59685772687,117505.279893149
"35017",6508.98246873774,6618.39020764582,110905.035872538
"35018",6495.63031814059,6681.07735458371,119759.472829047
"35019",6335.70673397894,6822.74025004416,130459.114925248
"35020",6223.19387767776,6217.26606411852,205248.046495115
"35021",7838.2394250054,7185.58485177472,313533.387617211
"35022",7157.49396180956,7433.06617513633,391588.94353277
"35023",7885.39734875779,8014.58475013199,637608.373838165
"35024",6892.34969412286,6896.83727094391,790764.351387897
"35025",6662.18370234226,6818.22265012737,355383.642223695
"35026",7147.94632492106,7896.01442336629,577775.524645841
"35027",7762.34568529121,7539.25824915896,732402.374275743
"35028",6837.21234822509,6874.52329295918,221087.673734849
"35029",6841.21498608105,7028.45231050031,289633.672540225
"35030",6066.08925291848,6679.85149129626,261192.059238624
"35031",8026.58188467139,7276.59971054773,330664.399942522
"35032",7240.34866756393,7200.24718582707,549169.94556008
"35033",8271.84735351359,7112.61306639773,450089.588940812
"35034",7562.3706558616,6966.48311481587,548361.236256861
"35035",8669.6725414711,7767.17025835765,552298.652721425
"35036",8007.86195617865,7789.36423941852,562755.08554212
"35037",7417.92613404769,7762.35932966912,688078.435413635
"35038",8166.21656672246,7579.24865465011,423193.090277214
"35039",7104.08016895541,7773.71141544652,811745.238711974
"35040",8374.39852943533,7880.72211954655,310763.6607908
"35041",7892.90697986615,7574.10699262731,456449.747611772
"35042",6617.599350734,6867.34716624797,512802.633126243
"35101",7457.51958695086,6505.84403964298,1091054.79834384
"35103",6931.51905546909,6922.49761060297,328906.827484674
"35108",6764.95563102549,6833.76446252495,136572.069382304
"35115",6425.73597530643,6653.61907018329,148625.294243444
"35117",6508.98246873774,6618.33517539317,110890.434806413
"35201",7457.51958695086,6506.68100459614,1091406.21770985
"35301",6520.75282034283,6514.39790092922,852677.211636507
"35302",7385.50122855994,6902.29731602832,497764.256815414
"35303",6933.54452054678,6886.49228144882,232282.085291811
"35304",6216.84963970815,6313.18049477044,200589.418319361
"35305",6763.46158707405,6897.35086011196,69881.7975862868
"35306",6857.69087535134,6780.3834332839,128399.328897595
"35307",6261.67789806771,6460.77238363897,95320.3147197407
"35308",6011.07546998714,6261.65580282171,118823.267304524
"35309",7017.61213791317,7206.27346702321,224603.416761365
"35310",6462.93306981444,6630.67700871616,372931.015162739
"35311",6734.57277218833,6738.88332899919,153118.982543426
"35312",7052.0384003181,7046.24815415807,266746.379551187
"35313",6663.53986162776,7483.18600072606,566899.556127209
"35314",8482.34542032445,8006.30868452814,464051.142058964
"35315",8145.66640616098,7749.21961756831,416082.137829641
"35316",5879.58995071116,6827.37668706215,428478.176727907
"35410",6788.62023463959,6722.91640156784,344150.230917702
"35900",8683.19285884867,8099.92613963389,561445.399419718
"35901",6880.50672388232,6860.32561548062,759602.277240405
"35903",6948.89139035925,6832.45902259265,126011.619408267
"36001",7024.85401140267,7222.32494775724,334884.135516663
"36002",6997.06552055018,7503.41918147044,320289.27629849
"36003",7176.74999916164,7375.84465878796,300496.722333353
"36004",7111.0354104528,7111.75553706093,86914.2759009243
"36005",7079.6161033344,6859.63291188277,58260.5155422449
"36006",6966.41920584359,7006.55087621335,390289.164258193
"36007",6590.18002282899,6948.40399064908,169277.022416063
"36008",7568.16218664759,6935.75549388575,154737.677838019
"36009",7010.5943223157,6953.83019676175,82998.3833127897
"36010",7153.1704394772,7001.911117295,69279.5486981865
"36011",7232.36935679557,7012.04433177525,422231.519661607
"36012",6114.79586416395,6831.54829216985,295657.671948187
"36013",6861.1564328269,6882.7467603164,192735.720659251
"36014",6559.7609092127,6868.86259802652,202331.704663033
"36015",6814.75346105253,6610.94690672108,225961.56718506
"36016",6471.38160906053,6740.61397253285,35291.7517980555
"36017",6887.00538368183,7039.23218563378,343777.998978907
"36018",6816.13342616863,6887.27840682381,180923.965534965
"36019",7935.47919483102,6931.14796069448,197258.962831656
"36020",6594.19914024773,6762.9794665418,91819.3120446786
"36021",6837.01141016169,6786.53897413121,110770.248060869
"36022",6785.20848046536,6741.77708175857,44559.2179439113
"36023",6806.84829484326,6834.97643818994,50870.209200327
"36024",6550.32976097225,6775.89704324902,43449.3344057079
"36025",6730.47534800184,6758.40887452476,58014.3251419172
"36026",6625.37108353611,6748.53984980223,45027.4354910139
"36027",6778.7652865318,6778.08330091893,27670.654214071
"36028",5533.69785588558,6655.96937072376,152968.976729065
"36029",7543.9258762718,7022.45245131418,131629.055385152
"36030",6694.46886123081,6858.88539438569,86411.3553386161
"36031",6939.48489571676,6716.75327494051,69025.2915952131
"36032",6840.39072708734,6767.47570168216,20134.8369654804
"36033",6598.01626295226,6799.7646642723,34759.1439340455
"36034",6952.3623726091,6753.46262296738,41796.4639742721
"36105",7079.6161033344,6858.58429860779,58163.9249916108
"36108",7568.16218664759,6935.75549388575,154737.677838019
"36118",6816.13342616863,6887.12711338719,181001.020405974
"36123",6850.77759137065,6832.88897752616,50472.4256934672
"36131",6939.48489571676,6716.74874652308,69042.0552828958
"38001",6934.21477832032,6874.40265980808,262195.665782279
"38002",6753.10816824035,6710.34355145635,135091.379489776
"38003",6793.41274111423,6708.67728502842,140856.786519588
"38004",6670.66978000136,6662.86079286356,176158.665788837
"38005",6703.38720020721,6695.89306760098,68996.0315794847
"38006",5470.58777925013,5452.2702099424,288397.179172102
"38007",5141.76635878841,5582.41150289323,308433.996446389
"38008",5699.20408082012,5370.73453723808,207626.608753775
"38009",4619.57231588916,5196.23105224426,177899.802537954
"38010",4572.69321012963,4794.312634963,185408.456855091
"38011",4460.91161850309,4474.44250373419,125575.737860904
"38012",3334.48930316462,4196.99450920177,865782.503461815
"38013",6805.76933251669,6793.51783225074,484574.868277577
"38014",7126.51955276325,6820.19384163279,127975.937523234
"38015",6916.60576057714,6682.72673234686,527954.340488469
"38016",5903.93828064886,6108.73910029242,452254.433660305
"38017",6903.86844839013,6538.28606150282,123051.53615397
"38018",5816.94460090879,5755.52485914611,241422.218992786
"38019",6116.92039340349,5938.6341966467,385925.843933704
"38020",5022.05290680764,5055.03571526351,227456.307167644
"38021",5506.78896086972,5622.23003906874,205565.858147649
"38022",4736.7788042899,4553.83842096837,170058.33913242
"38023",4491.65351606267,4694.72176862408,118524.301744457
"38024",5460.29668017519,4007.30705543155,220544.45773704
"38025",4716.47745228764,4756.84427028721,120008.161060865
"38026",6821.25469223193,6855.63722209686,386747.142368158
"38027",7074.95398657427,6855.19046857505,341685.150540605
"38028",5768.18958549777,6134.08009554111,67801.5778783737
"38029",6736.42575095728,6601.8819623232,78347.9632846077
"38030",5859.84426351525,6109.40477289264,71366.4136758509
"38031",5273.35625816102,5743.31564732961,91381.7679949112
"38032",5044.38283693017,5244.24378113631,213771.180310851
"38033",4959.89278903594,5560.21927946346,324049.324917145
"38034",5099.04605856641,5164.4189956391,247384.979691647
"38035",5205.97701378234,5007.31795461008,110023.671306382
"38036",4678.3205127734,4415.08197006584,88504.7377693375
"38037",5228.7110535043,4581.99575317291,350213.313536895
"38038",4113.57242247488,4207.13009987256,188065.585108735
"38105",7142.34021267137,6813.57433468077,250194.462499046
"38118",5370.63575154322,5770.28796731598,109774.4948969
"38133",4959.89278903594,5560.21927946346,324049.324917145
"38301",6773.59625069132,6818.76289042235,262823.901140549
"38302",6843.56951955751,6647.26793429079,204253.127630434
"38303",6680.43256467797,6653.27013019475,241474.781216786
"38304",5700.7518725869,5542.18061969601,365280.93661076
"38305",5697.26789587838,5329.79873325196,215382.742115078
"38306",5107.68271551987,4948.12627782639,348789.962312611
"38307",6045.72457959195,5080.57569297249,727084.172621815
"38308",3986.07313382225,4515.11249341061,432241.113665886
"38309",7433.55090691317,7172.57158735666,148249.38913137
"38310",6549.82061405015,6841.42700451083,366132.514476749
"38311",6052.98664048765,6155.22483193408,283690.637154053
"38312",5783.33180279191,5862.33548723908,253500.853585355
"38313",4882.05529654234,5103.26781215455,253977.329871927
"38314",4628.37848573056,4941.15496976847,231797.640973912
"38315",4060.30725299847,4196.77638423324,116059.148551321
"38316",3625.94150873302,4040.98794574028,553369.350769679
"38317",7190.31157340829,6853.09024151719,170018.551842137
"38318",6407.69211780833,6288.37750396301,223744.942379263
"38319",5551.61312870337,5647.83242230772,135165.285257948
"38320",5061.43117462164,5406.85201123564,270794.876010266
"38321",4422.85266171195,5097.66752756257,136585.357788919
"38322",4441.31847247222,4708.49996466974,161309.798585222
"38323",4036.25841709249,4183.20208713957,174011.57184826
"38420",5102.87566452695,5419.69269022358,276422.299718699
"39001",6739.57307461054,8398.05214520683,162005.677851887
"39002",7007.94086076847,7075.13325225919,746139.434383872
"39003",7277.92751913968,7579.2012359126,1508645.51368918
"39004",7579.13339415968,7593.16414884287,1331173.91596812
"39005",6830.85209931555,7295.62193981176,331759.706888393
"39006",8236.22383301476,7618.81128344733,417832.912746229
"39007",7577.2122936113,7725.39371659003,318115.969806364
"39008",7666.41853799216,8091.52026888898,266729.213683105
"39009",8200.89266363445,8405.74951496047,208695.666331123
"39010",8860.97924431581,8450.95579725224,217174.986007647
"39011",7361.44146373503,8322.30427287832,309193.389617793
"39012",8130.42855426699,6936.90541926593,587741.663868952
"39013",8711.01207951121,8604.13152804909,170293.93239962
"39014",8805.33043003357,8561.42697382481,128101.693319321
"39015",8834.44234759538,8471.67893642887,261523.253825167
"39016",8398.50541771599,8417.0402697941,236493.070022615
"39017",8133.2096308485,8504.58474416052,171291.906160491
"39018",8327.78007214186,8568.22648428347,143354.987558565
"39019",7723.3720827734,7955.07907127216,327712.346318046
"39020",6752.29861025812,7450.44626479257,263854.173980038
"39021",8109.8953440321,8030.46888700636,261789.712263163
"39022",7495.26974921364,7960.29283186175,226698.937352072
"39023",7945.58147134275,7562.81697474982,317395.835990642
"39024",6845.72451853142,7767.32838689424,350194.229686523
"39025",7486.8666894842,7970.53089259316,269548.88829278
"39026",8040.61429520955,7598.89006327959,188844.444603029
"39027",7321.43167685006,7720.6284992194,421786.29597337
"39028",8089.69437549755,7829.75702172757,267497.869502082
"39029",7883.69739044832,7520.13587171344,717940.868924055
"39030",8018.47085178401,7860.97184083074,272192.041243929
"39031",7121.57173359381,7735.23538750395,314398.967581803
"39032",8009.10553127142,7731.41283797046,413421.95314295
"39033",6834.61703278097,7109.61868146256,472927.073576372
"39034",8534.69967532215,7640.34779278574,390165.971473252
"39035",6833.58302009721,6922.52937822,493830.048185159
"39036",7869.98133102261,7682.15968456149,849388.046903908
"39037",7156.87812318291,7669.53458069754,320499.115413922
"39038",7426.21898455947,7417.35347936055,709556.514302196
"39039",7692.63859117011,7909.57532434586,304984.371564028
"39040",7645.46508869066,7742.17777860077,147400.211067543
"39041",7891.1163168721,7713.66718337889,271225.779965346
"39042",7552.02068068018,7814.799441658,342290.959261247
"39043",7582.90387245566,7672.47342064871,234546.355277121
"39044",7470.29079994058,7801.2844684597,261701.774219075
"39045",8264.91996546521,8455.41378319645,334459.530409165
"39046",8273.68569813369,8426.172880598,382716.592718624
"39107",7963.13671714229,7664.27697420133,365489.045971933
"39112",7895.9190198809,6958.16084456472,595632.963297147
"39113",8711.01207951121,8604.13152804909,170293.93239962
"39114",8623.88291696148,8558.29205188002,127038.991781756
"39117",7314.71503626457,8548.96337130713,141766.381929907
"39118",8479.94909892189,8482.9131443317,193690.550312701
"39119",7723.3720827734,7955.07907127216,327712.346318046
"39120",7229.04095830282,7677.19057373411,422661.416854501
"39124",6845.72451853142,7767.08364421718,350364.160895509
"39127",6690.79527140558,7623.58060960067,548719.089973611
"39132",7229.04095830282,7677.04942545505,422813.782433517
"39133",6834.61703278097,7112.75985113794,472643.489099933
"39134",8233.31238219235,7665.37955294082,413388.075022719
"39137",7195.08737437916,7667.83910395415,319472.547517485
"39145",8258.05323968468,8454.00794943206,338151.440842371
"39146",8711.68627614891,8410.24032329766,383084.083738228
"39214",8805.33043003357,8561.42697382481,128101.693319321
"39900",8796.81487508959,7799.21112331337,259199.234721269
"39901",8455.13524812671,7802.28665869487,266118.350129782
"42001",6650.72020510677,4939.10415457839,5135426.06055665
"42002",3706.39053236299,2525.32138090321,7120510.36798874
"42003",8187.48565002773,7299.06790162419,1626117.10120222
"42004",6008.68034754603,5595.2074980028,4077761.11468892
"42005",7195.64452571162,7307.08063881442,1607780.0414084
"42006",6875.30821774178,5390.75811747326,5407535.90373307
"42007",7025.024669352,5234.93630484772,5527461.15233807
"42008",8130.68175805926,6333.43958324229,5479189.78761788
"42009",7631.39158141107,7726.251196234,241673.167010402
"42010",7653.34913439943,7672.8025815496,146840.197043791
"42011",6691.00821539973,6813.37039828364,2686592.77118578
"42012",6765.99127009345,7662.75044296007,852491.424564698
"42013",6199.22720851015,7181.13321803873,706016.891796091
"42014",8251.39325196858,7315.80536613632,680318.848075642
"42015",4979.45598691318,5866.35662212892,4024807.30602822
"42016",7589.62937803843,7717.70365035831,231632.939227426
"42017",7845.73185173682,7527.09752703411,1001134.88015975
"42018",7166.08900042564,7145.81092998798,877051.139279382
"42019",7211.19231505935,7773.448545564,421115.883247515
"42020",8151.12650186817,7617.57192343486,650135.989249077
"42021",8477.76584744894,7753.13222601392,408006.692766222
"42022",7734.24396189316,7717.56163919123,277254.261015882
"42023",6662.19418593736,7021.79129230794,599566.732676791
"42024",7278.90960269414,6942.67389179959,549659.302511395
"42025",8312.52506064107,7793.96969958267,450808.229232677
"42026",8124.26446312641,7980.89111022378,198285.788549007
"42027",8385.41525946738,7780.99417838674,864607.893331758
"42028",7308.30502011405,7577.41816628573,759377.303322719
"42029",7197.85197718994,6069.45320807154,5171647.54944877
"42030",1587.04719629049,4970.85375471874,9949838.04921019
"42031",7019.42470127648,5537.5615270375,5377082.98852826
"42032",8237.89951489198,7847.1389747745,213553.172251176
"42033",7043.03880567723,7560.42586721705,1030018.81999882
"42034",6512.84409308994,6191.4947762098,1973987.5543089
"42036",8190.00515515421,7663.86765135365,575770.125230019
"42037",7717.88102295545,7592.38465654078,2171882.0737722
"42038",6508.17987624643,6885.16179998026,600211.209208163
"42039",8200.95584561465,7953.94009383284,358745.368206576
"42040",7527.0275202748,7670.56050478904,628560.997511016
"42050",7785.88894932527,7171.80504159995,1682252.96838744
"42051",7110.21386150658,6168.67515221519,4144879.21255321
"42052",6501.83490067423,6082.87852557485,2613561.94545891
"42053",7078.62786173194,7302.11348465362,1531566.56414043
"42054",7831.04423663339,8029.66229940804,278725.119401768
"42055",6274.33764398056,6684.40741378508,464559.569609231
"42056",7778.40707368361,7261.07154529034,550236.455286326
"42057",7164.75137749098,7174.48854351185,795079.441705929
"42058",7996.74375451096,8075.95777295071,142422.301449448
"42059",8000.11862349408,7591.37736670666,2024767.25646146
"42060",7076.65291904054,6733.78752080447,625052.11777133
"42061",7761.29604295401,8093.48625837609,178833.693054753
"42062",7761.13106953814,7737.93643303119,468619.740215867
"42101",5448.80704047552,4967.68964229203,5096477.45827175
"42102",2126.2376962448,3120.4877963081,6047541.67865821
"42104",7344.5939656053,6894.66661114121,2511604.27505718
"42105",5119.33469333396,6928.53097768174,3531865.62111785
"42106",5954.39695630308,5228.1921261358,6009322.6860305
"42107",5953.64804371845,5394.27490263465,4960828.70777533
"42108",7137.43347327184,6331.33611146991,5278634.75835304
"42113",6199.22720851015,7181.13321803873,706016.891796091
"42114",7269.32852855218,7293.78735250834,679393.878003716
"42119",7211.19231505935,7773.448545564,421115.883247515
"42121",8477.76584744894,7754.33832541988,407259.419484726
"42122",7479.92373345577,7602.57037771266,812110.038685703
"42123",6077.88234060848,6874.58737500964,444341.857390175
"42124",7767.43548758856,6942.47220588434,545314.06505626
