"stateroute","elev.point","elev.mean","elev.var"
"3213",156,353.2,50093.5448275862
"3216",912,569.533333333333,86431.016091954
"3217",86,244.46875,102096.450604839
"3218",30,100.772727272727,10727.8982683983
"3219",341,330.375,47272.1576086957
"3221",182,371.037037037037,81903.1908831909
"3223",168,215.038461538462,9233.95846153846
"3224",266,370.615384615385,30763.2861538462
"3231",247,221.56,29298.0066666667
"3284",40,88.4545454545455,2795.69318181818
"3313",117,329.75,40569.935483871
"3318",86,226.066666666667,55481.167816092
"3319",150,317.130434782609,51163.6640316206
"3321",38,323.44,87643.9233333333
"3372",806,971.25641025641,37800.7219973009
"3401",33,214.833333333333,93158.4885057471
"3402",18,108.636363636364,8003.670995671
"3403",475,458.305555555556,27425.9896825397
"3404",455,596.297297297297,39443.6036036036
"3405",45,123.083333333333,9522.94927536232
"3406",339,494.0625,46689.0282258065
"3407",200,250.411764705882,12664.1889483066
"3408",1064,1123.15,92878.2846153846
"3409",447,639.65,36743.3615384615
"3410",26,61.34375,631.845766129032
"3411",281,309.148148148148,14039.7464387464
"3412",129,170.346153846154,8011.99538461538
"3413",1101,1041.60606060606,24875.4962121212
"3414",152,239.756756756757,3600.18918918919
"3415",119,191.870967741935,7879.04946236559
"3416",166,220.771428571429,4033.59327731092
"3417",93,521.533333333333,165494.87816092
"3418",210,235.2,16352.4588235294
"3419",273,353.628571428571,9728.76974789916
"3420",906,781.96875,7054.2247983871
"3421",43,59,566.666666666667
"3422",157,181.862068965517,21600.9802955665
"3423",237,167.441176470588,4011.04188948307
"3424",96,178.166666666667,18377.1091954023
"3425",807,1048.68965517241,129021.078817734
"3426",57,32.6666666666667,1108.64367816092
"3427",204,180.741935483871,20393.7311827957
"3428",270,271.764705882353,14083.8217468806
"3429",256,200.12,8122.86
"3430",138,142.894736842105,111.664295874822
"3431",475,729.129032258065,167307.449462366
"3432",82,319.8,163073.131034483
"3433",96,205.96875,21128.2247983871
"3434",273,309.827586206897,19922.5763546798
"3435",281,319.357142857143,16410.8306878307
"3436",5,10.3333333333333,37.9540229885057
"3437",7,14.1,148.644827586207
"3438",159,158.051282051282,9014.31309041835
"3439",747,1110.23076923077,87624.9846153846
"3440",119,198.3125,7462.86693548387
"3442",347,345.275862068966,24165.0640394089
"3444",6,26.9090909090909,1528.94372294372
"3445",168,269.973684210526,11207.4317211949
"3760",85,206.428571428571,7011.29100529101
"3811",49,145.142857142857,16753.4201680672
"3812",1191,1272.90625,91853.6360887097
"3816",526,688.379310344828,64535.8866995074
"3817",465,786.321428571429,98756.3743386243
"3821",38,323.44,87643.9233333333
"3822",160,293.346153846154,43737.5953846154
"3824",218,317.321428571429,22522.003968254
"3825",NA,38.875,2159.26785714286
"3832",474,496.1,212807.127586207
"3850",14,286.407407407407,122717.866096866
"3851",598,892.166666666667,192468.557471264
"3880",56,101.464285714286,4975.2208994709
"3881",18,43.1764705882353,1805.54367201426
"3882",18,41.25,1714.59285714286
"3883",42,117.774193548387,7813.71397849462
"3884",6,26.9090909090909,1528.94372294372
"3891",25,105.208333333333,11621.9981884058
"3892",66,83.2857142857143,5001.24867724868
"3901",1088,1078.20588235294,65739.077540107
"3902",1343,1317.22580645161,98685.3139784946
"3903",375,922.225806451613,98933.447311828
"3905",584,1298.31034482759,380318.793103448
"3906",636,709.592592592593,90811.5584045584
"3907",240,194.913043478261,13994.8102766798
"4001",777,821.391304347826,10276.5217391304
"4002",766,802.04347826087,1185.22529644269
"4003",1163,1144.5652173913,12159.1660079051
"4004",1003,1102.41666666667,27945.8188405797
"4005",1778,1651.54166666667,38999.1286231884
"4006",708,716.2,1796.75
"4007",758,748.166666666667,530.579710144928
"4008",753,771.090909090909,501.324675324675
"4009",1034,942.875,3897.76630434783
"4010",1445,1550.45833333333,133800.432971014
"4011",778,736.833333333333,1913.6231884058
"4012",813,767.75,369.934782608696
"4013",858,845.565217391304,937.620553359684
"4014",995,1020.86956521739,8037.84584980237
"4015",1074,1079.08333333333,12344.3405797101
"4016",1535,1749.54166666667,92783.0416666667
"4017",2082,2162.34782608696,48240.5098814229
"4018",682,685.95652173913,651.770750988142
"4019",734,744.833333333333,1055.53623188406
"4020",822,810.863636363636,1434.88528138528
"4021",839,873,2032
"4022",975,1033.91304347826,7928.08300395257
"4023",1475,1421.04166666667,47193.0851449275
"4024",1697,1925,100340.416666667
"4025",2079,1970.6,51525.6666666667
"4026",622,634.958333333333,593.780797101449
"4027",629,642.041666666667,434.824275362319
"4028",721,721.5,1078.26086956522
"4029",687,703.916666666667,598.514492753623
"4030",874,812.958333333333,6010.73731884058
"4031",817,788.416666666667,3533.55797101449
"4032",919,994.4,8710.83333333333
"4033",1229,1431.54166666667,47238.4329710145
"4034",1530,1511.25,69783.6739130435
"4036",607,610.56,995.006666666667
"4037",605,606.625,1049.98369565217
"4038",677,643.153846153846,1227.57538461538
"4039",591,615.428571428571,1409.36507936508
"4040",657,682.75,1004.54347826087
"4041",1152,996.76,14296.7733333333
"4042",977,935.84,9723.55666666667
"4043",706,758.2,3331.33333333333
"4044",786,777.814814814815,12973.6951566952
"4045",763,764.192307692308,10700.6415384615
"4046",586,625.24,2312.35666666667
"4047",590,619.875,2244.20108695652
"4048",627,626.125,3155.33152173913
"4049",668,667.75,5434.45652173913
"4050",580,685.5,5303.39130434783
"4051",628,728.192307692308,17793.2015384615
"4052",627,624.625,1444.59239130435
"4053",550,566.692307692308,1421.74153846154
"4054",543,606.16,2947.39
"4055",692,731.68,2138.81
"4057",597,607.185185185185,9036.23361823362
"4061",620,605.56,1866.34
"4062",496,596.423076923077,4055.53384615385
"4063",652,644.538461538462,7474.33846153846
"4064",776,756.291666666667,11538.3025362319
"4065",590,660.555555555556,3136.17948717949
"4073",488,561.074074074074,11405.3789173789
"4077",209,215,437.703703703704
"4078",260,269.678571428571,503.189153439153
"4079",215,229.448275862069,483.399014778325
"4096",1906,1814.54166666667,101517.128623188
"4101",906,958.434782608696,5564.98418972332
"4102",868,869.869565217391,3028.66403162055
"4103",911,883.045454545455,4230.42640692641
"4104",971,948.5,1799.97619047619
"4105",1977,1665.31818181818,54261.6558441558
"4106",731,835.166666666667,15026.7536231884
"4107",701,742.416666666667,1214.07971014493
"4108",753,771.090909090909,501.324675324675
"4109",1031,1123.21739130435,16247.9051383399
"4110",1167,1259.82608695652,50862.2411067194
"4111",762,736.652173913043,1096.50988142292
"4112",760,773.958333333333,263.432971014493
"4113",837,826.304347826087,321.584980237154
"4114",986,1013.54166666667,8998.78079710145
"4115",1086,1106.52173913043,13021.1699604743
"4116",1849,1830.375,114856.157608696
"4118",678,656.12,363.61
"4119",680,694.2,164.75
"4120",701,709.217391304348,504.268774703557
"4121",912,902.304347826087,1958.94861660079
"4122",969,958.592592592593,1441.63532763533
"4123",1618,1716.73913043478,93307.1106719368
"4125",1945,2145.2,44455.5833333333
"4126",657,641.5,512.782608695652
"4127",699,686.583333333333,149.731884057971
"4128",693,691.875,301.679347826087
"4129",749,747.958333333333,442.998188405797
"4130",762,782.208333333333,1599.47644927536
"4131",852,845.84,3651.64
"4136",560,589.36,1805.65666666667
"4137",564,599.846153846154,1285.09538461538
"4138",687,647.230769230769,976.984615384615
"4139",667,668.84,708.223333333333
"4141",1220,1010.30769230769,11671.2615384615
"4143",823,903.708333333333,10878.2155797101
"4147",553,616.166666666667,3357.6231884058
"4149",554,621.642857142857,6454.01587301587
"4152",628,640.925925925926,1653.91737891738
"4153",705,707,2609.84
"4154",603,626.36,6287.99
"4155",769,805.535714285714,4197.96164021164
"4157",560,545.428571428571,10031.2169312169
"4163",495,559.259259259259,7274.04558404558
"4164",695,659.222222222222,6140.17948717949
"4165",649,687.851851851852,6957.20797720798
"4196",2141,2025.73913043478,41257.7470355731
"4201",1316,1085.31818181818,11756.8939393939
"4202",912,946.333333333333,3920.83333333333
"4203",999,1076,16196.0952380952
"4204",1208,1364.13043478261,90407.8458498024
"4205",1592,1635,44739.1428571429
"4206",731,751.869565217391,1110.66403162055
"4207",782,772.714285714286,403.314285714286
"4208",796,806.909090909091,1647.80086580087
"4209",1023,1005.75,2758.71739130435
"4210",1271,1391.45833333333,97391.9981884058
"4211",731,728.826086956522,984.241106719368
"4212",775,786.96,501.29
"4213",807,831.636363636364,4053.00432900433
"4214",968,981.68,7164.22666666667
"4215",1322,1474.91304347826,64992.4466403162
"4218",685,684.04347826087,527.498023715415
"4219",667,687.041666666667,450.215579710145
"4220",790,797.5,1654.78260869565
"4221",912,908.375,1697.98369565217
"4222",937,937.458333333333,2353.65036231884
"4223",1056,1035.69565217391,13919.5849802372
"4225",2021,1767.34782608696,90420.6007905138
"4226",656,626.88,759.11
"4227",629,635.6,324.75
"4228",627,646.384615384615,525.606153846154
"4229",705,740.28,2714.71
"4230",782,780.916666666667,1545.73188405797
"4231",847,873.96,3596.45666666667
"4236",541,575.884615384615,1321.30615384615
"4237",598,604.36,646.156666666667
"4238",682,642.153846153846,915.175384615385
"4239",640,653.84,519.14
"4240",619,647.416666666667,615.384057971014
"4241",750,745.36,4062.40666666667
"4251",905,888.125,21016.1141304348
"4252",597,647.96,2259.70666666667
"4253",590,631.074074074074,3823.68660968661
"4254",705,665.538461538462,3609.93846153846
"4255",770,760.48,4067.01
"4301",1007,983,17447.9
"4302",807,820.913043478261,2245.71936758893
"4303",989,975.130434782609,11465.1185770751
"4304",1253,1192.32,31146.4766666667
"4306",720,736.863636363636,1539.45670995671
"4307",701,743.25,1177.41304347826
"4308",892,936.75,3761.15217391304
"4309",979,1030.54166666667,13541.0416666667
"4310",1401,1456.60869565217,107736.249011858
"4311",782,768.363636363636,379.670995670996
"4312",768,777.304347826087,679.675889328063
"4313",816,826.291666666667,4304.47644927536
"4314",886,880.590909090909,1975.11038961039
"4315",1224,1157.20833333333,12740.4329710145
"4318",754,737.5,1172.60869565217
"4319",809,798.083333333333,833.384057971014
"4320",699,702.2,225.333333333333
"4321",781,799.75,1950.36956521739
"4322",951,966.37037037037,1494.62678062678
"4323",1371,1382.75,50840.5434782609
"4326",622,615.208333333333,836.432971014493
"4327",641,644.041666666667,567.346014492754
"4328",753,721.5,1078.26086956522
"4329",753,751.5,406.782608695652
"4330",755,728.16,961.556666666667
"4331",831,850.875,3676.98369565217
"4336",619,618.958333333333,2404.21557971014
"4337",605,607.64,1031.99
"4338",604,605.833333333333,2040.57971014493
"4339",646,642.708333333333,1198.12862318841
"4340",649,667,2378.16
"4352",598,653,2983.23076923077
"4353",563,594.928571428571,4555.32804232804
"4354",607,587.5,2779.54
"4355",845,854.592592592593,6578.17378917379
"4401",762,877.454545454545,20544.7359307359
"4404",1471,1423.90909090909,82013.1341991342
"4407",758,748.166666666667,530.579710144928
"4408",764,779.045454545455,3272.52164502164
"4411",722,721.565217391304,1659.07509881423
"4412",782,762.833333333333,510.057971014493
"4413",963,1022.20833333333,12006.0851449275
"4414",923,943.545454545455,2539.59307359307
"4421",839,873,2032
"4429",749,747.958333333333,442.998188405797
"4430",874,852.391304347826,5462.1581027668
"4438",552,596.56,1516.17333333333
"4440",620,654.5,531.62
"4452",794,708.24,7318.44
"4501",752,771.2,686.166666666667
"4504",1362,1292.75,60253.0652173913
"4508",800,820.916666666667,4456.16666666667
"4512",922,948.454545454545,4126.83116883117
"4540",619,649.461538461538,620.338461538462
"4608",892,936.75,3761.15217391304
"4612",922,948.454545454545,4126.83116883117
"4712",922,948.454545454545,4126.83116883117
"4928",665,672.125,1554.20108695652
"6001",1873,1608,25206.1176470588
"6002",1992,1931,113340.444444444
"6003",1441,1646.55555555556,19539.0849673203
"6004",2033,1984.75,13762.3333333333
"6005",1740,1868.16666666667,60616.5
"6006",848,920.631578947368,83520.0233918129
"6007",1661,1629.27777777778,36625.6241830065
"6008",1881,1772.73684210526,18553.4269005848
"6009",2198,1967.42105263158,90825.3684210526
"6010",1805,1756.64705882353,8620.36764705882
"6011",2332,2152.38888888889,16663.4281045752
"6012",511,599,69171.4117647059
"6013",1128,868.368421052632,110243.578947368
"6014",1646,1525.29411764706,19991.7205882353
"6015",2228,1972.11764705882,51994.6102941177
"6016",1705,1740.94444444444,19643.4673202614
"6017",1927,1876.94117647059,28932.5588235294
"6018",357,356.5,30540.9705882353
"6019",363,453.882352941176,17462.7352941176
"6020",439,501.058823529412,24023.5588235294
"6021",570,723.588235294118,60582.1323529412
"6022",1342,1345.52941176471,83476.8897058823
"6023",2136,2168.05263157895,93564.4970760234
"6024",98,170,7968.13333333333
"6025",148,208.5,5114.97058823529
"6026",556,538.277777777778,19167.8594771242
"6027",471,590.176470588235,32190.5294117647
"6028",1205,1351.47058823529,16309.6397058824
"6029",1080,1213.5625,19896.6625
"6030",504,449,19537.625
"6031",1295,1233.38888888889,21534.4869281046
"6032",1420,1401.17647058824,34700.1544117647
"6033",1339,1449.55555555556,20032.7320261438
"6051",1526,1614.27777777778,27479.1535947712
"6052",2451,1929.55555555556,134442.379084967
"6053",1284,1512.21052631579,40496.0643274854
"6054",1796,1811.52631578947,13713.8187134503
"6055",1642,1862.33333333333,32508.5882352941
"6056",252,649.055555555556,61006.7614379085
"6057",1226,1310.5,46270.0294117647
"6058",1866,1698.44444444444,80391.0849673203
"6059",2041,1997.88888888889,93593.7516339869
"6060",1717,1670.41176470588,15242.8823529412
"6061",1854,1893.94736842105,13336.1637426901
"6063",489,625.526315789474,22883.9298245614
"6064",1495,1534.77777777778,22191.9477124183
"6065",2213,1887.11764705882,102314.360294118
"6066",1763,1882.58823529412,40020.1323529412
"6067",2131,2102.05555555556,129553.702614379
"6068",150,239.5,11684.0294117647
"6069",312,327.647058823529,6354.61764705882
"6070",301,349.333333333333,6954.94117647059
"6071",724,922.944444444444,85197.4673202614
"6072",1130,1111.66666666667,48721.5294117647
"6073",2654,2415.44444444444,57596.0261437908
"6074",107,173.941176470588,7734.18382352941
"6076",689,653.5625,4418.12916666667
"6077",646,675.833333333333,28408.9705882353
"6078",965,1272.625,73008.5166666667
"6079",1497,1287.72222222222,68952.9183006536
"6080",498,456.263157894737,24320.5380116959
"6081",1008,1200,27547.375
"6082",902,1055.94117647059,54492.9338235294
"6083",1579,1480.11111111111,52262.339869281
"6101",1421,1519.11111111111,38800.5751633987
"6103",1840,1746.78947368421,24981.3976608187
"6105",2200,2068.88888888889,79774.339869281
"6106",700,733.947368421053,40970.0526315789
"6107",1439,1519.11764705882,41592.2352941177
"6108",1591,1691.15789473684,29954.4736842105
"6115",2228,1972.11764705882,51994.6102941177
"6116",1822,1772.17647058824,21117.4044117647
"6119",534,463.777777777778,16945.1241830065
"6121",471,590.176470588235,32190.5294117647
"6122",957,1188.73684210526,42118.5380116959
"6123",2136,2168.05263157895,93564.4970760234
"6126",498,439.117647058824,25375.8602941176
"6127",487,644,45916.5882352941
"6130",502,518.117647058824,13078.9852941176
"6133",2022,1476,60952.1176470588
"6161",2275,2046.68421052632,17720.3391812865
"6170",301,349.333333333333,6954.94117647059
"6172",962,1246,76774.75
"6176",546,533.588235294118,19945.2573529412
"6177",646,675.833333333333,28408.9705882353
"6206",700,733.947368421053,40970.0526315789
"6219",534,463.777777777778,16945.1241830065
"6233",1339,1427.36842105263,18947.2456140351
"6900",1524,1370.15789473684,11155.2514619883
"6901",1441,1534.44444444444,49110.7320261438
"7001",52,51.4705882352941,145.889705882353
"7002",36,38.3333333333333,50.2352941176471
"7003",97,77.1052631578947,293.766081871345
"7004",45,67.2777777777778,261.388888888889
"7005",102,91.8235294117647,148.404411764706
"7006",89,102.157894736842,200.029239766082
"7007",97,105.058823529412,175.933823529412
"7008",58,64.3333333333333,78.5882352941177
"7009",69,66.3529411764706,42.9926470588235
"7010",55,54.5294117647059,40.6397058823529
"7011",148,169.470588235294,3027.38970588235
"7012",95,114.578947368421,1050.59064327485
"7013",100,110.166666666667,1500.14705882353
"7014",304,212.388888888889,1990.83986928105
"7015",253,259.352941176471,4287.74264705882
"7016",86,70.5263157894737,72.9298245614035
"7017",66,69.7058823529412,82.5955882352941
"7018",63,80.0555555555556,939.584967320261
"7019",138,114.555555555556,1773.67320261438
"7020",417,348.470588235294,10854.5147058824
"7021",216,242.333333333333,3990.94117647059
"7022",132,258.111111111111,14041.2810457516
"7023",527,432.666666666667,7365.17647058824
"7024",136,191.05,2333.31315789474
"7025",115,136.222222222222,1882.65359477124
"7026",204,193.789473684211,1089.84210526316
"7027",242,246.7,1277.8
"7028",497,436.722222222222,7803.50653594771
"7029",401,392.894736842105,840.321637426901
"7030",379,370.166666666667,1024.02941176471
"7031",389,402.315789473684,4461.22807017544
"7032",292,296.722222222222,2471.74183006536
"7033",142,151.117647058824,2284.36029411765
"7034",93,89.8888888888889,143.986928104575
"7035",72,73.9444444444444,18.0555555555556
"7036",68,70.3333333333333,88.8235294117647
"7037",144,116.944444444444,3947.34967320261
"7038",332,292.263157894737,6353.76023391813
"7039",263,221.666666666667,4086.11764705882
"7040",359,338.411764705882,3316.50735294118
"7041",264,285.055555555556,2788.52614379085
"7042",71,76.125,224.783333333333
"7043",54,57.4705882352941,29.6397058823529
"7045",97,117.176470588235,643.904411764706
"7046",80,81.7058823529412,91.2205882352941
"7047",70,73.7647058823529,420.441176470588
"7048",45,47.1764705882353,23.1544117647059
"7049",254,303.5,12156.0294117647
"7102",36,37,26.7058823529412
"7103",97,82.2105263157895,369.619883040936
"7109",69,66.3529411764706,42.9926470588235
"7111",188,170.941176470588,3084.55882352941
"7112",95,111.166666666667,878.147058823529
"7114",295,218.764705882353,3144.31617647059
"7117",66,69.7058823529412,82.5955882352941
"7118",63,80.0555555555556,939.584967320261
"7900",326,395.666666666667,22934.9411764706
"7901",153,187.875,2837.98333333333
"7902",496,389.473684210526,25337.3742690058
"7903",85,66.2941176470588,257.095588235294
"7904",68,61.0555555555556,73.1143790849673
"11001",146,252.5,51169.8421052632
"11002",443,314.958333333333,39053.4329710145
"11003",1871,1582.69565217391,73596.8577075099
"11004",1343,1324.04545454545,89501.6645021645
"11005",1216,1485.77272727273,102964.850649351
"11006",1083,1325.5,76688.5217391304
"11007",1031,1453.5,88961.2142857143
"11008",1152,1317.31818181818,77463.7510822511
"11009",1475,1541.875,63728.4619565217
"11010",239,791.409090909091,146240.634199134
"11011",137,261.47619047619,66892.1619047619
"11012",498,456.263157894737,127677.649122807
"11013",249,429.954545454545,49643.2835497835
"11014",579,562.190476190476,105802.261904762
"11015",1792,1947.375,33579.9836956522
"11016",1247,1639.58333333333,117831.557971014
"11017",1131,1777.45833333333,119807.998188406
"11018",1761,1553.68181818182,113059.465367965
"11019",851,1150.34782608696,113502.328063241
"11020",610,920.047619047619,65147.1476190476
"11021",1301,1191.60869565217,28319.4308300395
"11022",1092,1188.70833333333,45446.5634057971
"11023",1162,1460.86956521739,91079.209486166
"11026",94,317.208333333333,91128.6938405797
"11027",520,521.363636363636,67753.0995670996
"11028",309,172.681818181818,15030.7034632035
"11029",1222,1685.33333333333,77326.2333333333
"11030",1149,1710.95833333333,87253.606884058
"11031",1214,1541.125,60042.1141304348
"11032",1249,1032.65217391304,71284.418972332
"11033",1198,1225.78260869565,24742.4505928854
"11034",1128,1162.08695652174,32936.2648221344
"11036",1333,1524.79166666667,61957.7373188406
"11037",1476,1649.25,65546.3695652174
"11042",1492,1693.95833333333,70501.3460144928
"11043",1322,1258.45833333333,54173.9981884058
"11044",1572,1304.73076923077,31662.3646153846
"11045",838,930.125,7266.8097826087
"11046",1132,1113.375,7431.89673913043
"11048",1125,1364.83333333333,41223.6231884058
"11049",834,1189.17391304348,110503.695652174
"11053",1051,1621.26086956522,77533.0197628459
"11054",1250,1088.73913043478,56580.6561264822
"11055",880,755.44,8928.17333333333
"11057",877,1016.08,10008.5766666667
"11058",1262,1746.95833333333,110658.21557971
"11063",966,961.72,21499.8766666667
"11065",800,936.68,21179.8933333333
"11067",803,928.375,16747.8097826087
"11068",918,963.703703703704,9767.1396011396
"11069",739,1018.16,37113.64
"11070",984,1008,68249.4814814815
"11071",150,757.88,100701.776666667
"11072",624,825.458333333333,49573.5634057971
"11074",855,847.038461538462,6036.11846153846
"11075",729,1089.64,48555.4066666667
"11078",1110,1237.92,27052.41
"11079",1321,1247.07407407407,15664.5327635328
"11081",733,929.16,73119.4733333333
"11082",555,788.52,70255.26
"11083",179,873.56,105979.59
"11084",739,697.192307692308,4700.48153846154
"11085",641,835,23928.72
"11093",380,938.777777777778,138640.871794872
"11101",146,251.727272727273,46419.4458874459
"11102",332,376.291666666667,34560.4764492754
"11106",1159,1426.35714285714,67993.3492063492
"11110",541,451.448275862069,5218.54187192118
"11111",809,815.964285714286,60268.332010582
"11112",875,909.178571428571,92393.4113756614
"11114",558,526.5,115199.880952381
"11116",1019,1729.91304347826,118654.537549407
"11117",1085,1269.53571428571,40113.5912698413
"11118",1700,1776.63636363636,116083.0995671
"11125",444,447.433333333333,2252.66781609195
"11126",94,317.208333333333,91128.6938405797
"11131",1214,1541.125,60042.1141304348
"11132",1313,1317.78571428571,27679.4338624339
"11133",1198,1225.78260869565,24742.4505928854
"11134",964,1046.85185185185,31664.4387464387
"11136",822,1003.46428571429,27599.4431216931
