"stateroute","Species","mat.mean","map.mean","elev.mean","ndvi.mean","Mean.Temp","Mean.Precip","Mean.Elev","Mean.NDVI","SD.Temp","SD.Precip","SD.Elev","SD.NDVI","n","occ","zTemp","zPrecip","zElev","zNDVI","Focal","Family","FocalAbundance","FocalOcc","MainCompN","AllCompN","comp_scaled","all_comp_scaled","FocalOcc_scale","occ_logit"
33221,4570,58.1,20.4375,1504.15,0.560172839506173,84.3937984344596,32.2502282608813,1466.72115227788,0.497434053893457,51.9877728914984,10.2717031423898,636.517313658056,0.198217775384792,1,0.0666666666666667,-0.50576889472331,-1.15002625145307,0.0588025603058915,0.316514427078621,"Say's Phoebe","Tyrannidae",1,0.0666666666666667,24.0666666666667,24.0666666666667,0.960106382978723,0.960106382978723,0.071,-2.57142886177252
33221,4970,58.1,20.4375,1504.15,0.560172839506173,61.5271383954255,39.5081776790688,1087.62277662608,0.655497731525321,37.9054631339592,14.3707442630103,715.058501630652,0.192941017715411,15,1,-0.0904127825404447,-1.32704871299922,0.582507896100876,-0.494062346865779,"Yellow-headed Blackbird","Icteridae",18.2,1,42.8,42.8,0.701639344262295,0.701639344262295,0.995,5.29330482472449
33221,5400,58.1,20.4375,1504.15,0.560172839506173,70.8332600380165,58.2781856161649,852.482964730028,0.736987362499559,30.7217259934956,23.4586653045752,785.527555944269,0.181280499799552,14,0.933333333333333,-0.414470854948462,-1.61307922359866,0.829591565997471,-0.975364273536843,"Vesper Sparrow","Emberizidae",5.35714285714286,0.933333333333333,3.55555555555556,3.55555555555556,0.39893143365984,0.39893143365984,0.929,2.57142886177252
33221,6150,58.1,20.4375,1504.15,0.560172839506173,64.3754205338655,54.7919703027293,1434.16169913959,0.628620051225863,46.0327976103357,40.7424092597981,806.809827686042,0.19848661555883,4,0.266666666666667,-0.136324986957917,-0.843211555891664,0.0867469612524901,-0.344845477499731,"Violet-green Swallow","Hirundinidae",10.5,0.266666666666667,55.9333333333333,64.8222222222222,0.84194681384847,0.860598908393568,0.269,-0.999702080147938
33221,6160,58.1,20.4375,1504.15,0.560172839506173,64.6484831067774,65.107610517475,571.9785625848,0.790276432434941,39.0912431727192,27.4746596170846,564.868825327141,0.132680992059451,6,0.4,-0.167517903634936,-1.62586583928769,1.65024408432407,-1.73426192672469,"Bank Swallow","Hirundinidae",18.5,0.4,6,19,0.244897959183673,0.506666666666667,0.401,-0.40130017080888
38028,3880,113.725,66.0166666666667,414.6,0.750398222222222,74.7739017686419,75.6061333476235,343.792759354561,0.842931754102861,28.5749058292523,18.0894903334101,195.504960215764,0.0775568921516516,2,0.133333333333333,1.36312254059937,-0.530112595999772,0.362176185030264,-1.19310520720328,"Black-billed Cuckoo","Cuculidae",1.5,0.133333333333333,8.16666666666667,8.16666666666667,0.844827586206897,0.844827586206897,0.137,-1.84043376525531
38028,4060,113.725,66.0166666666667,414.6,0.750398222222222,123.870064642414,85.0543509948986,288.985775165974,0.782903363625236,44.1829593697399,24.4286242406088,298.115579308827,0.104054409067045,15,1,-0.229614873859318,-0.779318726290968,0.421360819603119,-0.312386007421081,"Red-headed Woodpecker","Picidae",4.33333333333333,1,3.46666666666667,15.9333333333333,0.444444444444444,0.786184210526316,0.995,5.29330482472449
38028,5460,113.725,66.0166666666667,414.6,0.750398222222222,103.120198017905,72.948292585413,473.673409802664,0.757218616634954,37.9879555914479,24.9298152852128,469.929757193107,0.14315398621993,15,1,0.279162219102994,-0.278045618848118,-0.125706893207847,-0.0476437617479538,"Grasshopper Sparrow","Emberizidae",10.0666666666667,1,4.66666666666667,4.66666666666667,0.316742081447964,0.316742081447964,0.995,5.29330482472449
38028,5520,113.725,66.0166666666667,414.6,0.750398222222222,105.200391764864,51.8792280466811,957.103757927024,0.60571725265983,47.1705025354383,27.1453415167282,756.813653986504,0.203238359910615,14,0.933333333333333,0.180719046372928,0.520805332704085,-0.716826070815972,0.711878257756177,"Lark Sparrow","Emberizidae",5.42857142857143,0.933333333333333,0,4.66666666666667,0,0.462264150943396,0.929,2.57142886177252
38028,6330,113.725,66.0166666666667,414.6,0.750398222222222,135.364575751106,66.5063628213022,477.707118933409,0.666783901205578,32.6962580613633,22.7556290570961,390.319550435492,0.201072064709687,15,1,-0.661836461851174,-0.0215197810355784,-0.161680650797528,0.415842554446183,"Bell's Vireo","Vireonidae",4.13333333333333,1,5.73333333333333,5.73333333333333,0.581081081081081,0.581081081081081,0.995,5.29330482472449
