"stateroute","Species","mat.mean","map.mean","elev.mean","ndvi.mean","Mean.Temp","Mean.Precip","Mean.Elev","Mean.NDVI","SD.Temp","SD.Precip","SD.Elev","SD.NDVI","n","occ","zTemp","zPrecip","zElev","zNDVI","Focal","Family","FocalAbundance","FocalOcc","MainCompN","AllCompN","comp_scaled","all_comp_scaled","FocalOcc_scale","occ_logit"
38028,7030,113.725,66.0166666666667,414.6,0.750398222222222,129.382597344091,80.9870920852031,469.042116243271,0.714914098066779,41.8558491114015,29.6001647266476,581.39548767437,0.188767692557266,15,1,-0.374083853905759,-0.50575480092039,-0.0936404175771028,0.187977739594812,"Northern Mockingbird","Mimidae",6.33333333333333,1,2.5,23.9,0.283018867924528,0.790518191841235,0.995,5.29330482472449
38028,7240,113.725,66.0166666666667,414.6,0.750398222222222,66.2377615210805,63.8835714614625,326.306447180706,0.846926484654944,29.1436911655182,15.2876940536149,110.805805392565,0.0524750067647129,1,0.0666666666666667,1.62941743409307,0.139530212844615,0.796831470214817,-1.83950928992797,"Sedge Wren","Troglodytidae",2,0.0666666666666667,11.6,11.6,0.852941176470588,0.852941176470588,0.071,-2.57142886177252
72006,3880,76.4125,94.9,484.85,0.906862926666667,74.7739017686419,75.6061333476235,343.792759354561,0.842931754102861,28.5749058292523,18.0894903334101,195.504960215764,0.0775568921516516,4,0.266666666666667,0.0573439591069668,1.06657878673022,0.721502106594968,0.824313233681383,"Black-billed Cuckoo","Cuculidae",1,0.266666666666667,2.33333333333333,2.33333333333333,0.7,0.7,0.269,-0.999702080147938
72006,4661,76.4125,94.9,484.85,0.906862926666667,49.2666605844521,73.178170036956,391.110476709684,0.851676002922049,34.2151543075752,26.3574064175416,250.670501363338,0.0726590117449863,2,0.133333333333333,0.793386438404513,0.824126229225175,0.373955143427284,0.759533090517523,"Alder Flycatcher","Tyrannidae",1.5,0.133333333333333,0,1.88888888888889,0,0.557377049180328,0.137,-1.84043376525531
72006,6410,76.4125,94.9,484.85,0.906862926666667,95.3530053651966,87.5235233504747,309.543051376463,0.850587998684901,27.7089511625017,14.6343662933824,127.780001270966,0.0543440507668981,5,0.333333333333333,-0.683551869362294,0.504051661796993,1.37194355047616,1.03553060891891,"Blue-winged Warbler","Parulidae",1,0.333333333333333,7.46666666666667,17.7166666666667,0.881889763779528,0.946571682991986,0.335,-0.685656508830789
72006,6450,76.4125,94.9,484.85,0.906862926666667,54.3024686355541,74.3734047094316,603.49465406881,0.845394630050617,20.6730891386655,23.6311046959698,506.048380416339,0.0921089101265183,1,0.0666666666666667,1.06950786194274,0.868626141462999,-0.234453184043783,0.667343653633713,"Nashville Warbler","Parulidae",1,0.0666666666666667,4.06666666666667,29.328021978022,0.802631578947368,0.967027193506893,0.071,-2.57142886177252
72006,6540,76.4125,94.9,484.85,0.906862926666667,66.8646274745264,88.7886886642471,388.962334058337,0.883808363981865,23.2606203560989,14.6756231781774,194.243860822316,0.0435511641625029,10,0.666666666666667,0.410473683818591,0.41642601895369,0.493645799335587,0.529367311486292,"Black-throated Blue Warbler","Parulidae",2.1,0.666666666666667,11.8666666666667,17.652380952381,0.84964200477327,0.893683702989392,0.665,0.685656508830789
72006,6570,76.4125,94.9,484.85,0.906862926666667,57.9713374630085,81.6686470382936,370.94865973682,0.879581231717911,19.891870370718,15.9308000445805,180.079586483503,0.053936569964384,14,0.933333333333333,0.927070315325298,0.83055169386848,0.632505563164512,0.505810713710029,"Magnolia Warbler","Parulidae",4.78571428571429,0.933333333333333,11.8666666666667,14.9666666666667,0.712610809265084,0.75771456123433,0.929,2.57142886177252
72006,6620,76.4125,94.9,484.85,0.906862926666667,60.6028597488488,82.7605544472542,385.53708396026,0.883444782533959,22.6994755505501,16.8718279390527,166.023434116867,0.0495583710245446,13,0.866666666666667,0.696476013991789,0.71950980039614,0.598186132987901,0.472536599742349,"Blackburnian Warbler","Parulidae",5.69230769230769,0.866666666666667,4.06666666666667,24.6357142857143,0.416710457172885,0.812308639962317,0.863,1.84043376525531
72006,6790,76.4125,94.9,484.85,0.906862926666667,54.418448907177,75.1675554265685,355.815717899067,0.867286088938242,19.1664471521097,16.5125283582268,157.570686261735,0.060824033623515,7,0.466666666666667,1.14752885176229,1.19499837610274,0.818897760504761,0.650677624792124,"Mourning Warbler","Parulidae",1.28571428571429,0.466666666666667,4.06666666666667,29.0423076923077,0.759786476868327,0.95760639165172,0.467,-0.132192166496946
72006,6840,76.4125,94.9,484.85,0.906862926666667,127.340325533071,99.5831969593986,269.004423983302,0.830015119897845,39.5545005073041,15.2373925410223,203.29094438991,0.055223096888096,15,1,-1.28753554917644,-0.30734897370337,1.06175696445538,1.39158814154422,"Hooded Warbler","Parulidae",4.93333333333333,1,7.46666666666667,7.46666666666667,0.602150537634409,0.602150537634409,0.995,5.29330482472449
72006,6860,76.4125,94.9,484.85,0.906862926666667,58.0685886152328,82.3687064767671,386.882256097338,0.882815626293618,22.9394764701064,17.1206257943115,178.761571038149,0.0505007527048377,1,0.0666666666666667,0.799665650986938,0.731941324679648,0.548035818513559,0.476177068361695,"Canada Warbler","Parulidae",1,0.0666666666666667,4.78571428571429,18.752380952381,0.827160493827161,0.949373191899711,0.071,-2.57142886177252
72006,6870,76.4125,94.9,484.85,0.906862926666667,79.980726397003,80.0146100567031,392.418893933373,0.844282109422956,39.416851580552,20.8724593318383,339.913652843241,0.0682675665995563,15,1,-0.0905254035754478,0.713159369801292,0.271925253056116,0.916699105605994,"American Redstart","Parulidae",11.8666666666667,1,1.88888888888889,9.77460317460318,0.137318255250404,0.451664955258912,0.995,5.29330482472449
72006,7222,76.4125,94.9,484.85,0.906862926666667,59.3414031497902,81.4115900185199,356.329334096467,0.875172890899134,20.8063843338988,16.2699312764424,164.365219347759,0.0567191826635721,4,0.266666666666667,0.820473974538514,0.829039149108779,0.781921299491059,0.558718131668104,"Winter Wren","Troglodytidae",1,0.266666666666667,1.25,1.25,0.555555555555556,0.555555555555556,0.269,-0.999702080147938
72006,7260,76.4125,94.9,484.85,0.906862926666667,64.7573306173216,80.3117803046623,799.025681762147,0.808655315552049,29.2807370266329,33.8465787964449,734.41012399656,0.134321440781702,1,0.0666666666666667,0.398049044055047,0.431010170424375,-0.427793233639599,0.731138755980327,"Brown Creeper","Certhiidae",1,0.0666666666666667,1,1,0.5,0.5,0.071,-2.57142886177252
72006,7280,76.4125,94.9,484.85,0.906862926666667,56.6161381623941,71.8559439244216,832.405790876984,0.801117405201334,28.6101208250545,30.1347484433781,775.157874743597,0.128782868627444,1,0.0666666666666667,0.691935625111717,0.764700462619663,-0.448367748301527,0.821114815909589,"Red-breasted Nuthatch","Sittidae",1,0.0666666666666667,1,1,0.5,0.5,0.071,-2.57142886177252
