"stateroute","Species","mat.mean","map.mean","elev.mean","evi.mean","Mean.Temp","Mean.Precip","Mean.Elev","Mean.EVI","SD.Temp","SD.Precip","SD.Elev","SD.EVI","n","occ","zTemp","zPrecip","zElev","zEVI","Focal","Family","FocalAbundance","FocalOcc","MainCompN","AllCompN","comp_scaled","all_comp_scaled"
11003,4640,20.5108695652174,60.2826086956522,1582.69565217391,6551.85404582155,52.9091510974644,40.8145211209006,2049.32979963943,4913.02044760312,32.6260720461216,11.1953167607006,598.436952089429,1094.65917047476,1,0.0666666666666667,-0.993018144704868,1.73894924019401,-0.779754902895408,1.497117680481,"Cordilleran Flycatcher","Tyrannidae",1,0.0666666666666667,2.5,2.5,0.714285714285714,0.714285714285714
11003,4690,20.5108695652174,60.2826086956522,1582.69565217391,6551.85404582155,50.727384782612,46.5635577354512,1790.14221117192,5241.65051365034,29.4466902573718,21.9905434077106,643.420089555389,1362.97510008371,12,0.8,-1.02614300463972,0.623861389227454,-0.322412312524084,0.961282074845493,"Dusky Flycatcher","Tyrannidae",2.16666666666667,0.8,2.5,2.5,0.535714285714286,0.535714285714286
11003,4780,20.5108695652174,60.2826086956522,1582.69565217391,6551.85404582155,62.8188399400076,70.7988126094077,1462.38756817698,5739.40430723272,38.4714634977253,45.3112926115337,874.307710558846,1393.34382598984,2,0.133333333333333,-1.09972344507486,-0.232087925716749,0.137603823624097,0.583093507456179,"Steller's Jay","Corvidae",1,0.133333333333333,0,1.86666666666667,0,0.651162790697674
11003,6291,20.5108695652174,60.2826086956522,1582.69565217391,6551.85404582155,68.5380912488566,74.7081847753499,1061.05050886944,6307.50528709932,37.180265156608,35.8464385969661,537.780864089691,1012.83545557265,12,0.8,-1.29173962265579,-0.402427037226472,0.969995732718136,0.241252177120992,"Plumbeous Vireo","Vireonidae",2.41666666666667,0.8,40.2666666666667,40.2666666666667,0.943381491604842,0.943381491604842
11003,6450,20.5108695652174,60.2826086956522,1582.69565217391,6551.85404582155,55.0952595969678,74.7611961047895,595.082797008951,7263.12353594276,20.7985402209023,23.5042102904225,498.626933412396,1023.8925371161,1,0.0666666666666667,-1.66282775927675,-0.615999739205745,1.98066487986548,-0.694672013260865,"Nashville Warbler","Parulidae",1,0.0666666666666667,3.2,42.4871794871795,0.761904761904762,0.977004716981132
11003,6470,20.5108695652174,60.2826086956522,1582.69565217391,6551.85404582155,31.104990864378,65.3867794893314,535.934805900911,7171.53944086084,15.4772421558945,25.156264764507,416.184159720731,698.425940218403,5,0.333333333333333,-0.68449670764671,-0.202898595696156,2.51513860348601,-0.887259993300814,"Tennessee Warbler","Parulidae",2.2,0.333333333333333,3.2,41.2871794871795,0.592592592592593,0.949410377358491
11003,6800,20.5108695652174,60.2826086956522,1582.69565217391,6551.85404582155,55.4674734877236,64.6427874546758,1588.96029535033,5705.68629669825,33.0237960542631,43.6997591639617,805.397030556349,1445.04809531691,15,1,-1.05852773148996,-0.0997758075202243,-0.0077783291205961,0.585563727508823,"MacGillivray's Warbler","Parulidae",25.6,1,3.2,23.6871794871795,0.111111111111111,0.480595151389033
11006,4360,38.8958333333333,66.4027777777778,1325.5,7346.47923253611,48.8850584153502,52.5569152468466,1449.542492285,5788.78808469456,20.0522475905454,24.1345028441481,386.296063426672,1059.63262816677,1,0.0666666666666667,-0.498159871451357,0.573695784012737,-0.321107316457405,1.4700294294792,"Calliope Hummingbird","Trochilidae",1,0.0666666666666667,1.5,1.5,0.6,0.6
11006,4690,38.8958333333333,66.4027777777778,1325.5,7346.47923253611,50.727384782612,46.5635577354512,1790.14221117192,5241.65051365034,29.4466902573718,21.9905434077106,643.420089555389,1362.97510008371,4,0.266666666666667,-0.401795629521277,0.902170522778909,-0.722144394796547,1.54428992778848,"Dusky Flycatcher","Tyrannidae",2.25,0.266666666666667,5.8,5.8,0.720496894409938,0.720496894409938
11006,4970,38.8958333333333,66.4027777777778,1325.5,7346.47923253611,61.7882678068464,39.248896701259,1099.32480020884,5067.3617057915,37.5014745742113,14.2447619249755,711.006727275488,1479.80216283716,1,0.0666666666666667,-0.610440915548841,1.90623621647966,0.318105569349318,1.54015015248725,"Yellow-headed Blackbird","Icteridae",1,0.0666666666666667,30.2,30.2,0.967948717948718,0.967948717948718
11006,5180,38.8958333333333,66.4027777777778,1325.5,7346.47923253611,47.0524801341413,47.3164227666521,1905.89886929376,5151.73885676072,25.8711746296302,24.5081167459427,636.898789349137,1220.03798381046,1,0.0666666666666667,-0.315279337624905,0.778776892936315,-0.91128901326203,1.79891151332905,"Cassin's Finch","Fringillidae",1,0.0666666666666667,5.61538461538461,5.61538461538461,0.848837209302326,0.848837209302326
11006,6291,38.8958333333333,66.4027777777778,1325.5,7346.47923253611,68.5380912488566,74.7081847753499,1061.05050886944,6307.50528709932,37.180265156608,35.8464385969661,537.780864089691,1012.83545557265,15,1,-0.797257840703027,-0.231694062859429,0.491742099411066,1.02580724215402,"Plumbeous Vireo","Vireonidae",6.86666666666667,1,10.9333333333333,10.9333333333333,0.614232209737828,0.614232209737828
