"","latitude","longitude","stateroute","optional"
"1",36.4118157,-113.3253169,6001,TRUE
"2",36.7313947,-112.0460509,6002,TRUE
"3",36.5612867,-110.5019459,6004,TRUE
"4",35.8986777,-114.2909089,6006,TRUE
"5",35.7549067,-112.8721919,6008,TRUE
"6",34.9859877,-114.4831159,6012,TRUE
"7",34.7270747,-113.9188229,6013,TRUE
"8",33.8839297,-113.8530119,6019,TRUE
"9",33.7034749,-112.2723363,6020,TRUE
"10",33.0219797,-111.2169189,6021,TRUE
"11",32.3325717,-112.7874759,6026,TRUE
"12",33.0156287,-111.3839189,6027,TRUE
"13",32.0343407,-110.3031159,6028,TRUE
"14",32.4996877,-109.3368449,6029,TRUE
"15",32.0266567,-112.9573589,6030,TRUE
"16",31.387449,-111.064564,6031,TRUE
"17",31.5175977,-110.7949529,6032,TRUE
"18",31.8181957,-109.6948089,6033,TRUE
"19",36.2863797,-113.0649869,6051,TRUE
"20",36.3131479,-112.0319722,6052,TRUE
"21",36.9132282,-111.4526999,6053,TRUE
"22",35.1226722,-114.582156,6056,TRUE
"23",35.4272901,-113.8087941,6057,TRUE
"24",34.2318174,-113.5975476,6063,TRUE
"25",33.2314477,-114.668276,6068,TRUE
"26",33.2869987,-112.9375459,6069,TRUE
"27",33.3339864,-112.677217,6070,TRUE
"28",33.1754789,-110.5290913,6072,TRUE
"29",32.1764407,-112.2624969,6076,TRUE
"30",32.57312,-111.3291239,6077,TRUE
"31",32.5434377,-110.5053099,6078,TRUE
"32",32.6498267,-109.8181145,6079,TRUE
"33",32.4009815,-112.9321083,6080,TRUE
"34",31.7120327,-111.0671459,6081,TRUE
"35",31.9576267,-110.9446259,6082,TRUE
"36",31.6464055,-109.4732045,6083,TRUE
"37",36.6901017,-113.4587859,6101,TRUE
"38",36.6095467,-111.0768659,6103,TRUE
"39",35.8663787,-114.6619869,6106,TRUE
"40",35.5541565,-113.3760172,6107,TRUE
"41",33.9225847,-113.8247909,6119,TRUE
"42",33.0385437,-111.3789069,6121,TRUE
"43",32.4655,-112.86988,6126,TRUE
"44",32.9583127,-111.3334729,6127,TRUE
"45",31.9571917,-112.7999879,6130,TRUE
"46",31.9825267,-109.2013399,6133,TRUE
"47",33.3339864,-112.677217,6170,TRUE
"48",33.178809,-110.215069,6172,TRUE
"49",32.3559327,-112.8270799,6176,TRUE
"50",32.57312,-111.329123,6177,TRUE
"51",35.8663187,-114.6620259,6206,TRUE
"52",33.9225847,-113.82479,6219,TRUE
"53",31.75871,-109.73797,6233,TRUE
"54",31.9197167,-109.9150009,6900,TRUE
"55",31.6064617,-109.2258228,6901,TRUE
"56",36.7126677,-117.5737919,14029,TRUE
"57",36.5381747,-117.2138369,14031,TRUE
"58",35.473722,-115.7029053,14037,TRUE
"59",34.5108617,-115.4898379,14043,TRUE
"60",34.2888977,-114.1414869,14044,TRUE
"61",33.0446677,-115.1445009,14048,TRUE
"62",33.4048617,-114.7292329,14049,TRUE
"63",32.903954,-116.23272,14051,TRUE
"64",37.2267497,-117.7611699,14058,TRUE
"65",35.5408027,-115.4289179,14062,TRUE
"66",35.8040435,-116.1930811,14064,TRUE
"67",35.1091439,-116.1438409,14065,TRUE
"68",34.7336313,-115.2438758,14067,TRUE
"69",34.9755274,-115.6467441,14068,TRUE
"70",34.0883297,-115.1040949,14069,TRUE
"71",33.4529856,-115.7137562,14070,TRUE
"72",34.4912299,-114.4066433,14086,TRUE
"73",34.9,-114.6666667,14087,TRUE
"74",33.6738577,-115.8016279,14088,TRUE
"75",33.2200507,-115.4847789,14089,TRUE
"76",33.6171807,-114.6230009,14090,TRUE
"77",32.8471607,-115.4338989,14092,TRUE
"78",32.8818917,-114.4726339,14093,TRUE
"79",33.378593,-115.693362,14100,TRUE
"80",33.6681143,-116.6706725,14107,TRUE
"81",35.1743817,-115.4116059,14109,TRUE
"82",36.4373087,-116.8511739,14124,TRUE
"83",34.0138414,-116.1626236,14131,TRUE
"84",36.0509851,-116.5004177,14139,TRUE
"85",32.9416587,-115.5356439,14150,TRUE
"86",34.0138414,-116.16262,14231,TRUE
"87",34.2881427,-116.7674109,14366,TRUE
"88",33.9250177,-115.9269019,14907,TRUE
"89",39.0521056,-108.5755774,17138,TRUE
"90",36.5012519,-114.7610923,55031,TRUE
"91",35.7087118,-114.7110604,55033,TRUE
"92",32.3245289,-108.1067589,60025,TRUE
"93",32.3333333,-107.8333333,60026,TRUE
"94",32.3802337,-106.7294539,60027,TRUE
"95",31.9280116,-108.9941583,60031,TRUE
"96",32.3972197,-108.7266319,60075,TRUE
"97",32.9200137,-107.6265249,60076,TRUE
"98",32.2282717,-106.7975929,60077,TRUE
"99",31.9176187,-108.3188559,60081,TRUE
"100",32.5335077,-107.4876559,60126,TRUE
"101",31.5280023,-106.1128934,83099,TRUE
"102",31.0025107,-105.55087,83332,TRUE
"103",31.846782,-106.6131975,83346,TRUE
"104",31.0025107,-105.55087,83432,TRUE
"105",37.4140427,-112.7998329,85020,TRUE
"106",37.2108797,-109.1727749,85023,TRUE
"107",37.0000397,-112.8619309,85120,TRUE
"108",37.5756917,-110.7124489,85122,TRUE
"109",37.0690767,-113.7700499,85169,TRUE
"110",37.4597237,-112.3240509,85170,TRUE
"111",37.0775177,-111.6624229,85171,TRUE
"112",37.4656037,-110.7089089,85172,TRUE
"113",37.3927137,-109.2255249,85173,TRUE
"114",37.3250947,-112.4560459,85320,TRUE
"115",37.5206767,-110.7254249,85322,TRUE
