"","latitude","longitude","stateroute","optional"
"1",56.23349,-111.67212,4057,TRUE
"2",56.50842,-118.73912,4064,TRUE
"3",57.06812,-117.61089,4073,TRUE
"4",59.98857,-111.83849,4077,TRUE
"5",59.31102,-112.48716,4078,TRUE
"6",59.86175,-111.61484,4079,TRUE
"7",56.1651,-110.85584,4157,TRUE
"8",56.74097,-117.45825,4163,TRUE
"9",59.98089,-122.92073,11125,TRUE
"10",61.39831,-117.44669,43008,TRUE
"11",60.04818,-112.77347,43009,TRUE
"12",61.44489,-121.23765,43010,TRUE
"13",60.30449,-123.3158,43011,TRUE
"14",61.83258,-121.32462,43016,TRUE
"15",62.15234,-122.52741,43017,TRUE
"16",61.091205,-118.719338,43018,TRUE
"17",63.37122,-123.56614,43019,TRUE
"18",61.144834,-119.846225,43020,TRUE
"19",60.558,-116.140967,43021,TRUE
"20",61.218189,-117.504651,43108,TRUE
"21",43.2540347,-70.6441649,44001,TRUE
"22",43.6886091,-70.3607588,44002,TRUE
"23",43.4994247,-70.5150099,44003,TRUE
"24",43.9954934,-69.5672329,44005,TRUE
"25",44.9258167,-70.9579919,44006,TRUE
"26",44.6261727,-70.9614079,44007,TRUE
"27",44.2435971,-70.2385185,44008,TRUE
"28",44.3180457,-70.6509909,44009,TRUE
"29",44.8937287,-70.4462749,44010,TRUE
"30",44.7523767,-70.8427189,44011,TRUE
"31",44.1485557,-70.5624489,44012,TRUE
"32",44.3340297,-70.2908259,44013,TRUE
"33",44.0133537,-69.9697909,44014,TRUE
"34",44.3246967,-69.8599649,44015,TRUE
"35",44.6821857,-69.2114429,44016,TRUE
"36",44.1600057,-69.2435129,44017,TRUE
"37",44.4996857,-69.2750259,44018,TRUE
"38",44.9876199,-69.4360208,44019,TRUE
"39",44.5994187,-69.5427879,44020,TRUE
"40",44.5892047,-69.1551509,44021,TRUE
"41",44.8325017,-68.9653549,44022,TRUE
"42",44.6528838,-68.2155718,44023,TRUE
"43",44.5388577,-68.3278119,44024,TRUE
"44",44.4079994,-68.7864764,44025,TRUE
"45",44.8325837,-68.2555749,44026,TRUE
"46",44.9940547,-67.4026869,44027,TRUE
"47",44.7196649,-67.948462,44028,TRUE
"48",44.8150721,-67.5684352,44029,TRUE
"49",45.7752824,-70.3366096,44030,TRUE
"50",45.233007,-70.190779,44031,TRUE
"51",45.0776834,-70.2128823,44032,TRUE
"52",45.0524467,-69.0300449,44033,TRUE
"53",45.9035867,-69.0375039,44034,TRUE
"54",45.8641277,-69.9283749,44035,TRUE
"55",45.4006104,-69.5938347,44036,TRUE
"56",45.0210757,-69.4418239,44037,TRUE
"57",45.4493167,-68.3382089,44038,TRUE
"58",45.6408892,-68.0765701,44039,TRUE
"59",45.8165007,-68.4164439,44040,TRUE
"60",45.6133217,-68.5330449,44041,TRUE
"61",45.0214735,-68.9142989,44042,TRUE
"62",45.2262561,-67.6794181,44043,TRUE
"63",45.5724217,-67.7278259,44044,TRUE
"64",45.5726168,-67.7273933,44045,TRUE
"65",46.600227,-69.5096093,44046,TRUE
"66",46.3095757,-69.2147299,44047,TRUE
"67",46.1524544,-68.0411592,44048,TRUE
"68",46.7536067,-68.2336538,44049,TRUE
"69",46.1086984,-68.9008541,44050,TRUE
"70",46.5228437,-68.3580069,44051,TRUE
"71",46.4662437,-67.8046179,44052,TRUE
"72",46.7743885,-67.831967,44053,TRUE
"73",47.3393607,-68.2314969,44054,TRUE
"74",47.2593135,-69.3742611,44055,TRUE
"75",46.5514025,-68.7805811,44056,TRUE
"76",46.1244497,-69.2124176,44057,TRUE
"77",46.7135253,-69.1934195,44058,TRUE
"78",46.2895057,-69.9316329,44059,TRUE
"79",47.3177807,-69.1455809,44060,TRUE
"80",44.2435971,-70.238518,44108,TRUE
"81",44.324762,-69.8609276,44115,TRUE
"82",44.1209917,-69.2527839,44117,TRUE
"83",44.5995807,-69.5425659,44120,TRUE
"84",44.8150721,-67.568435,44129,TRUE
"85",45.9036347,-69.0378239,44134,TRUE
"86",45.3408447,-67.6955009,44144,TRUE
"87",46.619,-69.381667,44146,TRUE
"88",46.4922497,-69.2876059,44147,TRUE
"89",47.2593135,-69.374261,44155,TRUE
"90",46.289506,-69.931633,44159,TRUE
"91",46.4717284,-69.8725532,44301,TRUE
"92",46.7780197,-68.7350293,44302,TRUE
"93",46.1446791,-67.8087039,44303,TRUE
"94",45.4140603,-69.8804671,44304,TRUE
"95",45.802425,-68.7066038,44305,TRUE
"96",44.6251205,-70.6298834,44306,TRUE
"97",44.9036271,-69.69907,44307,TRUE
"98",44.4594758,-68.9269629,44308,TRUE
"99",44.4731549,-67.9699061,44309,TRUE
"100",43.9167261,-70.979445,44310,TRUE
"101",43.9167261,-70.979445,44410,TRUE
"102",49.87065,-95.97518,45001,TRUE
"103",49.72673,-96.72108,45002,TRUE
"104",50.41315,-95.68431,45012,TRUE
"105",50.07638,-96.60014,45013,TRUE
"106",50.01089,-97.0518,45014,TRUE
"107",50.72751,-98.21579,45016,TRUE
"108",51.50284,-99.26317,45022,TRUE
"109",51.50735,-100.55731,45024,TRUE
