"","latitude","longitude","stateroute","optional"
"1",35.8986777,-114.2909089,6006,TRUE
"2",34.9859877,-114.4831159,6012,TRUE
"3",34.7270747,-113.9188229,6013,TRUE
"4",33.6562037,-114.2169649,6018,TRUE
"5",33.8839297,-113.8530119,6019,TRUE
"6",33.7034749,-112.2723363,6020,TRUE
"7",33.0219797,-111.2169189,6021,TRUE
"8",32.8332815,-114.3988546,6024,TRUE
"9",32.9285617,-113.5413359,6025,TRUE
"10",32.3325717,-112.7874759,6026,TRUE
"11",33.0156287,-111.3839189,6027,TRUE
"12",32.0343407,-110.3031159,6028,TRUE
"13",32.0266567,-112.9573589,6030,TRUE
"14",31.387449,-111.064564,6031,TRUE
"15",31.5175977,-110.7949529,6032,TRUE
"16",31.8181957,-109.6948089,6033,TRUE
"17",35.1226722,-114.582156,6056,TRUE
"18",35.4272901,-113.8087941,6057,TRUE
"19",34.2318174,-113.5975476,6063,TRUE
"20",33.2314477,-114.668276,6068,TRUE
"21",33.2869987,-112.9375459,6069,TRUE
"22",33.3339864,-112.677217,6070,TRUE
"23",33.8177037,-111.6398389,6071,TRUE
"24",32.8548017,-114.4452209,6074,TRUE
"25",32.1764407,-112.2624969,6076,TRUE
"26",32.57312,-111.3291239,6077,TRUE
"27",32.5434377,-110.5053099,6078,TRUE
"28",32.4009815,-112.9321083,6080,TRUE
"29",31.7120327,-111.0671459,6081,TRUE
"30",31.9576267,-110.9446259,6082,TRUE
"31",31.6464055,-109.4732045,6083,TRUE
"32",35.8663787,-114.6619869,6106,TRUE
"33",33.9225847,-113.8247909,6119,TRUE
"34",33.0385437,-111.3789069,6121,TRUE
"35",32.4655,-112.86988,6126,TRUE
"36",32.9583127,-111.3334729,6127,TRUE
"37",31.9571917,-112.7999879,6130,TRUE
"38",33.3339864,-112.677217,6170,TRUE
"39",32.3559327,-112.8270799,6176,TRUE
"40",32.57312,-111.329123,6177,TRUE
"41",35.8663187,-114.6620259,6206,TRUE
"42",33.9225847,-113.82479,6219,TRUE
"43",31.75871,-109.73797,6233,TRUE
"44",31.9197167,-109.9150009,6900,TRUE
"45",31.6064617,-109.2258228,6901,TRUE
"46",35.473722,-115.7029053,14037,TRUE
"47",34.5108617,-115.4898379,14043,TRUE
"48",34.2888977,-114.1414869,14044,TRUE
"49",33.0446677,-115.1445009,14048,TRUE
"50",33.4048617,-114.7292329,14049,TRUE
"51",35.5408027,-115.4289179,14062,TRUE
"52",35.8040435,-116.1930811,14064,TRUE
"53",34.7336313,-115.2438758,14067,TRUE
"54",34.9755274,-115.6467441,14068,TRUE
"55",34.0883297,-115.1040949,14069,TRUE
"56",34.4912299,-114.4066433,14086,TRUE
"57",34.9,-114.6666667,14087,TRUE
"58",33.6171807,-114.6230009,14090,TRUE
"59",32.8818917,-114.4726339,14093,TRUE
"60",35.1743817,-115.4116059,14109,TRUE
"61",36.4373087,-116.8511739,14124,TRUE
"62",36.0509851,-116.5004177,14139,TRUE
"63",37.6075607,-115.0336839,55027,TRUE
"64",37.6959387,-114.7461089,55028,TRUE
"65",36.9884637,-115.2569349,55030,TRUE
"66",36.5012519,-114.7610923,55031,TRUE
"67",35.7204427,-115.2094039,55032,TRUE
"68",35.7087118,-114.7110604,55033,TRUE
"69",36.9477957,-115.2763589,55130,TRUE
"70",36.4907307,-116.3432079,55906,TRUE
"71",37.6097121,-114.5220782,55908,TRUE
"72",32.3245289,-108.1067589,60025,TRUE
"73",32.3333333,-107.8333333,60026,TRUE
"74",32.3802337,-106.7294539,60027,TRUE
"75",33.5104187,-107.2197419,60070,TRUE
"76",32.9200137,-107.6265249,60076,TRUE
"77",32.2282717,-106.7975929,60077,TRUE
"78",31.9176187,-108.3188559,60081,TRUE
"79",31.8359947,-107.5695189,60082,TRUE
"80",33.1827307,-106.9863819,60121,TRUE
"81",32.5335077,-107.4876559,60126,TRUE
"82",33.1786297,-107.0297999,60221,TRUE
"83",27.9766671,-99.2664374,83009,TRUE
"84",28.1788677,-99.7785729,83018,TRUE
"85",28.9477668,-99.8539016,83019,TRUE
"86",28.4898387,-100.0861959,83080,TRUE
"87",29.9214837,-101.2407759,83081,TRUE
"88",29.1904253,-103.0065204,83082,TRUE
"89",29.4492397,-102.8239829,83083,TRUE
"90",29.9668217,-104.2291029,83084,TRUE
"91",30.1465918,-102.4086864,83087,TRUE
"92",30.2861238,-103.4483656,83088,TRUE
"93",31.5280023,-106.1128934,83099,TRUE
"94",29.6237867,-100.4213549,83114,TRUE
"95",28.1788677,-99.778572,83118,TRUE
"96",30.0400667,-104.0259486,83184,TRUE
"97",27.9766671,-99.266437,83209,TRUE
"98",27.7100642,-99.72838,83304,TRUE
"99",28.5902637,-99.2911529,83309,TRUE
"100",28.4334876,-100.30929,83310,TRUE
"101",29.8177107,-101.5662539,83318,TRUE
"102",29.1679858,-103.6103013,83319,TRUE
"103",29.5704974,-104.3750526,83320,TRUE
"104",31.0025107,-105.55087,83332,TRUE
"105",31.2076027,-105.3339159,83345,TRUE
"106",31.846782,-106.6131975,83346,TRUE
